lag_ps,Li_A2,Zr_A2,O_A2,Cl_A2
3.500000000000000000e+00,7.877969608025361392e-01,1.703680233954383283e-01,1.510780194734842319e-01,3.674445792227493679e-01
3.600000000000000089e+00,7.957705254902495140e-01,1.725704187064194817e-01,1.536863808167096834e-01,3.711811856255594622e-01
3.700000000000000178e+00,8.021399830381924501e-01,1.746371140364215702e-01,1.553048480988551971e-01,3.739799828815351113e-01
3.800000000000000266e+00,8.047771929590404882e-01,1.756401163790162756e-01,1.562313832593532625e-01,3.754380612435573861e-01
3.900000000000000355e+00,8.082101237468444221e-01,1.761803228482441142e-01,1.543191223158975611e-01,3.755840763887475231e-01
4.000000000000000000e+00,8.126343991213835771e-01,1.763251698052566985e-01,1.548274747402259566e-01,3.759902986588206653e-01
4.100000000000000533e+00,8.163614290596176160e-01,1.761536017761068385e-01,1.540567260046091791e-01,3.771003474816554957e-01
4.200000000000000178e+00,8.191680358650731408e-01,1.747217616047450628e-01,1.524377464650483738e-01,3.764110630008808411e-01
4.299999999999999822e+00,8.204978046582691587e-01,1.730788327422633777e-01,1.532391123069056227e-01,3.753835167234820247e-01
4.400000000000000355e+00,8.227265224109278074e-01,1.731446401974316152e-01,1.516636978032100680e-01,3.770817873724780500e-01
4.500000000000000000e+00,8.266171253827039322e-01,1.741337295509386152e-01,1.521107187634944680e-01,3.795033681853816621e-01
4.600000000000000533e+00,8.322910848067135436e-01,1.751365806780973422e-01,1.525152914589864017e-01,3.821604864951540503e-01
4.700000000000000178e+00,8.368301258654804453e-01,1.756441720381020088e-01,1.524970991357393058e-01,3.839199624037119007e-01
4.800000000000000711e+00,8.385508101301065720e-01,1.770936374499215149e-01,1.545746248738812667e-01,3.864242021534682880e-01
4.900000000000000355e+00,8.434392278905529228e-01,1.777709362897722245e-01,1.551986787926882549e-01,3.889489781110585520e-01
5.000000000000000000e+00,8.486895835682196632e-01,1.784443129911122139e-01,1.546614072395620099e-01,3.914287019917791488e-01
5.100000000000000533e+00,8.520316039909431316e-01,1.791908190775392540e-01,1.547237315664543589e-01,3.938983501212559579e-01
5.200000000000000178e+00,8.555313777834893108e-01,1.803063941420861849e-01,1.551494733553520355e-01,3.974245442791155547e-01
5.300000000000000711e+00,8.591627015670321166e-01,1.828412296199604659e-01,1.572326137258766576e-01,4.014627541917875631e-01
5.400000000000000355e+00,8.647127517693375953e-01,1.850545978752584919e-01,1.589131051546091300e-01,4.063188352453449559e-01
5.500000000000000000e+00,8.691816914600125621e-01,1.877327688203589418e-01,1.613432406300579491e-01,4.110919870167664691e-01
5.600000000000000533e+00,8.766269778109173627e-01,1.901347143664546269e-01,1.626743619907442262e-01,4.152318267462558610e-01
5.700000000000000178e+00,8.823276618274962235e-01,1.914905822283272108e-01,1.622220104640377802e-01,4.186775334419305383e-01
5.800000000000000711e+00,8.898846493407539526e-01,1.917847485057284085e-01,1.623999158823642708e-01,4.212557114805791647e-01
5.900000000000000355e+00,8.947607999895061948e-01,1.911301818265965513e-01,1.629348693284862482e-01,4.217939977877664948e-01
6.000000000000000000e+00,9.005440007409644121e-01,1.903309991871149354e-01,1.621860232239241695e-01,4.224582793209289977e-01
6.100000000000000533e+00,9.031604004565446653e-01,1.900457767564136258e-01,1.610834469062235597e-01,4.234601385349939240e-01
6.200000000000000178e+00,9.048401148986956466e-01,1.891165866078515223e-01,1.600824743239902537e-01,4.249652754029744628e-01
6.300000000000000711e+00,9.055052799408129793e-01,1.880587031331956982e-01,1.592510431580680119e-01,4.253405884646508928e-01
6.400000000000000355e+00,9.067527013919611800e-01,1.874293687202863712e-01,1.580208942734429578e-01,4.255638474749260380e-01
6.500000000000000000e+00,9.089763418200753620e-01,1.866651124635899106e-01,1.576441161565954319e-01,4.248598283208998017e-01
