time_ps,T_K,PE_eV_atom,P_GPa
5.000000000000000278e-02,4.167914288700000043e+02,-4.893649797708333082e+00,-2.217777468690000087e-01
1.000000000000000056e-01,3.910428637900000126e+02,-4.892068584791666730e+00,2.325727398733333506e-01
1.500000000000000222e-01,3.667805759999999964e+02,-4.891880300937500259e+00,-3.526076923466666124e-01
2.000000000000000111e-01,3.936585860399999888e+02,-4.897961463749999744e+00,1.997708256779999747e-01
2.500000000000000000e-01,3.758646163299999898e+02,-4.897814547291666543e+00,-6.514009831433332787e-01
3.000000000000000444e-01,3.434234425899999792e+02,-4.894463850572916108e+00,2.168147452296666777e-01
3.500000000000000333e-01,3.631218860000000177e+02,-4.895508080781250548e+00,-2.697894288026667087e-01
4.000000000000000222e-01,3.580106076600000051e+02,-4.891994064947916776e+00,-6.629066840666665572e-02
4.500000000000000111e-01,3.613748700200000030e+02,-4.889322572760416818e+00,1.704816922633333454e-01
5.000000000000000000e-01,3.838196523799999795e+02,-4.889964235052083552e+00,-1.920238129183333420e-01
5.500000000000000444e-01,3.959272493700000268e+02,-4.890740232968750156e+00,1.559832487036666715e-01
6.000000000000000888e-01,3.828336244600000100e+02,-4.889136071145833817e+00,-2.233395399396667091e-01
6.500000000000000222e-01,3.661886226500000134e+02,-4.887039501354166759e+00,-1.912842925779999759e-01
7.000000000000000666e-01,4.027850439700000038e+02,-4.892103786302083535e+00,-4.118468610333334001e-01
7.500000000000000000e-01,3.958085779400000206e+02,-4.893100515937500283e+00,5.435526330623333124e-02
8.000000000000000444e-01,3.835617899299999749e+02,-4.895933164322916475e+00,-1.874842516667999670e-01
8.500000000000000888e-01,3.581089680599999951e+02,-4.896393585052083886e+00,-3.391965504000001713e-02
9.000000000000000222e-01,3.594168037900000172e+02,-4.897233035520833333e+00,7.438071932866667513e-02
9.500000000000000666e-01,3.503997842200000150e+02,-4.895289410312499534e+00,-1.668703835223333265e-01
1.000000000000000000e+00,3.550863687699999787e+02,-4.894040274270833102e+00,-2.192566930399999781e-01
1.050000000000000044e+00,3.972003738399999975e+02,-4.896932854374999700e+00,-3.237762694566666544e-01
1.100000000000000089e+00,4.065939003799999796e+02,-4.895716036197916843e+00,-5.386050870933332263e-02
1.150000000000000133e+00,4.136757898600000090e+02,-4.894590222395833301e+00,-1.516526890673333128e-01
1.200000000000000178e+00,3.850478744299999789e+02,-4.890437602916667181e+00,-4.745658727899999541e-01
1.250000000000000000e+00,3.731359113099999831e+02,-4.888601649739583443e+00,-1.251683832700000165e-01
1.300000000000000044e+00,4.091348404099999811e+02,-4.892700666510417129e+00,-3.671519091400000101e-01
1.350000000000000089e+00,4.060145029600000157e+02,-4.892854727968749984e+00,1.230533961463333298e-01
1.400000000000000133e+00,3.315460560600000122e+02,-4.885826089375000514e+00,-5.346183001099999998e-01
1.450000000000000178e+00,3.856032888199999888e+02,-4.895113707500000189e+00,1.274696808666666570e-01
1.500000000000000000e+00,3.572985341300000073e+02,-4.893550720156249589e+00,-3.247267693866666416e-02
1.550000000000000044e+00,3.318465179500000204e+02,-4.891373173124999418e+00,-2.722986017633333700e-01
1.600000000000000089e+00,3.635570589100000234e+02,-4.894952477604166852e+00,-1.936317392826666650e-01
1.650000000000000133e+00,3.403499234000000229e+02,-4.890030500468749430e+00,-3.426527690500000278e-01
