lag_ps,Li_A2,Zr_A2,O_A2,Cl_A2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,3.102006044408162078e-01,4.881579353847882718e-02,7.645450805414157058e-02,1.299140952902194113e-01
2.000000000000000111e-01,4.433990783712595252e-01,9.995652994716665296e-02,1.101522406674237814e-01,2.343145687826594936e-01
3.000000000000000444e-01,5.146673668023370452e-01,1.364992267307058027e-01,1.313698425937999681e-01,2.862641755549399369e-01
4.000000000000000222e-01,5.768369922995841836e-01,1.684045174854044147e-01,1.475807514564651257e-01,3.239903475101588715e-01
5.000000000000000000e-01,6.248331914951135158e-01,1.859905729879292868e-01,1.641867602168490814e-01,3.452644090927848852e-01
6.000000000000000888e-01,6.543508567682154720e-01,1.933814764664369412e-01,1.722469522756707172e-01,3.544740301122680792e-01
7.000000000000000666e-01,6.747814232609063989e-01,1.949680892194211868e-01,1.744225059340437090e-01,3.577884147328295739e-01
8.000000000000000444e-01,6.912934659494367473e-01,1.936339168700158542e-01,1.742656905338975937e-01,3.579922623928397662e-01
9.000000000000000222e-01,7.054152014655927783e-01,1.897417128484127635e-01,1.731536188971198320e-01,3.553214445729124815e-01
1.000000000000000000e+00,7.119496545060778336e-01,1.844910124364010084e-01,1.683482034933745652e-01,3.495638581838901304e-01
1.100000000000000089e+00,7.180156206645516015e-01,1.788803700242157235e-01,1.638612571808381324e-01,3.440483884548033444e-01
1.200000000000000178e+00,7.216175699409975719e-01,1.731903277072039393e-01,1.589330212321677649e-01,3.392923927447376031e-01
1.300000000000000044e+00,7.283693979277816588e-01,1.678855698215216408e-01,1.545853073219714824e-01,3.351629522375431658e-01
1.400000000000000133e+00,7.377647741865327458e-01,1.632758051656882370e-01,1.470134505886300791e-01,3.307356185748474009e-01
1.500000000000000000e+00,7.417792345029292633e-01,1.594213391205768771e-01,1.456576918280706179e-01,3.244424303127179110e-01
1.600000000000000089e+00,7.465512364282652635e-01,1.575720690270315805e-01,1.417548024475165924e-01,3.213730003355641518e-01
1.700000000000000178e+00,7.546061013696280240e-01,1.575929135588293728e-01,1.430459136752596228e-01,3.220517969029618177e-01
1.800000000000000044e+00,7.618409603243794237e-01,1.577338415406756289e-01,1.442647843587000767e-01,3.221583735656087244e-01
1.900000000000000133e+00,7.660432616609326173e-01,1.584806220124864995e-01,1.446084764379385323e-01,3.224727134538638573e-01
2.000000000000000000e+00,7.773257346671905710e-01,1.611425782876563795e-01,1.466303712555086791e-01,3.256118392051525201e-01
2.100000000000000089e+00,7.859198276994784349e-01,1.642357284672728568e-01,1.507929559212005943e-01,3.302136994070099529e-01
2.200000000000000178e+00,7.955042149858726486e-01,1.682074721486360724e-01,1.543921454245445191e-01,3.350939168917586031e-01
2.300000000000000266e+00,8.035566192112065798e-01,1.726728058908459373e-01,1.574528834942368061e-01,3.406622280313388318e-01
2.400000000000000355e+00,8.131750207259348384e-01,1.756361620609386553e-01,1.588048225967521876e-01,3.449056736580489169e-01
2.500000000000000000e+00,8.223132460147725142e-01,1.778252935692360426e-01,1.591653093754474835e-01,3.476655794184078108e-01
2.600000000000000089e+00,8.310279971431697721e-01,1.778973057762696375e-01,1.582366071771433569e-01,3.497574815363778677e-01
2.700000000000000178e+00,8.377687272526258555e-01,1.766431949381558342e-01,1.581292236065015289e-01,3.487751202711770748e-01
2.800000000000000266e+00,8.405096606982742635e-01,1.743415011314110030e-01,1.572700362382799810e-01,3.460445040338288036e-01
2.900000000000000355e+00,8.447522232713020607e-01,1.716228370367280653e-01,1.556644667592121389e-01,3.433329952454806655e-01
3.000000000000000000e+00,8.472033079548292323e-01,1.693922833317839660e-01,1.525529040769668943e-01,3.417405633553445843e-01
3.100000000000000089e+00,8.532417049351597171e-01,1.685737165489320233e-01,1.511159431081841864e-01,3.414844490364563612e-01
