lag_ps,Li_A2,Zr_A2,O_A2,Cl_A2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,2.874150739402631105e-01,4.625159002434571509e-02,7.298772469978681565e-02,1.228136240491114611e-01
2.000000000000000111e-01,4.106702035934793882e-01,9.282446522313056447e-02,1.049345472671375512e-01,2.207984505259482366e-01
3.000000000000000444e-01,4.775380096701109522e-01,1.238900362847017711e-01,1.224589933398839287e-01,2.670641081570924724e-01
4.000000000000000222e-01,5.261229216052577540e-01,1.505119351878238254e-01,1.359584315190276449e-01,2.979850825283063553e-01
5.000000000000000000e-01,5.600196116337748942e-01,1.628509389482345193e-01,1.457607247999161415e-01,3.133470350511959879e-01
6.000000000000000888e-01,5.834368575051105399e-01,1.667564343626174173e-01,1.518035601640060905e-01,3.188592841540327516e-01
7.000000000000000666e-01,5.985667927510492925e-01,1.654779999648573752e-01,1.509511420024523820e-01,3.175092311647580989e-01
8.000000000000000444e-01,6.123290875392874977e-01,1.625293303903504460e-01,1.497362698935884584e-01,3.150608793314042533e-01
9.000000000000000222e-01,6.222853074547148866e-01,1.590809711704527785e-01,1.471559943485033217e-01,3.135190638216526215e-01
1.000000000000000000e+00,6.316194800601048209e-01,1.537281674428974121e-01,1.419991397758167961e-01,3.093054081284677959e-01
1.100000000000000089e+00,6.387036153263828675e-01,1.490242897090741925e-01,1.381110896589853865e-01,3.058004819121385442e-01
1.200000000000000178e+00,6.500813157488530836e-01,1.450387300746213970e-01,1.337906348480996932e-01,3.031650948491049768e-01
1.300000000000000044e+00,6.597804134908830109e-01,1.403327837207691831e-01,1.300675213714197476e-01,2.986422261405289880e-01
1.400000000000000133e+00,6.690796139863093295e-01,1.378337757060622282e-01,1.288242229065030275e-01,2.962124259805721249e-01
1.500000000000000000e+00,6.792436976778614133e-01,1.363130885327125397e-01,1.274798770391490921e-01,2.946538651685502441e-01
1.600000000000000089e+00,6.895049793010136208e-01,1.368133829478503927e-01,1.272083572699719556e-01,2.945892313475528823e-01
1.700000000000000178e+00,6.941817468513203915e-01,1.387437781999357189e-01,1.289435101205056444e-01,2.952127901931086984e-01
1.800000000000000044e+00,7.032273103360965338e-01,1.414942710478489518e-01,1.319322519736452204e-01,2.992982339712678130e-01
1.900000000000000133e+00,7.129912881342985731e-01,1.448341424505744379e-01,1.337867685592344091e-01,3.040698070847270285e-01
2.000000000000000000e+00,7.215547997169375893e-01,1.480771330494269344e-01,1.375087143898549302e-01,3.073298072859804164e-01
2.100000000000000089e+00,7.321147552953192195e-01,1.512368010209583225e-01,1.378796673294291064e-01,3.103552236066488001e-01
2.200000000000000178e+00,7.387109087497858440e-01,1.536003143978873220e-01,1.399676055485969961e-01,3.138098370952953631e-01
