time_ps,T_K,PE_eV_atom,P_GPa
5.000000000000000278e-02,3.623510405800000171e+02,-4.891755256666666440e+00,-2.369939078580000080e-01
1.000000000000000056e-01,3.348872843400000079e+02,-4.890309368802083334e+00,3.045097061066666666e-01
1.500000000000000222e-01,3.587764218099999880e+02,-4.894651560520833833e+00,-1.936729272533333213e-01
2.000000000000000111e-01,3.260439124900000252e+02,-4.891823392239583512e+00,-2.475739624923333979e-02
2.500000000000000000e-01,3.296584398499999793e+02,-4.892543166666666998e+00,-2.527035487339999720e-01
3.000000000000000444e-01,3.449470321900000158e+02,-4.892441660677083526e+00,-3.136989061300000103e-01
3.500000000000000333e-01,3.610009037400000125e+02,-4.890324599062499722e+00,1.259870817733333426e-01
4.000000000000000222e-01,3.895182991600000264e+02,-4.891234983593750307e+00,-2.022557908466666721e-01
4.500000000000000111e-01,3.597357785199999967e+02,-4.886491801562500292e+00,-5.463158940533333063e-02
5.000000000000000000e-01,3.828342732799999908e+02,-4.888901017656249515e+00,-4.631874700766666630e-01
5.500000000000000444e-01,3.581162425699999972e+02,-4.886937366197916965e+00,7.413587738333332622e-02
6.000000000000000888e-01,3.738324404599999866e+02,-4.890938858541666434e+00,-4.400434830666666297e-01
6.500000000000000222e-01,3.645516129999999748e+02,-4.891617906197916810e+00,2.269653686736666787e-01
7.000000000000000666e-01,3.567862625500000036e+02,-4.892342462083333565e+00,-2.867903476639999671e-01
7.500000000000000000e-01,3.493826280100000190e+02,-4.891948421458333307e+00,-2.473398933510000119e-01
8.000000000000000444e-01,3.394353089800000021e+02,-4.889984748854167229e+00,3.459837968033332989e-01
8.500000000000000888e-01,3.440079914799999870e+02,-4.889091756874999639e+00,-3.382270581433333145e-01
9.000000000000000222e-01,3.731785825599999953e+02,-4.891395410052083115e+00,1.637295264499999681e-01
9.500000000000000666e-01,3.738049762200000146e+02,-4.890812280833332970e+00,-4.295676756533333140e-01
1.000000000000000000e+00,3.515753140200000075e+02,-4.887713863750000165e+00,3.739361233999999312e-02
1.050000000000000044e+00,3.889939802399999849e+02,-4.891889496145833682e+00,-1.362402200116666628e-01
1.100000000000000089e+00,3.800388280999999893e+02,-4.890582485312499728e+00,9.470140515066667597e-02
1.150000000000000133e+00,3.643440105099999755e+02,-4.888634387239583212e+00,-3.418036585966666707e-01
1.200000000000000178e+00,3.638928038799999740e+02,-4.889107310937499840e+00,-3.549076229433333063e-02
1.250000000000000000e+00,3.323902457699999786e+02,-4.886600028593750089e+00,6.532722534950000104e-02
1.300000000000000044e+00,3.450985671099999763e+02,-4.889646384427083881e+00,-2.655460768499999791e-01
1.350000000000000089e+00,3.421245804999999791e+02,-4.890457559895833306e+00,6.950029225100000374e-02
1.400000000000000133e+00,3.428567830200000230e+02,-4.891059696197916473e+00,-6.417115207666665433e-02
1.450000000000000178e+00,3.584699230200000102e+02,-4.892043844479166737e+00,-4.728933869066667128e-01
1.500000000000000000e+00,3.294177145599999790e+02,-4.885366439947916639e+00,-2.478007313233333495e-02
1.550000000000000044e+00,3.698321145799999954e+02,-4.886603344479166999e+00,-4.014980404533333158e-01
1.600000000000000089e+00,3.939254146299999775e+02,-4.887565579427083584e+00,-2.791241341333331946e-02
1.650000000000000133e+00,3.697777536300000065e+02,-4.884610219010416365e+00,-1.937578077716666514e-01
1.700000000000000178e+00,3.573923322599999892e+02,-4.884052072916666098e+00,3.522198285666667400e-02
1.750000000000000000e+00,3.860289360400000191e+02,-4.888901201822917209e+00,-1.754364860990000052e-01
1.800000000000000044e+00,3.695812371499999927e+02,-4.888820641249999710e+00,-3.326982287533333249e-01
1.850000000000000089e+00,3.433914683099999934e+02,-4.887980438541666750e+00,-1.325032621666667743e-02
1.900000000000000133e+00,3.811686846599999967e+02,-4.894859581614583455e+00,-1.612492468306666871e-01
1.950000000000000178e+00,3.374662049099999876e+02,-4.890975366718749662e+00,1.205406411136666772e-01
2.000000000000000000e+00,3.074151724100000251e+02,-4.887427528177083147e+00,7.281311100733335595e-02
2.050000000000000266e+00,3.426054994699999838e+02,-4.890186901145833431e+00,-1.048912494936666689e-01
2.100000000000000089e+00,3.786440226299999949e+02,-4.891254573020833440e+00,-3.149353173333332978e-01
2.149999999999999911e+00,4.024386717699999849e+02,-4.891357171874999743e+00,2.178031305853333210e-01
2.200000000000000178e+00,3.762392652099999850e+02,-4.887867199687500275e+00,-3.811434617466665647e-02
2.250000000000000000e+00,3.578037770799999748e+02,-4.886674945156250338e+00,-1.934581986033333256e-01
2.300000000000000266e+00,3.704731703200000084e+02,-4.889635944374999710e+00,-8.801952556333332567e-02
2.350000000000000089e+00,3.453817297900000085e+02,-4.888637265885416916e+00,-2.931374425523333160e-01
2.400000000000000355e+00,3.719916317500000105e+02,-4.894583171822916690e+00,-1.956383741986666980e-01
2.450000000000000178e+00,3.244582354600000258e+02,-4.890204516197916185e+00,-1.257157948666667024e-01
2.500000000000000000e+00,3.487048895300000027e+02,-4.893297515677082821e+00,-3.443556985933333148e-01
2.550000000000000266e+00,3.533737303099999849e+02,-4.893382237812500257e+00,4.057433993533333255e-02
2.600000000000000089e+00,3.554930909199999860e+02,-4.892581648072916956e+00,-1.120130167299999840e-01
2.650000000000000355e+00,3.770467738699999813e+02,-4.894058656562499721e+00,-2.486307703533333358e-01
2.700000000000000178e+00,3.685055728500000214e+02,-4.892284228541666558e+00,5.537456422266666574e-03
2.750000000000000000e+00,3.509710218199999758e+02,-4.889686240260416206e+00,-1.845398054800000132e-01
2.800000000000000266e+00,3.881415553599999839e+02,-4.893740099531250110e+00,-5.055941675666666274e-02
2.850000000000000089e+00,3.860990182400000208e+02,-4.892452876197916467e+00,-1.753127631319999769e-01
2.900000000000000355e+00,3.783146004899999753e+02,-4.890748527916666255e+00,-2.689570583459999775e-01
2.950000000000000178e+00,3.832131452400000171e+02,-4.890871167812499642e+00,-5.016592048333332748e-02
3.000000000000000000e+00,3.877664725500000031e+02,-4.891363209010417101e+00,9.157578489999993257e-03
3.050000000000000266e+00,3.475516174599999886e+02,-4.887434287708333436e+00,-5.440691276899999734e-02
3.100000000000000089e+00,3.714623111000000222e+02,-4.893262465520833437e+00,-3.131346763836667102e-01
3.150000000000000355e+00,3.736913704500000222e+02,-4.896940478333333679e+00,-1.968886092036666591e-01
3.200000000000000178e+00,3.373374250300000199e+02,-4.894958432447916508e+00,-4.663418412266666646e-01
3.250000000000000000e+00,3.069062068100000147e+02,-4.891991083749999802e+00,-3.371680128945000465e-01
3.300000000000000266e+00,3.367550195200000189e+02,-4.894652858593750544e+00,-9.265557021999999698e-02
3.350000000000000089e+00,3.558114045300000043e+02,-4.894754916093750019e+00,-2.983706141826666935e-01
3.400000000000000355e+00,3.522751029400000107e+02,-4.892437001718749734e+00,3.217528576233334020e-02
3.450000000000000178e+00,3.289598623499999803e+02,-4.888479203645833771e+00,-7.849248629666664978e-02
3.500000000000000000e+00,3.744715142900000160e+02,-4.892881714114583502e+00,9.050373526233335131e-02
3.550000000000000266e+00,3.681195138599999837e+02,-4.890916897083333659e+00,1.761022841666667546e-02
