time_ps,T_K,PE_eV_atom,P_GPa
5.000000000000000278e-02,3.654985023500000239e+02,-4.891579949322916399e+00,-2.330176247003332979e-01
1.000000000000000056e-01,3.396557941600000277e+02,-4.889723743541666501e+00,3.129512304633333408e-01
1.500000000000000222e-01,3.627320401999999717e+02,-4.893992861093749980e+00,-1.889414591526666631e-01
2.000000000000000111e-01,3.219276208800000063e+02,-4.891790046510416268e+00,-3.081793405299998803e-02
2.500000000000000000e-01,3.155209090999999830e+02,-4.894102039270832982e+00,-2.636416103429999880e-01
3.000000000000000444e-01,3.207894686999999863e+02,-4.895667861614582783e+00,-3.278782587063333032e-01
3.500000000000000333e-01,3.266397477799999933e+02,-4.894973453750000481e+00,7.147236922666666548e-02
4.000000000000000222e-01,3.651008582900000192e+02,-4.895531758072916517e+00,-2.081660454166666396e-01
4.500000000000000111e-01,3.401905568099999755e+02,-4.888849094010416785e+00,-7.714317638999999838e-02
5.000000000000000000e-01,3.669754023699999834e+02,-4.890745927187500008e+00,-4.803160441800000124e-01
5.500000000000000444e-01,3.566308503800000267e+02,-4.889348893333333557e+00,5.304872548666667020e-02
6.000000000000000888e-01,3.675751536399999964e+02,-4.891287500729166737e+00,-4.059279469733333978e-01
6.500000000000000222e-01,3.729330022899999904e+02,-4.892385770260417210e+00,2.324500969033333198e-01
7.000000000000000666e-01,3.593147955599999932e+02,-4.891467810624999579e+00,-2.782468637841000181e-01
7.500000000000000000e-01,3.514202077300000155e+02,-4.891446739843750002e+00,-2.332451028900000001e-01
8.000000000000000444e-01,3.393770968300000277e+02,-4.890121759583332839e+00,3.345318735500000251e-01
8.500000000000000888e-01,3.538244469499999809e+02,-4.890832334322916530e+00,-2.716621975866666538e-01
9.000000000000000222e-01,3.786893496999999797e+02,-4.891785314062500056e+00,1.480510406549999936e-01
9.500000000000000666e-01,3.784309534600000120e+02,-4.890139124895832801e+00,-3.514872016333333016e-01
1.000000000000000000e+00,3.637132827899999938e+02,-4.887707883489583516e+00,-2.186534993799998938e-02
1.050000000000000044e+00,3.894191539099999773e+02,-4.890730934791666762e+00,6.211533243633332591e-02
1.100000000000000089e+00,3.720877098099999785e+02,-4.888939363072917210e+00,-4.421425211999999855e-02
1.150000000000000133e+00,3.879168440400000009e+02,-4.891787370729166362e+00,2.185506546666669218e-03
1.200000000000000178e+00,3.737673633399999744e+02,-4.892157841093750292e+00,-2.129158340656666371e-01
