neighbour_count,atom_frame_fraction
0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,5.362500000000000044e-01
2.000000000000000000e+00,3.984375000000000000e-01
3.000000000000000000e+00,6.281249999999999334e-02
4.000000000000000000e+00,2.500000000000000052e-03
