r,gr_crystal (Li-S),gr_glass (Li-S),gr_glass-ceramic (Li-S),nr_crystal (Li-S),nr_glass (Li-S),nr_glass-ceramic (Li-S)
7.346875,1.079642,0.935813,0.894158,39.254134,38.115709,38.370391
7.353125,1.080339,0.949403,0.893164,39.366886,38.209267,38.460312
7.359375,1.10833,0.914824,0.896106,39.48133,38.301939,38.550484
7.365625,1.118562,0.969008,0.878354,39.59797,38.395748,38.64006
7.371875,1.128757,0.945374,0.870331,39.71588,38.491238,38.728486
7.378125,1.129863,0.941393,0.892601,39.834584,38.58551,38.817785
7.384375,1.12293,0.914186,0.888746,39.953182,38.67838,38.908169
7.390625,1.124541,0.92503,0.899205,40.0717,38.770589,38.999042
7.396875,1.168427,0.945048,0.892495,40.192825,38.864505,39.090259
7.403125,1.184439,0.97209,0.909907,40.317322,38.960947,39.182177
7.409375,1.199149,0.936616,0.887416,40.443658,39.057124,39.273989
7.415625,1.211069,0.938442,0.91614,40.571621,39.151767,39.366277
7.421875,1.210272,0.960911,0.906862,40.700391,39.247798,39.459716
7.428125,1.193599,0.957207,0.921812,40.828446,39.344941,39.553605
7.434375,1.201995,0.987903,0.94776,40.956277,39.443619,39.649756
7.440625,1.22866,0.968818,0.916408,41.086198,39.54305,39.745788
7.446875,1.242643,0.975502,0.920505,41.218512,39.642018,39.840576
7.453125,1.243517,0.944575,0.92919,41.351846,39.739915,39.936185
7.459375,1.273417,0.966801,0.939375,41.487057,39.837534,40.032931
7.465625,1.288479,0.969316,0.92659,41.624915,39.936581,40.129703
7.471875,1.286324,0.955315,0.951754,41.763698,40.035206,40.227282
7.478125,1.287113,0.976635,0.95626,41.902639,40.134372,40.326568
7.484375,1.277632,0.98323,0.945789,42.041343,40.23514,40.425708
7.490625,1.300387,0.987493,0.943705,42.180999,40.336634,40.524359
7.496875,1.294079,0.973293,0.940363,42.32178,40.437785,40.622891
7.503125,1.297273,0.983182,0.967306,42.462626,40.538883,40.722825
7.509375,1.319876,0.993292,0.92993,42.605113,40.641185,40.822375
7.515625,1.342402,0.976345,0.960822,42.750298,40.743301,40.921753
7.521875,1.311864,0.985412,0.955461,42.895285,40.845179,41.02264
7.528125,1.336015,0.980982,0.957885,43.040166,40.947468,41.123539
7.534375,1.29618,0.996604,0.98407,43.184425,41.05051,41.226118
7.540625,1.335923,1.009133,0.999675,43.328922,41.155192,41.331079
7.546875,1.35342,1.003418,0.975825,43.476806,41.260404,41.435774
7.553125,1.318068,1.011601,0.984916,43.623949,41.36592,41.539862
7.559375,1.280914,0.984731,1.003918,43.767335,41.470629,41.645616
7.565625,1.312998,0.996186,0.988364,43.910682,41.574703,41.751727
7.571875,1.32468,1.016643,1.009773,44.056687,41.680629,41.858327
7.578125,1.320589,1.014716,1.011076,44.203354,41.787706,41.966317
7.584375,1.290094,1.024309,1.015336,44.34834,41.895364,42.074782
7.590625,1.323846,1.033119,1.054093,44.49375,42.004174,42.185735
7.596875,1.35796,0.967299,1.030456,44.643182,42.11014,42.297679
7.603125,1.316181,1.027483,1.020163,44.792428,42.215986,42.407983
7.609375,1.324186,1.037484,1.026582,44.940033,42.325735,42.518261
7.615625,1.307852,1.024113,1.033469,45.087414,42.435483,42.629438
7.621875,1.307828,1.024417,1.033731,45.234121,42.544716,42.741184
7.628125,1.308274,1.009129,1.055471,45.381092,42.653327,42.854306
7.634375,1.289927,1.012418,1.01987,45.527295,42.761475,42.966859
7.640625,1.310797,1.055652,1.048614,45.673883,42.872296,43.079227
7.646875,1.278221,0.995075,1.046658,45.820047,42.982362,43.193235
7.653125,1.27146,1.039669,1.058287,45.964226,43.091753,43.307957
7.659375,1.282453,1.038218,1.072782,46.108883,43.203645,43.424293
7.665625,1.277101,1.064461,1.051938,46.254094,43.317057,43.54047
7.671875,1.276184,1.034348,1.092938,46.399187,43.430444,43.657944
7.678125,1.257389,1.028513,1.110675,46.543393,43.542071,43.77883
7.684375,1.231698,1.060735,1.093474,46.685298,43.655311,43.899941
7.690625,1.230622,1.039536,1.102024,46.825906,43.769333,44.020774
7.696875,1.251039,1.023265,1.091364,46.967851,43.881502,44.141687
7.703125,1.206099,1.053637,1.104674,47.108618,43.994624,44.262944
7.709375,1.223722,1.051444,1.102406,47.248049,44.109465,44.385007
7.715625,1.212083,1.08312,1.109448,47.388049,44.226105,44.507534
7.721875,1.206448,1.059393,1.1067,47.527282,44.343367,44.630496
7.728125,1.191662,1.075039,1.100868,47.665562,44.460377,44.753182
7.734375,1.166395,1.05549,1.124732,47.801753,44.577362,44.877071
7.740625,1.212262,1.065081,1.11865,47.939359,44.693989,45.00215
7.746875,1.184532,1.052326,1.127496,48.078234,44.810629,45.127586
7.753125,1.14072,1.07171,1.120953,48.213181,44.927825,45.253354
7.759375,1.147295,1.069984,1.135897,48.346184,45.046184,45.379795
7.765625,1.17337,1.07662,1.121587,48.481303,45.165007,45.506475
7.771875,1.137942,1.063685,1.13836,48.616091,45.283671,45.633499
7.778125,1.100589,1.05436,1.142166,48.746845,45.40129,45.761885
7.784375,1.113506,1.070489,1.195181,48.876382,45.519478,45.893684
7.790625,1.129313,1.078973,1.147631,49.007811,45.639227,46.025999
7.796875,1.119172,1.078192,1.157006,49.139782,45.759597,46.156369
7.803125,1.120752,1.054945,1.151188,49.271462,45.878817,46.28715
7.809375,1.112674,1.090326,1.164717,49.40297,45.998909,46.418578
7.815625,1.106413,1.060531,1.148206,49.533843,46.119504,46.550047
7.821875,1.059224,1.052247,1.159373,49.661766,46.238155,46.681422
7.828125,1.092383,1.101557,1.141297,49.789068,46.359306,46.812613
7.834375,1.077704,1.087132,1.116799,49.917665,46.482613,46.941581
7.840625,1.060622,1.075562,1.15961,50.044583,46.60465,47.071806
7.846875,1.09117,1.076889,1.145999,50.172507,46.726303,47.203909
7.853125,1.097425,1.075409,1.144176,50.302824,46.848142,47.335338
7.859375,1.051357,1.086288,1.173169,50.430972,46.970708,47.468539
7.865625,1.081991,1.078511,1.191049,50.558406,47.093645,47.60465
7.871875,1.074309,1.058442,1.170593,50.687414,47.215192,47.740827
7.878125,1.071503,1.070683,1.183154,50.815999,47.336488,47.876766
7.884375,1.067602,1.084042,1.17351,50.944385,47.459438,48.013089
7.890625,1.079324,1.083713,1.176214,51.073446,47.583327,48.149226
7.896875,1.069274,1.088926,1.192346,51.202811,47.707692,48.286674
7.903125,1.059474,1.113024,1.15203,51.331184,47.833936,48.42293
7.909375,1.060208,1.097455,1.150437,51.459213,47.960867,48.556965
7.915625,1.076231,1.119393,1.172423,51.588459,48.088367,48.692401
7.921875,1.056428,1.12084,1.190717,51.717679,48.217414,48.830404
7.928125,1.076324,1.084253,1.169407,51.84711,48.344637,48.968446
7.934375,1.057668,1.089635,1.20389,51.976819,48.470258,49.10748
7.940625,1.058392,1.091118,1.184875,52.105641,48.596475,49.247639
7.946875,1.066916,1.076178,1.174916,52.235231,48.72211,49.386316
7.953125,1.057016,1.089512,1.157126,52.36494,48.847851,49.523578
7.959375,1.036773,1.110985,1.17773,52.493009,48.975814,49.661224
7.965625,1.035363,1.106065,1.190209,52.619954,49.104941,49.801039
7.971875,1.079191,1.093229,1.179627,52.749702,49.233234,49.941184
7.978125,1.058144,1.098304,1.16082,52.881051,49.361277,50.079808
7.984375,1.064004,1.098166,1.174822,53.011673,49.489808,50.218367
7.990625,1.059553,1.102763,1.189002,53.142586,49.618803,50.358816
7.996875,1.057683,1.097663,1.18359,53.273313,49.74797,50.500007
8.003125,1.051757,1.135291,1.171098,53.403763,49.879253,50.640351
8.009375,1.039447,1.100075,1.177906,53.533287,50.01088,50.780576
8.015625,1.076178,1.104187,1.18845,53.66453,50.14088,50.922057
8.021875,1.041103,1.121711,1.170044,53.796078,50.272361,51.063287
8.028125,1.070493,1.095613,1.208552,53.92748,50.403539,51.205946
8.034375,1.070949,1.13473,1.168167,54.060946,50.535695,51.34871
8.040625,1.060603,1.121385,1.198427,54.194001,50.669584,51.491091
8.046875,1.067624,1.12587,1.166953,54.327057,50.803155,51.633618
8.053125,1.046337,1.118351,1.183539,54.459424,50.936753,51.77547
8.059375,1.050616,1.078709,1.168803,54.590932,51.067745,51.917652
8.065625,1.078238,1.110681,1.174852,54.724649,51.198486,52.059531
8.071875,1.070265,1.067636,1.177175,54.859808,51.328763,52.202136
8.078125,1.064414,1.129533,1.181449,54.994305,51.460377,52.345364
8.084375,1.049364,1.096282,1.183317,55.127692,51.593909,52.489187
8.090625,1.088315,1.133524,1.168037,55.262797,51.72789,52.632414
8.096875,1.064502,1.108055,1.171434,55.399067,51.862785,52.775139
8.103125,1.064737,1.082662,1.196451,55.534054,51.994822,52.919821
8.109375,1.010639,1.095445,1.16437,55.665826,52.126303,53.064292
8.115625,1.050028,1.101192,1.186299,55.796871,52.259107,53.208366
8.121875,1.041564,1.13486,1.179521,55.930086,52.394504,53.353591
8.128125,1.05053,1.111974,1.177493,56.063538,52.530761,53.498499
8.134375,1.048503,1.110701,1.162805,56.197639,52.665761,53.642599
8.140625,1.052264,1.138764,1.173022,56.332057,52.802599,53.786647
8.146875,1.044463,1.115756,1.158383,56.466422,52.939954,53.930642
8.153125,1.042656,1.124444,1.173702,56.600377,53.076647,54.074901
8.159375,1.017824,1.104338,1.151423,56.732824,53.212851,54.218948
8.165625,1.015651,1.112582,1.17288,56.863736,53.348538,54.363168
8.171875,1.047102,1.096003,1.153221,56.996739,53.483922,54.507718
8.178125,1.01828,1.137386,1.143601,57.130112,53.621038,54.650668
8.184375,1.021221,1.120388,1.149064,57.262017,53.759861,54.793578
8.190625,0.989667,1.100005,1.134608,57.392268,53.896594,54.936144
8.196875,0.996919,1.110329,1.137318,57.521144,54.032917,55.078194
8.203125,0.98645,1.116556,1.15015,57.650006,54.17047,55.221435
8.209375,0.996933,1.134512,1.154933,57.779067,54.309729,55.365999
8.215625,0.984262,1.115294,1.118034,57.908181,54.44912,55.508763
8.221875,0.97183,1.123823,1.135245,58.035853,54.588062,55.650509
8.228125,0.974196,1.112758,1.14422,58.163062,54.727057,55.79412
8.234375,0.96868,1.112556,1.12824,58.290258,54.865562,55.937507
8.240625,0.982935,1.103448,1.143471,58.418221,55.003697,56.081065
8.246875,0.944813,1.104952,1.15761,58.544808,55.141567,56.2267
8.253125,0.964686,1.104759,1.167744,58.67039,55.279729,56.374094
8.259375,0.961822,1.097599,1.136827,58.797281,55.417639,56.52039
8.265625,0.941733,1.126922,1.130743,58.92285,55.557149,56.664557
8.271875,0.953715,1.110068,1.129865,59.048075,55.697652,56.808499
8.278125,0.947281,1.069099,1.098935,59.173855,55.834729,56.950628
8.284375,0.940866,1.10714,1.100796,59.298974,55.971832,57.091118
8.290625,0.936859,1.11825,1.149351,59.423591,56.112242,57.235046
8.296875,0.940618,1.082889,1.121829,59.548379,56.251329,57.380536
8.303125,0.939997,1.102354,1.10098,59.673564,56.389623,57.523141
8.309375,0.925895,1.063784,1.144581,59.797956,56.526911,57.667427
8.315625,0.903321,1.117159,1.102397,59.920086,56.66535,57.812017
8.321875,0.925685,1.084501,1.122072,60.042387,56.805311,57.955377
8.328125,0.916993,1.117337,1.110968,60.165787,56.945496,58.099504
8.334375,0.931779,1.086019,1.125456,60.289781,57.085985,58.244067
8.340625,0.911295,1.09205,1.095186,60.413578,57.225073,58.387824
8.346875,0.917397,1.077601,1.104148,60.536593,57.363829,58.530416
8.353125,0.908766,1.087752,1.118781,60.659623,57.50252,58.674755
8.359375,0.926214,1.086744,1.068733,60.783432,57.642004,58.817004
8.365625,0.906639,1.094174,1.082155,60.907281,57.78211,58.957083
8.371875,0.937903,1.054534,1.102629,61.032109,57.92035,59.099583
8.378125,0.924218,1.090501,1.090665,61.158313,58.058565,59.24285
8.384375,0.921283,1.056103,1.063379,61.283578,58.197083,59.383763
8.390625,0.894439,1.084187,1.089234,61.407003,58.335403,59.524795
8.396875,0.928832,1.088904,1.090836,61.53113,58.476051,59.667837
8.403125,0.91737,1.094626,1.073122,61.657003,58.617586,59.810033
8.409375,0.878066,1.094832,1.071929,61.779596,58.759715,59.951197
8.415625,0.917933,1.097883,1.108643,61.902413,58.902268,60.094914
8.421875,0.90364,1.088133,1.086372,62.027162,59.044596,60.239795
8.428125,0.936603,1.067263,1.086561,62.153379,59.185139,60.383432
8.434375,0.9102,1.065884,1.070176,62.280231,59.324438,60.52621
8.440625,0.913848,1.09058,1.065003,62.405707,59.465469,60.667771
8.446875,0.914415,1.076858,1.063826,62.531659,59.607427,60.80912
8.453125,0.908657,1.062974,1.069012,62.65744,59.747784,60.950945
8.459375,0.918601,1.08716,1.045798,62.783697,59.889028,61.091779
8.465625,0.948381,1.080733,1.059912,62.91289,60.031647,61.232215
8.471875,0.917418,1.061685,1.063296,63.042189,60.172797,61.374027
8.478125,0.914543,1.064127,1.060938,63.169331,60.313062,61.516117
8.484375,0.935065,1.056559,1.047931,63.29789,60.453194,61.657387
8.490625,0.941095,1.061595,1.051906,63.428485,60.593366,61.79826
8.496875,0.937246,1.089152,1.078098,63.559424,60.735906,61.941369
8.503125,0.938898,1.065845,1.049601,63.690403,60.878935,62.08453
8.509375,0.939977,1.06249,1.057868,63.821765,61.020403,62.226541
8.515625,0.938786,1.058151,1.071201,63.953313,61.161567,62.370218
8.521875,0.938352,1.065522,1.021909,64.08494,61.303141,62.511673
8.528125,0.946577,1.053071,1.024708,64.217308,61.444583,62.650191
8.534375,0.958911,1.055088,1.044464,64.351315,61.585535,62.790443
8.540625,0.929733,1.064994,1.063187,64.484331,61.727493,62.933511
8.546875,0.962293,1.05772,1.052494,64.617784,61.869834,63.077334
8.553125,0.957144,1.046531,1.037948,64.753366,62.011144,63.219649
8.559375,0.965837,1.035372,1.037596,64.889397,62.151157,63.361157
8.565625,0.960137,1.030133,1.057764,65.025839,62.290271,63.504226
8.571875,0.962277,1.053323,1.02626,65.162228,62.4308,63.646726
8.578125,0.946178,1.042005,1.026695,65.297823,62.572334,63.787308
8.584375,0.995515,1.062373,1.033489,65.435985,62.714689,63.928591
8.590625,0.975703,1.033512,1.049692,65.576448,62.856673,64.07166
8.596875,0.938351,1.062208,1.058736,65.713035,62.998855,64.216673
8.603125,0.978418,1.054829,1.033786,65.850019,63.142691,64.3608
8.609375,0.983278,1.063982,1.034394,65.990416,63.286858,64.503458
8.615625,0.964885,1.029462,1.041696,66.130046,63.429504,64.646871
8.621875,0.986506,1.074265,1.03369,66.270112,63.573062,64.790443
8.628125,0.979928,1.023774,1.048219,66.411461,63.716435,64.934675
8.634375,0.986957,1.043344,1.00174,66.553048,63.857903,65.076898
8.640625,1.012116,1.020621,1.039672,66.697162,63.999358,65.218736
8.646875,0.967078,1.043026,1.0357,66.840046,64.140998,65.363141
8.653125,0.991643,1.05152,1.021874,66.981659,64.284966,65.506514
8.659375,0.991307,1.040017,1.026461,67.125231,64.428935,65.649451
8.665625,0.989878,1.036216,1.052974,67.268881,64.572056,65.794768
8.671875,0.996279,1.039702,1.017838,67.413101,64.715363,65.939689
8.678125,1.016657,1.032469,1.048623,67.559477,64.858617,66.084517
8.684375,1.004303,1.052366,1.038639,67.706646,65.002956,66.231011
8.690625,0.966791,1.012914,1.03,67.850389,65.146144,66.376408
8.696875,1.008477,1.024214,1.014623,67.994649,65.287585,66.520323
8.703125,0.984077,1.006395,1.018042,68.140376,65.428776,66.663604
8.709375,0.99241,1.048801,1.01939,68.285138,65.571884,66.807427
8.715625,0.987383,1.011661,1.00858,68.43035,65.715562,66.950786
8.721875,0.998745,1.051665,1.01535,68.576236,65.859649,67.094067
8.728125,0.960118,1.044111,1.035338,68.720323,66.00621,67.23945
8.734375,1.006475,1.026385,1.034043,68.865191,66.15121,67.386368
8.740625,0.974038,1.013421,1.021038,69.011289,66.294265,67.53248
8.746875,0.998233,1.044721,1.030718,69.15699,66.438816,67.678564
8.753125,0.972151,1.019174,1.028134,69.302757,66.583974,67.825363
8.759375,0.97469,1.03217,1.018708,69.44699,66.728458,67.971514
8.765625,0.997709,0.998279,1.024835,69.593326,66.871673,68.117638
8.771875,0.952878,1.026237,1.009899,69.738246,67.014675,68.263339
8.778125,0.970708,1.021599,1.038692,69.881368,67.15953,68.410244
8.784375,0.987954,1.007457,0.994511,70.027307,67.30326,68.556249
8.790625,0.973972,1.031739,1.006147,70.173696,67.447916,68.700125
8.796875,1.002839,1.025622,1.007838,70.321408,67.594067,68.845165
8.803125,0.959903,0.998896,1.010073,70.468273,67.738088,68.990694
8.809375,0.977945,1.013436,1.011935,70.613485,67.881448,69.136725
8.815625,0.963172,1.012926,1.013242,70.759146,68.026011,69.283194
8.821875,0.964094,1.012787,1.01783,70.903974,68.170734,69.430297
8.828125,0.952893,0.988259,0.998529,71.048233,68.313895,69.57654
8.834375,0.931725,1.011398,0.994751,71.190257,68.457162,69.721315
8.840625,0.958257,1.022681,0.981896,71.332889,68.603101,69.865085
8.846875,0.958653,1.020133,0.995753,71.477757,68.749874,70.009133
8.853125,0.949964,1.00271,0.960641,71.622201,68.895416,70.151831
8.859375,0.979321,1.016339,1.019908,71.768418,69.040892,70.296501
8.865625,0.958086,0.996587,0.968053,71.915455,69.18613,70.441911
8.871875,0.947171,0.991524,0.981487,72.06025700000001,69.329781,70.584715
8.878125,0.980399,1.017714,0.99326,72.206963,69.475165,70.729569
8.884375,0.974164,1.006979,0.993843,72.355932,69.621871,70.875535
8.890625,0.953051,0.990443,0.977891,72.503021,69.766805,71.020575
8.896875,0.952924,1.021978,0.989796,72.648696,69.913035,71.165522
8.903125,0.945023,1.012733,1.003638,72.793961,70.061091,71.312572
8.909375,0.969394,0.982288,0.966442,72.940693,70.206461,71.458101
8.915625,0.937037,1.005729,0.970091,73.087016,70.351527,71.601355
8.921875,0.918183,0.962895,0.965699,73.229609,70.495376,71.744754
8.928125,0.947123,0.980515,0.987334,73.37318,70.637585,71.889635
8.934375,0.936023,0.998806,0.971718,73.518326,70.782625,72.035165
8.940625,0.96537,0.975073,0.940863,73.665085,70.927466,72.17744
8.946875,0.935975,0.971553,0.942211,73.812043,71.070509,72.317717
8.953125,0.972581,0.985286,0.995117,73.959767,71.214503,72.462241
8.959375,0.940698,0.961489,0.938168,74.108061,71.357956,72.606659
8.965625,0.96936,0.994542,0.974144,74.256315,71.502294,72.749715
8.971875,0.935018,0.994409,0.965729,74.404331,71.649265,72.895032
8.978125,0.951548,0.982307,0.952755,74.55117,71.795535,73.038948
8.984375,0.972441,0.984509,0.954949,74.70113,71.941276,73.182254
8.990625,0.968719,0.987416,0.942903,74.852638,72.087598,73.325019
8.996875,0.949616,1.008992,0.970196,75.002572,72.235945,73.469133
9.003125,0.967888,0.969576,0.955532,75.152651,72.383167,73.614397
9.009375,0.966715,0.945525,0.931458,75.304278,72.525866,73.756937
9.015625,0.969922,0.984073,0.957428,75.456275,72.669847,73.899821
9.021875,0.963701,0.966081,0.951041,75.608246,72.815561,74.044384
9.028125,0.95229,0.960151,0.956695,75.75904,72.959688,74.189093
9.034375,0.950638,0.965526,0.945801,75.909013,73.103974,74.333604
9.040625,0.971935,0.974057,0.934414,76.060746,73.249503,74.476619
9.046875,0.968585,0.962332,0.97217,76.214106,73.394993,74.621844
9.053125,0.971257,0.988587,0.942407,76.367624,73.541778,74.767876
9.059375,0.980425,0.972661,0.944568,76.522294,73.689543,74.912003
9.065625,0.983571,0.99252,0.935489,76.678154,73.83781,75.055799
9.071875,0.988537,0.95931,0.928333,76.834873,73.98527,75.198551
9.078125,0.979037,0.975462,0.920851,76.991447,74.131646,75.340376
9.084375,0.990132,0.971503,0.942991,77.148365,74.279146,75.483524
9.090625,0.98347,0.957622,0.947882,77.305852,74.425495,75.628947
9.096875,0.98063,0.947433,0.942118,77.462796,74.570217,75.774503
9.103125,1.013975,0.96681,0.933111,77.6224,74.715839,75.919119
9.109375,0.997572,0.942231,0.931318,77.783577,74.861262,76.063101
9.115625,0.997522,0.953416,0.92064,77.943656,75.005866,76.206315
9.121875,0.97592,0.9663,0.946349,78.102214,75.152506,76.350892
9.128125,0.996271,0.976383,0.92187,78.260892,75.301104,76.49576
9.134375,1.014268,0.969525,0.929972,78.422876,75.450151,76.639556
9.140625,0.984537,0.959066,0.913231,78.584132,75.598074,76.782876
9.146875,1.000535,0.970491,0.910455,78.744503,75.746276,76.924873
9.153125,1.0276,0.950432,0.911925,78.908577,75.894014,77.066963
9.159375,1.02114,0.957374,0.944372,79.074542,76.040945,77.211897
9.165625,0.99172,0.945099,0.911637,79.237823,76.187664,77.357003
9.171875,1.009571,0.978901,0.917824,79.400389,76.336249,77.50023
9.178125,1.017785,0.96697,0.918429,79.565296,76.486725,77.644185
9.184375,1.03912,0.943293,0.943953,79.732836,76.634649,77.790389
9.190625,1.013884,0.970138,0.908534,79.900283,76.783022,77.936011
9.196875,1.027072,0.943114,0.923924,80.066976,76.93158,78.080257
9.203125,1.023738,0.972264,0.94447,80.234701,77.080508,78.227532
9.209375,1.052693,0.955496,0.933476,80.404754,77.230601,78.37576
9.215625,1.040628,0.948096,0.928029,80.576421,77.379014,78.522889
9.221875,1.041149,0.958325,0.914913,80.747373,77.52785,78.668749
9.228125,1.02495,0.969878,0.930687,80.917267,77.67859,78.815019
9.234375,1.042025,0.964175,0.928261,81.087466,77.829992,78.962545
9.240625,1.041578,0.956632,0.924677,81.259265,77.980561,79.109794
9.246875,1.057941,0.958539,0.951003,81.432611,78.130892,79.259053
9.253125,1.035408,0.960944,0.924337,81.60568,78.281765,79.408484
9.259375,1.031775,0.956289,0.909008,81.776817,78.432664,79.554767
9.265625,1.053185,0.965062,0.911919,81.949661,78.584093,79.700257
9.271875,1.068645,0.960747,0.928203,82.125799,78.736077,79.847479
9.278125,1.089787,0.956275,0.940647,82.305217,78.887572,79.997201
9.284375,1.042742,0.9458,0.916807,82.482717,79.038088,80.146209
9.290625,1.093676,0.926845,0.91146,82.660786,79.186474,80.293074
9.296875,1.06544,0.923434,0.914179,82.840984,79.333286,80.439926
9.303125,1.05009,0.952972,0.912787,83.017783,79.482373,80.587082
9.309375,1.070004,0.994559,0.935982,83.195204,79.63732,80.736196
9.315625,1.076141,0.933658,0.90412,83.375045,79.790931,80.884807
9.321875,1.055794,0.938869,0.923993,83.553934,79.94031,81.032651
9.328125,1.056111,0.957138,0.927979,83.731381,80.091765,81.182624
9.334375,1.064438,0.957344,0.933746,83.909794,80.2449,81.33359
9.340625,1.081685,0.957383,0.952521,84.0906,80.398259,81.486751
9.346875,1.043573,0.923305,0.925072,84.269886,80.549093,81.63941
9.353125,1.071598,0.938037,0.917991,84.448563,80.698577,81.789463
9.359375,1.076262,0.957661,0.924062,84.630243,80.851024,81.939635
9.365625,1.061404,0.952772,0.925906,84.811301,81.00486,82.090654
9.371875,1.076198,0.941009,0.917718,84.992598,81.157558,82.241355
9.378125,1.074141,0.954163,0.918756,85.175217,81.310574,82.391672
9.384375,1.063851,0.932945,0.923178,85.357029,81.46314,82.542638
9.390625,1.073457,0.952767,0.931613,85.539026,81.615799,82.69486
9.396875,1.063658,0.934704,0.928283,85.721248,81.768802,82.847704
9.403125,1.055122,0.941279,0.914359,85.902148,81.921077,82.999331
9.409375,1.053721,0.947998,0.924375,86.082439,82.074635,83.150839
9.415625,1.066992,0.958759,0.936125,86.263987,82.22982,83.304344
9.421875,1.065269,0.950999,0.923043,86.446764,82.385455,83.457942
9.428125,1.063087,0.945365,0.938758,86.62945,82.540204,83.611963
9.434375,1.050144,0.923244,0.919961,86.811076,82.692889,83.765931
9.440625,1.065803,0.958373,0.93213,86.99318,82.846844,83.919556
9.446875,1.028192,0.966947,0.897315,87.173629,83.004582,84.0715
9.453125,1.056858,0.946656,0.929507,87.35355,83.161566,84.223431
9.459375,1.065253,0.940577,0.946375,87.53691,83.316593,84.379648
9.465625,1.045971,0.9313,0.963356,87.719569,83.470561,84.538894
9.471875,1.062749,0.944516,0.920448,87.902254,83.625058,84.696183
9.478125,1.079938,0.968596,0.920342,88.088127,83.782836,84.850085
9.484375,1.057362,0.94507,0.918339,88.273775,83.940865,85.004013
9.490625,1.058858,0.951659,0.930692,88.457836,84.097704,85.159013
9.496875,1.054277,0.944499,0.927262,88.64187,84.254701,85.314966
9.503125,1.05668,0.948041,0.961116,88.825957,84.411606,85.473683
9.509375,1.054686,0.933738,0.928439,89.010322,84.567823,85.632704
9.515625,1.06207,0.961613,0.937259,89.195402,84.725376,85.789926
9.521875,1.079851,0.925571,0.933052,89.382928,84.882452,85.947743
9.528125,1.049785,0.935935,0.944501,89.569621,85.037598,86.106381
9.534375,1.041934,0.948647,0.928576,89.753232,85.194873,86.264847
9.540625,1.032148,0.954365,0.909727,89.935534,85.353894,86.420574
9.546875,1.052575,0.953274,0.9436,90.119013,85.513511,86.577783
9.553125,1.022248,0.917001,0.939098,90.301857,85.670204,86.73769
9.559375,1.036042,0.960079,0.929166,90.483484,85.827677,86.896579
9.565625,1.034539,0.935378,0.9472,90.666433,85.986897,87.056368
9.571875,1.032441,0.929127,0.917594,90.849304,86.143722,87.215376
9.578125,1.059446,0.915045,0.943801,91.034621,86.29904,87.374304
9.584375,1.014252,0.941754,0.955249,91.218563,86.455627,87.536659
9.590625,1.031385,0.940683,0.939798,91.400256,86.614582,87.698881
9.596875,1.028853,0.945555,0.947673,91.583484,86.774066,87.860667
9.603125,1.015045,0.93199,0.955989,91.765494,86.933021,88.024053
9.609375,1.006016,0.953857,0.930135,91.945706,87.092889,88.186143
9.615625,1.003524,0.950904,0.932306,92.125124,87.254569,88.346407
9.621875,1.009319,0.946558,0.932936,92.305071,87.415839,88.507122
9.628125,1.024843,0.930108,0.945821,92.487161,87.575548,88.669212
9.634375,0.980155,0.963184,0.939392,92.66687,87.736884,88.832069
9.640625,1.002451,0.941176,0.933131,92.844806,87.89937,88.99404
9.646875,0.992179,0.945372,0.939859,93.024052,88.060548,89.156262
9.653125,0.99398,0.953111,0.960439,93.202769,88.222955,89.321063
9.659375,0.982424,0.965613,0.945496,93.380838,88.387307,89.486566
9.665625,0.986136,0.931073,0.940625,93.558431,88.549979,89.650561
9.671875,0.993349,0.945725,0.947153,93.73724,88.711156,89.814913
9.678125,0.982275,0.954496,0.950176,93.915931,88.874555,89.980309
9.684375,0.970644,0.958024,0.955614,94.092796,89.039225,90.146659
9.690625,0.964727,0.927349,0.932602,94.268298,89.201764,90.311685
9.696875,1.006141,0.963978,0.923998,94.447253,89.365032,90.474159
9.703125,0.970095,0.947596,0.93367,94.626923,89.530257,90.636936
9.709375,0.990628,0.955235,0.942865,94.805415,89.694939,90.801579
9.715625,0.951648,0.919684,0.938642,94.982452,89.857413,90.96687
9.721875,0.953466,0.93846,0.939089,95.156328,90.018643,91.132042
9.728125,0.960197,0.954295,0.947788,95.331208,90.183087,91.298233
9.734375,0.941918,0.92511,0.924537,95.505256,90.346579,91.463352
9.740625,0.974904,0.93485,0.964669,95.680878,90.50859,91.630177
9.746875,0.961838,0.966996,0.961787,95.85855,90.674463,91.800508
9.753125,0.947222,0.971055,0.960555,96.033907,90.843709,91.970693
9.759375,0.962969,0.955601,0.95858,96.209595,91.012174,92.140812
9.765625,0.949248,0.952265,0.954672,96.385693,91.179211,92.310627
9.771875,0.935849,0.951801,0.947502,96.559515,91.346129,92.479674
9.778125,0.943387,0.950585,0.939309,96.733021,91.513114,92.647571
9.784375,0.966491,0.964712,0.941966,96.909581,91.681447,92.81519
9.790625,0.95983,0.951764,0.942691,97.087888,91.850098,92.983325
9.796875,0.951903,0.979054,0.94726,97.265071,92.02023,93.152148
9.803125,0.9618,0.93915,0.945018,97.442663,92.189463,93.321394
9.809375,0.95588,0.927478,0.943814,97.620851,92.354357,93.490547
9.815625,0.951821,0.940794,0.949983,97.798338,92.519608,93.660362
9.821875,0.942096,0.950643,0.933757,97.974767,92.687121,93.829489
