r,gr_crystal (Li-S),gr_glass (Li-S),gr_glass-ceramic (Li-S),nr_crystal (Li-S),nr_glass (Li-S),nr_glass-ceramic (Li-S)
4.865625,0.876026,1.098437,1.141115,12.516465,11.070341,11.601901
4.871875,0.892812,1.059222,1.154945,12.55698,11.117325,11.652589
4.878125,0.880746,1.097051,1.158553,12.597708,11.164401,11.703793
4.884375,0.861853,1.087003,1.154995,12.637827,11.212206,11.755129
4.890625,0.812148,1.05834,1.176392,12.676465,11.259282,11.806994
4.896875,0.820923,1.098874,1.144367,12.714256,11.306743,11.858753
4.903125,0.829081,1.068523,1.130817,12.752536,11.354547,11.909626
4.909375,0.775853,1.074765,1.066062,12.789864,11.401941,11.958872
4.915625,0.744989,1.10898,1.054536,12.825327,11.450354,12.006531
4.921875,0.739142,1.095466,1.126908,12.860023,11.499348,12.055684
4.928125,0.741778,1.085575,1.072586,12.894732,11.547946,12.105367
4.934375,0.75508,1.07987,1.078621,12.929904,11.596319,12.154084
4.940625,0.792428,1.097196,1.057274,12.966359,11.645076,12.202576
4.946875,0.753507,1.065593,1.076079,13.002867,11.693634,12.251134
4.953125,0.743237,1.076405,1.033418,13.038303,11.741848,12.299269
4.959375,0.732459,1.054374,1.034857,13.07333,11.78993,12.346584
4.965625,0.70952,1.009092,1.055295,13.107642,11.83661,12.39452
4.971875,0.691123,1.065389,1.074478,13.141054,11.883661,12.443488
4.978125,0.681103,1.044703,1.031661,13.173872,11.931637,12.492033
4.984375,0.71411,1.027595,0.978194,13.207324,11.978872,12.538475
4.990625,0.710124,0.986867,1.000267,13.241557,12.024904,12.584309
4.996875,0.656812,1.055908,1.007437,13.274494,12.071703,12.630936
5.003125,0.677048,0.968711,0.966336,13.306716,12.118198,12.676888
5.009375,0.693907,0.998429,0.987699,13.339917,12.163489,12.722496
5.015625,0.70143,1.037726,1.001048,13.373793,12.210486,12.769031
5.021875,0.677972,1.018587,0.915767,13.407364,12.258065,12.813991
5.028125,0.678995,1.020612,0.923042,13.440472,12.305367,12.857232
5.034375,0.656246,0.989105,0.975672,13.473131,12.3521,12.901994
5.040625,0.703649,0.964552,0.902259,13.506478,12.397642,12.946372
5.046875,0.69062,0.993822,0.907832,13.54075,12.443409,12.989256
5.053125,0.67551,0.998132,0.890013,13.574414,12.490076,13.031954
5.059375,0.682934,0.99623,0.91112,13.607972,12.536914,13.074838
5.065625,0.729262,0.985356,0.905552,13.642946,12.583568,13.118197
5.071875,0.70139,0.929193,0.87461,13.678462,12.628753,13.16079
5.078125,0.702319,0.944217,0.864747,13.713396,12.673078,13.20251
5.084375,0.705359,0.973089,0.889545,13.748515,12.718555,13.244692
5.090625,0.726343,0.924583,0.891199,13.784322,12.763674,13.287615
5.096875,0.764612,0.992156,0.896122,13.821703,12.809361,13.330803
5.103125,0.731726,0.949364,0.847023,13.859308,12.85575,13.373025
5.109375,0.73151,0.996684,0.895551,13.896173,12.902364,13.41534
5.115625,0.731816,0.9948,0.833119,13.933131,12.950182,13.457417
5.121875,0.755078,0.974261,0.850579,13.970777,12.997576,13.498502
5.128125,0.728773,1.00036,0.879293,14.008435,13.045221,13.540816
5.134375,0.74881,0.959145,0.856679,14.046028,13.092615,13.583383
5.140625,0.764085,0.945372,0.843848,14.084613,13.138793,13.625181
5.146875,0.777733,0.968081,0.8922,14.124031,13.185301,13.667959
5.153125,0.757289,1.003149,0.884154,14.163369,13.23333,13.711835
5.159375,0.780655,0.937972,0.885748,14.20288,13.280737,13.755658
5.165625,0.794157,0.965922,0.833038,14.243435,13.327351,13.798316
5.171875,0.790704,0.97274,0.845894,14.284348,13.37493,13.840089
5.178125,0.85772,0.953746,0.828491,14.327007,13.422324,13.881848
5.184375,0.815927,0.939662,0.849218,14.370419,13.469017,13.923793
5.190625,0.844448,0.970001,0.863517,14.413594,13.516226,13.966716
5.196875,0.815047,0.96447,0.805695,14.456848,13.564163,14.008647
5.203125,0.830788,0.960027,0.864095,14.499851,13.611967,14.050697
5.209375,0.891347,1.005479,0.852078,14.544956,13.660909,14.094017
5.215625,0.881663,1.00307,0.830196,14.591504,13.711041,14.136584
5.221875,0.900137,0.985885,0.827168,14.638396,13.760803,14.178621
5.228125,0.88196,1.013557,0.828829,14.685406,13.810949,14.220724
5.234375,0.87336,1.035312,0.874026,14.731821,13.862457,14.264123
5.240625,0.873272,0.980416,0.900903,14.778118,13.91325,14.309467
5.246875,0.915945,0.979651,0.865223,14.825657,13.962761,14.354692
5.253125,0.938075,0.987757,0.873459,14.875036,14.012576,14.399322
5.259375,0.920505,0.991137,0.879087,14.924652,14.0628,14.444414
5.265625,0.981024,1.052142,0.889296,14.975538,14.114785,14.490023
5.271875,0.934369,1.014937,0.857036,15.026914,14.167496,14.535168
5.278125,0.967046,0.999096,0.862145,15.078038,14.218978,14.579718
5.284375,0.924071,1.028189,0.925213,15.129004,14.270922,14.626147
5.290625,0.962482,1.006213,0.901716,15.17997,14.323171,14.673713
5.296875,0.952405,0.997681,0.883896,15.231821,14.374758,14.720314
5.303125,0.933125,1.030659,0.935349,15.282999,14.427099,14.767906
5.309375,1.017369,1.087997,0.91904,15.336067,14.481901,14.816531
5.315625,0.986879,1.026836,0.889735,15.390724,14.536729,14.86407
5.321875,1.061896,1.01375,0.881127,15.446729,14.589758,14.910724
5.328125,1.045905,1.054993,0.890569,15.50448,14.643647,14.957509
5.334375,0.985726,1.020137,0.912941,15.560274,14.697827,15.005247
5.340625,1.029976,1.047031,0.908814,15.615763,14.751927,15.053581
5.346875,1.029963,1.052139,0.88185,15.672602,14.806993,15.1012
5.353125,0.987432,1.048679,0.913496,15.728395,14.862232,15.149057
5.359375,0.995615,0.997106,0.918785,15.783369,14.916147,15.198012
5.365625,1.002807,1.046299,0.935886,15.838898,14.970128,15.247681
5.371875,1.03131,1.048357,0.967179,15.895551,15.025591,15.298766
5.378125,1.051632,1.084254,0.965424,15.9537,15.082192,15.350763
5.384375,1.038332,1.066838,0.977881,16.012178,15.139414,15.403171
5.390625,0.969502,1.056438,0.92136,16.068488,15.196028,15.454507
5.396875,0.992167,1.070801,0.956777,16.123633,15.25288,15.505393
5.403125,0.976275,1.121593,0.983756,16.179096,15.31161,15.558091
5.409375,0.973552,1.041253,0.983426,16.234163,15.369679,15.611636
5.415625,1.008647,1.062908,1.018931,16.290274,15.426306,15.666266
5.421875,1.003994,1.058989,0.983728,16.347377,15.483541,15.721028
5.428125,0.981705,1.047267,0.950612,16.403845,15.540485,15.774044
5.434375,0.995209,1.066312,0.963336,16.460194,15.597761,15.826623
5.440625,0.985524,1.068728,0.999512,16.516782,15.65575,15.880671
5.446875,1.000797,1.079381,1.000571,16.57366,15.714229,15.935869
5.453125,0.963518,1.049792,0.96962,16.630036,15.772324,15.990366
5.459375,1.006784,1.104397,0.996947,16.686715,15.831239,16.04489
5.465625,0.973321,1.050298,1.045067,16.743805,15.8903,16.101636
5.471875,1.03968,1.080121,0.999513,16.80198,15.948832,16.158581
5.478125,0.982569,1.047909,1.031311,16.860551,16.00743,16.215274
5.484375,0.952114,0.996214,1.036989,16.916715,16.063845,16.273144
5.490625,0.989907,1.047442,1.045937,16.973223,16.12038,16.331557
5.496875,1.001249,1.112731,1.059073,17.031292,16.180274,16.390723
5.503125,0.960102,1.066938,1.0229,17.08862,16.240843,16.449374
5.509375,0.975964,1.089661,1.094983,17.14534,16.300909,16.509176
5.515625,0.976454,1.067787,1.024338,17.202668,16.361134,16.569149
5.521875,0.921267,1.009647,1.069535,17.258514,16.419255,16.628541
5.528125,0.989513,1.107725,1.078737,17.314877,16.478634,16.689612
5.534375,1.001134,1.069966,1.076302,17.373726,16.539837,16.751014
5.540625,0.934217,1.102732,1.077577,17.431067,16.601041,16.812522
5.546875,0.961478,1.086209,1.065456,17.487363,16.66284,16.873858
5.553125,0.980623,1.087967,1.057531,17.545168,16.724361,16.934758
5.559375,0.973105,1.032411,1.125927,17.603448,16.784493,16.997536
5.565625,0.949266,1.069605,1.069294,17.660922,16.844242,17.06079
5.571875,0.981972,1.028248,1.097549,17.718792,16.904004,17.123369
5.578125,0.981972,1.037514,1.071354,17.777774,16.962985,17.186147
5.584375,1.005674,1.068437,1.070779,17.837602,17.02325,17.24829
5.590625,0.966636,1.10613,1.092017,17.897099,17.085618,17.311173
5.596875,0.988514,1.092629,1.094113,17.956213,17.148819,17.374877
5.603125,0.966688,1.042494,1.036932,18.015459,17.210327,17.437112
5.609375,0.973672,1.058477,1.085631,18.074387,17.270988,17.499242
5.615625,1.022295,1.077126,1.08727,18.135141,17.332787,17.562985
5.621875,0.991869,1.061065,1.069125,18.196583,17.394797,17.626385
5.628125,0.982321,1.087803,1.085136,18.25694,17.457258,17.689864
5.634375,0.953839,1.051827,1.068413,18.316266,17.519586,17.753461
5.640625,1.005078,1.085702,1.100867,18.376424,17.581993,17.817668
5.646875,0.984824,1.070205,1.08106,18.437668,17.645075,17.88239
5.653125,0.973223,1.049367,1.093337,18.498064,17.707231,17.947033
5.659375,1.033477,1.093356,1.077176,18.560101,17.770207,18.011702
5.665625,0.993669,1.026798,1.084093,18.622906,17.832655,18.076239
5.671875,1.017437,1.065267,1.107313,18.685353,17.894414,18.141821
5.678125,0.980807,1.101332,1.07492,18.747535,17.958514,18.207271
5.684375,1.072703,1.022264,1.116075,18.811583,18.021477,18.273131
5.690625,1.025116,1.096498,1.075028,18.877152,18.08444,18.339136
5.696875,1.003887,1.054607,1.084487,18.94071,18.148501,18.404334
5.703125,1.0362,1.083286,1.030145,19.004758,18.212311,18.468316
5.709375,1.020494,1.024816,1.0658,19.069466,18.275366,18.531874
5.715625,1.040054,1.049462,1.048253,19.13444,18.337549,18.59612
5.721875,1.029002,1.056847,1.062016,19.199824,18.400829,18.660393
5.728125,1.0593,1.046642,1.026367,19.265961,18.464162,18.724136
5.734375,1.035345,1.046552,1.022835,19.332443,18.527324,18.786821
5.740625,1.035169,1.040342,1.09819,19.398302,18.590432,18.851848
5.746875,1.095921,1.068599,1.08204,19.466239,18.654348,18.918832
5.753125,1.052596,1.08281,1.064242,19.534877,18.719691,18.984916
5.759375,1.051138,1.045299,1.103897,19.602231,18.784467,19.051821
5.765625,1.10363,1.052131,1.099796,19.671371,18.848448,19.119969
5.771875,1.044946,1.088753,1.076951,19.740458,18.913898,19.18743
5.778125,1.10542,1.020412,1.01719,19.809757,18.978514,19.252469
5.784375,1.084212,1.016487,1.109233,19.880472,19.041054,19.31866
5.790625,1.093304,1.036195,1.029747,19.950948,19.104215,19.385379
5.796875,1.095429,1.033533,1.120516,20.02194,19.168038,19.452601
5.803125,1.119087,1.024039,1.070444,20.093924,19.231623,19.521239
5.809375,1.111001,1.027383,1.050045,20.16657,19.295154,19.587813
5.815625,1.088377,1.037097,1.088105,20.238368,19.359228,19.655088
5.821875,1.101389,1.022552,1.080323,20.310009,19.423289,19.723461
5.828125,1.090162,1.042403,1.081352,20.381861,19.487654,19.791768
5.834375,1.134477,1.046516,1.073195,20.454956,19.552906,19.859996
5.840625,1.111585,1.088176,1.097547,20.528911,19.619731,19.928884
5.846875,1.108809,1.039519,1.079413,20.602178,19.686477,19.998117
5.853125,1.090059,1.020908,1.018652,20.67489,19.751252,20.064982
5.859375,1.094912,1.074932,1.069021,20.747297,19.817284,20.131662
5.865625,1.08144,1.072224,1.048167,20.819572,19.885075,20.199427
5.871875,1.145046,1.030269,1.070242,20.893673,19.951596,20.267377
5.878125,1.087542,1.093089,1.067556,20.96813,20.018924,20.336093
5.884375,1.107373,1.099501,1.059136,21.04149,20.088593,20.404599
5.890625,1.119227,1.062312,1.045838,21.116067,20.157429,20.472548
5.896875,1.129453,1.062546,1.081201,21.191543,20.225234,20.541358
5.903125,1.142383,1.035091,1.0675,21.267958,20.29231,20.611014
5.909375,1.097631,1.057643,1.064023,21.343461,20.359374,20.68026
5.915625,1.140299,1.000273,1.080446,21.419056,20.425459,20.750075
5.921875,1.135551,1.02403,1.072496,21.496093,20.490604,20.820313
5.928125,1.107059,1.058338,1.038307,21.572165,20.55776,20.889321
5.934375,1.111337,1.101086,1.083712,21.647575,20.627548,20.958845
5.940625,1.143522,1.069802,1.060907,21.724387,20.697853,21.029255
5.946875,1.100476,1.05249,1.068317,21.800987,20.766728,21.099308
5.953125,1.127523,1.045405,1.059262,21.877204,20.834956,21.169453
5.959375,1.095094,1.059026,1.054242,21.953395,20.90354,21.239281
5.965625,1.110879,1.041029,1.06281,22.029175,20.972125,21.309374
5.971875,1.106636,1.10547,1.047045,22.105511,21.042376,21.379374
5.978125,1.164461,1.029428,1.069101,22.183858,21.11239,21.449731
5.984375,1.091697,1.047784,1.064489,22.261847,21.180657,21.520816
5.990625,1.147782,1.030352,1.071768,22.339427,21.249096,21.592138
5.996875,1.103519,1.023401,1.0644,22.417575,21.316874,21.663607
6.003125,1.112998,1.071615,1.131552,22.494678,21.38616,21.737231
6.009375,1.111821,1.079356,1.104421,22.572231,21.457443,21.81235
6.015625,1.115564,1.050853,1.063663,22.650035,21.528183,21.885339
6.021875,1.115515,1.064952,1.030513,22.72813,21.598593,21.955987
6.028125,1.09173,1.091275,1.074891,22.805551,21.670498,22.027165
6.034375,1.095109,1.058568,1.073836,22.882416,21.742337,22.099956
6.040625,1.080464,1.04967,1.07434,22.959043,21.812932,22.172879
6.046875,1.059138,1.07231,1.106692,23.034559,21.884136,22.247072
6.053125,1.109257,1.053592,1.019125,23.111252,21.955617,22.319532
6.059375,1.053654,1.057694,1.019345,23.187905,22.026755,22.389162
6.065625,1.07232,1.048471,1.073223,23.263408,22.097866,22.460789
6.071875,1.078653,1.052563,1.067547,23.339956,22.16895,22.534215
6.078125,1.075325,1.071056,1.078809,23.416768,22.240948,22.607985
6.084375,1.072377,1.041241,1.079664,23.493514,22.312707,22.682323
6.090625,1.064642,1.062395,1.091616,23.570035,22.384321,22.757257
6.096875,1.092658,1.081523,1.066453,23.647442,22.457456,22.831887
6.103125,1.074986,1.056501,1.106977,23.725379,22.530538,22.907204
6.109375,1.08049,1.052412,1.059429,23.803037,22.602773,22.982429
6.115625,1.054125,1.033707,1.04891,23.880101,22.674374,23.055789
6.121875,1.056722,1.085771,1.091111,23.956463,22.74727,23.130405
6.128125,1.062223,1.065153,1.094182,24.033276,22.821397,23.206755
6.134375,1.063334,1.048826,1.072704,24.110485,22.8944,23.282614
6.140625,1.06589,1.034854,1.075795,24.187985,22.966503,23.357985
6.146875,1.030391,1.079243,1.040528,24.26444,23.03981,23.432376
6.153125,1.0377,1.083517,1.090186,24.340022,23.114956,23.507429
6.159375,1.038843,1.041847,1.061393,24.416067,23.18895,23.583368
6.165625,1.042859,1.075341,1.081286,24.492455,23.262813,23.659149
6.171875,1.029608,1.059178,1.057098,24.568659,23.337429,23.734929
6.178125,1.023939,1.089479,1.038959,24.64432,23.412694,23.80936
6.184375,1.032608,1.053771,1.060627,24.720246,23.487919,23.884069
6.190625,1.044812,1.057656,1.058116,24.797098,23.562178,23.959612
6.196875,1.048053,1.064522,1.051175,24.874678,23.636966,24.034969
6.203125,1.041317,1.020841,1.044628,24.952283,23.710604,24.109995
6.209375,1.06088,1.04717,1.045842,25.030524,23.783778,24.184982
6.215625,1.020834,1.047674,1.038592,25.108156,23.858051,24.259903
6.221875,1.0301,1.027344,1.047147,25.184797,23.931768,24.335022
6.228125,1.066854,1.036049,1.088987,25.263315,24.00522,24.412112
6.234375,1.054502,1.022488,1.034547,25.342905,24.078646,24.488897
6.240625,1.046064,1.079227,1.049252,25.421873,24.153765,24.5644
6.246875,1.048532,1.061202,1.012212,25.500775,24.230419,24.639241
6.253125,1.052039,1.036251,1.043972,25.580061,24.305683,24.714043
6.259375,1.051686,1.059173,1.013249,25.659625,24.381027,24.78903
6.265625,1.023785,1.028452,1.016655,25.738275,24.456239,24.86317
6.271875,1.089955,1.039581,1.057599,25.81854,24.530895,24.939082
6.278125,1.074588,1.049203,1.043962,25.900894,24.60645,25.016146
6.284375,1.072451,1.035814,1.02858,25.982746,24.682019,25.092297
6.290625,1.0679,1.074875,1.010027,26.064506,24.758672,25.16735
6.296875,1.075103,1.035701,1.021993,26.146529,24.835471,25.24231
6.303125,1.069526,1.033285,1.029977,26.228778,24.910908,25.318156
6.309375,1.083227,1.02509,1.033647,26.311503,24.986106,25.394585
6.315625,1.057403,1.05844,1.031602,26.393924,25.062376,25.471225
6.321875,1.103266,1.017077,1.05835,26.477283,25.1385,25.548937
6.328125,1.068271,1.036284,1.047393,26.561225,25.213963,25.627389
6.334375,1.082881,1.062231,1.030814,26.644545,25.291239,25.704969
6.340625,1.083471,1.008922,1.032669,26.728619,25.367654,25.782151
6.346875,1.093912,1.011583,1.017237,26.813289,25.44235,25.858977
6.353125,1.045974,1.036349,1.0455,26.896662,25.518209,25.936437
6.359375,1.069306,1.006186,1.000247,26.979241,25.594016,26.013408
6.365625,1.077343,1.037969,1.004944,27.063209,25.670035,26.089003
6.371875,1.096472,1.005079,1.01032,27.148408,25.746159,26.165127
6.378125,1.110813,0.990368,1.025449,27.235087,25.820656,26.242178
6.384375,1.111998,1.017044,1.001141,27.322548,25.895749,26.319029
6.390625,1.083343,0.987555,0.97936,27.409095,25.970881,26.394281
6.396875,1.085242,1.01061,0.993761,27.494757,26.045921,26.4694
6.403125,1.070771,1.008638,0.967918,27.580087,26.1219,26.544228
6.409375,1.088677,1.007022,0.971909,27.665722,26.197892,26.618368
6.415625,1.093209,1.015906,0.980714,27.752415,26.274307,26.693143
6.421875,1.099712,1.016723,0.959864,27.839717,26.351238,26.767601
6.428125,1.11414,0.970839,0.989966,27.928024,26.426609,26.842561
6.434375,1.081226,0.990517,0.974664,28.015762,26.501133,26.918236
6.440625,1.070878,1.003869,0.958392,28.101939,26.577059,26.992839
6.446875,1.083625,1.004002,0.98319,28.188381,26.653646,27.067918
6.453125,1.082184,0.989611,0.997659,28.275445,26.729836,27.144664
6.459375,1.070576,0.9663,0.970878,28.362151,26.80473,27.22108
6.465625,1.093394,0.986821,0.985651,28.449479,26.879664,27.297178
6.471875,1.047488,0.988698,0.964419,28.53604,26.955603,27.373170000000002
6.478125,1.087548,0.955911,0.978128,28.622534,27.030498,27.449016
6.484375,1.061035,0.986944,0.969149,28.709743,27.105471,27.525193
6.490625,1.032347,1.004868,0.986501,28.794876,27.182482,27.601847
6.496875,1.052415,0.946308,0.953309,28.879823,27.258064,27.678024
6.503125,1.071757,0.96594,0.934349,28.966542,27.332283,27.752297
6.509375,1.077131,0.93622,0.949987,29.054439,27.406252,27.826582
6.515625,1.023473,0.99378,0.970581,29.140524,27.48145,27.902442
6.521875,1.058845,1.02539,0.934661,29.226026,27.560273,27.977839
6.528125,1.038188,0.962948,0.922874,29.312296,27.638037,28.05149
6.534375,1.023699,0.971224,0.92743,29.397283,27.713831,28.124995
6.540625,1.017903,0.9485,0.948567,29.481595,27.789201,28.199664
6.546875,1.005421,0.927877,0.942449,29.565312,27.863011,28.275074
6.553125,0.99171,0.92879,0.931391,29.648103,27.936185,28.349942
6.559375,1.005093,0.952121,0.941501,29.73104,28.010458,28.424916
6.565625,1.002227,0.962668,0.931472,29.814571,28.086212,28.500035
6.571875,0.995885,0.945169,0.93891,29.897878,28.161834,28.575193
6.578125,0.965205,0.913758,0.928592,29.979796,28.235656,28.650378
6.584375,0.972214,0.943908,0.914053,30.060881,28.309572,28.724704
6.590625,0.950516,0.933169,0.911666,30.141503,28.3844,28.798487
6.596875,0.954064,0.937026,0.8946,30.221516,28.459095,28.871622
6.603125,0.976434,0.945821,0.91343,30.302772,28.534439,28.944968
6.609375,0.952652,0.926893,0.92666,30.384122,28.609519,29.019757
6.615625,0.947412,0.930077,0.91063,30.464399,28.684109,29.094572
6.621875,0.929703,0.968713,0.904701,30.543857,28.760524,29.168632
6.628125,0.910501,0.914118,0.875515,30.621899,28.836437,29.241397
6.634375,0.917805,0.933006,0.878061,30.699585,28.911053,29.313209
6.640625,0.921666,0.968801,0.919569,30.777891,28.988024,29.386966
6.646875,0.909399,0.898864,0.886335,30.855987,29.063751,29.461199
6.653125,0.880785,0.924827,0.928311,30.932481,29.137839,29.535934
6.659375,0.855673,0.916923,0.933935,31.00682,29.212799,29.612773
6.665625,0.857766,0.90613,0.893184,31.080312,29.287138,29.688302
6.671875,0.877994,0.902815,0.876834,31.154902,29.36104,29.761609
6.678125,0.875124,0.896283,0.886022,31.230378,29.434677,29.834757
6.684375,0.876858,0.9191,0.905028,31.305947,29.509122,29.909214
6.690625,0.855343,0.913202,0.87383,31.380801,29.5844,29.983302
6.696875,0.867789,0.895445,0.868716,31.455405,29.658844,30.056013
6.703125,0.852461,0.929027,0.907559,31.530021,29.734082,30.130273
6.709375,0.84692,0.890193,0.899874,31.60387,29.809241,30.205974
6.715625,0.827436,0.94824,0.888752,31.676767,29.885339,30.281026
6.721875,0.826807,0.899951,0.876097,31.748923,29.961979,30.35522
6.728125,0.795636,0.926589,0.871019,31.819823,30.037865,30.428804
6.734375,0.787217,0.905503,0.871909,31.889121,30.114122,30.502349
6.740625,0.798412,0.91555,0.906867,31.958672,30.190061,30.577548
6.746875,0.768965,0.891079,0.877417,32.027547,30.265537,30.653116
6.753125,0.760339,0.9169,0.867385,32.094875,30.341212,30.727151
6.759375,0.747248,0.889993,0.866093,32.16137,30.416979,30.800841
6.765625,0.767401,0.884574,0.855805,32.228301,30.491529,30.874175
6.771875,0.766582,0.898328,0.868163,32.296211,30.566569,30.947733
6.778125,0.752356,0.920491,0.881712,32.363579,30.643262,31.022534
6.784375,0.727773,0.902842,0.869596,32.429346,30.720286,31.097534
6.790625,0.740089,0.882445,0.873232,32.49469,30.795841,31.172309
6.796875,0.7491,0.89516,0.897453,32.561106,30.871212,31.248421
6.803125,0.719034,0.889783,0.862968,32.626701,30.947032,31.324227
6.809375,0.728638,0.880076,0.883746,32.691502,31.022349,31.399585
6.815625,0.703138,0.902331,0.876928,32.755709,31.098341,31.475682
6.821875,0.738031,0.899131,0.880205,32.820457,31.175286,31.551767
6.828125,0.720825,0.885441,0.868542,32.886119,31.251648,31.627627
6.834375,0.710422,0.902627,0.877597,32.950656,31.328302,31.703513
6.840625,0.719071,0.899132,0.875387,33.015233,31.405683,31.779836
6.846875,0.720387,0.882441,0.903784,33.080378,31.482336,31.857442
6.853125,0.729567,0.888497,0.866148,33.146119,31.558672,31.934783
6.859375,0.686342,0.892693,0.853703,33.210431,31.63559,32.010074
6.865625,0.700775,0.873962,0.871735,33.273553,31.712018,32.085749
6.871875,0.698051,0.885485,0.867142,33.337322,31.788275,32.162151
6.878125,0.701124,0.870788,0.891387,33.401225,31.864532,32.239558
6.884375,0.699274,0.903843,0.881378,33.465299,31.941727,32.317733
6.890625,0.706655,0.870361,0.850763,33.529743,32.019042,32.394254
6.896875,0.724657,0.886039,0.870124,33.595471,32.095722,32.470418
6.903125,0.687437,0.858147,0.889115,33.660431,32.172005,32.548421
6.909375,0.722898,0.87801,0.875904,33.725431,32.248077,32.62682
6.915625,0.698407,0.901413,0.900456,33.791053,32.326185,32.705868
6.921875,0.683146,0.894376,0.887862,33.854955,32.405153,32.78559
6.928125,0.701308,0.890964,0.847496,33.919108,32.483804,32.86309
6.934375,0.683247,0.864804,0.862511,33.983381,32.561291,32.939598
6.940625,0.698784,0.848301,0.881008,34.047653,32.637032,33.017746
6.946875,0.673699,0.878104,0.858232,34.111595,32.7135,33.095841
6.953125,0.692309,0.922095,0.892532,34.175351,32.793381,33.174598
6.959375,0.672412,0.899926,0.868349,34.239161,32.874373,33.25395
6.965625,0.676849,0.874571,0.877915,34.302362,32.953394,33.332786
6.971875,0.702109,0.883964,0.8629,34.367071,33.031846,33.411516
6.978125,0.698041,0.864048,0.867481,34.432891,33.109968,33.489915
6.984375,0.675464,0.880803,0.873499,34.497574,33.18809,33.568936
6.990625,0.686582,0.847701,0.841711,34.561833,33.265616,33.646926
6.996875,0.706887,0.899423,0.859936,34.627693,33.344122,33.724439
7.003125,0.687762,0.865817,0.861298,34.693724,33.423579,33.802984
7.009375,0.700746,0.874238,0.866412,34.759584,33.502045,33.881965
7.015625,0.725921,0.932654,0.861406,34.827375,33.583672,33.961092
7.021875,0.722408,0.869668,0.912589,34.896317,33.665233,34.042481
7.028125,0.706435,0.876867,0.880486,34.964452,33.744413,34.124889
7.034375,0.711543,0.863379,0.837014,35.03219,33.823447,34.203963
7.040625,0.709452,0.899899,0.876503,35.100193,33.903672,34.282997
7.046875,0.725837,0.85046,0.874091,35.169002,33.983447,34.363883
7.053125,0.687127,0.864005,0.865975,35.236859,34.061727,34.444426
7.059375,0.705963,0.888191,0.893229,35.303883,34.141873,34.526
7.065625,0.74091,0.869891,0.849258,35.373619,34.222428,34.606939
7.071875,0.746444,0.867203,0.876158,35.445431,34.302164,34.68723
7.078125,0.732011,0.877743,0.864405,35.516939,34.382402,34.768367
7.084375,0.718173,0.885376,0.866276,35.587203,34.463619,34.849188
7.090625,0.738418,0.920188,0.875768,35.657904,34.546939,34.930682
7.096875,0.71782,0.881402,0.878174,35.728711,34.630219,35.012878
7.103125,0.73555,0.884133,0.86931,35.799505,34.711979,35.094915
7.109375,0.736424,0.848107,0.8616,35.87133,34.792336,35.176317
7.115625,0.732157,0.902927,0.871588,35.943116,34.873711,35.257971
7.121875,0.716028,0.873806,0.841776,36.014029,34.956423,35.33883
7.128125,0.754647,0.898346,0.847848,36.086171,35.039069,35.418711
7.134375,0.739609,0.886023,0.835201,36.159597,35.122428,35.49842
7.140625,0.753618,0.896615,0.846275,36.233103,35.205854,35.578195
7.146875,0.765165,0.889128,0.877053,36.307997,35.289571,35.6601
7.153125,0.774263,0.893203,0.86636,36.384042,35.373275,35.743103
7.159375,0.788669,0.869171,0.863463,36.461383,35.456185,35.825603
7.165625,0.779562,0.901307,0.877171,36.539121,35.539624,35.908764
7.171875,0.811738,0.912054,0.842782,36.618142,35.625233,35.991079
7.178125,0.793587,0.893699,0.844072,36.697997,35.710629,36.071952
7.184375,0.816077,0.907767,0.861041,36.778208,35.795973,36.153844
7.190625,0.827102,0.897278,0.881796,36.860232,35.881635,36.237693
7.196875,0.844431,0.910455,0.845164,36.943817,35.967574,36.32092
7.203125,0.812361,0.897497,0.857933,37.026806,36.053672,36.403142
7.209375,0.8286,0.928909,0.858906,37.109148,36.140801,36.486172
7.215625,0.84557,0.872265,0.866421,37.193301,36.226873,36.569756
7.221875,0.838858,0.923212,0.874181,37.278116,36.312825,36.654227
7.228125,0.860727,0.879448,0.850921,37.363843,36.399267,36.73809
7.234375,0.887228,0.907093,0.859222,37.452163,36.485087,36.82137
7.240625,0.889353,0.933542,0.835794,37.542084,36.573658,36.904055
7.246875,0.873222,0.917127,0.899803,37.631449,36.662865,36.98887
7.253125,0.907888,0.933885,0.874224,37.721912,36.752243,37.075709
7.259375,0.912559,0.938016,0.864903,37.814531,36.842785,37.160986
7.265625,0.945739,0.903398,0.860456,37.90924,36.932005,37.245735
7.271875,0.941784,0.905658,0.908669,38.005603,37.019809,37.332785
7.278125,0.945594,0.913346,0.844096,38.102124,37.108248,37.419174
7.284375,0.974673,0.922905,0.866739,38.200497,37.197679,37.503645
7.290625,0.976093,0.94462,0.884227,38.300603,37.288791,37.590246
7.296875,0.960538,0.902167,0.862439,38.400153,37.379042,37.67678
7.303125,1.003041,0.921952,0.825278,38.501264,37.468341,37.760537
7.309375,1.0085,0.952717,0.859225,38.605021,37.560272,37.84428
7.315625,0.988873,0.93683,0.868108,38.708222,37.65309,37.930298
7.321875,1.052044,0.930397,0.849671,38.813856,37.744968,38.015986
7.328125,1.044387,0.958841,0.891598,38.922547,37.83809,38.102997
7.334375,1.065766,0.923213,0.867372,39.032137,37.931013,38.191039
7.340625,1.059125,0.936071,0.906225,39.142679,38.02297,38.279968
