neighbour_count,atom_frame_fraction
0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,1.250000000000000000e-01
4.000000000000000000e+00,5.328125000000000222e-01
5.000000000000000000e+00,3.415624999999999911e-01
6.000000000000000000e+00,6.250000000000000130e-04
