T_K,PE_eV_atom,P_GPa,rho_g_cm3
3.124790243725999517e+02,-4.896386796016665599e+00,5.817678193732669402e-03,2.233998435120980286e+00
3.296023140529999296e+02,-4.893850681604167363e+00,-2.323236078230017741e-04,2.233998435120980286e+00
3.529150933683999938e+02,-4.890949500790625848e+00,1.870790138019800056e-02,2.233998435120980286e+00
3.677215392453998106e+02,-4.888003063411458626e+00,-2.118139989471337116e-03,2.233998435120980286e+00
