T_K,PE_eV_atom,P_GPa,rho_g_cm3
3.383862001519600540e+02,-4.893462195964586314e+00,1.358880776546333990e-02,2.233998435120965631e+00
3.414026964610002892e+02,-4.892210562237918836e+00,-9.729807094809179990e-02,2.233998435120965631e+00
3.419248650953599622e+02,-4.892836783790833088e+00,-2.132590177449845970e-01,2.233998435120965631e+00
3.415130036733600605e+02,-4.893339912521044610e+00,-1.863336380514498125e-01,2.233998435120965631e+00
