lag_ps,Li_MSD_A2
0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,3.113222820595353268e-01
2.000000000000000111e-01,4.367976777306176173e-01
3.000000000000000444e-01,5.046807146146966572e-01
4.000000000000000222e-01,5.610445717709154900e-01
5.000000000000000000e-01,6.038807994245224409e-01
6.000000000000000888e-01,6.324932234890534577e-01
7.000000000000000666e-01,6.545553970368548358e-01
8.000000000000000444e-01,6.728452119083973004e-01
9.000000000000000222e-01,6.878530382395140474e-01
1.000000000000000000e+00,6.973357465852223491e-01
1.100000000000000089e+00,7.041114922335377502e-01
1.200000000000000178e+00,7.082231045300609873e-01
1.300000000000000044e+00,7.133434372275998525e-01
1.400000000000000133e+00,7.191158625401664617e-01
1.500000000000000000e+00,7.235172273182629565e-01
1.600000000000000089e+00,7.284129817988808098e-01
1.700000000000000178e+00,7.341617464524785586e-01
1.800000000000000044e+00,7.446989004264997769e-01
1.900000000000000133e+00,7.532234235066289640e-01
2.000000000000000000e+00,7.627338797087387379e-01
2.100000000000000089e+00,7.716578158023372769e-01
2.200000000000000178e+00,7.803595371200880981e-01
2.300000000000000266e+00,7.884008881425401682e-01
2.400000000000000355e+00,7.968957618693458533e-01
2.500000000000000000e+00,8.056081823876521941e-01
2.600000000000000089e+00,8.151224213718555323e-01
2.700000000000000178e+00,8.230678274759450908e-01
2.800000000000000266e+00,8.290717659775723725e-01
2.900000000000000355e+00,8.340060728345020102e-01
3.000000000000000000e+00,8.366895463903237795e-01
3.100000000000000089e+00,8.415162105080055133e-01
3.200000000000000178e+00,8.461685342322935455e-01
3.300000000000000266e+00,8.511783099351054593e-01
3.400000000000000355e+00,8.551761240801756259e-01
3.500000000000000000e+00,8.595443327286647062e-01
3.600000000000000089e+00,8.651165343025035703e-01
3.700000000000000178e+00,8.723664473971602940e-01
3.800000000000000266e+00,8.796667157297388684e-01
3.900000000000000355e+00,8.891788902546186035e-01
4.000000000000000000e+00,8.972887728205928282e-01
4.100000000000000533e+00,9.020613431810767802e-01
4.200000000000000178e+00,9.064814202779449825e-01
4.299999999999999822e+00,9.113072896384671884e-01
4.400000000000000355e+00,9.184193229613460963e-01
4.500000000000000000e+00,9.266666294660007575e-01
4.600000000000000533e+00,9.311787376860869436e-01
4.700000000000000178e+00,9.353076864774607646e-01
4.800000000000000711e+00,9.392249813702354677e-01
4.900000000000000355e+00,9.447194029136801730e-01
5.000000000000000000e+00,9.512482703451242694e-01
5.100000000000000533e+00,9.568060402276553633e-01
5.200000000000000178e+00,9.618175947772846790e-01
5.300000000000000711e+00,9.685080897806415123e-01
5.400000000000000355e+00,9.720112339490462050e-01
5.500000000000000000e+00,9.775822066820452072e-01
5.600000000000000533e+00,9.805323138899126878e-01
5.700000000000000178e+00,9.831429058209825156e-01
5.800000000000000711e+00,9.901214009586646325e-01
5.900000000000000355e+00,9.944884884451892226e-01
6.000000000000000000e+00,1.000073943154165867e+00
6.100000000000000533e+00,1.005114465633968335e+00
6.200000000000000178e+00,1.009603780125976735e+00
6.300000000000000711e+00,1.013684234534717898e+00
6.400000000000000355e+00,1.018061803715886837e+00
6.500000000000000000e+00,1.022644972533726992e+00
6.600000000000000533e+00,1.027142669941148334e+00
6.700000000000000178e+00,1.031036480251214194e+00
6.800000000000000711e+00,1.036640516383040334e+00
6.900000000000000355e+00,1.040896441284995477e+00
7.000000000000000000e+00,1.044540675861404644e+00
7.100000000000000533e+00,1.049146702746353688e+00
7.200000000000000178e+00,1.053147577290426629e+00
7.300000000000000711e+00,1.058757710296472920e+00
7.400000000000000355e+00,1.061966053325321901e+00
7.500000000000000000e+00,1.064121829455729751e+00
7.600000000000000533e+00,1.069940386590896075e+00
7.700000000000000178e+00,1.077097399620517537e+00
7.800000000000000711e+00,1.081387078182068251e+00
7.900000000000000355e+00,1.087523797537304437e+00
8.000000000000000000e+00,1.091685428415519299e+00
8.099999999999999645e+00,1.098161218722476518e+00
8.200000000000001066e+00,1.102871838154541706e+00
8.300000000000000711e+00,1.111347417218082834e+00
8.400000000000000355e+00,1.116802995148810096e+00
8.500000000000000000e+00,1.119436150722024070e+00
8.599999999999999645e+00,1.123948339642057759e+00
8.700000000000001066e+00,1.127489963435775566e+00
8.800000000000000711e+00,1.132957886342345288e+00
8.900000000000000355e+00,1.138581911541916680e+00
9.000000000000000000e+00,1.141830709622041473e+00
9.099999999999999645e+00,1.146442364316862195e+00
9.200000000000001066e+00,1.150996216883050094e+00
9.300000000000000711e+00,1.153058559735739896e+00
9.400000000000000355e+00,1.156026947417639450e+00
9.500000000000000000e+00,1.162261242380615345e+00
9.600000000000001421e+00,1.166947749054057848e+00
9.700000000000001066e+00,1.173293497923044271e+00
9.800000000000000711e+00,1.178772077742266111e+00
9.900000000000000355e+00,1.183195351063056400e+00
1.000000000000000000e+01,1.186555031325698728e+00
1.010000000000000142e+01,1.190206552907779436e+00
1.020000000000000107e+01,1.191582141962030050e+00
1.030000000000000071e+01,1.193726771288356359e+00
1.040000000000000036e+01,1.197993121802515049e+00
1.050000000000000000e+01,1.200668322558814838e+00
1.060000000000000142e+01,1.204720154083822381e+00
1.070000000000000107e+01,1.209526456343425149e+00
1.080000000000000071e+01,1.213929599235081369e+00
1.090000000000000036e+01,1.215418736258629506e+00
1.100000000000000000e+01,1.219272588123567314e+00
1.110000000000000142e+01,1.223439453356633733e+00
1.120000000000000107e+01,1.228039526530410486e+00
1.130000000000000071e+01,1.230916451853032889e+00
1.140000000000000036e+01,1.235262290883660796e+00
1.150000000000000000e+01,1.238655188677282526e+00
1.160000000000000142e+01,1.244165286699021378e+00
1.170000000000000107e+01,1.247394466025355753e+00
1.180000000000000071e+01,1.250191635381354249e+00
1.190000000000000036e+01,1.253469313921081074e+00
1.200000000000000000e+01,1.258548854550315177e+00
1.210000000000000142e+01,1.262814672788773018e+00
1.220000000000000107e+01,1.266629553712667500e+00
1.230000000000000071e+01,1.266012982077591609e+00
1.240000000000000036e+01,1.269640884365877298e+00
1.250000000000000000e+01,1.272288803508251132e+00
1.260000000000000142e+01,1.274183371611017801e+00
1.270000000000000107e+01,1.277196946721483206e+00
1.280000000000000071e+01,1.280537368654055985e+00
1.290000000000000036e+01,1.283238597110711421e+00
1.300000000000000000e+01,1.287438822423637719e+00
1.310000000000000142e+01,1.291889904199745587e+00
1.320000000000000107e+01,1.296172928733189789e+00
1.330000000000000071e+01,1.300909640939674983e+00
1.340000000000000036e+01,1.304604181814346564e+00
