r_A,S-O,Zr-O,Zr-Cl,Li-O
2.125000000000000000e+00,0.000000000000000000e+00,1.846499724544144794e+00,0.000000000000000000e+00,2.599035461339492592e+00
2.174999999999999822e+00,0.000000000000000000e+00,1.928864090533032538e+00,3.325627742298332881e-03,2.421056996393185390e+00
2.225000000000000089e+00,0.000000000000000000e+00,2.154580227886360611e+00,9.533540831355581668e-02,2.008399268472242927e+00
2.275000000000000355e+00,0.000000000000000000e+00,1.969726851244880672e+00,1.367865868920056238e+00,1.793424139250739291e+00
2.325000000000000178e+00,0.000000000000000000e+00,1.385337477706371168e+00,5.980816211526456705e+00,1.484290154685398155e+00
2.375000000000000000e+00,0.000000000000000000e+00,9.873503320035120767e-01,1.222752501554632865e+01,1.416875617677357813e+00
2.425000000000000266e+00,0.000000000000000000e+00,5.511117005475040243e-01,1.481045812733484723e+01,1.161079990473868007e+00
2.475000000000000089e+00,0.000000000000000000e+00,4.006551266647178089e-01,1.199653908109549150e+01,1.145462733926053023e+00
2.525000000000000355e+00,0.000000000000000000e+00,1.924726072482234041e-01,8.160345027818909358e+00,1.095613302797580735e+00
2.575000000000000178e+00,0.000000000000000000e+00,1.708345338567303362e-01,4.826075581452636598e+00,9.395899362120185838e-01
2.625000000000000000e+00,0.000000000000000000e+00,1.643887272823784107e-01,2.817440131478542664e+00,8.676071717681086426e-01
2.675000000000000266e+00,0.000000000000000000e+00,1.407119688312311878e-01,1.882022583117719083e+00,9.937782798705687703e-01
2.725000000000000089e+00,0.000000000000000000e+00,1.525452121981822895e-01,1.214005647077202044e+00,8.686602361285394869e-01
2.775000000000000355e+00,0.000000000000000000e+00,1.389256607646230102e-01,9.847377718904165578e-01,8.662423553558838973e-01
2.825000000000000178e+00,0.000000000000000000e+00,2.838739450554459420e-01,7.155989031606032613e-01,8.910487719795944228e-01
2.875000000000000000e+00,7.613504866630759448e-03,3.578347287316457903e-01,5.120082022809192557e-01,8.527125450626459324e-01
2.925000000000000266e+00,0.000000000000000000e+00,7.024450064027105700e-01,4.468432894132420286e-01,9.267860817459833145e-01
2.975000000000000089e+00,3.555143337355773370e-02,7.288043841579329163e-01,3.092974703499520861e-01,8.994512643510090832e-01
3.025000000000000355e+00,6.877183751216707497e-02,1.220700115840967603e+00,2.475786150438015754e-01,9.421741739166903384e-01
3.075000000000000178e+00,1.264518146355962935e-01,1.554026248284829270e+00,2.013245996171993679e-01,1.061529707072504713e+00
3.125000000000000000e+00,2.448756277276393500e-01,1.894564067155946940e+00,1.482141957298868939e-01,1.040721417842467744e+00
3.175000000000000266e+00,3.058939723760803475e-01,2.172471477283183461e+00,1.186119484723577311e-01,1.189240851788640141e+00
3.225000000000000089e+00,4.174959121284899655e-01,2.338582174458856411e+00,1.210133078633303938e-01,1.046765113017807058e+00
3.275000000000000355e+00,6.043345926134238155e-01,2.379200750531483166e+00,9.534404980551587638e-02,1.070787020892713715e+00
3.325000000000000178e+00,8.139839249575583358e-01,2.251263233011986387e+00,5.976805043394652767e-02,1.229514180355473663e+00
3.375000000000000000e+00,9.889374134324260268e-01,2.209916007670230886e+00,4.972311017258008309e-02,1.240315359304917431e+00
3.425000000000000266e+00,1.105120486115993783e+00,2.153912015415394343e+00,5.364662553961140057e-02,1.204366743364274406e+00
3.475000000000000089e+00,1.037068014605630140e+00,1.956879595399068084e+00,4.950827205403755815e-02,1.242918198409260988e+00
3.525000000000000355e+00,1.114213536977018970e+00,2.015713580531151017e+00,5.444452510228624947e-02,1.218037980195331160e+00
3.575000000000000178e+00,1.191591696867111860e+00,1.839088837933331666e+00,4.431539368514048755e-02,1.459946025293795246e+00
3.625000000000000000e+00,1.211626847443975308e+00,1.836596426856777597e+00,5.267942814973794463e-02,1.324169262127507407e+00
3.675000000000000266e+00,1.225478330663619886e+00,1.908111697364077930e+00,3.960671410890022337e-02,1.307021565593707635e+00
3.725000000000000089e+00,1.242689880941592717e+00,1.859499456883407786e+00,6.576278567026679067e-02,1.442245920216887134e+00
3.775000000000000355e+00,1.351302061883268513e+00,2.075529310735742872e+00,8.500838134396397627e-02,1.391046240173955173e+00
3.825000000000000178e+00,1.445245042058978635e+00,2.081841072489719835e+00,9.570447079110783184e-02,1.477504976033509942e+00
3.875000000000000000e+00,1.299222486228661211e+00,2.101806699495720299e+00,1.079192871625420796e-01,1.550684902918079144e+00
3.925000000000000266e+00,1.147869188671137630e+00,2.122128268735429035e+00,1.409305587514382840e-01,1.550236146265824955e+00
3.975000000000000089e+00,1.286452644448706106e+00,1.957558745345320039e+00,1.652872592712734678e-01,1.611052924704339251e+00
4.025000000000000355e+00,1.382878159501650384e+00,1.751904634649563475e+00,1.893688490890603482e-01,1.573218130893730304e+00
4.075000000000000178e+00,1.246827857681751972e+00,1.862662285868028178e+00,2.510709591836356447e-01,1.697808146630471082e+00
4.125000000000000000e+00,1.442389850684327790e+00,2.109957461065152362e+00,3.245377164039741080e-01,1.741963127364916764e+00
4.175000000000000711e+00,1.415269640515734784e+00,2.539903551282701066e+00,4.070705407350739269e-01,2.018203390429323285e+00
4.224999999999999645e+00,1.336140070894455745e+00,2.919060629816916386e+00,4.829846694262284745e-01,2.037701744002630377e+00
4.275000000000000355e+00,1.215538700221386437e+00,2.818465796405683843e+00,5.018831885475001364e-01,2.152157755349485058e+00
4.325000000000000178e+00,1.328896963290569611e+00,2.267535577867958896e+00,5.870696711245674271e-01,2.161560250415672790e+00
4.375000000000000000e+00,1.275681207348129176e+00,1.716251521226088705e+00,6.600335112761256395e-01,2.204495488471441611e+00
4.425000000000000711e+00,1.047750081104325215e+00,1.142561821572356306e+00,7.737602209382418161e-01,2.188704924024681642e+00
4.474999999999999645e+00,1.055893104882418276e+00,7.982049066670665605e-01,8.618413214702460579e-01,2.224917613859378474e+00
4.525000000000000355e+00,1.164847033439021518e+00,6.116215294310430872e-01,9.358731442801636602e-01,1.960877064206056231e+00
4.575000000000000178e+00,1.082398682882495633e+00,4.991060593291507530e-01,1.063607039082452355e+00,1.972370933252547642e+00
4.625000000000000000e+00,9.561519849209572097e-01,4.545399436008863980e-01,1.163563415496121412e+00,1.821101780510996804e+00
4.675000000000000711e+00,6.737825529673271419e-01,4.866207326986253245e-01,1.166881964059868659e+00,1.778037292552665960e+00
4.724999999999999645e+00,6.680545735877858604e-01,4.594636940709241890e-01,1.307216491566815408e+00,1.726512347352398002e+00
4.775000000000000355e+00,5.492545082288607938e-01,4.084907900395551295e-01,1.315864757779442673e+00,1.818888044838284035e+00
4.825000000000001066e+00,5.757744055002221861e-01,4.041233503393569793e-01,1.333336739497579027e+00,1.697588388047599706e+00
4.875000000000000000e+00,5.560803149529559564e-01,3.958762242165095313e-01,1.339226758511704585e+00,1.673536947858420776e+00
4.925000000000000711e+00,4.773895378454828808e-01,3.749064577101757223e-01,1.406223529957892238e+00,1.659188094848840889e+00
4.974999999999999645e+00,5.212370872456419946e-01,3.991913302320285184e-01,1.240162874653960579e+00,1.669229989154949578e+00
