lag_ps,Li,Zr,Cl,S,O
4.200000000000000178e+00,7.649351162453568165e-01,3.653861563380735311e-01,7.524673500154270833e-01,2.670183689324732157e-01,3.839697909772477047e-01
4.299999999999999822e+00,7.701642219582233162e-01,3.674326521034737558e-01,7.558535616186643491e-01,2.685158072819817110e-01,3.859319134285064679e-01
4.400000000000000355e+00,7.716430280168176115e-01,3.693689187084201464e-01,7.589651906680957572e-01,2.696280688514520185e-01,3.875116234147605310e-01
4.500000000000000000e+00,7.759353509828144091e-01,3.712474305465756075e-01,7.632726051631081310e-01,2.706681909340645231e-01,3.891164671270826436e-01
4.600000000000000533e+00,7.792820821801923481e-01,3.731049470820119729e-01,7.677664558731276401e-01,2.715552517640245078e-01,3.905336148360426529e-01
4.700000000000000178e+00,7.805672922995475771e-01,3.749161975916328049e-01,7.718499330108533618e-01,2.725307075983127714e-01,3.923655508708909778e-01
4.800000000000000711e+00,7.831329518967140579e-01,3.768327586524445882e-01,7.758705352381947140e-01,2.734039922996182037e-01,3.936814609004737897e-01
4.900000000000000355e+00,7.859348423715408760e-01,3.789765126558196640e-01,7.803129111256373873e-01,2.742306267576526957e-01,3.951007056495940417e-01
5.000000000000000000e+00,7.883427097627563329e-01,3.812447639328238047e-01,7.855318855420039270e-01,2.755976668891032544e-01,3.972843802998267115e-01
5.100000000000000533e+00,7.929571830192758686e-01,3.839989415434594267e-01,7.918526793173540357e-01,2.769775265562959277e-01,3.988730507598607367e-01
5.200000000000000178e+00,7.963027181606585625e-01,3.867700536951875212e-01,7.984329783525588864e-01,2.780226256253272021e-01,4.012407839924916897e-01
5.300000000000000711e+00,7.999569997266845478e-01,3.893352659534441429e-01,8.044156044988427512e-01,2.792581796728040855e-01,4.028546245983172236e-01
5.400000000000000355e+00,8.034019738687615542e-01,3.921017416928785360e-01,8.107717723419087807e-01,2.811700904818089097e-01,4.057680815060987212e-01
5.500000000000000000e+00,8.066024551563193423e-01,3.947289820865198529e-01,8.169534744691503425e-01,2.830793770054122471e-01,4.081181623451627938e-01
5.600000000000000533e+00,8.099667263112572124e-01,3.971235105870224991e-01,8.222304777513146368e-01,2.847386362077674593e-01,4.106689080390550917e-01
5.700000000000000178e+00,8.139997238908505128e-01,3.993285612260836226e-01,8.274404142938248663e-01,2.862914942097440352e-01,4.130326835575326982e-01
5.800000000000000711e+00,8.170542908918976277e-01,4.008711883299620471e-01,8.312253865324246149e-01,2.875020638049696209e-01,4.141801128499508766e-01
5.900000000000000355e+00,8.181672352951820937e-01,4.016637678570760261e-01,8.332725275627363981e-01,2.885632792690384640e-01,4.157242497674139559e-01
6.000000000000000000e+00,8.199632733634014681e-01,4.019335828854735393e-01,8.344095481541224935e-01,2.893230812200514035e-01,4.169371657699267320e-01
6.100000000000000533e+00,8.219167935368903999e-01,4.017471165453468940e-01,8.349134349507942865e-01,2.892053740096755532e-01,4.174957397890454169e-01
6.200000000000000178e+00,8.237117780591033389e-01,4.014122211377724736e-01,8.356474559512683253e-01,2.893961573053522307e-01,4.185147007778628470e-01
6.300000000000000711e+00,8.260190453436656588e-01,4.012383191285128770e-01,8.370043930841660762e-01,2.897513943945606574e-01,4.194042313459185878e-01
6.400000000000000355e+00,8.282622031832086451e-01,4.011607141235457030e-01,8.391244566213155176e-01,2.899190109332175913e-01,4.198426226871748157e-01
6.500000000000000000e+00,8.309246917268668930e-01,4.011297244930772110e-01,8.406296338464570583e-01,2.898641692008656068e-01,4.203043539055881794e-01
6.600000000000000533e+00,8.339429896230834416e-01,4.013137937081791562e-01,8.421670797928167973e-01,2.898153289962809298e-01,4.211507488108024444e-01
6.700000000000000178e+00,8.371812578999242582e-01,4.017309966880956429e-01,8.436602507884238822e-01,2.899190700045062297e-01,4.222131248286653538e-01
6.800000000000000711e+00,8.386126930508446264e-01,4.016301934203880819e-01,8.442890617317206914e-01,2.897433873032057572e-01,4.219469550579316719e-01
6.900000000000000355e+00,8.388340866098520365e-01,4.015932460788810276e-01,8.450098972512191109e-01,2.892920014004006224e-01,4.215706510530443651e-01
7.000000000000000000e+00,8.416562290336261354e-01,4.013513597873222261e-01,8.457621912065933500e-01,2.889838994664483685e-01,4.219030492773878649e-01
7.100000000000000533e+00,8.418207224840856817e-01,4.013849801134971584e-01,8.467195377200756878e-01,2.889052066092411830e-01,4.221218147704091095e-01
7.200000000000000178e+00,8.443227363083392056e-01,4.021450113351616173e-01,8.485122791991422941e-01,2.897602355486458281e-01,4.235659921764482472e-01
7.300000000000000711e+00,8.459641921556582123e-01,4.032148450218735469e-01,8.510017924977266723e-01,2.907166832422475866e-01,4.247306246899086868e-01
7.400000000000000355e+00,8.476183470710580981e-01,4.044790053081634973e-01,8.541972769434530433e-01,2.915646679393625873e-01,4.260161835456083290e-01
7.500000000000000000e+00,8.480518132121536157e-01,4.058641978989681598e-01,8.579517875991803377e-01,2.920824937046848091e-01,4.273681748816441361e-01
7.600000000000000533e+00,8.506783508723914089e-01,4.073630778277198550e-01,8.607713045200676705e-01,2.926288874387793504e-01,4.286243627606879381e-01
7.700000000000000178e+00,8.515511737476900711e-01,4.089039114266545538e-01,8.635855851771867542e-01,2.936579363776749552e-01,4.299685949427710652e-01
7.800000000000000711e+00,8.556968868641686710e-01,4.106746333370409618e-01,8.670317654232205795e-01,2.948062560319190673e-01,4.315043276366341551e-01
7.900000000000000355e+00,8.561739676626715090e-01,4.128989811242475549e-01,8.711719007048388530e-01,2.960877813936475533e-01,4.334505826261020323e-01
8.000000000000000000e+00,8.572459965561156636e-01,4.155398353068801010e-01,8.757918379600183600e-01,2.972462026926848133e-01,4.353645905102284108e-01
8.099999999999999645e+00,8.611464380483735415e-01,4.183897942684359772e-01,8.807728511945603911e-01,2.985735197520588136e-01,4.373041974992076253e-01
8.200000000000001066e+00,8.654941905093554988e-01,4.211643863931492926e-01,8.856986484723473607e-01,2.997642818639044138e-01,4.391553404016522166e-01
8.300000000000000711e+00,8.680991659030234953e-01,4.234689798869917254e-01,8.907557340229134146e-01,3.007900812954547032e-01,4.405868812246319655e-01
8.400000000000000355e+00,8.716130988556813897e-01,4.251761304334878422e-01,8.950497908319943186e-01,3.012118629230605138e-01,4.411401521779841350e-01
8.500000000000000000e+00,8.723398475710048006e-01,4.266854780942526681e-01,8.985131496260854167e-01,3.019401986586910391e-01,4.424617076931148807e-01
8.599999999999999645e+00,8.744492839279126573e-01,4.278924746766434861e-01,9.008734009033044776e-01,3.026832110101941864e-01,4.433067239954498473e-01
8.700000000000001066e+00,8.766358588490633652e-01,4.292466798828860619e-01,9.032430788181501358e-01,3.038138370192106086e-01,4.451711362662870153e-01
8.800000000000000711e+00,8.777346619773905845e-01,4.304754024518989142e-01,9.053411976449436960e-01,3.044608793295291993e-01,4.463674803391059487e-01
8.900000000000000355e+00,8.794917623723258471e-01,4.314666582309779619e-01,9.071902845838409890e-01,3.050474053122534390e-01,4.477878631491620243e-01
9.000000000000000000e+00,8.800776431947174849e-01,4.322304377096169437e-01,9.094940188046239937e-01,3.054131194366448421e-01,4.483217190128147012e-01
9.099999999999999645e+00,8.809715905752423248e-01,4.330905623183443631e-01,9.125069469337777628e-01,3.060827891665525158e-01,4.492222627889951303e-01
