r_A,S-O,Zr-O,Zr-Cl,Li-O
2.125000000000000000e+00,0.000000000000000000e+00,1.867403495010682146e+00,0.000000000000000000e+00,2.633875078783721069e+00
2.174999999999999822e+00,0.000000000000000000e+00,1.835746513748679254e+00,3.325627742298332881e-03,2.673804704807860588e+00
2.225000000000000089e+00,0.000000000000000000e+00,2.002043574584673191e+00,1.175803369200521531e-01,2.338895350625903813e+00
2.275000000000000355e+00,0.000000000000000000e+00,1.908932812626211062e+00,1.443858417193393251e+00,2.097394332344086010e+00
2.325000000000000178e+00,0.000000000000000000e+00,1.536676866027235189e+00,6.190363056893812832e+00,1.833534896964314820e+00
2.375000000000000000e+00,0.000000000000000000e+00,8.032680667147226172e-01,1.240881815560347157e+01,1.673475138989004796e+00
2.425000000000000266e+00,0.000000000000000000e+00,4.066455266175758032e-01,1.410150375527131672e+01,1.369753352817097314e+00
2.475000000000000089e+00,0.000000000000000000e+00,2.516936052124512657e-01,1.111561146285191448e+01,1.119779712986006759e+00
2.525000000000000355e+00,0.000000000000000000e+00,1.036390962105818297e-01,7.617473571477765049e+00,1.184446813835222878e+00
2.575000000000000178e+00,0.000000000000000000e+00,5.694484461891012594e-02,5.110799804547187186e+00,9.965347808309286126e-01
2.625000000000000000e+00,0.000000000000000000e+00,2.739812121372975362e-02,3.372252086056569453e+00,9.498015354092973483e-01
2.675000000000000266e+00,0.000000000000000000e+00,7.475323344159155725e-02,2.304158489611413341e+00,9.717920347406888704e-01
2.725000000000000089e+00,0.000000000000000000e+00,5.932313807707089576e-02,1.610199462091923550e+00,1.076291219398286980e+00
2.775000000000000355e+00,0.000000000000000000e+00,9.397912345842142356e-02,1.225814653805498144e+00,9.520493811222690006e-01
2.825000000000000178e+00,0.000000000000000000e+00,1.458796662090484642e-01,8.811920377762800793e-01,9.383610961555023389e-01
2.875000000000000000e+00,0.000000000000000000e+00,2.664726703320765000e-01,6.471479136636147933e-01,7.918045061295999609e-01
2.925000000000000266e+00,0.000000000000000000e+00,4.633930408729923789e-01,4.946536825191854558e-01,7.465776769620426911e-01
2.975000000000000089e+00,0.000000000000000000e+00,7.750212475435578341e-01,3.981760537838461844e-01,7.999072509050479951e-01
3.025000000000000355e+00,0.000000000000000000e+00,1.316980688358001972e+00,2.819645337998851198e-01,8.287006420216141978e-01
3.075000000000000178e+00,6.655358665031385970e-03,1.836878991548662743e+00,2.246183549448091676e-01,7.720216051436398219e-01
3.125000000000000000e+00,8.377324106471874254e-02,2.310208224746283623e+00,2.110441265284260792e-01,8.119560287811210531e-01
3.175000000000000266e+00,1.373401508627300482e-01,2.731196181929292255e+00,1.591897203181644183e-01,8.240409051763797343e-01
3.225000000000000089e+00,2.783306080856603471e-01,2.807508742429259740e+00,1.331146386496634970e-01,8.047384972911467704e-01
3.275000000000000355e+00,4.928553959177436883e-01,2.907260103300495224e+00,1.158796913020885416e-01,8.888999104945000118e-01
3.325000000000000178e+00,6.147570901777368313e-01,2.888789104307416089e+00,8.965207565091984354e-02,9.534427093034337775e-01
3.375000000000000000e+00,8.010945527804568256e-01,2.588364123983758258e+00,8.149065278283958158e-02,9.475014882886119150e-01
3.425000000000000266e+00,1.040744535468459908e+00,2.475791768653062164e+00,7.242294447847541505e-02,9.468629407741400161e-01
3.475000000000000089e+00,9.849540440224326954e-01,2.358157168889689181e+00,3.257123161449838877e-02,1.039673713134790400e+00
3.525000000000000355e+00,1.007856790265575953e+00,2.137264148201372116e+00,5.191222160915665712e-02,1.195247248757164815e+00
3.575000000000000178e+00,1.152200235813653828e+00,1.976958951620436444e+00,3.692949473761705792e-02,1.341771642133420928e+00
3.625000000000000000e+00,1.087111835453685948e+00,1.786311518168392398e+00,3.591779192027586692e-02,1.261911756132362061e+00
3.675000000000000266e+00,1.071711087652595262e+00,1.884813630241194415e+00,3.960671410890023031e-02,1.311681179018284071e+00
3.725000000000000089e+00,1.070346028840203134e+00,1.748383025923301970e+00,6.803046793475871212e-02,1.322058760198812744e+00
3.775000000000000355e+00,1.051012714798097658e+00,1.801736082511028236e+00,7.396833181877383867e-02,1.432998428369677946e+00
3.825000000000000178e+00,9.634966947059856457e-01,1.754940408214473946e+00,8.064983493632679745e-02,1.501162260948165628e+00
3.875000000000000000e+00,9.848944653668887383e-01,1.603072906395042629e+00,1.204924079970130374e-01,1.598881866116884654e+00
3.925000000000000266e+00,1.013066045517587721e+00,1.570660864925451650e+00,1.235695478907538752e-01,1.476707159091160015e+00
3.975000000000000089e+00,9.837579045784233811e-01,1.485593920679154412e+00,1.802228549885573627e-01,1.567241843933639966e+00
4.025000000000000355e+00,9.750067922329052061e-01,1.338206533562692480e+00,2.010223167253101795e-01,1.612063023014563612e+00
4.075000000000000178e+00,9.701760837888405709e-01,1.381363994300907283e+00,2.577030222564110074e-01,1.743285150558073093e+00
4.125000000000000000e+00,1.017069766508181372e+00,1.976813782540443931e+00,3.245377164039742190e-01,1.780796700267956112e+00
4.175000000000000711e+00,8.989850522663732635e-01,2.485747825242556885e+00,3.610381736009526943e-01,2.115683697301581123e+00
4.224999999999999645e+00,8.284773526654273246e-01,2.982518469595543120e+00,4.160013941043430030e-01,2.249227876598059339e+00
4.275000000000000355e+00,9.331756027195343695e-01,3.159367584853042477e+00,5.259873554074143698e-01,2.339825911615957654e+00
4.325000000000000178e+00,9.924673523309320844e-01,2.442478975566968913e+00,5.542677840560030766e-01,2.365100165046254865e+00
4.375000000000000000e+00,1.038956859592806703e+00,1.637343405307648325e+00,6.115378983679171654e-01,2.265320494491905645e+00
4.425000000000000711e+00,1.128099013704350950e+00,1.110422248532347389e+00,7.769741782422423526e-01,2.224058454368692761e+00
4.474999999999999645e+00,1.068463260892923428e+00,6.457917650396926001e-01,8.406291832025190036e-01,2.151067947297660155e+00
4.525000000000000355e+00,1.260124759129283456e+00,4.272130280950500181e-01,9.397149880579965808e-01,1.908627988827522604e+00
4.575000000000000178e+00,1.052332052802426254e+00,3.713228814888561158e-01,1.086157011642504333e+00,1.925767656628440072e+00
4.625000000000000000e+00,1.053238186466777693e+00,3.162656565507784845e-01,1.156208400227498156e+00,1.774029682791809392e+00
4.675000000000000711e+00,7.889590577480668498e-01,3.498486332714966784e-01,1.253264342645423524e+00,1.647024018364574793e+00
4.724999999999999645e+00,8.766454531046463661e-01,3.650340391545072172e-01,1.293827212138368932e+00,1.682821014480623489e+00
4.775000000000000355e+00,8.583826736642001798e-01,3.574294412846105162e-01,1.381416489289168714e+00,1.589801993667454560e+00
4.825000000000001066e+00,7.622928748876169891e-01,3.960138516703400891e-01,1.348879945279861658e+00,1.575945908012343466e+00
4.875000000000000000e+00,8.076404574316754514e-01,3.826362167176297069e-01,1.410722799005656336e+00,1.580856895366262282e+00
4.925000000000000711e+00,7.238678318417925972e-01,3.684201868155358439e-01,1.294659670570088572e+00,1.519084643524624134e+00
4.974999999999999645e+00,7.627859813350860163e-01,4.411445592054581977e-01,1.300550098176322944e+00,1.491246593510095142e+00
