lag_ps,Li,Zr,Cl,S,O
6.300000000000000711e+00,6.109338536010410214e-01,2.475792614422442084e-01,5.020395185841142194e-01,1.917031914265274750e-01,2.911125702673863502e-01
6.400000000000000355e+00,6.107116351819813493e-01,2.486675430032009859e-01,5.035774412641846887e-01,1.917020411434396387e-01,2.915018572651568163e-01
6.500000000000000000e+00,6.118791492111449459e-01,2.492604428644179526e-01,5.049549166339406536e-01,1.920420381184272662e-01,2.919433221878920404e-01
6.600000000000000533e+00,6.126525864566905177e-01,2.500456602585414134e-01,5.064191520263519042e-01,1.925178399280334518e-01,2.929203362520818588e-01
6.700000000000000178e+00,6.150090294053192075e-01,2.507661387663273067e-01,5.082440089525200877e-01,1.929908261631736732e-01,2.937554253319067943e-01
6.800000000000000711e+00,6.147106397509978226e-01,2.511935052515015809e-01,5.092088513543729933e-01,1.936557501984129126e-01,2.949374761883509222e-01
6.900000000000000355e+00,6.171468781057107833e-01,2.516393337222428417e-01,5.102496448866608025e-01,1.946928146936861281e-01,2.960410602733684615e-01
7.000000000000000000e+00,6.186543458806199602e-01,2.520928739358793136e-01,5.110030400184486510e-01,1.955505547614004858e-01,2.968977465886312173e-01
7.100000000000000533e+00,6.205177431449320213e-01,2.525993358121348953e-01,5.117699501789225724e-01,1.958915905810218738e-01,2.974024225674205546e-01
7.200000000000000178e+00,6.226428898628528774e-01,2.536320207848505870e-01,5.129759685140403702e-01,1.965289629072070332e-01,2.981549020591215404e-01
7.300000000000000711e+00,6.241992991690090697e-01,2.545716985914378006e-01,5.143457057154838807e-01,1.972292200386067118e-01,2.991775747594785928e-01
7.400000000000000355e+00,6.259018788193220217e-01,2.554291129445603326e-01,5.155877477204968695e-01,1.977494931814082757e-01,3.001128457578258746e-01
7.500000000000000000e+00,6.261451478195581011e-01,2.562364957632911611e-01,5.162485853824396731e-01,1.983989770011951037e-01,3.012289020344380286e-01
7.600000000000000533e+00,6.275859352289162585e-01,2.565937191784619653e-01,5.164853226716551449e-01,1.986422944636156707e-01,3.018181947075395666e-01
7.700000000000000178e+00,6.285904288190774514e-01,2.567107135811854679e-01,5.163427460242543399e-01,1.985846809412043501e-01,3.017330781179843879e-01
7.800000000000000711e+00,6.276845329655408312e-01,2.567238679881133079e-01,5.162802668772747960e-01,1.981169731848041182e-01,3.013625677941032532e-01
7.900000000000000355e+00,6.282568012850313632e-01,2.565930984288311567e-01,5.163969071471270489e-01,1.978758933545242127e-01,3.013630549479306420e-01
8.000000000000000000e+00,6.275498778625849816e-01,2.563599693207654906e-01,5.166003895810605817e-01,1.973606832128744770e-01,3.012811905925179001e-01
8.099999999999999645e+00,6.278266979890391175e-01,2.560457528169293173e-01,5.175278372097362745e-01,1.970986576171309956e-01,3.013913620835295126e-01
8.200000000000001066e+00,6.281263428624372924e-01,2.558185550259460261e-01,5.185013087019226807e-01,1.967502457588242437e-01,3.015923656815410192e-01
8.300000000000000711e+00,6.283561333617346811e-01,2.556645446652774933e-01,5.183517963075001678e-01,1.965067736330473602e-01,3.016525601992348649e-01
8.400000000000000355e+00,6.262043465704634215e-01,2.557851241082206295e-01,5.179761635156031607e-01,1.963691936608943089e-01,3.014778969211996396e-01
8.500000000000000000e+00,6.246819021885068324e-01,2.561733221367468172e-01,5.183967756632393842e-01,1.967189543875938473e-01,3.020304893024329806e-01
8.599999999999999645e+00,6.254767653595713073e-01,2.567090420945429829e-01,5.197043393111662191e-01,1.975175358929490421e-01,3.031112869289031564e-01
8.700000000000001066e+00,6.254080794206646754e-01,2.574719298236516352e-01,5.207356961406593987e-01,1.982181288881690873e-01,3.041838095596301472e-01
8.800000000000000711e+00,6.271422169459961449e-01,2.586114488108511855e-01,5.225180626300334197e-01,1.992435412965414543e-01,3.056907282300033724e-01
8.900000000000000355e+00,6.285236703086781729e-01,2.599307104933771817e-01,5.244484424433534242e-01,2.001559586643104904e-01,3.071672358965282790e-01
9.000000000000000000e+00,6.303355146477535031e-01,2.611749493196393046e-01,5.268561167743505136e-01,2.014950181065119361e-01,3.086291320501787228e-01
9.099999999999999645e+00,6.323658254034432158e-01,2.627714542411269116e-01,5.289940058144959600e-01,2.033989372579856070e-01,3.110131415005378819e-01
9.200000000000001066e+00,6.356162181232253294e-01,2.644557282761952344e-01,5.313099249372187360e-01,2.052515810705258792e-01,3.130506215362356959e-01
9.300000000000000711e+00,6.365429341037847077e-01,2.658655131318139464e-01,5.324410878072438624e-01,2.063922210487610098e-01,3.141158691797916735e-01
9.400000000000000355e+00,6.382147657078303116e-01,2.669669514624900541e-01,5.336671579108043240e-01,2.069467883443959211e-01,3.147015712876662374e-01
9.500000000000000000e+00,6.407341730129754165e-01,2.680078228520350603e-01,5.354875378901919891e-01,2.071595415914652683e-01,3.155429252157134767e-01
9.600000000000001421e+00,6.428202738494567248e-01,2.690947843724724731e-01,5.371799797920084885e-01,2.073628867980784884e-01,3.160820842934066177e-01
9.700000000000001066e+00,6.441111616627163139e-01,2.699535615369236807e-01,5.394047574373049825e-01,2.077945482863405025e-01,3.167399826494521897e-01
9.800000000000000711e+00,6.461144477410311060e-01,2.708804834277414586e-01,5.416861923391893541e-01,2.084780369606347716e-01,3.177218235087992393e-01
9.900000000000000355e+00,6.495659799316938487e-01,2.716705111806189676e-01,5.438808116555393646e-01,2.091320565219867977e-01,3.187425728329544850e-01
1.000000000000000000e+01,6.502417381418370557e-01,2.726504869113248186e-01,5.464231576530795831e-01,2.095902255875242703e-01,3.198747961083518998e-01
1.010000000000000142e+01,6.505063824179098120e-01,2.739436984056988766e-01,5.487860466961764772e-01,2.099642350520756207e-01,3.209588935341384786e-01
1.020000000000000107e+01,6.511807309934001253e-01,2.749066905039136977e-01,5.504736168990230771e-01,2.104864174624353768e-01,3.220426279499244981e-01
1.030000000000000071e+01,6.521608605680463411e-01,2.755297921443493614e-01,5.515748759953316149e-01,2.110302448753249571e-01,3.229542692604999710e-01
1.040000000000000036e+01,6.531123065467969724e-01,2.757092148798503950e-01,5.520116548003410895e-01,2.113511294859446166e-01,3.233554362587187647e-01
1.050000000000000000e+01,6.530708819156432199e-01,2.756686948416876004e-01,5.518192044765414250e-01,2.113438881215844722e-01,3.236324453904472764e-01
1.060000000000000142e+01,6.515387188070288493e-01,2.755835230167937855e-01,5.513760294285228181e-01,2.109974699643778762e-01,3.231448061404268990e-01
1.070000000000000107e+01,6.518481535533204863e-01,2.755220093854338637e-01,5.514572240072034282e-01,2.110612755939860752e-01,3.233216246055298781e-01
1.080000000000000071e+01,6.519056602804490508e-01,2.753007535084208146e-01,5.516040256037475498e-01,2.112192883378071762e-01,3.237872591413154533e-01
1.090000000000000036e+01,6.522054789196455316e-01,2.748639408576770138e-01,5.512560714827905439e-01,2.110849116513709989e-01,3.234933663258544589e-01
1.100000000000000000e+01,6.516224824122346382e-01,2.742356171971448431e-01,5.506426297443165474e-01,2.106975674578669688e-01,3.233926929889593960e-01
1.110000000000000142e+01,6.521843583422886059e-01,2.735036473744019148e-01,5.500621126391190829e-01,2.100880653895705052e-01,3.231406631855358036e-01
1.120000000000000107e+01,6.527013036373268129e-01,2.729616002815365428e-01,5.495669368147152456e-01,2.097460500594318933e-01,3.227399704233046007e-01
1.130000000000000071e+01,6.517803106024987470e-01,2.729799551301958505e-01,5.496456051853555458e-01,2.096747560686938738e-01,3.229512051990994226e-01
1.140000000000000036e+01,6.522126398355347909e-01,2.737622736090389308e-01,5.511295621700093017e-01,2.104092869368790752e-01,3.239780077907821743e-01
1.150000000000000000e+01,6.523162021656532250e-01,2.750384114969280369e-01,5.530923145678566799e-01,2.108820029819929165e-01,3.252000563222193219e-01
1.160000000000000142e+01,6.553845971220889632e-01,2.763987569734989158e-01,5.555130152617064887e-01,2.118795576493198995e-01,3.266348135714769452e-01
1.170000000000000107e+01,6.569274890115487375e-01,2.774863591552033659e-01,5.574882655536430587e-01,2.124935369793736206e-01,3.277143306797695721e-01
1.180000000000000071e+01,6.578362470630089165e-01,2.784846189845985309e-01,5.593336820872810700e-01,2.130640995972655216e-01,3.286852709113032844e-01
1.190000000000000036e+01,6.582503500044655231e-01,2.794371511225627325e-01,5.609576985113545744e-01,2.131032931467391478e-01,3.288817980410609909e-01
1.200000000000000000e+01,6.603166549530136153e-01,2.804429750984797076e-01,5.628596870620768966e-01,2.135513966037017597e-01,3.297224080072670427e-01
1.210000000000000142e+01,6.609644733739994393e-01,2.812665550876930487e-01,5.644670247671942365e-01,2.140584365662945854e-01,3.305493904105459291e-01
1.220000000000000107e+01,6.629154500028368036e-01,2.821265252354182018e-01,5.658182761071265388e-01,2.150010194010060494e-01,3.321345154888486473e-01
1.230000000000000071e+01,6.650033849738198333e-01,2.826516400330766898e-01,5.668747698946566826e-01,2.156265446567156296e-01,3.330694258971265143e-01
1.240000000000000036e+01,6.674698584877780672e-01,2.831318068818134415e-01,5.680031936221289213e-01,2.161679284131052259e-01,3.338426517480553857e-01
1.250000000000000000e+01,6.696247010129199317e-01,2.838211330181621972e-01,5.691190487773744033e-01,2.167355498203471231e-01,3.346311284890915450e-01
1.260000000000000142e+01,6.708314294295711910e-01,2.843009174848282195e-01,5.697561626645208932e-01,2.170195435210494628e-01,3.347301863927970578e-01
1.270000000000000107e+01,6.709603838152466970e-01,2.845049950466327360e-01,5.697299363169290309e-01,2.168296967023548572e-01,3.346235016885129587e-01
1.280000000000000071e+01,6.712174713878601429e-01,2.852361612208374475e-01,5.708415735625078646e-01,2.169625435276444081e-01,3.351744300796998255e-01
1.290000000000000036e+01,6.722186238316268936e-01,2.859192041559789899e-01,5.722393325123602548e-01,2.171733256643086363e-01,3.360458610182596728e-01
1.300000000000000000e+01,6.740372211215517328e-01,2.866361758773354196e-01,5.738798842473843420e-01,2.177934666175948830e-01,3.370488985194973752e-01
1.310000000000000142e+01,6.736884984079124505e-01,2.871838316227048327e-01,5.748385191760956303e-01,2.182857173661164329e-01,3.377922708751041614e-01
1.320000000000000107e+01,6.728440050625269508e-01,2.874631451701798457e-01,5.752950478638831910e-01,2.184862060309200882e-01,3.379667146193252036e-01
1.330000000000000071e+01,6.739351290916906212e-01,2.877948618006117010e-01,5.759972405625245484e-01,2.188232791398900257e-01,3.385703094070262043e-01
1.340000000000000036e+01,6.757791348602718573e-01,2.882351522118611342e-01,5.773263673344815050e-01,2.194856953089671381e-01,3.399052817590885733e-01
1.350000000000000000e+01,6.751509748745376793e-01,2.884236202553689399e-01,5.782340972465971340e-01,2.196143269059857295e-01,3.401303655789016389e-01
1.360000000000000142e+01,6.764828496494370569e-01,2.883613625821939697e-01,5.789981940498226676e-01,2.194012271408462555e-01,3.405176557056604492e-01
1.370000000000000107e+01,6.768780180649134337e-01,2.880601264662253636e-01,5.790322781292247534e-01,2.191399845233497901e-01,3.400024230905330236e-01
1.380000000000000071e+01,6.768961152954392491e-01,2.878484588378205644e-01,5.787784715425181581e-01,2.190643931205616124e-01,3.402982735408749404e-01
1.390000000000000036e+01,6.768200687662727644e-01,2.874762301935858688e-01,5.786149982497684752e-01,2.188272735132734126e-01,3.403909664633645860e-01
1.400000000000000000e+01,6.795715042674984607e-01,2.871047828493676346e-01,5.783503521813476711e-01,2.186991711991514431e-01,3.407301414250518135e-01
1.410000000000000142e+01,6.801954103323655243e-01,2.875426814030351275e-01,5.794600850438877959e-01,2.188743993105053409e-01,3.413721621667721862e-01
1.420000000000000107e+01,6.817014794952683809e-01,2.883917764540892548e-01,5.807708385746953583e-01,2.195799881922772812e-01,3.423114339984911769e-01
1.430000000000000071e+01,6.816450270904039765e-01,2.895904064569803094e-01,5.815292281188120249e-01,2.207206672763829813e-01,3.437163274351503484e-01
1.440000000000000036e+01,6.851546650950933737e-01,2.914809771544628059e-01,5.839031922992918844e-01,2.220409731610391568e-01,3.454864842822677473e-01
1.450000000000000000e+01,6.859517688998321150e-01,2.931813990796953151e-01,5.862741710031714737e-01,2.236469757643078649e-01,3.478197961112050041e-01
1.460000000000000142e+01,6.864834368192870295e-01,2.944873129434346093e-01,5.878807867267737963e-01,2.247980531861596132e-01,3.492878788845315552e-01
1.470000000000000107e+01,6.876727895748668828e-01,2.957857871766179092e-01,5.893274318033541181e-01,2.254524698521480908e-01,3.501588838918431867e-01
1.480000000000000071e+01,6.887696116900802190e-01,2.965571893352898503e-01,5.905571044639881251e-01,2.258736260331841439e-01,3.505882305808281640e-01
1.490000000000000036e+01,6.891525112099927686e-01,2.972245118948398934e-01,5.916946220774934595e-01,2.260069100880356674e-01,3.507210516766116615e-01
1.500000000000000000e+01,6.889815364046527613e-01,2.977757967307592124e-01,5.927825468025675892e-01,2.259018775154249259e-01,3.506521340430625577e-01
1.510000000000000142e+01,6.877315493103250965e-01,2.976493145162161791e-01,5.928338828028637542e-01,2.255544107721917657e-01,3.503132782107825083e-01
1.520000000000000107e+01,6.879308941032888924e-01,2.972979065208493643e-01,5.924123758941022277e-01,2.245512268401070044e-01,3.495541335907125791e-01
1.530000000000000071e+01,6.884454868857828869e-01,2.970307301841116909e-01,5.925275040473871879e-01,2.240279276618974968e-01,3.497100994580776279e-01
1.540000000000000036e+01,6.890735859214710546e-01,2.967839601333674970e-01,5.921411038319939202e-01,2.232192102543552048e-01,3.489027848609163041e-01
1.550000000000000000e+01,6.910627817341650214e-01,2.969115057978409244e-01,5.926832479913394236e-01,2.233513178416028644e-01,3.493461142678216391e-01
1.560000000000000142e+01,6.936257692943307296e-01,2.973412635702616935e-01,5.941106233597257535e-01,2.240059318927351273e-01,3.502298772702907015e-01
1.570000000000000107e+01,6.941746684252730892e-01,2.980198958304531298e-01,5.959752843893656449e-01,2.246702658265674335e-01,3.513556767498040578e-01
1.580000000000000071e+01,6.965638649286930439e-01,2.988964610623144336e-01,5.981914597627026042e-01,2.253826513325551673e-01,3.521634204102587207e-01
1.590000000000000036e+01,6.967630526515836697e-01,2.998119123205250647e-01,5.996666508020614961e-01,2.258314085268253446e-01,3.527144773515845100e-01
1.600000000000000000e+01,6.968520279460758138e-01,3.005767118055684972e-01,6.006070947733700427e-01,2.265781235834113394e-01,3.539314456985009905e-01
1.610000000000000142e+01,6.991189036162248627e-01,3.006674537766447775e-01,6.013352910545775032e-01,2.268686677096827808e-01,3.542855633589298003e-01
1.619999999999999929e+01,6.987125266028172410e-01,3.002992234650379566e-01,6.019546991891617793e-01,2.270664278816456327e-01,3.542805598314988091e-01
1.630000000000000071e+01,6.979077826641787441e-01,2.999124662438106270e-01,6.024577546322887889e-01,2.269126002190387792e-01,3.538967921189014043e-01
1.640000000000000213e+01,6.991154117314457572e-01,3.003184061935108007e-01,6.041628327796791931e-01,2.274629486029701164e-01,3.547929197439701476e-01
1.650000000000000000e+01,7.004023538841931407e-01,3.008364618072792984e-01,6.051476962836880302e-01,2.276699485812939405e-01,3.552542141874002191e-01
1.660000000000000142e+01,6.995587818469058972e-01,3.014420203431651957e-01,6.058750252145633786e-01,2.282626333809567865e-01,3.561829929799481542e-01
1.669999999999999929e+01,7.006577340605720794e-01,3.022997665313982285e-01,6.067286854215419023e-01,2.292345913658359602e-01,3.576236203933308988e-01
1.680000000000000071e+01,6.997661649612143542e-01,3.028184803424003868e-01,6.069430124117679570e-01,2.298983920471683595e-01,3.584270797456887148e-01
1.690000000000000213e+01,6.988012769599237783e-01,3.031981014645054873e-01,6.072241903480228853e-01,2.308868405307332450e-01,3.589972454806033553e-01
1.700000000000000000e+01,7.003103205704200862e-01,3.036609334569290719e-01,6.076875966334354118e-01,2.314186042531498344e-01,3.598932926334750260e-01
1.710000000000000142e+01,7.018444337679281553e-01,3.041657969701233033e-01,6.081634359506536969e-01,2.315833434787947231e-01,3.603918179790474574e-01
1.719999999999999929e+01,7.043994810214162516e-01,3.049342036342870821e-01,6.094369965520504140e-01,2.319639347194697165e-01,3.614366264522710370e-01
1.730000000000000071e+01,7.037950200629087272e-01,3.057349760167103470e-01,6.107499607856774482e-01,2.320662098098981996e-01,3.617245891191467888e-01
1.740000000000000213e+01,7.048002811303144544e-01,3.065344818093090895e-01,6.128640933764747389e-01,2.326689927370873823e-01,3.623344294506338215e-01
1.750000000000000000e+01,7.054793762970607007e-01,3.075460778347269830e-01,6.155777234152458588e-01,2.329239616979388305e-01,3.626914523675370261e-01
1.760000000000000142e+01,7.067684611466167333e-01,3.086024045520499026e-01,6.181216218933895945e-01,2.333961361013183466e-01,3.630696887047152877e-01
1.769999999999999929e+01,7.067410057507700349e-01,3.096694162381662951e-01,6.201338687802153693e-01,2.338382428934454582e-01,3.641365506723566181e-01
1.780000000000000071e+01,7.072742651435821593e-01,3.105236571794484091e-01,6.217785327351368352e-01,2.346874847690744448e-01,3.652840001278026549e-01
1.790000000000000213e+01,7.075839044198081185e-01,3.110609114367155481e-01,6.227778784686026636e-01,2.353231939334424205e-01,3.660091137653948001e-01
1.800000000000000000e+01,7.099361692005414781e-01,3.116908746569996835e-01,6.245187753585906831e-01,2.359004011178799376e-01,3.671832234060478095e-01
1.810000000000000142e+01,7.108449265844953846e-01,3.123612982670257443e-01,6.261983227428005172e-01,2.364752396358331121e-01,3.679827246457760270e-01
1.819999999999999929e+01,7.131524507950810499e-01,3.129873024283415517e-01,6.279351310902507866e-01,2.369800512193570852e-01,3.689110275557699881e-01
1.830000000000000071e+01,7.142735154449147972e-01,3.133009719170485319e-01,6.284449216132252936e-01,2.375547335492682877e-01,3.695273296927980566e-01
1.840000000000000213e+01,7.157449120368913897e-01,3.135161826037473620e-01,6.284955560044418466e-01,2.381644569649974397e-01,3.702185066942039193e-01
1.850000000000000000e+01,7.148297320824535950e-01,3.141279970190001825e-01,6.295010410956856095e-01,2.392295602615870098e-01,3.713841023326160951e-01
1.860000000000000142e+01,7.157680514862666543e-01,3.146241385227596665e-01,6.307492660241551530e-01,2.400683345211832576e-01,3.724577682538848800e-01
1.869999999999999929e+01,7.172535177594245859e-01,3.152881599478442598e-01,6.318348567839775498e-01,2.407415025870081327e-01,3.735365368753799653e-01
1.880000000000000071e+01,7.168495983738538690e-01,3.161248224541119978e-01,6.331345781492208058e-01,2.415212571748341919e-01,3.741881409695055338e-01
1.890000000000000213e+01,7.183031233460084319e-01,3.170444542855336278e-01,6.347780364165123146e-01,2.419619536080157285e-01,3.747445949071663840e-01
1.900000000000000000e+01,7.184430856644852259e-01,3.182153479243633454e-01,6.365020791851571103e-01,2.422821657481597779e-01,3.754656211334819194e-01
1.910000000000000142e+01,7.185959651300715123e-01,3.191556060582202980e-01,6.378397616330959696e-01,2.422554346102403777e-01,3.757487445764926548e-01
1.920000000000000284e+01,7.196832984879667494e-01,3.197131478653152947e-01,6.387249052879490074e-01,2.423495673370296699e-01,3.759054839109060575e-01
