lag_ps,Li,Zr,Cl,S,O
3.300000000000000266e+00,6.780891009091253308e-01,2.901344321181936747e-01,6.312830051923715713e-01,2.206964129300027500e-01,3.430986745978467090e-01
3.400000000000000355e+00,6.811051768113780547e-01,2.916366012128446816e-01,6.364577813086321756e-01,2.217376129547780073e-01,3.450521825387770636e-01
3.500000000000000000e+00,6.857500280319996921e-01,2.933163538012681926e-01,6.416838860912686959e-01,2.228235107512566981e-01,3.474972587662111256e-01
3.600000000000000089e+00,6.876980199298728946e-01,2.953046266264752195e-01,6.466905557496233081e-01,2.239705855375929144e-01,3.494905361949582900e-01
3.700000000000000178e+00,6.909663047251713985e-01,2.971536464611220785e-01,6.519073989900938670e-01,2.249780381773425486e-01,3.507840269964921931e-01
3.800000000000000266e+00,6.952376453562580938e-01,2.992129685699193575e-01,6.577565683181044731e-01,2.260454715967186168e-01,3.527274939905845619e-01
3.900000000000000355e+00,7.006628374867492903e-01,3.011190450902057059e-01,6.638720339676676963e-01,2.268529767434909750e-01,3.542393217437315167e-01
4.000000000000000000e+00,7.031651672338860015e-01,3.028256271755658813e-01,6.691694151809587376e-01,2.275258144500628965e-01,3.557806033487515007e-01
4.100000000000000533e+00,7.066086678584589942e-01,3.037880179037604211e-01,6.730088726049766601e-01,2.279435649148258691e-01,3.571343895431436377e-01
4.200000000000000178e+00,7.096151238679077045e-01,3.044029703707811785e-01,6.759147979316796340e-01,2.281322789649061766e-01,3.578539144729787624e-01
4.299999999999999822e+00,7.104476206499522606e-01,3.051763685935241499e-01,6.791642898342222789e-01,2.283218055595861162e-01,3.589552146951046074e-01
4.400000000000000355e+00,7.126111340485027368e-01,3.058878645013954900e-01,6.824140692418846355e-01,2.286226360754016473e-01,3.595423074814275144e-01
4.500000000000000000e+00,7.162253145966459567e-01,3.069065013288758137e-01,6.854502782714354536e-01,2.293196795392604959e-01,3.608059089568087519e-01
4.600000000000000533e+00,7.215105770440934929e-01,3.082368800338106118e-01,6.885141564877300668e-01,2.300345253809443768e-01,3.624950364447538376e-01
4.700000000000000178e+00,7.252005743077359901e-01,3.095137643508389380e-01,6.911514776394230841e-01,2.310865977407275673e-01,3.647656038540065260e-01
4.800000000000000711e+00,7.287176315484270583e-01,3.103679512428868525e-01,6.930349010811465149e-01,2.319745780670953994e-01,3.659874064216620537e-01
4.900000000000000355e+00,7.309574607343953812e-01,3.117188676983885243e-01,6.956263668031270608e-01,2.332105729947913653e-01,3.678869039502493665e-01
5.000000000000000000e+00,7.349575210673341408e-01,3.131554017151975122e-01,6.987634418770599654e-01,2.346935480017019737e-01,3.698697237907200841e-01
5.100000000000000533e+00,7.401843816005202470e-01,3.144771521078644771e-01,7.024995201837065384e-01,2.365997179979361931e-01,3.726687504711856946e-01
5.200000000000000178e+00,7.441976224235363757e-01,3.161620406475786904e-01,7.067022770298545531e-01,2.389122060097084443e-01,3.755335981440716120e-01
5.300000000000000711e+00,7.463116807020350185e-01,3.176746400691545791e-01,7.099013330517321974e-01,2.407397553670654333e-01,3.783660880170207075e-01
5.400000000000000355e+00,7.490661169782537598e-01,3.186438834575043844e-01,7.120658966373744070e-01,2.420294137720127303e-01,3.801902026755620279e-01
5.500000000000000000e+00,7.511817266298933538e-01,3.193414006954196083e-01,7.146131905055442823e-01,2.431941825080086994e-01,3.817322853392141058e-01
5.600000000000000533e+00,7.524495187951626418e-01,3.200736365438656694e-01,7.171195260132477989e-01,2.438469576871710731e-01,3.830833214368762341e-01
5.700000000000000178e+00,7.561055943135516211e-01,3.210242219978372558e-01,7.198712044848976088e-01,2.441684918210762500e-01,3.847042442316668809e-01
5.800000000000000711e+00,7.594276986932962936e-01,3.218474496851180811e-01,7.226504512866093188e-01,2.438850613445097681e-01,3.849961776242464828e-01
5.900000000000000355e+00,7.613484023977212800e-01,3.226492643092899737e-01,7.257821312880777809e-01,2.437337559793135988e-01,3.855101477102089169e-01
6.000000000000000000e+00,7.654395356653195259e-01,3.235305437176234089e-01,7.292522442872606536e-01,2.439200073009444303e-01,3.862034391893925389e-01
6.100000000000000533e+00,7.691493744212388739e-01,3.245326344156116427e-01,7.328462437847359512e-01,2.450551230406824155e-01,3.880833455193655190e-01
6.200000000000000178e+00,7.707729980882696008e-01,3.253964275951584662e-01,7.359822790671577408e-01,2.460673301685183112e-01,3.894400291626415322e-01
6.300000000000000711e+00,7.717819271431118899e-01,3.260777426032995252e-01,7.388613974357729486e-01,2.470312432391629232e-01,3.906315313619956875e-01
6.400000000000000355e+00,7.742785219158190291e-01,3.273098612660307882e-01,7.424611676752378431e-01,2.478951613616635352e-01,3.920873169810189518e-01
6.500000000000000000e+00,7.767544824351451105e-01,3.287417422460124916e-01,7.455478567904950671e-01,2.484994431054924069e-01,3.930222838825225273e-01
6.600000000000000533e+00,7.776455214713214881e-01,3.300586083725596809e-01,7.487985995849282261e-01,2.492142736282755011e-01,3.943918615042352749e-01
6.700000000000000178e+00,7.801139404107634290e-01,3.316916370037845674e-01,7.532543702076263115e-01,2.500248015014471803e-01,3.959554170671027995e-01
6.800000000000000711e+00,7.817432927227235817e-01,3.330270056521390520e-01,7.572845327952362204e-01,2.509992454319511235e-01,3.974873259509966728e-01
6.900000000000000355e+00,7.827725488118897346e-01,3.341016087285231251e-01,7.604433716808747246e-01,2.517778304885609497e-01,3.990406839056648836e-01
7.000000000000000000e+00,7.853295824759224386e-01,3.348463951026748320e-01,7.632041294130414988e-01,2.524686115018355825e-01,4.002248212383043846e-01
7.100000000000000533e+00,7.871290730797311230e-01,3.353002972540434223e-01,7.655913758876655706e-01,2.525309068506280119e-01,4.007079015051986381e-01
7.200000000000000178e+00,7.890240800144776578e-01,3.353144622079503034e-01,7.672854928274286390e-01,2.520349470331489927e-01,4.002631645951275630e-01
7.300000000000000711e+00,7.898946379074337498e-01,3.353369115370356535e-01,7.692102880135371912e-01,2.519905871318223745e-01,4.004193509593693689e-01
7.400000000000000355e+00,7.906065011896276085e-01,3.360327421235128065e-01,7.717022397159764013e-01,2.521165713885238913e-01,4.012559724361282609e-01
7.500000000000000000e+00,7.939118434642401523e-01,3.368509596828475616e-01,7.745171033759811197e-01,2.522482238848822167e-01,4.020748229278963137e-01
7.600000000000000533e+00,7.951250285198087075e-01,3.370920816339106341e-01,7.767023821375784731e-01,2.519308532717655646e-01,4.025175699509592198e-01
7.700000000000000178e+00,7.971995836401095659e-01,3.369716201500599362e-01,7.783049399507872002e-01,2.513052374327756078e-01,4.025307999929973457e-01
7.800000000000000711e+00,7.974330758282821563e-01,3.367930512088860850e-01,7.797403147015277147e-01,2.513419776654472471e-01,4.033032467343431460e-01
7.900000000000000355e+00,7.981839414158720114e-01,3.368883723391857266e-01,7.811053202322062461e-01,2.515700103284140288e-01,4.041581798504909617e-01
8.000000000000000000e+00,8.007688104210369806e-01,3.373739232795403553e-01,7.828896523829519394e-01,2.517916551968355510e-01,4.047533431154712313e-01
8.099999999999999645e+00,8.017445136863219357e-01,3.379567600166949459e-01,7.857013037379010356e-01,2.519069131431111441e-01,4.052774553291792481e-01
8.200000000000001066e+00,8.024292893153976980e-01,3.389040221967448141e-01,7.889491677635704914e-01,2.523579409185173761e-01,4.063188902199165731e-01
8.300000000000000711e+00,8.029636352606853711e-01,3.399423675082314245e-01,7.916888631551961542e-01,2.530870016927510013e-01,4.079984328880330025e-01
8.400000000000000355e+00,8.049360467868978963e-01,3.408387748062615685e-01,7.938602545760817808e-01,2.536624778598589036e-01,4.093366254080331723e-01
8.500000000000000000e+00,8.059655017260131116e-01,3.418012109782639918e-01,7.961541318764568942e-01,2.542781009903133382e-01,4.105284329844846036e-01
8.599999999999999645e+00,8.068238437440617972e-01,3.427943769955779652e-01,7.987357280946547622e-01,2.548160205295350589e-01,4.112291719289218883e-01
8.700000000000001066e+00,8.089648936635556176e-01,3.436772253350215967e-01,8.012710448041205913e-01,2.554266868640475141e-01,4.122740794267460429e-01
8.800000000000000711e+00,8.092786674857418427e-01,3.445398941120748071e-01,8.039995002986475292e-01,2.559878935189239813e-01,4.136002424914645426e-01
8.900000000000000355e+00,8.101917506385702961e-01,3.453411121307103371e-01,8.068452081049630742e-01,2.566125590696893277e-01,4.148308771903768677e-01
9.000000000000000000e+00,8.124135201113196203e-01,3.460382160410379049e-01,8.099841692806918347e-01,2.569405191035555314e-01,4.156752428805122190e-01
9.099999999999999645e+00,8.143117146308107568e-01,3.465887000437262166e-01,8.129287560886238051e-01,2.574925273765018563e-01,4.168334889815780153e-01
9.200000000000001066e+00,8.156967983964421576e-01,3.476345796007996869e-01,8.159203186943165820e-01,2.579455988354097951e-01,4.179231103900328814e-01
9.300000000000000711e+00,8.169886315358130258e-01,3.492142468998621907e-01,8.198227374987810956e-01,2.589646779221426720e-01,4.194432216886137543e-01
9.400000000000000355e+00,8.216598840479051313e-01,3.510151639349416430e-01,8.239596440537724220e-01,2.603493065196104128e-01,4.212663283442477646e-01
9.500000000000000000e+00,8.248493639281445633e-01,3.526273318075226482e-01,8.276243957928799411e-01,2.615065620079896069e-01,4.232485900118977407e-01
9.600000000000001421e+00,8.270094847484638079e-01,3.537467505286965852e-01,8.304209143463848752e-01,2.625064223425088716e-01,4.247278127835871220e-01
9.700000000000001066e+00,8.309853687232944264e-01,3.549695888677438793e-01,8.330724413526789940e-01,2.636323241691052588e-01,4.263206827144533362e-01
9.800000000000000711e+00,8.359805567743600063e-01,3.560805504802041499e-01,8.361030649550739158e-01,2.645174438347531742e-01,4.277878252339685772e-01
9.900000000000000355e+00,8.371032973970007340e-01,3.567057907881739376e-01,8.378840550511857943e-01,2.645912942570509130e-01,4.282498518527891318e-01
1.000000000000000000e+01,8.393120501215033391e-01,3.570726979436046888e-01,8.387675817297445269e-01,2.647915879885076595e-01,4.290580697394054677e-01
1.010000000000000142e+01,8.410859159943757657e-01,3.574598268560187364e-01,8.400945655254408173e-01,2.647372641278802896e-01,4.299252026900752810e-01
1.020000000000000107e+01,8.431745603013262036e-01,3.583369733132190649e-01,8.426507724810073929e-01,2.653679184372251254e-01,4.310810898440329830e-01
1.030000000000000071e+01,8.469107616371784886e-01,3.595138868220755790e-01,8.452331181467900301e-01,2.663700340459845828e-01,4.329346654615724987e-01
1.040000000000000036e+01,8.473215431681987431e-01,3.601911593610281348e-01,8.467596772501104763e-01,2.670732851221189197e-01,4.340816539094298765e-01
1.050000000000000000e+01,8.506810937299071895e-01,3.609145414723445855e-01,8.484254205884522726e-01,2.680915074817986632e-01,4.356592287296520705e-01
1.060000000000000142e+01,8.532283881135258596e-01,3.616101376569194059e-01,8.505094168472592253e-01,2.689045898448735872e-01,4.374968414280261397e-01
1.070000000000000107e+01,8.547062409873394939e-01,3.621256348820857673e-01,8.516502863790155198e-01,2.693455634759095996e-01,4.381332625803463499e-01
1.080000000000000071e+01,8.559196269019351266e-01,3.627109570276137451e-01,8.528701260211715152e-01,2.692450507549940530e-01,4.385516316421967375e-01
1.090000000000000036e+01,8.577755277241952969e-01,3.631572931889096578e-01,8.546918720856191420e-01,2.688944136616597813e-01,4.388734441221698312e-01
1.100000000000000000e+01,8.575727292256981604e-01,3.633644726448652662e-01,8.563959388775300718e-01,2.689219607758356334e-01,4.387052893386027552e-01
1.110000000000000142e+01,8.592930869217600964e-01,3.637256141034990731e-01,8.589127013363105911e-01,2.691584865149312389e-01,4.396523213027199173e-01
1.120000000000000107e+01,8.616608162179995034e-01,3.646178998635261070e-01,8.619601458750424383e-01,2.691715339545172059e-01,4.403395390030093726e-01
1.130000000000000071e+01,8.654844888525375923e-01,3.661151661254662959e-01,8.654961012790601815e-01,2.701808714257107891e-01,4.422554362497653768e-01
1.140000000000000036e+01,8.667692421629349386e-01,3.673625008370994260e-01,8.682034764049919584e-01,2.710362306940514165e-01,4.434519119680513932e-01
1.150000000000000000e+01,8.688274266353657183e-01,3.678351423898252315e-01,8.695212058997162652e-01,2.720034463576631034e-01,4.449324517272543744e-01
1.160000000000000142e+01,8.716643437659558069e-01,3.681961392610219042e-01,8.706441566051520420e-01,2.725429331288663493e-01,4.458690012789013890e-01
1.170000000000000107e+01,8.730777960366274959e-01,3.684446135852753046e-01,8.728344345020013773e-01,2.729294268634114840e-01,4.469796629365978546e-01
1.180000000000000071e+01,8.749118035358099954e-01,3.680493249490575658e-01,8.740430261427366565e-01,2.726381904775396769e-01,4.470919039747374701e-01
1.190000000000000036e+01,8.763936216914250954e-01,3.678202802114423631e-01,8.747789344693365221e-01,2.724538079797859669e-01,4.473483084500863849e-01
1.200000000000000000e+01,8.763726577173615029e-01,3.677903213370347091e-01,8.758865259054291474e-01,2.721761507719139828e-01,4.468964791858967001e-01
1.210000000000000142e+01,8.780280940659483946e-01,3.677085524076992296e-01,8.768408623447637718e-01,2.723519314401771640e-01,4.475205334290292547e-01
1.220000000000000107e+01,8.792893337257854380e-01,3.676108883199604715e-01,8.777198609391659856e-01,2.724281108157605713e-01,4.478507297399251796e-01
1.230000000000000071e+01,8.797875363080651656e-01,3.680730659725237053e-01,8.789303716365685082e-01,2.729854745151001905e-01,4.486665204869462187e-01
1.240000000000000036e+01,8.827251191613380010e-01,3.692179299271494686e-01,8.809487348962524722e-01,2.737434529920630966e-01,4.498103526862377022e-01
1.250000000000000000e+01,8.847210727184503520e-01,3.707497576898459712e-01,8.842733718771330631e-01,2.747809034420599095e-01,4.513931424543689008e-01
1.260000000000000142e+01,8.863087743275505082e-01,3.725905184618761301e-01,8.880302906846412325e-01,2.759247559418319118e-01,4.529814883339362552e-01
1.270000000000000107e+01,8.889874666137300707e-01,3.744158602287894211e-01,8.923898672809948973e-01,2.776685113874953204e-01,4.556694026140137299e-01
1.280000000000000071e+01,8.909405764791370474e-01,3.759124308105388224e-01,8.957711361122678850e-01,2.790936918304796621e-01,4.571527953890444085e-01
1.290000000000000036e+01,8.929970166287586331e-01,3.771768902945425994e-01,8.984240313849977122e-01,2.803497646937131438e-01,4.587767636296173346e-01
1.300000000000000000e+01,8.940279608346058948e-01,3.781304128446879020e-01,8.996593271515945789e-01,2.811285599940144264e-01,4.600349579390657362e-01
1.310000000000000142e+01,8.955652681873780274e-01,3.789653488436645068e-01,9.006348252344786864e-01,2.818313661575371221e-01,4.608902946195818084e-01
1.320000000000000107e+01,8.985807139440561420e-01,3.799684324807082181e-01,9.024906360133075900e-01,2.823822495100899443e-01,4.618844027159766941e-01
1.330000000000000071e+01,9.002462414833585225e-01,3.810272892255283650e-01,9.047555973836022281e-01,2.835050696405486126e-01,4.634651798134554745e-01
1.340000000000000036e+01,9.034170183295996415e-01,3.821367321303307252e-01,9.073950291799562917e-01,2.841718683355416997e-01,4.642180333598407982e-01
1.350000000000000000e+01,9.058987467008204897e-01,3.832726600813999851e-01,9.101277867661863308e-01,2.851204839833101357e-01,4.656443689795325414e-01
1.360000000000000142e+01,9.085384616630987065e-01,3.845629691278527607e-01,9.135624372749862054e-01,2.864860585259532133e-01,4.674921986340947466e-01
1.370000000000000107e+01,9.112021579238113178e-01,3.859939372619119458e-01,9.171370891650368895e-01,2.876343846437526275e-01,4.693356022182765819e-01
1.380000000000000071e+01,9.122634288664492885e-01,3.870409280671118224e-01,9.203252548861297067e-01,2.884916893350860101e-01,4.704080435870869326e-01
1.390000000000000036e+01,9.152146696412492011e-01,3.877454694149183867e-01,9.227541553972871125e-01,2.884942878588290238e-01,4.705848059159727370e-01
1.400000000000000000e+01,9.156085891113945330e-01,3.877877411657408846e-01,9.231724317838386762e-01,2.882994905157869603e-01,4.703055995635272435e-01
1.410000000000000142e+01,9.156513006419856326e-01,3.871249205878691257e-01,9.228743202016707059e-01,2.879771213646273864e-01,4.705344375165015913e-01
1.420000000000000107e+01,9.169104654069419880e-01,3.860942987570048501e-01,9.215860207749094757e-01,2.875555117081473600e-01,4.703517262806020671e-01
1.430000000000000071e+01,9.171095597521260467e-01,3.848301232171582598e-01,9.198764395288987483e-01,2.870401011947463776e-01,4.697147977296425303e-01
1.440000000000000036e+01,9.163481556399319938e-01,3.839318819211595124e-01,9.184058889033098749e-01,2.862325077980830690e-01,4.689154269679854381e-01
1.450000000000000000e+01,9.164576315708520271e-01,3.835484294364868152e-01,9.185284644182312164e-01,2.859037261754239223e-01,4.687752380143153097e-01
1.460000000000000142e+01,9.185366088561063291e-01,3.831974639245760983e-01,9.189892735069201679e-01,2.858124926968187429e-01,4.692739953991560409e-01
1.470000000000000107e+01,9.192725444270600788e-01,3.826458570735672970e-01,9.186848168144164939e-01,2.858499519682926038e-01,4.691007766294408854e-01
1.480000000000000071e+01,9.190963145065585982e-01,3.823488658651567063e-01,9.189181507761243761e-01,2.863351399180961154e-01,4.696890029531212707e-01
1.490000000000000036e+01,9.214554089997435415e-01,3.822224278108534157e-01,9.193819510082164026e-01,2.868291007040469354e-01,4.705382316037531876e-01
1.500000000000000000e+01,9.215165283622748227e-01,3.820009810676601725e-01,9.189167207483726063e-01,2.869021283156640845e-01,4.703649642468037406e-01
1.510000000000000142e+01,9.244126520546591674e-01,3.826516212279676421e-01,9.200376472939700845e-01,2.872474706766212638e-01,4.703053101669275593e-01
1.520000000000000107e+01,9.270450704289495691e-01,3.835502326291287400e-01,9.213714919212715460e-01,2.876943654215062818e-01,4.712911338640605186e-01
1.530000000000000071e+01,9.299579869488319162e-01,3.843841895528375963e-01,9.229504672076579430e-01,2.882094854464062328e-01,4.720961493006765042e-01
1.540000000000000036e+01,9.314836283779373005e-01,3.853018677479539966e-01,9.248855648799965135e-01,2.889201679841081893e-01,4.721552529394793529e-01
1.550000000000000000e+01,9.327428456370568943e-01,3.861654716667339282e-01,9.269514422790988695e-01,2.893422063171599556e-01,4.728490048974192117e-01
1.560000000000000142e+01,9.352893760030371872e-01,3.869736205543834462e-01,9.296224143808690110e-01,2.897423227283904557e-01,4.732119549205913156e-01
1.570000000000000107e+01,9.383780892556211617e-01,3.878707142286707543e-01,9.326635663441114055e-01,2.899484660694877647e-01,4.733073567196538489e-01
1.580000000000000071e+01,9.401454861927331930e-01,3.887102031320905371e-01,9.351421913713474643e-01,2.898804602004238506e-01,4.732883561492914892e-01
1.590000000000000036e+01,9.427112443318030888e-01,3.892579631508910620e-01,9.373644700451851941e-01,2.901703457012447807e-01,4.732181817624637188e-01
1.600000000000000000e+01,9.470094100333532605e-01,3.898959006708672681e-01,9.394611835399596655e-01,2.903816180651483392e-01,4.731606225415128097e-01
1.610000000000000142e+01,9.504434499918005264e-01,3.912709045324070378e-01,9.429721950809194508e-01,2.911916027182068212e-01,4.742622355142378510e-01
1.619999999999999929e+01,9.547442068841778262e-01,3.925422970528364974e-01,9.466342217708725304e-01,2.917673057975943562e-01,4.749642240284760453e-01
1.630000000000000071e+01,9.570869214724579965e-01,3.939043202482724881e-01,9.506021673221829449e-01,2.929740681820859338e-01,4.763883783599369703e-01
1.640000000000000213e+01,9.614722282082291960e-01,3.954389800932324173e-01,9.547636624426741880e-01,2.943224074248442235e-01,4.778603131379545177e-01
1.650000000000000000e+01,9.634257655022283595e-01,3.972360125627500405e-01,9.592621016004960754e-01,2.959562598827384372e-01,4.805240485723285548e-01
1.660000000000000142e+01,9.675179891529638310e-01,3.991953520967839175e-01,9.638412337136879060e-01,2.971789483241298324e-01,4.821264185197007279e-01
1.669999999999999929e+01,9.694180281659834364e-01,4.011563525392738416e-01,9.678307841825435354e-01,2.981657439938513732e-01,4.833931261793209533e-01
1.680000000000000071e+01,9.730444174858577933e-01,4.027800289075857965e-01,9.710453913097742973e-01,2.986503036843878855e-01,4.846966359124641466e-01
1.690000000000000213e+01,9.750821092503065834e-01,4.038888425508705970e-01,9.732641827570841508e-01,2.988854882286744452e-01,4.850804835470014509e-01
1.700000000000000000e+01,9.770594627358751838e-01,4.044316333985117917e-01,9.746657306172713531e-01,2.991652402252636400e-01,4.854468368795571420e-01
1.710000000000000142e+01,9.795682217970953509e-01,4.042618543390854025e-01,9.753580222391595722e-01,2.994008247082148855e-01,4.854709893397392562e-01
1.719999999999999929e+01,9.811138226030224896e-01,4.038471004622454230e-01,9.757573802683086051e-01,2.996536696379522025e-01,4.856609562605714303e-01
1.730000000000000071e+01,9.826933447062868865e-01,4.032051622968668148e-01,9.762697644376433503e-01,2.999014476904272031e-01,4.856275577817287248e-01
1.740000000000000213e+01,9.823326246155518193e-01,4.025877547347374574e-01,9.763783939538717149e-01,3.000394616345323784e-01,4.859481491615907922e-01
1.750000000000000000e+01,9.820652965131811962e-01,4.020712414039062654e-01,9.762370604064879442e-01,3.002875678197409193e-01,4.861270787643663938e-01
1.760000000000000142e+01,9.834671249366929713e-01,4.017057554686503384e-01,9.766077441818158400e-01,3.002550963786213556e-01,4.866098526617191888e-01
1.769999999999999929e+01,9.853822589843034274e-01,4.014193562479123067e-01,9.772082920834016528e-01,2.999030940718739324e-01,4.861600739671608218e-01
1.780000000000000071e+01,9.867301227892406601e-01,4.012303227253153359e-01,9.776929846496187348e-01,2.994469392294758503e-01,4.858025805599318070e-01
1.790000000000000213e+01,9.883561808596826870e-01,4.013251519363841835e-01,9.787671689663499652e-01,2.994761105616382535e-01,4.857560606218819244e-01
1.800000000000000000e+01,9.885999306793872288e-01,4.014737899835990054e-01,9.803550262459671538e-01,2.995233270498200429e-01,4.861136292345988319e-01
1.810000000000000142e+01,9.904104721934693378e-01,4.015612882553659113e-01,9.818678407858542068e-01,3.001163210141785109e-01,4.867433074061280340e-01
1.819999999999999929e+01,9.913607130988271177e-01,4.015669179619819062e-01,9.827493521394301546e-01,3.008898837217149902e-01,4.875619997849693354e-01
1.830000000000000071e+01,9.930897725542281451e-01,4.015210030109097050e-01,9.835075959094345954e-01,3.016552558996647426e-01,4.876608669897292692e-01
1.840000000000000213e+01,9.950157009394819951e-01,4.018605811379986625e-01,9.844778889242279396e-01,3.024053732044832410e-01,4.885606136338823124e-01
1.850000000000000000e+01,9.972120006360153388e-01,4.026419689289582049e-01,9.855150801067096289e-01,3.028435890800459385e-01,4.888528216179759966e-01
1.860000000000000142e+01,1.000150720826729289e+00,4.035483593224701293e-01,9.868165591284228100e-01,3.033321009717951378e-01,4.891554608597550868e-01
1.869999999999999929e+01,1.000952045928058087e+00,4.044062641485984821e-01,9.877380050868566075e-01,3.039893713729286961e-01,4.897636700133314869e-01
1.880000000000000071e+01,1.002504957601068281e+00,4.055280375538037330e-01,9.892372989869627764e-01,3.047758617849040674e-01,4.903356530565184945e-01
1.890000000000000213e+01,1.005907167319839424e+00,4.062508304600853659e-01,9.901861481457283620e-01,3.050123642982511263e-01,4.903714717426739256e-01
1.900000000000000000e+01,1.008137719343622951e+00,4.061844595185255535e-01,9.903300634497067545e-01,3.049497123864742254e-01,4.901444150296025981e-01
1.910000000000000142e+01,1.008885866350827110e+00,4.059087856332079247e-01,9.902890716082208833e-01,3.046366859200203558e-01,4.896445223948112657e-01
1.920000000000000284e+01,1.009585354118648137e+00,4.057931244336549503e-01,9.910779194412177029e-01,3.041102355185372752e-01,4.893419372710453574e-01
