lag_ps,Li,Zr,Cl,S,O
1.800000000000000044e+00,6.266212373103315914e-01,2.431687278930644847e-01,4.908721990158874116e-01,1.955621565052079736e-01,2.890550454434822059e-01
1.900000000000000133e+00,6.325999244428119894e-01,2.417405198436515523e-01,4.900638665585794751e-01,1.940947797978856693e-01,2.883595373604019851e-01
2.000000000000000000e+00,6.384358705965077485e-01,2.402419156451818527e-01,4.892746599867203172e-01,1.929946542301144430e-01,2.880292004332100086e-01
2.100000000000000089e+00,6.426853721503699157e-01,2.386387272145767402e-01,4.884886749492958202e-01,1.919176493613166390e-01,2.872567778882817446e-01
2.200000000000000178e+00,6.490323146776806329e-01,2.374124056432008745e-01,4.884468567353164592e-01,1.917885365024924460e-01,2.877554170170146808e-01
2.300000000000000266e+00,6.543795107925495236e-01,2.369308840597678378e-01,4.899053736377482760e-01,1.923284336356621549e-01,2.888570442094913759e-01
2.400000000000000355e+00,6.615678706827260447e-01,2.368794031675732215e-01,4.916167372569654748e-01,1.933892558097725090e-01,2.909507899002637399e-01
2.500000000000000000e+00,6.666265385829555079e-01,2.365842147991325251e-01,4.921254780780214277e-01,1.938068240520524899e-01,2.917099544953771773e-01
2.600000000000000089e+00,6.715485687801879822e-01,2.363417487367573677e-01,4.925254174049347178e-01,1.943298314374796998e-01,2.926376420710474768e-01
2.700000000000000178e+00,6.767055987508923121e-01,2.360240567121303368e-01,4.932668174959686791e-01,1.947123271486918272e-01,2.941792870260637183e-01
2.800000000000000266e+00,6.808624174074008328e-01,2.354270678094576574e-01,4.932375461669499250e-01,1.949378907745770440e-01,2.950571089791026447e-01
2.900000000000000355e+00,6.857182964807287950e-01,2.347554769046049095e-01,4.923637757179954444e-01,1.950122882511981237e-01,2.955434856639402863e-01
3.000000000000000000e+00,6.887512765079559784e-01,2.345445974834935443e-01,4.921381452363986497e-01,1.952350291666601345e-01,2.962541081450495994e-01
3.100000000000000089e+00,6.926864820099782882e-01,2.344178464174701826e-01,4.923192823879687374e-01,1.956199679936564961e-01,2.972174039172246207e-01
3.200000000000000178e+00,6.959884679544543484e-01,2.342295427332846680e-01,4.927020401627496549e-01,1.958966921285439644e-01,2.979800027558063280e-01
3.300000000000000266e+00,6.992583838542303365e-01,2.345396954747882567e-01,4.933789945541033894e-01,1.962835820771023088e-01,2.991159355953639243e-01
3.400000000000000355e+00,7.034291721041855405e-01,2.352727126782667433e-01,4.947218548195889687e-01,1.968301982552998763e-01,3.004270190975885657e-01
3.500000000000000000e+00,7.079283161512326394e-01,2.363018205281177397e-01,4.962767543456512165e-01,1.978214301311223278e-01,3.018294251709864873e-01
3.600000000000000089e+00,7.116065119786786353e-01,2.376754625015935762e-01,4.989183211744575019e-01,1.989835334444162163e-01,3.032028270283738114e-01
3.700000000000000178e+00,7.165877621493939031e-01,2.396705934539109795e-01,5.022760245627826414e-01,2.002075675201054616e-01,3.047681248554379718e-01
3.800000000000000266e+00,7.215900827357183411e-01,2.419353642050514341e-01,5.058999412647217087e-01,2.015881569017412833e-01,3.065827125279725340e-01
3.900000000000000355e+00,7.249082339567050060e-01,2.442049560299969502e-01,5.095788188226693105e-01,2.033618418345145840e-01,3.088206722309579932e-01
4.000000000000000000e+00,7.301530333268930750e-01,2.468680223793161821e-01,5.137102319098562075e-01,2.053689469780453358e-01,3.110422021789415736e-01
4.100000000000000533e+00,7.349764981695784405e-01,2.497703827807003230e-01,5.184456323083856955e-01,2.076632342175777357e-01,3.140971922918550652e-01
4.200000000000000178e+00,7.394758079441586807e-01,2.527836886869994082e-01,5.241174697319331832e-01,2.098331554107190078e-01,3.168887536072061972e-01
4.299999999999999822e+00,7.434044741034859793e-01,2.551993378326889994e-01,5.288175519062553454e-01,2.118979971178909516e-01,3.195920838491651539e-01
4.400000000000000355e+00,7.470124904539230393e-01,2.572359785041632430e-01,5.326687633779449982e-01,2.135956748333056876e-01,3.214568909651319140e-01
4.500000000000000000e+00,7.506973099545064532e-01,2.591223317190479158e-01,5.358410228591937718e-01,2.148419512907157602e-01,3.229954054664712637e-01
4.600000000000000533e+00,7.523815567658203030e-01,2.603082515319602996e-01,5.381880165907069191e-01,2.150257433841335775e-01,3.238054787750532793e-01
4.700000000000000178e+00,7.539352518605071385e-01,2.610999576141204703e-01,5.403084365849790682e-01,2.150127440397454348e-01,3.242531579562877853e-01
4.800000000000000711e+00,7.557586021255918718e-01,2.618247653162742994e-01,5.423345356618911595e-01,2.150895208046079421e-01,3.241856384877376818e-01
4.900000000000000355e+00,7.564652895079675421e-01,2.621687333694250333e-01,5.436406366587533956e-01,2.153796040327145833e-01,3.244777461003546248e-01
5.000000000000000000e+00,7.579402535825529030e-01,2.622892453466101337e-01,5.440243859270978977e-01,2.154529212491091139e-01,3.249488759936565163e-01
5.100000000000000533e+00,7.580185622900988962e-01,2.621085708771464517e-01,5.433002611590515007e-01,2.152999505194596874e-01,3.246492730992422970e-01
5.200000000000000178e+00,7.597959812985813910e-01,2.618844943241248058e-01,5.423383553281629910e-01,2.150506049653100049e-01,3.242538204497319443e-01
5.300000000000000711e+00,7.613458235557243325e-01,2.619091625274111990e-01,5.425609580677391852e-01,2.155670381735315944e-01,3.248817784040124446e-01
5.400000000000000355e+00,7.629759331110949061e-01,2.617925796992758292e-01,5.437611452761360598e-01,2.161256811793010879e-01,3.257520607307731741e-01
5.500000000000000000e+00,7.656344958264403866e-01,2.614428130493843816e-01,5.442842934646222597e-01,2.161685150544549183e-01,3.262577095036077179e-01
5.600000000000000533e+00,7.673397743238732360e-01,2.611613041235815169e-01,5.439668606936740591e-01,2.159656658742468427e-01,3.259855592459754980e-01
5.700000000000000178e+00,7.700794982250905862e-01,2.609726114056812873e-01,5.443861107833221080e-01,2.161412051682940760e-01,3.267380541558281282e-01
5.800000000000000711e+00,7.722992741764400648e-01,2.608364861179845451e-01,5.452448957618609704e-01,2.161949395716439570e-01,3.266891768892535852e-01
5.900000000000000355e+00,7.738080408507648222e-01,2.606927586280152753e-01,5.459224732488627829e-01,2.165262046150245590e-01,3.273123891201690228e-01
6.000000000000000000e+00,7.765650040114526753e-01,2.599423161293142326e-01,5.455845862815456027e-01,2.167792903415353134e-01,3.279297262532422930e-01
6.100000000000000533e+00,7.789518488695342802e-01,2.588058351679420888e-01,5.443750897870789363e-01,2.167816894762245594e-01,3.284391162988110069e-01
6.200000000000000178e+00,7.785347082858843359e-01,2.574261800830970337e-01,5.422807248153970194e-01,2.159852923435158223e-01,3.281001966836908368e-01
6.300000000000000711e+00,7.795087311136281727e-01,2.563178514986943490e-01,5.413169774248549615e-01,2.154470681973916502e-01,3.277600301613050604e-01
6.400000000000000355e+00,7.794653144551305646e-01,2.555062965279858433e-01,5.408411980999157098e-01,2.148262627370297329e-01,3.273156829512033905e-01
6.500000000000000000e+00,7.807403089827235076e-01,2.550563254576315719e-01,5.409420553575347013e-01,2.146592292537283231e-01,3.273308185932320979e-01
6.600000000000000533e+00,7.818489063903966141e-01,2.545976057949233540e-01,5.409719138471936750e-01,2.144152997624494406e-01,3.271056314985115732e-01
6.700000000000000178e+00,7.840038632168796484e-01,2.545175087932659563e-01,5.419386349884257603e-01,2.149290342001556331e-01,3.277741089943534414e-01
6.800000000000000711e+00,7.866919506260198203e-01,2.549753458018630403e-01,5.433968152033129551e-01,2.152731635698046098e-01,3.284026585112911900e-01
6.900000000000000355e+00,7.883121627366134199e-01,2.558238982687671692e-01,5.454280329795339055e-01,2.155722975731425017e-01,3.291731844164955678e-01
7.000000000000000000e+00,7.905302695488344300e-01,2.569630170005631764e-01,5.478400556598072013e-01,2.163723675945799230e-01,3.301535451928876985e-01
7.100000000000000533e+00,7.928489211660858516e-01,2.583697833765496443e-01,5.507653793342484061e-01,2.174667303540552543e-01,3.319589695541390051e-01
7.200000000000000178e+00,7.963788305985772809e-01,2.600838907911257047e-01,5.540243016054930969e-01,2.187096378281440379e-01,3.334260246838191000e-01
7.300000000000000711e+00,7.989950464886922399e-01,2.617394977818779389e-01,5.568132045297021770e-01,2.197018535322958488e-01,3.347847730508472508e-01
7.400000000000000355e+00,8.015799456129855116e-01,2.633091679873421076e-01,5.591628208450756254e-01,2.210203996356813194e-01,3.367735832220206116e-01
7.500000000000000000e+00,8.028257620821892537e-01,2.644467855125859912e-01,5.609612967996211452e-01,2.221133370559447429e-01,3.382659564386945039e-01
7.600000000000000533e+00,8.036881896188274865e-01,2.651336127295637057e-01,5.621505926987429014e-01,2.224984457916193703e-01,3.387892756256573601e-01
7.700000000000000178e+00,8.038484770146006042e-01,2.657575992358474082e-01,5.639641851529372252e-01,2.225905984712920893e-01,3.389358756755166957e-01
7.800000000000000711e+00,8.059346989739353262e-01,2.663937806043703005e-01,5.658180975647368882e-01,2.229362703437949844e-01,3.395645171556209152e-01
7.900000000000000355e+00,8.059940645260214032e-01,2.664400032869818080e-01,5.664262785604757822e-01,2.230391125561999865e-01,3.396244047671516109e-01
8.000000000000000000e+00,8.074605734595982076e-01,2.660931871939528626e-01,5.663035674083469750e-01,2.228464113811904623e-01,3.395566145599992480e-01
8.099999999999999645e+00,8.070273815901545245e-01,2.656201346337191960e-01,5.657041434590355244e-01,2.224259099233442116e-01,3.392795075341251687e-01
8.200000000000001066e+00,8.071105063941919067e-01,2.649986283302813717e-01,5.648344651699838126e-01,2.220463543988032140e-01,3.391872359707639450e-01
8.300000000000000711e+00,8.085185141892737848e-01,2.646745077306406624e-01,5.649674621947177178e-01,2.219739326900121434e-01,3.396384598952058020e-01
8.400000000000000355e+00,8.097529693600022949e-01,2.639931952484282363e-01,5.652750156233655732e-01,2.221196043733033032e-01,3.402023178777846546e-01
8.500000000000000000e+00,8.097234114077302980e-01,2.634664197703160959e-01,5.651722268176487818e-01,2.219656512302300433e-01,3.405752413812392354e-01
8.599999999999999645e+00,8.108073764326731991e-01,2.635823921661312186e-01,5.657548246911715539e-01,2.224580046524081978e-01,3.414046183933048262e-01
8.700000000000001066e+00,8.119053591069160802e-01,2.639952861390562067e-01,5.666245361187016716e-01,2.225452526037404455e-01,3.414806552643305793e-01
8.800000000000000711e+00,8.127432572505517427e-01,2.643645038640952682e-01,5.676005158807477802e-01,2.225787342511229838e-01,3.416230757950802222e-01
8.900000000000000355e+00,8.143119690915260334e-01,2.649834427099752587e-01,5.690150523356959367e-01,2.224268659214041211e-01,3.413765920870960313e-01
9.000000000000000000e+00,8.164343683033344901e-01,2.657160179762196317e-01,5.710013477023708761e-01,2.226264935433409087e-01,3.420445760209287478e-01
9.099999999999999645e+00,8.181947567656678855e-01,2.663403839102492787e-01,5.726680651345286144e-01,2.231229789958297793e-01,3.421882258653108355e-01
9.200000000000001066e+00,8.204677461010139172e-01,2.669369851487808365e-01,5.742781474113364260e-01,2.236321435803003688e-01,3.433561988996797210e-01
9.300000000000000711e+00,8.215900657374169969e-01,2.670810283790397421e-01,5.753186452097156511e-01,2.239306074126525825e-01,3.438900603682984447e-01
9.400000000000000355e+00,8.230020005611862199e-01,2.671938945227775308e-01,5.760765505901412897e-01,2.239639601316620321e-01,3.444048838685949687e-01
9.500000000000000000e+00,8.225488139867535020e-01,2.670208163100665777e-01,5.762792088870543061e-01,2.243403621045000629e-01,3.449770767464594434e-01
9.600000000000001421e+00,8.225834618886440630e-01,2.666085127842703351e-01,5.764977133293468503e-01,2.244471571696960432e-01,3.450274565407479010e-01
9.700000000000001066e+00,8.232811131386376102e-01,2.661964255335200757e-01,5.771444344728208220e-01,2.247820102040100354e-01,3.456574940613635905e-01
9.800000000000000711e+00,8.240295726452530056e-01,2.657375487057266894e-01,5.774283668184744256e-01,2.245845460439230279e-01,3.454866818941731976e-01
9.900000000000000355e+00,8.250717546253677481e-01,2.653997630612547343e-01,5.775956998309250690e-01,2.245153675465914878e-01,3.456838326832654684e-01
1.000000000000000000e+01,8.266777755779316506e-01,2.653477420318784974e-01,5.776817281427433226e-01,2.245122230339767488e-01,3.456862870636205343e-01
1.010000000000000142e+01,8.272627791165250155e-01,2.655241463322546847e-01,5.781612422985857869e-01,2.250979485967036509e-01,3.460210480162962399e-01
1.020000000000000107e+01,8.280408278949116241e-01,2.659361278630011372e-01,5.788563949960667809e-01,2.258260771631041552e-01,3.466601861326187861e-01
1.030000000000000071e+01,8.296356587436461982e-01,2.666181853968164206e-01,5.798680479990457881e-01,2.264369826025342813e-01,3.477561169972014365e-01
1.040000000000000036e+01,8.310435309583747987e-01,2.674000104073229189e-01,5.810321297125186080e-01,2.266315423950615304e-01,3.486958716720754969e-01
1.050000000000000000e+01,8.320295838991519366e-01,2.681568404566396224e-01,5.827673369590078423e-01,2.269688353634548572e-01,3.495541845403387637e-01
1.060000000000000142e+01,8.323146810388744044e-01,2.684909477623682039e-01,5.840230085814638317e-01,2.274418705700937959e-01,3.502182169029021130e-01
1.070000000000000107e+01,8.323368934570121169e-01,2.686674555669144593e-01,5.847091183880384069e-01,2.277806496163257977e-01,3.505804845340287912e-01
1.080000000000000071e+01,8.337328296280216433e-01,2.690632062073533559e-01,5.857601689743530127e-01,2.276162042978721878e-01,3.506454739980581214e-01
1.090000000000000036e+01,8.333216782744781170e-01,2.696510063272398727e-01,5.870670046483824622e-01,2.274628869446160551e-01,3.510062656565460792e-01
1.100000000000000000e+01,8.339785082897874791e-01,2.700659921330014757e-01,5.880405080215002078e-01,2.269794401772562975e-01,3.507082086698460888e-01
1.110000000000000142e+01,8.325653484123208825e-01,2.705133947126286964e-01,5.890948149783468146e-01,2.267007365429040688e-01,3.506406669155099909e-01
1.120000000000000107e+01,8.342963817350380618e-01,2.709929569313695996e-01,5.901621887624425300e-01,2.270455463589718947e-01,3.512471784232322203e-01
1.130000000000000071e+01,8.358766819220414535e-01,2.715170881934109715e-01,5.911594316386208359e-01,2.273934465559436513e-01,3.520183261876290159e-01
1.140000000000000036e+01,8.363640250498116657e-01,2.721214001926655079e-01,5.921393943941438698e-01,2.282233258629392525e-01,3.528109909436923375e-01
1.150000000000000000e+01,8.391466612155179527e-01,2.727882423840880532e-01,5.930288143229134334e-01,2.286933832177878712e-01,3.537954316255672027e-01
1.160000000000000142e+01,8.395269099035163052e-01,2.730185022573494713e-01,5.939137368888043333e-01,2.295366122882442628e-01,3.550877190649345816e-01
1.170000000000000107e+01,8.394662643219739095e-01,2.729228257933948298e-01,5.936234149880994515e-01,2.298648714078159461e-01,3.554220280982008928e-01
1.180000000000000071e+01,8.412199577649865923e-01,2.729269262482720282e-01,5.939766047170230712e-01,2.305598152345944563e-01,3.561309577657615355e-01
1.190000000000000036e+01,8.437802009906995027e-01,2.732376008346134588e-01,5.956383422366221536e-01,2.312914194340745244e-01,3.571263228396562850e-01
1.200000000000000000e+01,8.447969468985278008e-01,2.732957452250545094e-01,5.966589427711087579e-01,2.315270858825966838e-01,3.580382908919521601e-01
1.210000000000000142e+01,8.459942086171748921e-01,2.733678364974090336e-01,5.972018092567074055e-01,2.312487865178751156e-01,3.578058776990263867e-01
1.220000000000000107e+01,8.470571922538919774e-01,2.736438416185511535e-01,5.976742021427260410e-01,2.308771564073071325e-01,3.581371333472828100e-01
1.230000000000000071e+01,8.482365177300316139e-01,2.738927327679459012e-01,5.983730686514037167e-01,2.308136142739481977e-01,3.579566750621356874e-01
1.240000000000000036e+01,8.488403014529480872e-01,2.741058246674468180e-01,5.994160178405993911e-01,2.310070955571112417e-01,3.585175061917767469e-01
1.250000000000000000e+01,8.508165788656917305e-01,2.743411828666999508e-01,6.008524214893649074e-01,2.314929448623497532e-01,3.592526298415372743e-01
1.260000000000000142e+01,8.509488014072301709e-01,2.745996446231278587e-01,6.020615672493915271e-01,2.318652793871317508e-01,3.599999844188130904e-01
1.270000000000000107e+01,8.510176818072878735e-01,2.747749012446759620e-01,6.025788305004556866e-01,2.319816978992872147e-01,3.604117276041506890e-01
1.280000000000000071e+01,8.500720416036220417e-01,2.745017700067929889e-01,6.021653020002701862e-01,2.320313141240900878e-01,3.603307035907523104e-01
1.290000000000000036e+01,8.510369035859844944e-01,2.741370407365206208e-01,6.016651877035791296e-01,2.319763196408618777e-01,3.598530514286053528e-01
1.300000000000000000e+01,8.513107493535169157e-01,2.737544364497399574e-01,6.014967578079071231e-01,2.324383094959163454e-01,3.598760577041315023e-01
1.310000000000000142e+01,8.531913315002713771e-01,2.736781964113405574e-01,6.015055424991668787e-01,2.325048872502236963e-01,3.594790539345830149e-01
1.320000000000000107e+01,8.548914000675148506e-01,2.741498905076682480e-01,6.032505162148098510e-01,2.329058280352272192e-01,3.600885274836720940e-01
1.330000000000000071e+01,8.551792657219353666e-01,2.749723555301602507e-01,6.051191055979232569e-01,2.332332882816450237e-01,3.604016100719237836e-01
1.340000000000000036e+01,8.568788258316739626e-01,2.762633829538146957e-01,6.076922995021445395e-01,2.341924545267754509e-01,3.612997895721424269e-01
1.350000000000000000e+01,8.586015460431597468e-01,2.777626558172979765e-01,6.108780579786082798e-01,2.351897555106261528e-01,3.624971751771615125e-01
1.360000000000000142e+01,8.588816134345969022e-01,2.785908758501214333e-01,6.132467013644798959e-01,2.364926789883900482e-01,3.640078174485203988e-01
1.370000000000000107e+01,8.597771750134096669e-01,2.786092507051405875e-01,6.141587999946952481e-01,2.372467094552850320e-01,3.643583989001219492e-01
1.380000000000000071e+01,8.612314054794730778e-01,2.783524195664006107e-01,6.137655891160859190e-01,2.371392176499288185e-01,3.643454048921030974e-01
1.390000000000000036e+01,8.608378409033706768e-01,2.774618781647235077e-01,6.128561612468004238e-01,2.367791923231152840e-01,3.641531864547722375e-01
1.400000000000000000e+01,8.580743849138716683e-01,2.768340489839666851e-01,6.123397812175971344e-01,2.362408394574418979e-01,3.637055678479761411e-01
1.410000000000000142e+01,8.576334777742946613e-01,2.762332789385569809e-01,6.111509658719636029e-01,2.350053715856788017e-01,3.621586376895984394e-01
1.420000000000000107e+01,8.560086977961470778e-01,2.755276982301583244e-01,6.099091268468610494e-01,2.341267778099712371e-01,3.610708882350264215e-01
1.430000000000000071e+01,8.570848067773015888e-01,2.753807149986440272e-01,6.102700835385266309e-01,2.335514703757501365e-01,3.608934846856594048e-01
1.440000000000000036e+01,8.591819121452389796e-01,2.753702206513519712e-01,6.112092833054834085e-01,2.332228909013356055e-01,3.609358711202453884e-01
1.450000000000000000e+01,8.578016757582778151e-01,2.752104761930369570e-01,6.113589513953702204e-01,2.326352209166492324e-01,3.603977525213583610e-01
1.460000000000000142e+01,8.577280384905198174e-01,2.754536118082416274e-01,6.122926533245994785e-01,2.328604726306078287e-01,3.606957313751471550e-01
1.470000000000000107e+01,8.599191704513969858e-01,2.761542470507862834e-01,6.143645008377650596e-01,2.338545135168370037e-01,3.617435646034063423e-01
1.480000000000000071e+01,8.609861755373700021e-01,2.770947108152527205e-01,6.165370816112045738e-01,2.348929922082826083e-01,3.631604672896374675e-01
1.490000000000000036e+01,8.635138146107232959e-01,2.783124078854127270e-01,6.188330699226544107e-01,2.355429738924367800e-01,3.640121287967137964e-01
1.500000000000000000e+01,8.651219554972991999e-01,2.795896750863306468e-01,6.211984464438248255e-01,2.363733552219735856e-01,3.652504385886921612e-01
1.510000000000000142e+01,8.665925632959468050e-01,2.806413724837757417e-01,6.230860008740216616e-01,2.374220417928270821e-01,3.664934310412386598e-01
1.520000000000000107e+01,8.672193896064269714e-01,2.815278711637512199e-01,6.250635412492467902e-01,2.384760438366902158e-01,3.678313667517097429e-01
1.530000000000000071e+01,8.681358686286806403e-01,2.820002167344836663e-01,6.264626263102848203e-01,2.395457813143363479e-01,3.690008714891900854e-01
1.540000000000000036e+01,8.699865607878762841e-01,2.827517592529460999e-01,6.277667527593523422e-01,2.404797782680500873e-01,3.698010578924413871e-01
1.550000000000000000e+01,8.719700164301307233e-01,2.838342908125949249e-01,6.292193557417165017e-01,2.410517668758410947e-01,3.706578587858456175e-01
1.560000000000000142e+01,8.740095527248861185e-01,2.849335290763245210e-01,6.311097371280216528e-01,2.416572558812555005e-01,3.717624529931101707e-01
1.570000000000000107e+01,8.755778162969281020e-01,2.858381169444659253e-01,6.328579214251801588e-01,2.421887148746697527e-01,3.722749563542562812e-01
1.580000000000000071e+01,8.767846124866356394e-01,2.859102996245214134e-01,6.337875672396211524e-01,2.420058171416246406e-01,3.722121924602480592e-01
1.590000000000000036e+01,8.773177616582968907e-01,2.854291947410522723e-01,6.343145002011624234e-01,2.418127833885355960e-01,3.720569260472568196e-01
1.600000000000000000e+01,8.784548918194254874e-01,2.848140436117421737e-01,6.343632320775486333e-01,2.413750134795189795e-01,3.719159462552775741e-01
1.610000000000000142e+01,8.791078872358158991e-01,2.840463037815196268e-01,6.342527754771497550e-01,2.409506360149742121e-01,3.715647975274347647e-01
1.619999999999999929e+01,8.802162738486244420e-01,2.829617349427350215e-01,6.338893109719958563e-01,2.403805745219855239e-01,3.714106445701197412e-01
1.630000000000000071e+01,8.815637840490210264e-01,2.818923084851824856e-01,6.335429915664015921e-01,2.397791587498571686e-01,3.710412163462758484e-01
1.640000000000000213e+01,8.819673431114026796e-01,2.808968768833184915e-01,6.329039735449598636e-01,2.392949604539583996e-01,3.707369658148934044e-01
1.650000000000000000e+01,8.825585260625031792e-01,2.802582997452676694e-01,6.320485696012142496e-01,2.388499720867335585e-01,3.708437879888575872e-01
1.660000000000000142e+01,8.834367546758730150e-01,2.795943609045152267e-01,6.317133290329930428e-01,2.385236192170927805e-01,3.710487715962531019e-01
1.669999999999999929e+01,8.839473466291298820e-01,2.789441743821069464e-01,6.311624527970167708e-01,2.384209675826400865e-01,3.711320008712334362e-01
1.680000000000000071e+01,8.823644926494109697e-01,2.786565397343319095e-01,6.310794778252122317e-01,2.381362336037876060e-01,3.712170432130037501e-01
1.690000000000000213e+01,8.815526550844392517e-01,2.786865850922363719e-01,6.312554776525232114e-01,2.380943772436766581e-01,3.708732386913693446e-01
1.700000000000000000e+01,8.822339979870149618e-01,2.790803126909417453e-01,6.317099669735638523e-01,2.388598339798990999e-01,3.717536082034906819e-01
1.710000000000000142e+01,8.839407076391233575e-01,2.798848469778529857e-01,6.328428165139722283e-01,2.398475716031217286e-01,3.728041141960873883e-01
1.719999999999999929e+01,8.862714377130518351e-01,2.813848966950375230e-01,6.351656457016440216e-01,2.407746991460295027e-01,3.745354621414979102e-01
1.730000000000000071e+01,8.886842844935199937e-01,2.829759758174537065e-01,6.378871683684628202e-01,2.416948481151288686e-01,3.762460191567754131e-01
1.740000000000000213e+01,8.905941082543552545e-01,2.840830238634604599e-01,6.401358649124734290e-01,2.429553828956017569e-01,3.778870353019248562e-01
1.750000000000000000e+01,8.952033259346328098e-01,2.847769937917696836e-01,6.416441485349804186e-01,2.438097140832244381e-01,3.791067167617976352e-01
1.760000000000000142e+01,8.974317003095061418e-01,2.857293649286480330e-01,6.434303233674452116e-01,2.447899781809833308e-01,3.805964540102143023e-01
1.769999999999999929e+01,9.012051342932375642e-01,2.863919589297795332e-01,6.446652966393029427e-01,2.453070595036272172e-01,3.808544388780197298e-01
1.780000000000000071e+01,9.054721187555907491e-01,2.870574856086567928e-01,6.462452076226182784e-01,2.460141283299672743e-01,3.815924680354490506e-01
1.790000000000000213e+01,9.083192455976784041e-01,2.879224787419172316e-01,6.476538166645423589e-01,2.465294707103378447e-01,3.826188659691981964e-01
1.800000000000000000e+01,9.103255467978651483e-01,2.886375303430495087e-01,6.486281130836932807e-01,2.470176967583674055e-01,3.832895740470217971e-01
1.810000000000000142e+01,9.110486271237181466e-01,2.893697933525701815e-01,6.495598820868450085e-01,2.471333509785415272e-01,3.835729415218773752e-01
1.819999999999999929e+01,9.148632563258177752e-01,2.901078472338863845e-01,6.509595524649439691e-01,2.477454999745958841e-01,3.842566682852339155e-01
1.830000000000000071e+01,9.172337024391985505e-01,2.906769034860679501e-01,6.531078026887574550e-01,2.483402475871734905e-01,3.855406661235218913e-01
1.840000000000000213e+01,9.190922175886975243e-01,2.908962607839037928e-01,6.547849194693973196e-01,2.487161775336493019e-01,3.860834499501052397e-01
1.850000000000000000e+01,9.224960440033682652e-01,2.908718038985261267e-01,6.556161383367196116e-01,2.488946556538054466e-01,3.865682437530285620e-01
1.860000000000000142e+01,9.228861273768012019e-01,2.905143730690458170e-01,6.559122153072738381e-01,2.489506647682190044e-01,3.867365150944689356e-01
1.869999999999999929e+01,9.236816469856666822e-01,2.900638343420096077e-01,6.563799919771413638e-01,2.491332682355585915e-01,3.873625774578997039e-01
1.880000000000000071e+01,9.243761808698215399e-01,2.897336909025042817e-01,6.572375844386170174e-01,2.490759359805586326e-01,3.870923611835903611e-01
1.890000000000000213e+01,9.247860461824338740e-01,2.894065038861085570e-01,6.586205031473710836e-01,2.486663257994383980e-01,3.866605911504851778e-01
1.900000000000000000e+01,9.250187592424821137e-01,2.893289585602539238e-01,6.602045607101674207e-01,2.485623854227403950e-01,3.868428249466999147e-01
1.910000000000000142e+01,9.257621205924010388e-01,2.895052797262452904e-01,6.617792419242191082e-01,2.486463455632848263e-01,3.875645779697590165e-01
1.920000000000000284e+01,9.287000184302171002e-01,2.900229953848440512e-01,6.636380144592874952e-01,2.489925787964601955e-01,3.884997103334075219e-01
