lag_ps,Li_A2,Zr_A2,Cl_A2,O_A2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,2.893916146863457217e-01,4.608811846861620570e-02,1.221315722959180755e-01,7.225593259697729587e-02
2.000000000000000111e-01,4.074746939112414701e-01,9.227495519608558405e-02,2.182000299992929160e-01,1.060481850373569818e-01
3.000000000000000444e-01,4.726069368447667340e-01,1.220376699940122628e-01,2.631494290047597939e-01,1.226927706875759611e-01
4.000000000000000222e-01,5.252601646647505618e-01,1.465749031648256040e-01,2.928750784300155341e-01,1.363890178177407375e-01
5.000000000000000000e-01,5.655535954682120448e-01,1.576786621269894162e-01,3.063939824274392598e-01,1.463038082835424192e-01
6.000000000000000888e-01,5.952023782915746297e-01,1.620085428778504921e-01,3.129951887031884872e-01,1.520743393897479034e-01
7.000000000000000666e-01,6.169737381226193529e-01,1.624137394989172423e-01,3.150903513453114924e-01,1.517208580530506612e-01
8.000000000000000444e-01,6.355516891710423222e-01,1.600777220652872812e-01,3.152373194978186355e-01,1.496265901531171616e-01
9.000000000000000222e-01,6.501802952704609506e-01,1.566424663214394664e-01,3.137906462584004741e-01,1.471287564527313796e-01
1.000000000000000000e+00,6.614458488357961574e-01,1.522646810719825994e-01,3.093527322024292037e-01,1.429455817205291246e-01
1.100000000000000089e+00,6.677965260663244473e-01,1.472319435366125639e-01,3.047381928547486796e-01,1.389674380426005884e-01
1.200000000000000178e+00,6.790781817490789685e-01,1.433255155491809651e-01,3.004101012910689317e-01,1.347077500381894111e-01
1.300000000000000044e+00,6.886737670085397722e-01,1.396117454871627639e-01,2.961771571445244167e-01,1.318947724661685972e-01
1.400000000000000133e+00,6.984602811229488895e-01,1.371102119167697531e-01,2.939043521579163265e-01,1.306496166346100829e-01
1.500000000000000000e+00,7.104749297307906275e-01,1.359635937414874762e-01,2.932027755685130410e-01,1.297614118226868563e-01
1.600000000000000089e+00,7.207361773575645669e-01,1.365419225880993848e-01,2.939105365640055645e-01,1.302891694833124558e-01
1.700000000000000178e+00,7.341410711248133047e-01,1.383970901910337448e-01,2.968190855696244967e-01,1.317929503488022847e-01
1.800000000000000044e+00,7.465588998723393654e-01,1.407000811419289732e-01,3.006117692024433130e-01,1.341074299656384583e-01
1.900000000000000133e+00,7.587167810735274687e-01,1.432926279628550792e-01,3.042214434101794263e-01,1.361576492274320649e-01
2.000000000000000000e+00,7.687286640312235297e-01,1.453145632641412721e-01,3.074124332474893473e-01,1.379637150524165301e-01
2.100000000000000089e+00,7.780784199671835211e-01,1.466873296140974725e-01,3.094175156193480491e-01,1.393925001444668577e-01
2.200000000000000178e+00,7.878451342121242096e-01,1.484714362999306203e-01,3.118247993581383937e-01,1.401785940040214951e-01
2.300000000000000266e+00,7.970313782176726702e-01,1.500120222839523565e-01,3.148868423602763644e-01,1.404378985853877437e-01
2.400000000000000355e+00,8.062103537308229484e-01,1.507650619724159036e-01,3.169060694890802887e-01,1.409486280832591421e-01
2.500000000000000000e+00,8.141437768125705521e-01,1.510898560438455329e-01,3.183181425196405789e-01,1.409892835058343674e-01
2.600000000000000089e+00,8.209947414008131883e-01,1.511661006276333596e-01,3.193293353457832828e-01,1.417307593480209016e-01
2.700000000000000178e+00,8.294572783965646900e-01,1.512031088806086998e-01,3.196580262662271354e-01,1.418915951444423007e-01
2.800000000000000266e+00,8.357974109882730929e-01,1.513691391526066354e-01,3.201867619264248677e-01,1.414450122472483695e-01
2.900000000000000355e+00,8.420217900638607977e-01,1.513318569034724503e-01,3.210764191575253279e-01,1.412166012175517515e-01
3.000000000000000000e+00,8.493743589421164364e-01,1.512762916177342043e-01,3.218545632074251706e-01,1.413819680069541007e-01
3.100000000000000089e+00,8.560972594098780197e-01,1.513703618338723966e-01,3.223714106699677173e-01,1.413841528569674821e-01
3.200000000000000178e+00,8.629415590657304458e-01,1.516169537965492697e-01,3.229273214496165556e-01,1.413386487913541323e-01
3.300000000000000266e+00,8.714397220020421164e-01,1.520388116269025536e-01,3.235222218550159456e-01,1.423213061844533500e-01
3.400000000000000355e+00,8.799612544412677151e-01,1.525412241558390392e-01,3.245021013719210923e-01,1.414636099827603910e-01
3.500000000000000000e+00,8.883774295286905875e-01,1.529013072716213228e-01,3.253314539796831051e-01,1.414027056914973768e-01
