lag_ps,Li_A2,Zr_A2,Cl_A2,O_A2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,3.096997571881298650e-01,4.884148903970213229e-02,1.298138137808715065e-01,7.527801081815040096e-02
2.000000000000000111e-01,4.363264393188036605e-01,9.904568837753185973e-02,2.327599793372343573e-01,1.089345372777843768e-01
3.000000000000000444e-01,5.066001573279809156e-01,1.334145457094608744e-01,2.824185479203429328e-01,1.284287594932510823e-01
4.000000000000000222e-01,5.597203268457805470e-01,1.629886227775287633e-01,3.158152929551720778e-01,1.458134923562897922e-01
5.000000000000000000e-01,6.019378189217847730e-01,1.782451053319740186e-01,3.336181911091641861e-01,1.588693918897380875e-01
6.000000000000000888e-01,6.311483727470282856e-01,1.842070472474130749e-01,3.412695245902752639e-01,1.669749940448837788e-01
7.000000000000000666e-01,6.529724722930818626e-01,1.850918028618123989e-01,3.433960178378331340e-01,1.669564272643490610e-01
8.000000000000000444e-01,6.707460319092520828e-01,1.838798345915672039e-01,3.447526785144050532e-01,1.666919356609556369e-01
9.000000000000000222e-01,6.849141271962924105e-01,1.799821830770731990e-01,3.438693407522529499e-01,1.640247081956443254e-01
1.000000000000000000e+00,6.925183649609349956e-01,1.745857824463935282e-01,3.382105535398516882e-01,1.582874196234680675e-01
1.100000000000000089e+00,6.969814476638404033e-01,1.681563527329620333e-01,3.314696814288239368e-01,1.514769664787541659e-01
1.200000000000000178e+00,7.067261472102053244e-01,1.623900112632275516e-01,3.257763410880602506e-01,1.452826979796229823e-01
1.300000000000000044e+00,7.154764319261089911e-01,1.570649385045238544e-01,3.222357858922438312e-01,1.398135321776397821e-01
1.400000000000000133e+00,7.216260757701413731e-01,1.532952089535242202e-01,3.186592392396615514e-01,1.368169422318716855e-01
1.500000000000000000e+00,7.289632951768630909e-01,1.512750620039198801e-01,3.158633872278094890e-01,1.355466314291811636e-01
1.600000000000000089e+00,7.393888463255645638e-01,1.516630788182499190e-01,3.158532229304315542e-01,1.362958788559582024e-01
1.700000000000000178e+00,7.502088394765290547e-01,1.537229219535058422e-01,3.186200669095680116e-01,1.389643851456962564e-01
1.800000000000000044e+00,7.616052292448816097e-01,1.563019258068654438e-01,3.224098376160555168e-01,1.407999935924677537e-01
1.900000000000000133e+00,7.719985636011769126e-01,1.593439029199020252e-01,3.268961215216407701e-01,1.442403074005025043e-01
2.000000000000000000e+00,7.829110755482446837e-01,1.621950753392789324e-01,3.307910423762124852e-01,1.467431088187894639e-01
2.100000000000000089e+00,7.930013270935654113e-01,1.646417934778524050e-01,3.346405781937589197e-01,1.487254990057318427e-01
2.200000000000000178e+00,8.036398946989873338e-01,1.674541501425926004e-01,3.393032232719835894e-01,1.510671499393931583e-01
2.300000000000000266e+00,8.126790002943469204e-01,1.697521025254940252e-01,3.424390598278304054e-01,1.520075979092162244e-01
2.400000000000000355e+00,8.212883540102978719e-01,1.709764042170196785e-01,3.440797464976335651e-01,1.521588474400557833e-01
2.500000000000000000e+00,8.280763231557884962e-01,1.709609606264436421e-01,3.441598219550595639e-01,1.518816061533365402e-01
2.600000000000000089e+00,8.340108309473095449e-01,1.703778781443053003e-01,3.435945769736239996e-01,1.515976210740910823e-01
2.700000000000000178e+00,8.382204723876226504e-01,1.693496618471637405e-01,3.427643294113014161e-01,1.503434324724765014e-01
2.800000000000000266e+00,8.429737965565422542e-01,1.677208620197588318e-01,3.412703477442272648e-01,1.483638112659753650e-01
2.900000000000000355e+00,8.482593587997667717e-01,1.664110535648840039e-01,3.402803230311031157e-01,1.473876825796074652e-01
3.000000000000000000e+00,8.564925780585522785e-01,1.660397759158879494e-01,3.405206498859521536e-01,1.474560652842123176e-01
3.100000000000000089e+00,8.650740665913030369e-01,1.661163452645158800e-01,3.417340536655044669e-01,1.470858016362354692e-01
3.200000000000000178e+00,8.723479954533304159e-01,1.669332275676447541e-01,3.443285258143408134e-01,1.472562539322395669e-01
3.300000000000000266e+00,8.804194565161852504e-01,1.681644412994670879e-01,3.470886983569181350e-01,1.482943972531748367e-01
3.400000000000000355e+00,8.898768824535969735e-01,1.696939316584637758e-01,3.492219609867782681e-01,1.492044806927340095e-01
3.500000000000000000e+00,8.970989404482210272e-01,1.708922873760514716e-01,3.508298456709811886e-01,1.508044349551411478e-01
