lag_ps,Li_A2,Zr_A2,Cl_A2,O_A2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,3.245300330948244216e-01,5.063220644718266494e-02,1.348613959242810079e-01,7.764056989188257429e-02
2.000000000000000111e-01,4.635848127437203203e-01,1.005963319112506693e-01,2.401739355183695190e-01,1.132983079824979866e-01
3.000000000000000444e-01,5.416118461674264140e-01,1.323657471346488812e-01,2.896485780849006875e-01,1.281272760621953999e-01
4.000000000000000222e-01,6.052128221041686018e-01,1.599492437667595357e-01,3.261829462565504212e-01,1.452093773600886262e-01
5.000000000000000000e-01,6.538959325535905753e-01,1.726181361259533087e-01,3.458833331083446816e-01,1.594966379549813684e-01
6.000000000000000888e-01,6.920927121435239693e-01,1.778305330822459174e-01,3.581123388503149041e-01,1.683898791803327966e-01
7.000000000000000666e-01,7.211480083810201114e-01,1.801303183964781118e-01,3.639371576834415922e-01,1.698874662816297620e-01
8.000000000000000444e-01,7.456895757214869747e-01,1.811869699588757043e-01,3.679553505992836371e-01,1.718266365480743685e-01
9.000000000000000222e-01,7.681770792476465548e-01,1.791787821483843413e-01,3.689362568457766889e-01,1.730288056736699054e-01
1.000000000000000000e+00,7.875850639461932090e-01,1.747409452973231747e-01,3.650579711169264496e-01,1.709508733798252578e-01
1.100000000000000089e+00,8.046168317127141423e-01,1.694087021881794386e-01,3.594019167119458236e-01,1.679786720437052849e-01
1.200000000000000178e+00,8.188182995128937547e-01,1.650319365351976819e-01,3.546249114632670230e-01,1.659894406635631647e-01
1.300000000000000044e+00,8.354483562035862620e-01,1.621120889038803747e-01,3.523314993177919519e-01,1.661109039191892012e-01
1.400000000000000133e+00,8.513533797688215277e-01,1.607236094799124049e-01,3.520689855283913317e-01,1.659127232145284625e-01
1.500000000000000000e+00,8.676363753961472414e-01,1.606921095872171634e-01,3.537865624483031990e-01,1.653046058475539648e-01
1.600000000000000089e+00,8.825206177021092113e-01,1.620190313289005257e-01,3.558307565270784067e-01,1.662739087048200060e-01
1.700000000000000178e+00,8.986190875953375956e-01,1.639741761923477759e-01,3.603118608091662178e-01,1.680685877960511609e-01
1.800000000000000044e+00,9.168533608949621660e-01,1.659421571376273052e-01,3.651429689217298158e-01,1.695625571135482568e-01
1.900000000000000133e+00,9.326383422078815544e-01,1.690119332691122911e-01,3.711518510589669195e-01,1.703073971046688284e-01
2.000000000000000000e+00,9.485798387838444423e-01,1.710905935733500471e-01,3.760230906703911913e-01,1.716564059906304229e-01
2.100000000000000089e+00,9.622854445248664179e-01,1.728165254329495637e-01,3.792221806320726363e-01,1.721922967042230357e-01
2.200000000000000178e+00,9.773486605037911001e-01,1.744196072746917459e-01,3.816252783519674674e-01,1.731515366537829392e-01
2.300000000000000266e+00,9.864451111246786974e-01,1.750612968653637580e-01,3.832876095325026822e-01,1.732570392904076162e-01
2.400000000000000355e+00,9.955402003074002026e-01,1.757064764419556946e-01,3.870048481704154719e-01,1.753905856655033346e-01
2.500000000000000000e+00,1.010629961667268928e+00,1.766199835170635946e-01,3.895782386065022584e-01,1.759446431730322669e-01
2.600000000000000089e+00,1.022371146875489467e+00,1.776178515922261503e-01,3.920490523380885106e-01,1.750922127824992292e-01
2.700000000000000178e+00,1.034338792279370089e+00,1.783519367882389905e-01,3.946748457316016090e-01,1.744069831408397442e-01
2.800000000000000266e+00,1.046617216767718794e+00,1.794727718105654790e-01,3.973128340405001069e-01,1.742980692763078099e-01
2.900000000000000355e+00,1.059051060730359151e+00,1.805733197291139458e-01,4.001367566685931076e-01,1.748885719269363537e-01
3.000000000000000000e+00,1.066034190202572063e+00,1.804333590685650579e-01,4.010178765640370346e-01,1.755002042592430367e-01
3.100000000000000089e+00,1.071777373882119466e+00,1.809756986541413981e-01,4.020725160796086994e-01,1.769203877557668225e-01
3.200000000000000178e+00,1.078978657386802764e+00,1.813548353244714695e-01,4.018524677131033451e-01,1.773968973541854843e-01
3.300000000000000266e+00,1.085946316329176931e+00,1.819074550973266979e-01,4.027787677867675220e-01,1.785815175044417058e-01
3.400000000000000355e+00,1.091549092619595429e+00,1.830311591381524605e-01,4.050593451503667897e-01,1.803365222986324790e-01
3.500000000000000000e+00,1.097969391347487722e+00,1.846317184332757766e-01,4.076331163292658544e-01,1.804662313407485452e-01
3.600000000000000089e+00,1.104926658503846637e+00,1.851700617509625113e-01,4.104251469632093641e-01,1.803708589189157718e-01
3.700000000000000178e+00,1.111493638750360891e+00,1.858429834530248292e-01,4.128708835824620449e-01,1.813387771574506702e-01
3.800000000000000266e+00,1.118579773120675247e+00,1.862671825510840429e-01,4.153813654302659364e-01,1.815588188353627064e-01
3.900000000000000355e+00,1.124027846769681371e+00,1.868603403795490447e-01,4.171291756693238928e-01,1.832290596784882653e-01
4.000000000000000000e+00,1.130068154904285027e+00,1.881578924304060652e-01,4.188016118444077285e-01,1.841697385519824592e-01
4.100000000000000533e+00,1.140377317876045460e+00,1.897495942668769586e-01,4.211810319019317350e-01,1.852452976027604281e-01
4.200000000000000178e+00,1.148346165313329559e+00,1.908792122085109511e-01,4.242565300205691781e-01,1.853491406402325015e-01
4.299999999999999822e+00,1.159829203630649008e+00,1.917189768636833047e-01,4.272422541001306140e-01,1.860229213412550597e-01
4.400000000000000355e+00,1.167958447847861514e+00,1.916901000318110837e-01,4.272392990389927148e-01,1.855737129500395766e-01
4.500000000000000000e+00,1.173489057519296441e+00,1.899569112875330590e-01,4.251551047561220598e-01,1.849158398871048603e-01
4.600000000000000533e+00,1.175669727454554669e+00,1.888700965144496369e-01,4.245072696143796787e-01,1.833407460018492141e-01
4.700000000000000178e+00,1.178370172694333196e+00,1.892893334433959907e-01,4.255662071356789422e-01,1.830911124543943835e-01
4.800000000000000711e+00,1.184287943520671682e+00,1.902252907836450846e-01,4.268828601901505926e-01,1.847532473433747546e-01
4.900000000000000355e+00,1.188968170085477061e+00,1.911594565239499444e-01,4.284203160822211420e-01,1.859590935120490618e-01
5.000000000000000000e+00,1.195414879450096279e+00,1.914710221333234264e-01,4.305156646516010155e-01,1.869514739144582660e-01
5.100000000000000533e+00,1.202451584192620215e+00,1.913377746200856377e-01,4.329030551089386170e-01,1.855217775331456653e-01
5.200000000000000178e+00,1.210138558149066457e+00,1.912517975601160936e-01,4.347691816441319190e-01,1.866527924414069228e-01
5.300000000000000711e+00,1.216900611853064751e+00,1.908217288597943428e-01,4.350101761765202135e-01,1.883940057131898993e-01
5.400000000000000355e+00,1.225548861666474476e+00,1.904977173977510374e-01,4.342882344685909946e-01,1.883408999632118219e-01
5.500000000000000000e+00,1.237621080483936042e+00,1.925619973694270293e-01,4.371027547991052087e-01,1.894377443496389479e-01
5.600000000000000533e+00,1.248317996333736302e+00,1.953381747577951355e-01,4.410007941602240855e-01,1.914613683888175266e-01
5.700000000000000178e+00,1.258676567522104772e+00,1.981333003423043082e-01,4.442998414085627124e-01,1.939800870427460799e-01
5.800000000000000711e+00,1.264930173771087851e+00,1.997904444963301551e-01,4.459311912927261812e-01,1.937561928295681857e-01
5.900000000000000355e+00,1.269161816695774103e+00,2.003687295509359867e-01,4.478211334577838487e-01,1.938644156501782290e-01
6.000000000000000000e+00,1.273352892290696703e+00,2.015565351073959621e-01,4.499187211891921834e-01,1.942783274034053098e-01
6.100000000000000533e+00,1.275869283597628634e+00,2.022497455613032069e-01,4.512987637394243468e-01,1.926809095625080237e-01
6.200000000000000178e+00,1.278773984099638605e+00,2.021213926542810846e-01,4.527605820301190409e-01,1.923879944495080208e-01
6.300000000000000711e+00,1.282289152662480003e+00,2.009905735292186746e-01,4.527655321040720549e-01,1.898928338647310754e-01
6.400000000000000355e+00,1.283041531200547203e+00,1.986571984693045190e-01,4.503120564189188046e-01,1.873386143635504819e-01
6.500000000000000000e+00,1.288353290202177481e+00,1.950230787815361577e-01,4.462179038050720359e-01,1.846209150426066092e-01
6.600000000000000533e+00,1.295890504912408536e+00,1.930114330138905931e-01,4.435039664105442925e-01,1.834918929335602744e-01
6.700000000000000178e+00,1.299709686765156524e+00,1.927498547947867069e-01,4.436504556637672070e-01,1.843489811908977094e-01
6.800000000000000711e+00,1.304744553815802011e+00,1.935613725459764123e-01,4.464838612585582678e-01,1.838589954598618958e-01
6.900000000000000355e+00,1.312369151071387741e+00,1.948650543248020561e-01,4.491432970400101587e-01,1.851449491498482758e-01
7.000000000000000000e+00,1.316862421260476701e+00,1.964306194616484702e-01,4.517014588898864424e-01,1.844665974895359217e-01
7.100000000000000533e+00,1.321857773434579109e+00,1.982090141360463575e-01,4.538066797500383553e-01,1.854307585689386473e-01
7.200000000000000178e+00,1.324854875476121352e+00,2.002787281389268037e-01,4.580430248651919389e-01,1.875282465994258796e-01
7.300000000000000711e+00,1.330685141131666249e+00,2.018305144181075927e-01,4.613383383446754693e-01,1.883550428904145202e-01
7.400000000000000355e+00,1.335192414485867785e+00,2.028098468403862487e-01,4.629397324238154199e-01,1.882853315666151717e-01
7.500000000000000000e+00,1.340222223396958512e+00,2.036345351638700618e-01,4.651766168039880300e-01,1.900072642629370978e-01
7.600000000000000533e+00,1.343986224508614491e+00,2.041407662678162704e-01,4.664177014208720773e-01,1.898336980431728771e-01
7.700000000000000178e+00,1.348105198792601378e+00,2.052368540413762321e-01,4.677202186701479025e-01,1.912006454779787978e-01
7.800000000000000711e+00,1.353627928655786850e+00,2.056840522730189746e-01,4.683223616304320047e-01,1.914265852159441894e-01
7.900000000000000355e+00,1.357376353280877135e+00,2.054729453823504470e-01,4.673967417556693094e-01,1.917715058519680049e-01
8.000000000000000000e+00,1.358481888913952051e+00,2.054750922005862956e-01,4.673353127696831533e-01,1.919856092717661944e-01
8.099999999999999645e+00,1.364625994427573152e+00,2.052069681800808287e-01,4.674643988904182423e-01,1.933693506261857098e-01
8.200000000000001066e+00,1.369514507797986003e+00,2.057572692190717256e-01,4.690877924736345794e-01,1.947127303110223195e-01
8.300000000000000711e+00,1.375305799753911318e+00,2.055411328845721253e-01,4.714400792466534873e-01,1.970026144109702226e-01
8.400000000000000355e+00,1.379123404255727658e+00,2.050556428492619210e-01,4.723383894131330529e-01,1.982980040708438030e-01
8.500000000000000000e+00,1.383661133001413246e+00,2.057619244296848282e-01,4.751792775258496526e-01,1.982468228324293646e-01
8.599999999999999645e+00,1.387446815132791889e+00,2.072194579046884866e-01,4.778005296435327565e-01,1.991639606178410571e-01
8.700000000000001066e+00,1.393440227815489596e+00,2.084565119725757809e-01,4.796275271248045535e-01,1.993676210868637610e-01
8.800000000000000711e+00,1.399469992591228396e+00,2.091660584631414299e-01,4.812095014786900715e-01,1.994366824921581516e-01
8.900000000000000355e+00,1.401445426901965607e+00,2.093397125794209668e-01,4.823840164699489952e-01,1.999364215402136546e-01
9.000000000000000000e+00,1.408175021763694579e+00,2.085886387258391872e-01,4.831894626974069795e-01,2.011195746520976213e-01
9.099999999999999645e+00,1.416992820439010758e+00,2.099338004496694443e-01,4.860797856005641959e-01,2.022590930049622815e-01
