lag_ps,Li_A2,Zr_A2,Cl_A2,O_A2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,3.255693057774092791e-01,5.119563610212834320e-02,1.352220997466758168e-01,7.885946456403195026e-02
2.000000000000000111e-01,4.681721587317857480e-01,1.026752453856864394e-01,2.418011102520832845e-01,1.152422467745038842e-01
3.000000000000000444e-01,5.459621260303021417e-01,1.365464031678239876e-01,2.929617210728480692e-01,1.307705889754066098e-01
4.000000000000000222e-01,6.123492290590212273e-01,1.657960728938517314e-01,3.311623118167782431e-01,1.491671752989939814e-01
5.000000000000000000e-01,6.615463240105755593e-01,1.797722910445997968e-01,3.521064721728586200e-01,1.634482650323910435e-01
6.000000000000000888e-01,7.014875968435273501e-01,1.863931466898585132e-01,3.641022991265675524e-01,1.716652356463874429e-01
7.000000000000000666e-01,7.308710077005809991e-01,1.889893652924811984e-01,3.701276207649622507e-01,1.730508851971727380e-01
8.000000000000000444e-01,7.568201464347222851e-01,1.893050053812718736e-01,3.741096297000675586e-01,1.725945507977384441e-01
9.000000000000000222e-01,7.799426811702737661e-01,1.870827930893821933e-01,3.757081554149446778e-01,1.721836582761523127e-01
1.000000000000000000e+00,7.991937796094167323e-01,1.830608194259362997e-01,3.737514180712658285e-01,1.689365196053038143e-01
1.100000000000000089e+00,8.155549964873113344e-01,1.779034551405790365e-01,3.704555462529654508e-01,1.651661630184712293e-01
1.200000000000000178e+00,8.329327909329519164e-01,1.735702416239802148e-01,3.677299761434086323e-01,1.620594764409056254e-01
1.300000000000000044e+00,8.490035411297791601e-01,1.706661877217886536e-01,3.660113942356408301e-01,1.613567164159456224e-01
1.400000000000000133e+00,8.653909361772467168e-01,1.695135981571581907e-01,3.657825263595522181e-01,1.610571135617371308e-01
1.500000000000000000e+00,8.830418512654862884e-01,1.696412451718239123e-01,3.668215655253596053e-01,1.608925961414908734e-01
1.600000000000000089e+00,8.993732369015361439e-01,1.706188310784746143e-01,3.686951586165089223e-01,1.622095419686454265e-01
1.700000000000000178e+00,9.146246013281245091e-01,1.723590823089782287e-01,3.717717207817093916e-01,1.624600139120667974e-01
1.800000000000000044e+00,9.308235127422498367e-01,1.739037399629477232e-01,3.752761393348942875e-01,1.635386360172430553e-01
1.900000000000000133e+00,9.477420892080410386e-01,1.759436754543531045e-01,3.799092728329029889e-01,1.645787932861776104e-01
2.000000000000000000e+00,9.631732687582094110e-01,1.775573485275749319e-01,3.836138648160088427e-01,1.656295747395973017e-01
2.100000000000000089e+00,9.786302966079489796e-01,1.786809183553524638e-01,3.857255829865346985e-01,1.666739469830780529e-01
2.200000000000000178e+00,9.952431871226048443e-01,1.799366904075178908e-01,3.881396859459521065e-01,1.673392933330019594e-01
2.300000000000000266e+00,1.009915059179000041e+00,1.811832089858656514e-01,3.910108756748865155e-01,1.687872707793232063e-01
2.400000000000000355e+00,1.024777044478403898e+00,1.826199296633869151e-01,3.946301762925100154e-01,1.705383530203597175e-01
2.500000000000000000e+00,1.040789456106683275e+00,1.839771373093600226e-01,3.974606759586173377e-01,1.715644263951661419e-01
2.600000000000000089e+00,1.056068767470737413e+00,1.853398906783308431e-01,4.005866040357929925e-01,1.722183829707005787e-01
2.700000000000000178e+00,1.068696567936872288e+00,1.865141081386175181e-01,4.040392465630991969e-01,1.728761822278078175e-01
2.800000000000000266e+00,1.083664345078650504e+00,1.875700673720937239e-01,4.069832470698630522e-01,1.722738366761148998e-01
2.900000000000000355e+00,1.096065939303756176e+00,1.882927840933391328e-01,4.096231524097949661e-01,1.730178005944096598e-01
3.000000000000000000e+00,1.107995024304227583e+00,1.882134474007056413e-01,4.113409222423852207e-01,1.729058189092976261e-01
3.100000000000000089e+00,1.118972000045790338e+00,1.885874873931834284e-01,4.125282653502015395e-01,1.735314216633604967e-01
3.200000000000000178e+00,1.129369281488140642e+00,1.890496805134709302e-01,4.130440010246800853e-01,1.738534071229450861e-01
3.300000000000000266e+00,1.140636991450784343e+00,1.895450456526962257e-01,4.149089860931072238e-01,1.746033977327808850e-01
3.400000000000000355e+00,1.150831315687720346e+00,1.904612966381483696e-01,4.172879355453573691e-01,1.759341800269626499e-01
3.500000000000000000e+00,1.163229437475101324e+00,1.919292251498588564e-01,4.197283830390064474e-01,1.769254175249250494e-01
3.600000000000000089e+00,1.174534554172745215e+00,1.932918531707825960e-01,4.221969931229203610e-01,1.777042438923596146e-01
3.700000000000000178e+00,1.185186215093465778e+00,1.943733660879584102e-01,4.250286771839543731e-01,1.790825193738784238e-01
3.800000000000000266e+00,1.197116560459498658e+00,1.953127104580668627e-01,4.270917137024755061e-01,1.801063248640517034e-01
3.900000000000000355e+00,1.209104666122139626e+00,1.956890318371860560e-01,4.284794562745620206e-01,1.799905121931295593e-01
4.000000000000000000e+00,1.219369388682224331e+00,1.961210998596305266e-01,4.298024403700708151e-01,1.798536245960208058e-01
4.100000000000000533e+00,1.231539576439154127e+00,1.967752882744407128e-01,4.315558174318054885e-01,1.801720408527420214e-01
4.200000000000000178e+00,1.242323126777183928e+00,1.972829082496965480e-01,4.334475699309776053e-01,1.803241693541222102e-01
4.299999999999999822e+00,1.252673346025469092e+00,1.976545889146932855e-01,4.355221309692956511e-01,1.809141648741288688e-01
4.400000000000000355e+00,1.263718656980376887e+00,1.981259833801686243e-01,4.369844692337602754e-01,1.822514402155290536e-01
4.500000000000000000e+00,1.273826932281222568e+00,1.979836594637837122e-01,4.377015747537312818e-01,1.828358502707960187e-01
4.600000000000000533e+00,1.282712011587576972e+00,1.980347647025198776e-01,4.385128210083102940e-01,1.825284386243725132e-01
4.700000000000000178e+00,1.290697466362290546e+00,1.986400237539649172e-01,4.400439923866689140e-01,1.827413199256400778e-01
4.800000000000000711e+00,1.302758533336894509e+00,1.994402963557204145e-01,4.422489679567235266e-01,1.839951777450190284e-01
4.900000000000000355e+00,1.311688002811750575e+00,2.001229728067435987e-01,4.441474149683334871e-01,1.846532364100883228e-01
5.000000000000000000e+00,1.319874035302275095e+00,2.011703145825204098e-01,4.465546926142954787e-01,1.852856073680290427e-01
5.100000000000000533e+00,1.329997916051609108e+00,2.023810232679626731e-01,4.495182496884637668e-01,1.850164297231179367e-01
5.200000000000000178e+00,1.341383010986645807e+00,2.034699391414578618e-01,4.523263610128820944e-01,1.855402158477608143e-01
5.300000000000000711e+00,1.351549507558929442e+00,2.040758130412203275e-01,4.536462343714269263e-01,1.855032156056199699e-01
5.400000000000000355e+00,1.363106799632512134e+00,2.043967763000738291e-01,4.544497900871530272e-01,1.861115705558730737e-01
5.500000000000000000e+00,1.376184033959843234e+00,2.057229269358193391e-01,4.569483684797494005e-01,1.870869670890159264e-01
5.600000000000000533e+00,1.386815936488638323e+00,2.071760205647329156e-01,4.594732064972464336e-01,1.876217987238521512e-01
5.700000000000000178e+00,1.397010410101273026e+00,2.080300251938116129e-01,4.612793277352330024e-01,1.885928306613484651e-01
5.800000000000000711e+00,1.407346562596158979e+00,2.086240687953772599e-01,4.627012114093465023e-01,1.894855905902812776e-01
5.900000000000000355e+00,1.416024216954047121e+00,2.088074425123857825e-01,4.643436202516003086e-01,1.894684906023772208e-01
6.000000000000000000e+00,1.425225608677376687e+00,2.086685741486189183e-01,4.652053800518260451e-01,1.899898953450334660e-01
6.100000000000000533e+00,1.434715397983122198e+00,2.082662231781323148e-01,4.654027950580057471e-01,1.890546984894640736e-01
6.200000000000000178e+00,1.441787674903864502e+00,2.077422516057610413e-01,4.660539719407935100e-01,1.889710090593037795e-01
6.300000000000000711e+00,1.451286020195833304e+00,2.077194715728761520e-01,4.672760234067592777e-01,1.885615258304206843e-01
6.400000000000000355e+00,1.459334235706213123e+00,2.076478028806627851e-01,4.683190900606519214e-01,1.883626943592008607e-01
6.500000000000000000e+00,1.469401330230936109e+00,2.071560288225507418e-01,4.689904971595375560e-01,1.873690957092233045e-01
6.600000000000000533e+00,1.478858214989276165e+00,2.074315228821378421e-01,4.696344339649606847e-01,1.872949456171110472e-01
6.700000000000000178e+00,1.485924258803003495e+00,2.080157398650213929e-01,4.705162812298004371e-01,1.871799237170798658e-01
6.800000000000000711e+00,1.494864819680064461e+00,2.094061146761691528e-01,4.733148172272809151e-01,1.882218573066122558e-01
6.900000000000000355e+00,1.504118278213326443e+00,2.118214492458590781e-01,4.772770362017241252e-01,1.908819884767027908e-01
7.000000000000000000e+00,1.514012486610265995e+00,2.142508391022005243e-01,4.808838452090390958e-01,1.919811335777688033e-01
7.100000000000000533e+00,1.524008009759195259e+00,2.161747808709418295e-01,4.837729960729226786e-01,1.932282773948284238e-01
7.200000000000000178e+00,1.532134269823688388e+00,2.171295415940805162e-01,4.860709865246563566e-01,1.938558291604101647e-01
7.300000000000000711e+00,1.540600576262434407e+00,2.171726990648061295e-01,4.875355871612828684e-01,1.936846408260404218e-01
7.400000000000000355e+00,1.549035199552627695e+00,2.169998592326532194e-01,4.889850468782379611e-01,1.938144652281509339e-01
7.500000000000000000e+00,1.559370057321364023e+00,2.166628578621662693e-01,4.898218258829650784e-01,1.932826458003079340e-01
7.600000000000000533e+00,1.568356680158589311e+00,2.163314458491620851e-01,4.896485787661484790e-01,1.930425544917430403e-01
7.700000000000000178e+00,1.578622088859538808e+00,2.162581010016160765e-01,4.900156522657645453e-01,1.934526402914322207e-01
7.800000000000000711e+00,1.587585387713772000e+00,2.162433459186939022e-01,4.903252792498588031e-01,1.934972067383382011e-01
7.900000000000000355e+00,1.595735687191759844e+00,2.163179947680978210e-01,4.912349324047010635e-01,1.940447557104932053e-01
8.000000000000000000e+00,1.604004939022785736e+00,2.172399830208092408e-01,4.936534002449063374e-01,1.951505992583522364e-01
8.099999999999999645e+00,1.614317296705908733e+00,2.186034238908310945e-01,4.958406147814480858e-01,1.962088486881177485e-01
8.200000000000001066e+00,1.624388888430356337e+00,2.200530380957288201e-01,4.982767987466906190e-01,1.974338944216950387e-01
8.300000000000000711e+00,1.635543091897764478e+00,2.212124608352498412e-01,5.008863701451318207e-01,1.999554558234016566e-01
8.400000000000000355e+00,1.643362007097191713e+00,2.219784436867440203e-01,5.030669763062041167e-01,2.011249100643817400e-01
8.500000000000000000e+00,1.652708677907894552e+00,2.225113598118476643e-01,5.050476681714839433e-01,2.009767005837141685e-01
8.599999999999999645e+00,1.662329457485307804e+00,2.226979306193464792e-01,5.062790301128470283e-01,2.007991359549205213e-01
8.700000000000001066e+00,1.672457566564643061e+00,2.224951314032053984e-01,5.072740082600162292e-01,2.005840938264432660e-01
8.800000000000000711e+00,1.683708878166518152e+00,2.226755498123262345e-01,5.082297260923950288e-01,2.005513175043644181e-01
8.900000000000000355e+00,1.692190610709232379e+00,2.230986680950532708e-01,5.096321085792069328e-01,2.011473180082193057e-01
9.000000000000000000e+00,1.700183025147686378e+00,2.230796379850076283e-01,5.106141758529465502e-01,2.009822372784391964e-01
9.099999999999999645e+00,1.710097505934381701e+00,2.236013018065785563e-01,5.120161059090970745e-01,2.008697987233681870e-01
9.200000000000001066e+00,1.721133438773819302e+00,2.244241664102239187e-01,5.138687961064256626e-01,2.012784480070793358e-01
9.300000000000000711e+00,1.731816153982849826e+00,2.250414489485046410e-01,5.148850793419302851e-01,2.017837011424451210e-01
