lag_ps,Li_A2,Zr_A2,Cl_A2,O_A2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,2.735141170300831592e-01,4.600145710887126177e-02,1.213576567584971483e-01,7.058136599664774358e-02
2.000000000000000111e-01,3.716628557205340910e-01,9.287975750805338437e-02,2.167764395686333778e-01,1.023183795293355070e-01
3.000000000000000444e-01,4.217555280585983946e-01,1.245522960608966695e-01,2.599646972192813377e-01,1.154718226276410520e-01
4.000000000000000222e-01,4.654483722772821408e-01,1.516927081506885822e-01,2.899265576305998793e-01,1.327384386743792055e-01
5.000000000000000000e-01,4.962252536493344524e-01,1.647622618224837965e-01,3.071657011333745468e-01,1.458143337217802094e-01
6.000000000000000888e-01,5.215929181735299291e-01,1.703212598257957955e-01,3.178449676750662589e-01,1.518772861190342827e-01
7.000000000000000666e-01,5.441275412574501091e-01,1.727515814952101103e-01,3.248010875131475128e-01,1.514381008547241725e-01
8.000000000000000444e-01,5.613165482223926306e-01,1.727531030903309561e-01,3.291054904683147209e-01,1.499908023193944062e-01
9.000000000000000222e-01,5.731659248642744231e-01,1.705403347846984607e-01,3.294999209542935348e-01,1.478383690893340652e-01
1.000000000000000000e+00,5.798409997894987677e-01,1.667660167260843485e-01,3.257440404026341607e-01,1.429690357965361092e-01
1.100000000000000089e+00,5.864408898251911584e-01,1.627521905820732417e-01,3.229124076141132171e-01,1.385650738635250123e-01
1.200000000000000178e+00,5.911853979680458115e-01,1.596457089279444130e-01,3.202643837326069054e-01,1.373399073926905023e-01
1.300000000000000044e+00,5.975837134081399826e-01,1.565466570121002432e-01,3.178742553301133755e-01,1.351028428267212755e-01
1.400000000000000133e+00,6.027744624354448577e-01,1.547803343325128700e-01,3.166689338684921529e-01,1.333223705532941283e-01
1.500000000000000000e+00,6.115636709216044631e-01,1.539324713986840731e-01,3.161360909558847965e-01,1.341425508656467480e-01
1.600000000000000089e+00,6.171472225941849743e-01,1.538638414915960706e-01,3.163779770160265459e-01,1.346132507728926286e-01
1.700000000000000178e+00,6.246511785239666770e-01,1.544699587159990006e-01,3.169433997814461446e-01,1.356834504261548724e-01
