lag_ps,Li_A2,Zr_A2,Cl_A2,O_A2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,3.103294226884812379e-01,4.865305306205593844e-02,1.301337040255172439e-01,7.486762633058384464e-02
2.000000000000000111e-01,4.403635459067224978e-01,9.845476601436445319e-02,2.333224353576100196e-01,1.081030802287307885e-01
3.000000000000000444e-01,5.119179582277342266e-01,1.326238171042022074e-01,2.824910146256124910e-01,1.269967440477464682e-01
4.000000000000000222e-01,5.674498869950317381e-01,1.619623467160443975e-01,3.156998106433406837e-01,1.425242404363504800e-01
5.000000000000000000e-01,6.119052184947427753e-01,1.774978105595045041e-01,3.334690401991081687e-01,1.556924583411040397e-01
6.000000000000000888e-01,6.439188247474774140e-01,1.831233634283779277e-01,3.405952020337358332e-01,1.631536786744668677e-01
7.000000000000000666e-01,6.655430953460301780e-01,1.834240908932944225e-01,3.424426335840976554e-01,1.633212484118902186e-01
8.000000000000000444e-01,6.820746417132879102e-01,1.818174555002846360e-01,3.437871806026688848e-01,1.620526893676612623e-01
9.000000000000000222e-01,6.957984660356302253e-01,1.784950170014488746e-01,3.437130883173041829e-01,1.610843240125934273e-01
1.000000000000000000e+00,7.046556796255205590e-01,1.740142784496062911e-01,3.393532586106806082e-01,1.566896309235151219e-01
1.100000000000000089e+00,7.101415107103186131e-01,1.684163801192033461e-01,3.340967790723855524e-01,1.499220224480954933e-01
1.200000000000000178e+00,7.220386429326722810e-01,1.634403918724392779e-01,3.295965351138829269e-01,1.451808944268462298e-01
1.300000000000000044e+00,7.309782673318636625e-01,1.587592405596317258e-01,3.263766479464114134e-01,1.402821474769046228e-01
1.400000000000000133e+00,7.379816606383972077e-01,1.549500963284151933e-01,3.222259774685511391e-01,1.373284524019446895e-01
1.500000000000000000e+00,7.455883347763675451e-01,1.523595251948907658e-01,3.188688980910517334e-01,1.352537216429629263e-01
1.600000000000000089e+00,7.550683666665306548e-01,1.517666914279714452e-01,3.182698977969738441e-01,1.352057841998633714e-01
1.700000000000000178e+00,7.651252806002482032e-01,1.527748310676333987e-01,3.199262854797640387e-01,1.371119740833864065e-01
1.800000000000000044e+00,7.772267672239159264e-01,1.552444877455152472e-01,3.231214379367997602e-01,1.373822820333005512e-01
1.900000000000000133e+00,7.881394267236380147e-01,1.585220320920344705e-01,3.276462653460817109e-01,1.415644673187290703e-01
2.000000000000000000e+00,7.978044381049547162e-01,1.614851702819484203e-01,3.315415409561669469e-01,1.444302034261487622e-01
2.100000000000000089e+00,8.075301447640276242e-01,1.640036108476402299e-01,3.357132305722232979e-01,1.464885331644316946e-01
2.200000000000000178e+00,8.185535074938453670e-01,1.666359211031661069e-01,3.403145503844042241e-01,1.481960818913489741e-01
2.300000000000000266e+00,8.269969804789316647e-01,1.689209336784553983e-01,3.436161834334555132e-01,1.491034244110867324e-01
2.400000000000000355e+00,8.352196414374566391e-01,1.705180969946696046e-01,3.455594950256358211e-01,1.501510891266701897e-01
2.500000000000000000e+00,8.405901928774930365e-01,1.706582770359876544e-01,3.459212467099258559e-01,1.498265371965077919e-01
2.600000000000000089e+00,8.453681152021810252e-01,1.700012710109997105e-01,3.453543562213656770e-01,1.498264910606051104e-01
2.700000000000000178e+00,8.469144849017710142e-01,1.687387409237265934e-01,3.431108724726623649e-01,1.474872979424327601e-01
2.800000000000000266e+00,8.494250663922991995e-01,1.664545576794430604e-01,3.401219367942510674e-01,1.455086495768911359e-01
2.900000000000000355e+00,8.531412738696988463e-01,1.644059407258627592e-01,3.377246273387254916e-01,1.440986546036548133e-01
3.000000000000000000e+00,8.611429844673104128e-01,1.636023518205862171e-01,3.372792427617522515e-01,1.446229482098184971e-01
3.100000000000000089e+00,8.684710382205051982e-01,1.633993962773757913e-01,3.379814789289093957e-01,1.439855735640855339e-01
3.200000000000000178e+00,8.743780601208382963e-01,1.641016535577664026e-01,3.409294398414799976e-01,1.435974027976302803e-01
3.300000000000000266e+00,8.812518687943984297e-01,1.655460631608356437e-01,3.444891752645046212e-01,1.449903440324219472e-01
