time_ps,T_K,P_GPa,PE_eV_atom,rho_g_cm3,volume_A3
3.650000000000000000e+01,3.482235970599999746e+02,-1.653327924339999810e-01,-5.478768759191176230e+00,1.827210129726515975e+00,8.375119364117694204e+03
3.655000000000000426e+01,3.074087248199999749e+02,2.589155649499999545e-02,-5.474555477205882426e+00,1.817049901737939788e+00,8.421949735748978128e+03
3.660000000000000142e+01,2.982802825100000064e+02,1.494175728105666678e-01,-5.474387787499999547e+00,1.803427456806133478e+00,8.485566126893905675e+03
3.664999999999999858e+01,2.844806227500000091e+02,-1.767573559433333330e-01,-5.473417254044117719e+00,1.797152496789059750e+00,8.515194435155797692e+03
3.670000000000000284e+01,2.934402443299999845e+02,8.097998442300000099e-02,-5.475018911764705898e+00,1.810350598123216859e+00,8.453115631662294618e+03
3.675000000000000000e+01,3.152968040399999836e+02,-5.548772214246666667e-02,-5.476019704411764444e+00,1.827057851669234401e+00,8.375817397245164102e+03
3.680000000000000426e+01,3.409443360899999789e+02,1.078627446106666526e-01,-5.476477893382353024e+00,1.839065658530989023e+00,8.321129193401598968e+03
3.685000000000000142e+01,3.119451036099999897e+02,-2.188476310500000188e-01,-5.471736243014706069e+00,1.843671907974727464e+00,8.300339595994060801e+03
3.689999999999999858e+01,3.556137230900000077e+02,-9.204462888866665748e-02,-5.476545123529412251e+00,1.847674550257807802e+00,8.282358458446749864e+03
3.695000000000000284e+01,3.494452593299999990e+02,-2.148676806133333061e-01,-5.476879504411764188e+00,1.847548555831770356e+00,8.282923277702468113e+03
3.700000000000000000e+01,3.224701772700000220e+02,5.463073322866665582e-02,-5.476117291911764440e+00,1.847455827134870665e+00,8.283339019540935624e+03
3.705000000000000426e+01,3.090276665999999750e+02,-1.666844307326000030e-01,-5.476154591176470632e+00,1.841039523327523408e+00,8.312207720628117386e+03
3.710000000000000142e+01,3.182192742199999884e+02,1.442241058766666750e-01,-5.478118434558823857e+00,1.844456667089955815e+00,8.296808058889573658e+03
3.714999999999999858e+01,3.133814215300000114e+02,4.920361304996665602e-02,-5.478030534926470629e+00,1.851356844657858991e+00,8.265885090679343193e+03
3.720000000000000284e+01,3.163784162399999786e+02,1.466338106099999983e-02,-5.478148140808823285e+00,1.859574607005193947e+00,8.229356801354626441e+03
3.725000000000000000e+01,3.232019272000000001e+02,-1.051530105766666501e-01,-5.478219630147059149e+00,1.861032937921075492e+00,8.222908164580554512e+03
3.730000000000000426e+01,3.210143418999999767e+02,2.502724973700000063e-02,-5.476772129411764389e+00,1.863480892832560354e+00,8.212106171114672179e+03
3.735000000000000142e+01,3.373944519500000183e+02,-4.313498317500000234e-02,-5.477719688970587697e+00,1.863455363511810736e+00,8.212218676891079667e+03
3.739999999999999858e+01,3.342583265000000097e+02,1.694137016009999996e-01,-5.476566441176470512e+00,1.860949556527315751e+00,8.223276598824844768e+03
3.745000000000000284e+01,3.319328718699999854e+02,4.589271014033333845e-02,-5.475832280147058917e+00,1.850952887356166698e+00,8.267689061304494317e+03
3.750000000000000000e+01,3.104473938500000259e+02,-4.758248159633333280e-02,-5.473662271691176251e+00,1.839942809364134790e+00,8.317162284556628947e+03
3.755000000000000426e+01,3.078761905200000228e+02,-1.227781963699999812e-01,-5.474115984926470446e+00,1.831301354863477782e+00,8.356408899684009157e+03
3.760000000000000142e+01,3.025072363200000041e+02,-2.558350162386666682e-01,-5.474644315073529555e+00,1.835262975252794249e+00,8.338370656486793450e+03
3.764999999999999858e+01,2.916670293899999820e+02,8.914853003599999826e-02,-5.474311510661764579e+00,1.856665371700083167e+00,8.242251497248551459e+03
3.770000000000000284e+01,3.365138056800000186e+02,2.063215346733333552e-02,-5.480920401102941319e+00,1.873732501176278653e+00,8.167175907007896967e+03
3.775000000000000000e+01,3.136634394199999747e+02,-1.135846427606666681e-01,-5.479476252573529216e+00,1.883764418847680977e+00,8.123681914082240837e+03
3.780000000000000426e+01,3.159243596000000025e+02,1.797958543416666721e-01,-5.481076983455882790e+00,1.891511540157108318e+00,8.090409503139208027e+03
3.785000000000000142e+01,2.854675800100000060e+02,-2.204828897666665996e-02,-5.478312539705882500e+00,1.883657172965842230e+00,8.124144435311240159e+03
3.789999999999999858e+01,3.098579825400000232e+02,1.592869404033333755e-02,-5.481279627941176180e+00,1.872376261061134750e+00,8.173091732701095680e+03
3.795000000000000284e+01,3.196421609099999728e+02,-7.961034088933333086e-02,-5.480309651102941437e+00,1.856477171955987826e+00,8.243087052700557251e+03
3.800000000000000000e+01,3.211633118999999965e+02,2.356290139633333489e-02,-5.477410991544117813e+00,1.845804167129839968e+00,8.290751105833904148e+03
3.805000000000000426e+01,3.376378158300000223e+02,1.032350047129999976e-01,-5.477813806250000361e+00,1.838646446305413074e+00,8.323026414640342409e+03
3.810000000000000142e+01,3.315561481099999810e+02,-1.926616802299999931e-01,-5.476638542647059182e+00,1.827474676009242849e+00,8.373906977032796931e+03
3.814999999999999858e+01,3.310200562399999740e+02,8.057772797666666598e-02,-5.476703353676470876e+00,1.825699658201315856e+00,8.382048422390134874e+03
3.820000000000000284e+01,3.099349754099999927e+02,7.165103088866665859e-02,-5.474863649264706034e+00,1.828452977063195206e+00,8.369426576320229287e+03
3.825000000000000000e+01,2.994946192799999949e+02,-8.414418636533334273e-02,-5.474450866911764635e+00,1.833187629418928877e+00,8.347810499155080834e+03
3.830000000000000426e+01,3.469578381599999943e+02,1.367755366010000029e-01,-5.480953327941175957e+00,1.839888471919656654e+00,8.317407915392817813e+03
3.835000000000000142e+01,3.223043392600000061e+02,-2.659348382436666491e-01,-5.479405321323529421e+00,1.842693586767381708e+00,8.304746404762076054e+03
3.840000000000000568e+01,3.031523731999999995e+02,-3.381397742399998990e-02,-5.479360788602940957e+00,1.853441870222757082e+00,8.256586400492471512e+03
3.845000000000000284e+01,2.859503553700000111e+02,-8.406701557433332930e-03,-5.478832857720588478e+00,1.857565707751607453e+00,8.238256593521735340e+03
3.850000000000000000e+01,2.732578250199999843e+02,-2.315850932073333368e-01,-5.477455456250000410e+00,1.853247041709740417e+00,8.257454400502614590e+03
3.855000000000000426e+01,3.084065007699999796e+02,1.607068128533333320e-02,-5.480399935661764310e+00,1.850145466319952359e+00,8.271297159257059320e+03
3.860000000000000142e+01,2.970110762499999737e+02,2.484604270333331307e-03,-5.476709948897059199e+00,1.849817532229971473e+00,8.272763487832511601e+03
3.865000000000000568e+01,3.042994872400000190e+02,-1.135568540550000033e-01,-5.476438231617646757e+00,1.860943537880700882e+00,8.223303194471009192e+03
3.870000000000000284e+01,3.230495099899999900e+02,-2.539699681566666770e-02,-5.477957125367646896e+00,1.879389788945416528e+00,8.142591297344225495e+03
3.875000000000000000e+01,3.196197895099999755e+02,-2.252227860666666803e-02,-5.476471949632352398e+00,1.897256334878845818e+00,8.065912158760438615e+03
3.880000000000000426e+01,3.171891989800000147e+02,4.272626717999999935e-02,-5.474907526838235228e+00,1.909402920319532626e+00,8.014601201732540176e+03
3.885000000000000142e+01,3.628559671599999774e+02,7.136451976333334224e-02,-5.479989430882352686e+00,1.913508365505090847e+00,7.997405820457509435e+03
3.890000000000000568e+01,3.169965098600000033e+02,-1.799677826166666550e-01,-5.475325511764705944e+00,1.907255428353882731e+00,8.023625316401577948e+03
3.895000000000000284e+01,3.193536190300000044e+02,2.537546715066666958e-01,-5.477333348897058585e+00,1.906255312715075645e+00,8.027834906326565942e+03
3.900000000000000000e+01,3.196773033800000121e+02,3.413767379066667135e-02,-5.479461833455881781e+00,1.900443490860003193e+00,8.052385147668595891e+03
3.905000000000000426e+01,3.156550885199999925e+02,-1.175761746199999874e-01,-5.480538339338234977e+00,1.894787166061160377e+00,8.076423153950468986e+03
3.910000000000000142e+01,2.848018440499999997e+02,-5.146582034666666999e-02,-5.477092781617647788e+00,1.900947270098333197e+00,8.050251146099882135e+03
3.915000000000000568e+01,3.132145954200000233e+02,-1.936122912373333393e-01,-5.479649021691177069e+00,1.907228981710713533e+00,8.023736576222868280e+03
3.920000000000000284e+01,3.047250106500000015e+02,-1.409029654759999806e-01,-5.477026162132353271e+00,1.917928835510837260e+00,7.978973284328660156e+03
3.925000000000000000e+01,3.078667606099999716e+02,-5.133955074099999516e-02,-5.476017479044117842e+00,1.923644915537662703e+00,7.955263893132429075e+03
3.930000000000000426e+01,3.241079549699999802e+02,2.743251414403333754e-01,-5.476830758088235385e+00,1.916900586035839682e+00,7.983253305499501039e+03
3.935000000000000142e+01,3.236386766300000204e+02,-2.109897427033332884e-01,-5.475817742279411426e+00,1.892618256436674695e+00,8.085678603035591550e+03
3.940000000000000568e+01,3.258264320999999768e+02,-7.652766853633334587e-02,-5.475186092279411554e+00,1.876330571345981912e+00,8.155867187521706001e+03
3.945000000000000284e+01,3.294632392099999834e+02,5.920887547200000961e-02,-5.476165981249999426e+00,1.869890319750264984e+00,8.183957517801562062e+03
3.950000000000000000e+01,3.218234209600000213e+02,-2.870356692400000131e-01,-5.475857850000000582e+00,1.864653686715115555e+00,8.206941079093030567e+03
3.955000000000000426e+01,3.249551217200000224e+02,-6.484881697066666173e-02,-5.477300221691176141e+00,1.881336079502598180e+00,8.134167577241434628e+03
3.960000000000000142e+01,3.242425073900000143e+02,-1.128195640430000174e-01,-5.478876948529411095e+00,1.897513694250858585e+00,8.064818180838604349e+03
3.965000000000000568e+01,2.854784934499999736e+02,-4.804886459166665680e-02,-5.478008311029411992e+00,1.909940436603936753e+00,8.012345645184088426e+03
3.970000000000000284e+01,2.988018363300000146e+02,8.757062576136666332e-02,-5.480847152205882367e+00,1.921837451369316607e+00,7.962745719665847901e+03
3.975000000000000000e+01,3.087119915700000092e+02,1.256759619999991973e-03,-5.481746313970588425e+00,1.927496636301180066e+00,7.939366871815059312e+03
3.980000000000000426e+01,3.101784148300000084e+02,3.814360528033333697e-01,-5.481162016911764745e+00,1.920804956231179972e+00,7.967025954478394851e+03
3.985000000000000142e+01,3.024711712700000135e+02,-2.427872648800000199e-01,-5.478355246323529215e+00,1.889612649034936753e+00,8.098539638586856199e+03
3.990000000000000568e+01,2.997715852800000107e+02,6.428332712533334214e-02,-5.476476809558823433e+00,1.868974562670367989e+00,8.187967479835392623e+03
3.995000000000000284e+01,3.118488176800000247e+02,-4.116582939333333080e-01,-5.476141092279411815e+00,1.851490877895962672e+00,8.265286706232665892e+03
4.000000000000000000e+01,3.080279032600000164e+02,8.252615515466667218e-02,-5.474470299632352877e+00,1.859741672567861270e+00,8.228617536248784745e+03
4.005000000000000426e+01,3.227175188800000001e+02,-3.203294465166666716e-01,-5.475780161029412341e+00,1.864733437451499443e+00,8.206590085443551288e+03
4.010000000000000142e+01,3.441946861499999955e+02,1.369374749026666671e-01,-5.478818457720588064e+00,1.878212439766989927e+00,8.147695444761851832e+03
4.015000000000000568e+01,3.229337788999999930e+02,7.425592458233333526e-02,-5.477403446323529046e+00,1.882100121099393064e+00,8.130865498720403593e+03
4.020000000000000284e+01,3.115860901600000261e+02,2.064658925299999240e-02,-5.477401363235294696e+00,1.874835091189382297e+00,8.162372793052623820e+03
4.025000000000000000e+01,3.132625066800000013e+02,-1.740032192299999780e-01,-5.478529019852941495e+00,1.856587784703394250e+00,8.242595941796174884e+03
4.030000000000000426e+01,3.004713721100000043e+02,-8.310393953099999564e-02,-5.476783969485294001e+00,1.847423990921658099e+00,8.283481764329590078e+03
4.035000000000000142e+01,3.321981503299999758e+02,-9.099213917333333346e-02,-5.479052588970588111e+00,1.846853249639808014e+00,8.286041645576937299e+03
4.040000000000000568e+01,3.251035237699999811e+02,-2.577887666406666889e-01,-5.475340886029411713e+00,1.846228394031122599e+00,8.288846054615807589e+03
4.045000000000000284e+01,3.126518933599999741e+02,-1.216024301666666398e-02,-5.472147957352940573e+00,1.849912917496355780e+00,8.272336927348740574e+03
4.050000000000000000e+01,3.617905905299999745e+02,-2.189754635383333314e-01,-5.478171912132353327e+00,1.853473450548373425e+00,8.256445721009347835e+03
4.055000000000000426e+01,3.172586719500000072e+02,1.555925115399999781e-01,-5.473487856985293831e+00,1.870262259703935115e+00,8.182329970240135481e+03
4.060000000000000142e+01,3.410220090199999845e+02,1.284329198000000172e-01,-5.477378263235293865e+00,1.878621055615598889e+00,8.145923252611435601e+03
4.065000000000000568e+01,3.215648219299999937e+02,2.666901932743333536e-01,-5.476616045588235338e+00,1.885048472256084295e+00,8.118148241285976837e+03
4.070000000000000284e+01,2.901465307899999857e+02,-6.407677975400000170e-02,-5.474149032352941369e+00,1.879578907238898200e+00,8.141772011192022546e+03
4.075000000000000000e+01,3.269619426200000021e+02,-1.847128681666666827e-01,-5.479099795955882257e+00,1.874005696712603974e+00,8.165985283091388737e+03
4.080000000000000426e+01,3.203622773299999835e+02,-6.214034554116667358e-02,-5.478299206249999997e+00,1.874422572078644933e+00,8.164169151470546240e+03
4.085000000000000142e+01,3.170662927199999785e+02,-5.348383355166666520e-02,-5.477808318382352937e+00,1.872325819055234541e+00,8.173311922551178213e+03
4.090000000000000568e+01,3.147930058800000097e+02,2.668666418366667792e-02,-5.476790014705882115e+00,1.871138284766949766e+00,8.178499186494144851e+03
4.095000000000000284e+01,3.270137165799999934e+02,-1.155604063250000174e-01,-5.476577151102940633e+00,1.867238081565134378e+00,8.195582068976100345e+03
4.100000000000000000e+01,3.241561546199999952e+02,2.422647290923333474e-01,-5.474327402573528900e+00,1.869360811624023011e+00,8.186275674886887828e+03
4.105000000000000426e+01,3.228917167999999833e+02,1.354885999933333196e-01,-5.473339594852941303e+00,1.867474121027562273e+00,8.194546188069338314e+03
4.110000000000000142e+01,3.502464857699999925e+02,3.058977639966666828e-01,-5.477135037132352835e+00,1.876893755312718959e+00,8.153419923992884833e+03
4.115000000000000568e+01,3.198018374800000174e+02,-1.941074777947333352e-01,-5.474903601838235545e+00,1.885424306471910061e+00,8.116529996592860698e+03
4.120000000000000284e+01,3.386508844100000033e+02,2.188267389733333512e-01,-5.479861856617647575e+00,1.901775279764776450e+00,8.046746165339436629e+03
4.125000000000000000e+01,2.855225453400000220e+02,-1.920791775040000260e-01,-5.475241600367646733e+00,1.908595853535405951e+00,8.017990247352627193e+03
4.130000000000000426e+01,3.214067064100000266e+02,1.377996604589999952e-01,-5.480105409191176058e+00,1.913423668594459226e+00,7.997759822332356634e+03
4.135000000000000142e+01,3.042982848899999908e+02,3.527163526533333981e-01,-5.477846633823529210e+00,1.902545494894158251e+00,8.043488568790248792e+03
4.140000000000000568e+01,3.057268402000000265e+02,-2.076368588153333639e-02,-5.477610536397058638e+00,1.881859344628266983e+00,8.131905810849772024e+03
4.145000000000000284e+01,3.281113617299999987e+02,-2.197226730339999767e-01,-5.479234062867647026e+00,1.868904450297663944e+00,8.188274653285347995e+03
4.150000000000000000e+01,3.003621380899999735e+02,-1.407132962299999790e-01,-5.474381438970588931e+00,1.866464725454666018e+00,8.198977848915281356e+03
4.155000000000000426e+01,3.224208158100000219e+02,1.054998799916666979e-02,-5.475018662867647379e+00,1.869108463617864979e+00,8.187380902531312131e+03
4.160000000000000142e+01,3.410044726099999934e+02,1.468138886723333314e-01,-5.476446838602941014e+00,1.876082946137865193e+00,8.156943684866260810e+03
4.165000000000000568e+01,3.091167684399999871e+02,-1.722033583633333365e-01,-5.473230838235293660e+00,1.873294490804948920e+00,8.169085541488381750e+03
4.170000000000000284e+01,3.281743153400000210e+02,4.926748237866666602e-01,-5.476234732352941670e+00,1.882630438656153649e+00,8.128575117859087186e+03
4.175000000000000000e+01,3.211511863200000221e+02,-1.647570252553333392e-01,-5.476184588970588685e+00,1.874671126564244394e+00,8.163086699815406973e+03
4.180000000000000426e+01,3.297983815800000116e+02,5.009843714000000725e-02,-5.478000804411764513e+00,1.875740371587094391e+00,8.158433422657712981e+03
4.185000000000000142e+01,3.007882085499999789e+02,1.737452055666667897e-02,-5.475150922794117747e+00,1.878447962824894013e+00,8.146673872600153118e+03
4.190000000000000568e+01,2.999587232599999993e+02,3.254325736366666666e-01,-5.475854156617646851e+00,1.886737371599042534e+00,8.110881339470635794e+03
4.195000000000000284e+01,3.150152768599999717e+02,1.040846967922000044e-01,-5.477711963602940770e+00,1.889138191155342650e+00,8.100573590344712102e+03
4.200000000000000000e+01,3.164383299099999931e+02,-6.783445977866665866e-02,-5.477253476470587579e+00,1.884944212293060417e+00,8.118597271994652147e+03
4.205000000000000426e+01,3.232329989400000159e+02,-8.278481492593332824e-02,-5.476505163970588619e+00,1.886485228121709712e+00,8.111965422078164920e+03
4.210000000000000142e+01,3.587699868199999855e+02,1.099719754433333280e-01,-5.477489106617646542e+00,1.889212198511049934e+00,8.100256261231758799e+03
4.215000000000000568e+01,3.539738623499999903e+02,-1.846071217359999961e-01,-5.473907685294117087e+00,1.893404136956244876e+00,8.082322543345215308e+03
4.220000000000000284e+01,3.551727675299999873e+02,9.179867003499998790e-02,-5.474335448897058143e+00,1.899761706488044766e+00,8.055274978709994684e+03
4.225000000000000000e+01,3.291896870799999988e+02,-2.294385845233333152e-02,-5.472417299264705548e+00,1.906512803292400582e+00,8.026750679752724864e+03
4.230000000000000426e+01,3.399899790800000119e+02,-2.902843840266666753e-02,-5.475596857352940994e+00,1.912079592135783379e+00,8.003381764401898181e+03
4.235000000000000142e+01,3.322383761799999888e+02,-2.846361474733333230e-01,-5.475624310661764582e+00,1.907562438284063910e+00,8.022333965408944096e+03
4.240000000000000568e+01,3.384975526299999729e+02,2.546435347566666785e-02,-5.477880971323529025e+00,1.899664503604031607e+00,8.055687154627355085e+03
4.245000000000000284e+01,3.149632637299999942e+02,-3.074395894666666004e-02,-5.476521686029411917e+00,1.891567708678788540e+00,8.090169265192929743e+03
4.250000000000000000e+01,3.256793293599999970e+02,1.119103147850000063e-01,-5.479291105882352575e+00,1.894626324620415359e+00,8.077108789697881548e+03
4.255000000000000426e+01,3.108997575299999880e+02,1.079844482509666609e-01,-5.478487665073529023e+00,1.897824589688297481e+00,8.063497028615252930e+03
4.260000000000000142e+01,3.016065816600000176e+02,6.077747137600000155e-02,-5.477684063970588824e+00,1.904277771245971973e+00,8.036171597892309364e+03
4.265000000000000568e+01,3.038503691799999729e+02,-2.400563175300000074e-01,-5.477092079411765013e+00,1.906534193874692029e+00,8.026660622689231786e+03
4.270000000000000284e+01,3.323371475399999895e+02,-1.933383915333333203e-01,-5.478375168014705920e+00,1.910116125912276974e+00,8.011608682941066036e+03
4.275000000000000000e+01,3.319033521499999893e+02,-1.721669901890000298e-01,-5.476109333823529823e+00,1.921449891140764477e+00,7.964351821165161709e+03
4.280000000000000426e+01,3.330236857200000031e+02,1.001409672633332693e-02,-5.475330785661764565e+00,1.932857818199753330e+00,7.917345391725565605e+03
4.285000000000000142e+01,3.133208025000000134e+02,5.466324732766666972e-02,-5.473399577941176375e+00,1.936273869123828151e+00,7.903377297917709257e+03
4.290000000000000568e+01,3.197707017899999755e+02,4.196865140433333335e-02,-5.474900631985294197e+00,1.936444738099571961e+00,7.902679915773389439e+03
4.295000000000000284e+01,3.263028717299999926e+02,-4.249950827833332695e-02,-5.476606270588235681e+00,1.938077597141204089e+00,7.896021791056076836e+03
4.300000000000000000e+01,3.320498733200000174e+02,2.009599945793333342e-01,-5.478488770220588222e+00,1.932725350899617389e+00,7.917888039633504377e+03
4.305000000000000426e+01,3.057345332300000109e+02,-1.183417626866666711e-01,-5.476258682352941776e+00,1.916643122486053619e+00,7.984325699577857449e+03
4.310000000000000142e+01,3.229777846299999737e+02,-1.125977479653333252e-01,-5.479409057720587839e+00,1.903720932058803550e+00,8.038522181523113431e+03
4.315000000000000568e+01,3.204529752899999835e+02,1.059685947606666678e-01,-5.480262838602941500e+00,1.889849640821804178e+00,8.097524061824288765e+03
4.320000000000000284e+01,3.110197384499999771e+02,-1.943750924113333278e-01,-5.480240204779412316e+00,1.867959344698980617e+00,8.192417561555990687e+03
4.325000000000000000e+01,3.094761571700000218e+02,-2.796095821399999792e-01,-5.480625107720588751e+00,1.844241987489433798e+00,8.297773851584768636e+03
4.330000000000000426e+01,3.027122990600000207e+02,-1.608917998640000124e-01,-5.478414394117646857e+00,1.836209853491233668e+00,8.334070809329532494e+03
4.335000000000000142e+01,3.112001410299999975e+02,-1.925898780560000023e-01,-5.476168714705882401e+00,1.840150381082302999e+00,8.316224096197982362e+03
4.340000000000000568e+01,3.481716141100000073e+02,-9.890299219333334446e-03,-5.478703819485294169e+00,1.849957309157971963e+00,8.272138423967156996e+03
4.345000000000000284e+01,3.241145018400000026e+02,-2.774164548766666627e-01,-5.475006054779411713e+00,1.856781452682998879e+00,8.241736213851112552e+03
4.350000000000000000e+01,3.455650193000000172e+02,9.307020473166666141e-02,-5.477724280147058700e+00,1.872090261951166124e+00,8.174340335404048346e+03
4.355000000000000426e+01,3.205267760500000236e+02,3.027998724813999940e-02,-5.475049176102941395e+00,1.884296776090625070e+00,8.121386786817145548e+03
4.360000000000000142e+01,3.225365012999999976e+02,2.593716215223333399e-01,-5.476770579044117682e+00,1.895862997578761533e+00,8.071840085137163442e+03
4.365000000000000568e+01,3.139066214499999887e+02,4.329293880960000673e-01,-5.477715156617646741e+00,1.902144598671699161e+00,8.045183815400245294e+03
4.370000000000000284e+01,3.064379034400000137e+02,-1.271168101409999862e-01,-5.478816195955881874e+00,1.893416797811987351e+00,8.082268498657376767e+03
4.375000000000000000e+01,3.020103884499999936e+02,1.765299231829999815e-01,-5.478773101102940579e+00,1.893960010408340944e+00,8.079950397941704068e+03
4.380000000000000426e+01,3.152704444999999964e+02,-2.819121692000000068e-01,-5.480027153308823173e+00,1.884014171199942078e+00,8.122605006754218266e+03
4.385000000000000142e+01,3.171154639000000088e+02,-1.470400798033333345e-01,-5.479562319485293820e+00,1.875876466015034438e+00,8.157841530094605332e+03
4.390000000000000568e+01,3.073969557400000099e+02,-6.857712069866665761e-02,-5.477408599632353159e+00,1.871817909741132047e+00,8.175529713732107666e+03
4.395000000000000284e+01,3.002956506599999784e+02,-1.136601008901333421e-01,-5.475473534926471153e+00,1.866475557206485725e+00,8.198930267636817007e+03
4.400000000000000000e+01,3.162714426399999752e+02,-1.077018614310333300e-01,-5.476375541176470740e+00,1.865052379078436795e+00,8.205186680787028308e+03
4.405000000000000426e+01,3.140780690099999788e+02,-1.214313716223333478e-01,-5.475217737132353157e+00,1.867814291591443743e+00,8.193053778781060828e+03
4.410000000000000142e+01,3.376525234299999738e+02,3.837658391133333402e-02,-5.477325194852941337e+00,1.870338707455661220e+00,8.181995527752466842e+03
4.415000000000000568e+01,3.426909293499999762e+02,8.658292214333333792e-02,-5.477138169485293417e+00,1.870933011571679128e+00,8.179396507055676011e+03
4.420000000000000284e+01,3.355987212300000238e+02,-4.640827684133333464e-02,-5.476563892279411760e+00,1.874009749621116772e+00,8.165967622568930892e+03
4.425000000000000000e+01,3.259943247300000166e+02,-1.971679732666666851e-01,-5.477622415073529538e+00,1.874194179234679902e+00,8.165164052549514054e+03
4.430000000000000426e+01,2.992229035700000281e+02,1.860343977763333212e-01,-5.476887621323529132e+00,1.879636417356534084e+00,8.141522902235735273e+03
4.435000000000000142e+01,3.006768425199999797e+02,-4.023868360799999766e-01,-5.478270870588235475e+00,1.877437839587502211e+00,8.151057050787279877e+03
4.440000000000000568e+01,2.846350920900000006e+02,4.838082387433334519e-02,-5.476185909926470252e+00,1.888122862554772796e+00,8.104929633169260342e+03
4.445000000000000284e+01,3.046490478900000198e+02,8.393905392756667583e-02,-5.477474760294117395e+00,1.901803407675477509e+00,8.046627152955370548e+03
4.450000000000000000e+01,3.407007867500000202e+02,-1.065712097100000692e-02,-5.480655592279411792e+00,1.915015515070223495e+00,7.991111726958193685e+03
4.455000000000000426e+01,3.156377758099999937e+02,1.138599320110000174e-01,-5.476522228308823514e+00,1.931240782002518586e+00,7.923974619009775779e+03
4.460000000000000142e+01,3.238539740699999925e+02,-1.696101934513333243e-01,-5.476749374264706205e+00,1.937707925845119528e+00,7.897528175259020827e+03
4.465000000000000568e+01,3.294167975700000284e+02,1.326859261886666752e-01,-5.477379230147058742e+00,1.939999296142496776e+00,7.888200253584270286e+03
4.470000000000000284e+01,3.118040322699999933e+02,-1.204807223876666611e-01,-5.475643484191175858e+00,1.929492573600072758e+00,7.931154101947029631e+03
4.475000000000000000e+01,2.992845115499999906e+02,4.588495272333333319e-01,-5.473889715073529949e+00,1.923382232870119335e+00,7.956350369811243581e+03
4.480000000000000426e+01,3.217684821899999861e+02,-3.402479438066666195e-01,-5.475844943382353058e+00,1.906489762804413068e+00,8.026847685389064281e+03
4.485000000000000142e+01,3.166582506500000136e+02,4.398534295266666727e-01,-5.474761051838235915e+00,1.910041196529112861e+00,8.011922971919678275e+03
4.490000000000000568e+01,3.253030248900000174e+02,-5.345673045256666561e-02,-5.476221173529411956e+00,1.907742843886067075e+00,8.021575333818141189e+03
4.495000000000000284e+01,3.370589381199999934e+02,-1.237212505853333283e-01,-5.478376571691176977e+00,1.911433727661211224e+00,8.006086069491456328e+03
4.500000000000000000e+01,2.871029185400000188e+02,-9.033089795000000255e-02,-5.475168059191176440e+00,1.911448367422693861e+00,8.006024750968567787e+03
4.505000000000000426e+01,2.947389561900000103e+02,7.430467537399998434e-02,-5.478308998161764976e+00,1.913278843094530446e+00,7.998365212168114340e+03
4.510000000000000142e+01,3.096572591099999840e+02,-7.970437074333332206e-02,-5.480714437132353289e+00,1.912314875075572074e+00,8.002397062973110224e+03
4.515000000000000568e+01,3.160243739699999992e+02,2.901327094599999781e-02,-5.481347656250000533e+00,1.912356791930085009e+00,8.002221658825275881e+03
4.520000000000000284e+01,3.091781680799999776e+02,-1.148302297743333256e-01,-5.479489519485293947e+00,1.906974255672717833e+00,8.024808355048357043e+03
4.525000000000000000e+01,3.216974741099999733e+02,2.128226530332333333e-01,-5.479454181249999500e+00,1.904170856514451504e+00,8.036622810096247122e+03
4.530000000000000426e+01,3.050193256300000257e+02,6.504977382399999841e-02,-5.476023293014705473e+00,1.891921281137461941e+00,8.088657330702474610e+03
4.535000000000000142e+01,3.277019823300000212e+02,1.880076198483333350e-01,-5.477470504044117838e+00,1.874708302817724492e+00,8.162924822375660369e+03
4.540000000000000568e+01,3.306328298199999836e+02,-8.695473701066665229e-02,-5.475904001470588867e+00,1.848292892829458411e+00,8.279587612522709605e+03
4.545000000000000284e+01,3.479030066999999917e+02,8.622853775533333154e-02,-5.476693150735293614e+00,1.830176382285905179e+00,8.361545416005668812e+03
4.550000000000000000e+01,3.462329745000000116e+02,-8.857737355499999132e-02,-5.476113203308822897e+00,1.820310862002845642e+00,8.406862398737159310e+03
4.555000000000000426e+01,3.198170547999999940e+02,-1.960834979100000153e-01,-5.473231716544117553e+00,1.820724225311777023e+00,8.404953768967443466e+03
4.560000000000000142e+01,3.165208257099999969e+02,1.218324120693333318e-01,-5.473666592279411880e+00,1.832386714011011941e+00,8.351459232252751463e+03
4.565000000000000568e+01,3.341481060899999989e+02,2.015767506344666726e-01,-5.477281867279411465e+00,1.848348424606744089e+00,8.279338860604946603e+03
4.570000000000000284e+01,3.064663694100000271e+02,4.101793706299999842e-02,-5.476108343382352750e+00,1.857577417948630405e+00,8.238204659423643534e+03
4.575000000000000000e+01,3.256584325700000022e+02,9.432494000733333828e-02,-5.480562749264706213e+00,1.859972209099338691e+00,8.227597630179016051e+03
4.580000000000000426e+01,3.085184363299999859e+02,1.714403989516666560e-01,-5.479786629779411555e+00,1.857332703850356426e+00,8.239290089524803989e+03
4.585000000000000142e+01,2.798190776199999732e+02,-1.770547393766666588e-02,-5.476225779779412051e+00,1.856815339634016571e+00,8.241585801849758354e+03
4.590000000000000568e+01,3.004077987800000074e+02,3.539040726666618504e-04,-5.477485559191176634e+00,1.856839943013090632e+00,8.241476599729017835e+03
