lag_ps,Li_A2,Zr_A2,Cl_A2,O_A2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,3.058401219311614461e-01,4.840472103598652404e-02,1.302836660312312045e-01,7.444806234986846294e-02
2.000000000000000111e-01,4.348699428454753657e-01,9.750048900407552732e-02,2.345983396064755810e-01,1.079910085597059199e-01
3.000000000000000444e-01,5.085160552985933391e-01,1.318845632318829675e-01,2.838504607266731372e-01,1.281043898388490865e-01
4.000000000000000222e-01,5.630317612955231255e-01,1.628386020880270568e-01,3.178522487909614114e-01,1.450203810681790495e-01
5.000000000000000000e-01,6.090387860098335215e-01,1.803148760359516434e-01,3.384514795304900403e-01,1.586280409855378992e-01
6.000000000000000888e-01,6.420959107436354785e-01,1.872059317896853647e-01,3.461423031558394370e-01,1.670489321112351988e-01
7.000000000000000666e-01,6.609565901362259854e-01,1.875756438427882977e-01,3.466300608021375407e-01,1.672181702342078469e-01
8.000000000000000444e-01,6.746387089362578804e-01,1.855341232492975778e-01,3.463164998626923619e-01,1.659210309112447157e-01
9.000000000000000222e-01,6.888997494992099568e-01,1.812536015228223829e-01,3.441551169709055613e-01,1.638128670203672921e-01
1.000000000000000000e+00,6.970194605811200761e-01,1.761821677030377398e-01,3.384639052959692584e-01,1.611745837061633047e-01
1.100000000000000089e+00,7.018655606466948083e-01,1.697904136058360214e-01,3.322158806458508917e-01,1.541510664296904254e-01
1.200000000000000178e+00,7.115954963465102034e-01,1.639738394314654846e-01,3.273493468599539269e-01,1.495864936765605446e-01
1.300000000000000044e+00,7.202360681285477906e-01,1.589595131287046825e-01,3.240812280386691779e-01,1.442435942346008693e-01
1.400000000000000133e+00,7.278650489572351390e-01,1.555327275221107253e-01,3.200242668007880487e-01,1.408430967769462583e-01
1.500000000000000000e+00,7.349088364459930300e-01,1.534613561225090239e-01,3.169666965579429618e-01,1.398624852796094831e-01
1.600000000000000089e+00,7.446820554309218076e-01,1.526720753046247603e-01,3.152000348760420900e-01,1.386008421596188200e-01
1.700000000000000178e+00,7.533373482852783187e-01,1.536151440890611564e-01,3.157296006035896774e-01,1.397308952769379387e-01
1.800000000000000044e+00,7.649803750057827534e-01,1.564653498738285964e-01,3.190627690497083724e-01,1.406077731712170320e-01
1.900000000000000133e+00,7.761566982281644655e-01,1.597572467648673000e-01,3.231482486264884435e-01,1.446403321470434711e-01
2.000000000000000000e+00,7.863503793615469473e-01,1.628618069074440067e-01,3.269095426421911310e-01,1.475750484646516092e-01
2.100000000000000089e+00,7.956129049601309289e-01,1.657696844654957258e-01,3.318338803688399841e-01,1.504955591338051069e-01
2.200000000000000178e+00,8.078906970845535218e-01,1.688464446177988521e-01,3.382937337584750459e-01,1.516116348977516459e-01
2.300000000000000266e+00,8.175148568854939679e-01,1.718432762331873476e-01,3.427242068422767796e-01,1.532409168230335350e-01
2.400000000000000355e+00,8.259706872770751218e-01,1.732278406199316279e-01,3.431297057699329578e-01,1.551186522775264975e-01
2.500000000000000000e+00,8.325650827684888400e-01,1.731900706120276245e-01,3.430097577219914373e-01,1.553795670051495992e-01
2.600000000000000089e+00,8.365353084668537553e-01,1.725649758152514868e-01,3.420505224972759106e-01,1.553488288474277612e-01
2.700000000000000178e+00,8.376195815007237977e-01,1.715076824815711665e-01,3.395280940705413530e-01,1.525985418661255644e-01
2.800000000000000266e+00,8.405234535926906503e-01,1.689548028205371810e-01,3.365978127014802035e-01,1.506624246916707655e-01
2.900000000000000355e+00,8.453651876602678028e-01,1.666011751793917695e-01,3.337215125080189027e-01,1.487174009803805264e-01
3.000000000000000000e+00,8.538836830919026566e-01,1.648825350288675162e-01,3.314470376764886983e-01,1.488584294745632364e-01
3.100000000000000089e+00,8.623639074477388311e-01,1.633763985664238305e-01,3.308172966551300442e-01,1.471922259912883946e-01
3.200000000000000178e+00,8.678999217860218218e-01,1.630725664470733249e-01,3.322734161329281011e-01,1.462593849340115826e-01
3.300000000000000266e+00,8.755529722121419001e-01,1.641333331218370328e-01,3.360148218452199131e-01,1.474286953047106441e-01
3.400000000000000355e+00,8.819267734359160782e-01,1.672681393630592595e-01,3.407412122407957877e-01,1.490425282368257054e-01
3.500000000000000000e+00,8.882057614760890951e-01,1.693265050137403860e-01,3.432817856203763673e-01,1.511039260961793140e-01
3.600000000000000089e+00,8.907008433747297671e-01,1.706178983292807316e-01,3.437396431622815607e-01,1.516551383382794549e-01
3.700000000000000178e+00,8.926967254669010421e-01,1.708756596156461582e-01,3.437637902356067698e-01,1.527437891595724295e-01
3.800000000000000266e+00,8.931747428929084354e-01,1.704180125474044072e-01,3.421980064280432665e-01,1.546010984902421170e-01
3.900000000000000355e+00,8.980298041902644579e-01,1.691518034318249264e-01,3.397491993307755198e-01,1.546271077989395393e-01
