time_ps,T_K,P_GPa,PE_eV_atom,rho_g_cm3,volume_A3
7.500000000000000000e-01,3.491556681700000127e+02,-3.408079454166666467e-01,-5.471256910294117759e+00,1.839291476063937614e+00,8.320107573451605276e+03
8.000000000000000444e-01,3.698225274399999876e+02,-4.114546908800000014e-02,-5.473593244852941631e+00,1.850993020504658526e+00,8.267509801637328565e+03
8.500000000000000888e-01,3.446020871599999964e+02,-7.932733472300000643e-02,-5.470826248897059152e+00,1.858155661795070523e+00,8.235640993069973774e+03
9.000000000000000222e-01,3.510628164600000218e+02,-8.992253384199999644e-02,-5.473215701838235248e+00,1.861277348092119865e+00,8.221828388698122581e+03
9.500000000000000666e-01,3.245814495800000259e+02,-1.549007649249999896e-01,-5.471922410661765213e+00,1.860166311463841371e+00,8.226739106860777611e+03
1.000000000000000000e+00,3.406359526100000039e+02,4.375417106666665973e-02,-5.474756408088235382e+00,1.868616161076791071e+00,8.189537936440690828e+03
1.050000000000000044e+00,3.493166214199999899e+02,-5.175676859060000107e-02,-5.475801004779412118e+00,1.868784557871343122e+00,8.188799974468803157e+03
1.100000000000000089e+00,3.389044261600000141e+02,1.278290334903333381e-01,-5.473427378308823421e+00,1.864703640876542057e+00,8.206721220639121384e+03
1.150000000000000133e+00,3.459883707600000093e+02,-1.575836522023806863e-01,-5.471447297794117759e+00,1.850424706149519816e+00,8.270048972502214383e+03
1.200000000000000178e+00,3.439525891999999772e+02,-1.248025203733333366e-01,-5.468167052573528863e+00,1.835085379520689397e+00,8.339177626591741500e+03
1.250000000000000000e+00,3.536550805300000206e+02,-1.724702153033333130e-01,-5.467821854411764271e+00,1.826621209249572386e+00,8.377819584210070389e+03
1.300000000000000044e+00,3.382363736400000107e+02,1.655229077066666665e-01,-5.465552969117646320e+00,1.827080275692919420e+00,8.375714599612134407e+03
1.350000000000000089e+00,3.388836842700000034e+02,-1.040534478599999951e-01,-5.465273734926470617e+00,1.820592131081304688e+00,8.405563595782199627e+03
1.400000000000000133e+00,3.428292472300000213e+02,3.950591934500000124e-02,-5.465498873897058907e+00,1.819628207383251484e+00,8.410016330639018634e+03
1.450000000000000178e+00,3.610172730699999875e+02,-2.013379710299999792e-01,-5.467886049632352474e+00,1.817976917977222939e+00,8.417655245486608692e+03
1.500000000000000000e+00,3.686271597200000087e+02,4.209945830100000203e-02,-5.469231057352940795e+00,1.823651815407626442e+00,8.391460919508896040e+03
1.550000000000000044e+00,3.592474153800000067e+02,5.818326389033334073e-02,-5.469488883088235553e+00,1.830832148086936284e+00,8.358550485239724367e+03
1.600000000000000089e+00,3.522672130700000253e+02,1.570409543136666586e-01,-5.470901279044118048e+00,1.839943206578342982e+00,8.317160489014777340e+03
1.650000000000000133e+00,3.374216825999999969e+02,7.217601534866667501e-02,-5.471339928676470343e+00,1.842207588260187379e+00,8.306937305712144735e+03
1.700000000000000178e+00,3.440467502500000023e+02,2.913782650100000052e-02,-5.473234725000000189e+00,1.839405566315853058e+00,8.319591513705781836e+03
1.750000000000000000e+00,3.080336859899999808e+02,-1.652464524866666673e-01,-5.468200752941176468e+00,1.829617930465495368e+00,8.364097599268225167e+03
1.800000000000000044e+00,3.311394208099999901e+02,1.857331570456666470e-01,-5.469423076470588008e+00,1.830906631185764466e+00,8.358210451110595386e+03
1.850000000000000089e+00,3.594207831499999770e+02,-1.957223219233333589e-01,-5.471810656249999738e+00,1.826934358911939338e+00,8.376383565799573262e+03
1.900000000000000133e+00,3.549447038100000213e+02,-2.136715583103333538e-01,-5.471097066544117205e+00,1.832236295206014720e+00,8.352144851526305501e+03
1.950000000000000178e+00,3.647036638299999822e+02,-8.413744205999999781e-02,-5.472266943014705731e+00,1.846886651250229106e+00,8.285891789528765003e+03
2.000000000000000000e+00,3.557736772599999995e+02,2.414919188296666963e-01,-5.471811333088234974e+00,1.866535754416506210e+00,8.198665845845755030e+03
2.050000000000000266e+00,3.400751954200000000e+02,6.875847850600001927e-03,-5.470352073897058354e+00,1.879660605404236851e+00,8.141418134628345797e+03
2.100000000000000089e+00,3.564968330899999955e+02,1.365745541559999776e-01,-5.473013789338234680e+00,1.884528042233967859e+00,8.120390143753901611e+03
2.149999999999999911e+00,3.425945686000000023e+02,7.328688293333334054e-03,-5.472133038970588892e+00,1.881932348740811944e+00,8.131590357126147865e+03
2.200000000000000178e+00,3.260765275499999802e+02,-1.718469646766666512e-02,-5.471138104044118045e+00,1.873106289337721497e+00,8.169906335211388978e+03
2.250000000000000000e+00,3.277906931300000224e+02,-1.798167452866666904e-01,-5.471840117279411331e+00,1.862048106099185807e+00,8.218425125354628108e+03
2.300000000000000266e+00,3.449956054799999947e+02,2.271784947666666554e-01,-5.473197883823528898e+00,1.859605309299148690e+00,8.229220933743197747e+03
2.350000000000000089e+00,3.623516212999999766e+02,-1.116101736310000092e-01,-5.473689391544118266e+00,1.851359028472327140e+00,8.265875340458464052e+03
2.400000000000000355e+00,3.488543581000000131e+02,1.248648009760000011e-01,-5.469776561029411788e+00,1.852528039446595498e+00,8.260659279605848496e+03
2.450000000000000178e+00,3.589073759500000165e+02,1.966585177666666517e-01,-5.468996187132352915e+00,1.856380727798149666e+00,8.243515304069944250e+03
2.500000000000000000e+00,3.649298564399999805e+02,-2.191426693433333739e-01,-5.468818508823529712e+00,1.853711429799650867e+00,8.255385759496832179e+03
2.550000000000000266e+00,3.582536522999999988e+02,-8.478515075333332984e-02,-5.467683278676470415e+00,1.857021472657233607e+00,8.240670969672290084e+03
2.600000000000000089e+00,3.612014432899999861e+02,-1.228168669389999995e-01,-5.468062191544117212e+00,1.858600308323379524e+00,8.233670720516176516e+03
2.650000000000000355e+00,3.470135084300000017e+02,1.710147615220000139e-01,-5.467198717279411646e+00,1.868617085803386590e+00,8.189533883666265865e+03
2.700000000000000178e+00,3.370874049600000149e+02,4.337772439733333235e-02,-5.467791340073529405e+00,1.876232713222375947e+00,8.156292570713100758e+03
2.750000000000000000e+00,3.482251243100000124e+02,4.198470416933333116e-01,-5.472477137500000310e+00,1.878234832794945408e+00,8.147598304846927022e+03
2.800000000000000266e+00,3.330188145100000270e+02,-8.596753900666666282e-02,-5.473078315808823646e+00,1.863218006076027056e+00,8.213264840657684545e+03
2.850000000000000089e+00,3.421274098800000161e+02,-6.849458068232000540e-02,-5.474782952205882403e+00,1.857039092911466849e+00,8.240592779224876722e+03
2.900000000000000355e+00,3.415892759999999839e+02,-1.534092050513333194e-01,-5.474622610294117564e+00,1.852384893019129120e+00,8.261297637146362831e+03
2.950000000000000178e+00,3.284693555700000047e+02,-2.556729206400000162e-02,-5.472542830147058446e+00,1.851291855636510775e+00,8.266175261989168575e+03
3.000000000000000000e+00,3.446811132500000099e+02,-2.153758632033333509e-01,-5.473305861764706570e+00,1.847532855307239208e+00,8.282993666837761339e+03
3.050000000000000266e+00,3.425876643600000193e+02,5.613684666100000192e-02,-5.470959521323528918e+00,1.852253872648311317e+00,8.261882005356270383e+03
3.100000000000000089e+00,3.625972317100000168e+02,1.787719613876666835e-01,-5.471144785661764764e+00,1.859442031202296786e+00,8.229943543811212294e+03
3.150000000000000355e+00,3.759227629499999921e+02,3.354395670633332771e-01,-5.471646263235293794e+00,1.866557447984478424e+00,8.198570559030446020e+03
3.200000000000000178e+00,3.480835166599999866e+02,-6.571184756096666579e-02,-5.468373456249999265e+00,1.861831167156153155e+00,8.219382729079143246e+03
3.250000000000000000e+00,3.460406277499999987e+02,-5.569761255333334667e-03,-5.468376241911764524e+00,1.858979148258655512e+00,8.231992787073100772e+03
3.300000000000000266e+00,3.812205399200000215e+02,-1.346160505643333449e-01,-5.473493636029411746e+00,1.854687227644085556e+00,8.251042392319322971e+03
3.350000000000000089e+00,3.463721605700000055e+02,-2.282694343000000667e-02,-5.470914843014705653e+00,1.848726318868857632e+00,8.277646498345815417e+03
3.400000000000000355e+00,3.382822212599999716e+02,4.964505756666672161e-03,-5.471497538602941191e+00,1.837282440472024270e+00,8.329205462744726901e+03
3.450000000000000178e+00,3.086271534699999961e+02,-3.144675605599999701e-01,-5.467884215808823889e+00,1.827445407093347685e+00,8.374041096048376858e+03
3.500000000000000000e+00,3.488583957899999746e+02,1.843848254366666981e-02,-5.471611746323529424e+00,1.830680540669300971e+00,8.359242696811372298e+03
3.550000000000000266e+00,3.627554607899999723e+02,-9.190843057066666599e-02,-5.471492084191176275e+00,1.832261254772160397e+00,8.352031076314753591e+03
3.600000000000000089e+00,3.725956214000000273e+02,-1.976300202700000119e-01,-5.471869304044117754e+00,1.829297227224228273e+00,8.365563951029131204e+03
3.650000000000000355e+00,3.823894940399999882e+02,-2.044825913940000184e-01,-5.473199080514706161e+00,1.821915234515741222e+00,8.399459343591284778e+03
3.700000000000000178e+00,3.659850928800000247e+02,-1.768573456705000158e-01,-5.471924320220588278e+00,1.821334120872254658e+00,8.402139269458008130e+03
3.750000000000000000e+00,3.316818938299999786e+02,1.026754914790000001e-01,-5.468735416176470743e+00,1.828901458366949395e+00,8.367374234284276099e+03
3.800000000000000266e+00,3.260684903499999905e+02,-1.586507224933333127e-01,-5.469580369117647223e+00,1.834787753024233137e+00,8.340530349933304024e+03
3.850000000000000089e+00,3.498261876400000006e+02,9.405696989933332031e-02,-5.474278109926470570e+00,1.844217913046359847e+00,8.297882170825580033e+03
3.900000000000000355e+00,3.216100564299999860e+02,-1.356645039372999795e-01,-5.472451891544118041e+00,1.850931779897997398e+00,8.267783343494098517e+03
3.950000000000000178e+00,3.042677838800000245e+02,3.041675461513333456e-01,-5.471431421323529776e+00,1.860840419760140252e+00,8.223758887265086742e+03
4.000000000000000000e+00,3.352462176899999804e+02,4.473350027100000265e-02,-5.474851053676470514e+00,1.865614145054188100e+00,8.202715969083767050e+03
4.049999999999999822e+00,3.367073033400000099e+02,6.595719876666666925e-02,-5.472541147794117933e+00,1.873024319070420995e+00,8.170263879637961509e+03
4.100000000000000533e+00,3.566312859199999821e+02,3.769306381833333747e-02,-5.471931497426470337e+00,1.878659344734832093e+00,8.145757229842295601e+03
4.150000000000000355e+00,3.473317506500000036e+02,9.358408209666666325e-03,-5.469034759926470812e+00,1.871633874615691306e+00,8.176333602065619743e+03
4.200000000000000178e+00,3.584889053800000056e+02,-3.030261433666666185e-02,-5.469232530514705815e+00,1.856986907443221702e+00,8.240824358236595799e+03
4.250000000000000000e+00,3.421832022099999904e+02,-1.595040696420000070e-01,-5.467322540808823739e+00,1.837841950568958271e+00,8.326669730793239069e+03
4.299999999999999822e+00,3.541673405899999807e+02,3.902755773733333072e-02,-5.468803445588235057e+00,1.820634493221399586e+00,8.405368016898053611e+03
4.350000000000000533e+00,3.588195824700000003e+02,-4.250857386599999899e-01,-5.470248754411763947e+00,1.805162141870713777e+00,8.477411853943345704e+03
4.400000000000000355e+00,3.555687267999999790e+02,-3.944561392066667227e-01,-5.471845627573529214e+00,1.804153342070150323e+00,8.482152033831680455e+03
4.450000000000000178e+00,3.288303241200000002e+02,-2.403844083099999918e-01,-5.471190820955881939e+00,1.816039991043365776e+00,8.426633232340047471e+03
4.500000000000000000e+00,3.179908691800000042e+02,2.307739477436666631e-01,-5.471533420588235330e+00,1.835591333142974735e+00,8.336879055525909280e+03
4.549999999999999822e+00,3.428318546599999763e+02,1.242796728266666734e-01,-5.474860974264705860e+00,1.848583831550738577e+00,8.278284532515408500e+03
4.600000000000000533e+00,3.138036629999999718e+02,-4.632864478833332439e-02,-5.470571347058823974e+00,1.854115949755568815e+00,8.253584648684987769e+03
4.650000000000000355e+00,3.454667780999999991e+02,2.004366264893333305e-01,-5.472779067279411436e+00,1.863023047174540592e+00,8.214124330342141548e+03
4.700000000000000178e+00,3.243801230899999837e+02,-1.054299548443333318e-01,-5.468244834926470510e+00,1.866210231870561786e+00,8.200095936911546232e+03
4.750000000000000000e+00,3.453267146499999853e+02,2.099457104366666549e-01,-5.469719988235294039e+00,1.873677334656073779e+00,8.167416372463904736e+03
4.800000000000000711e+00,3.502545675700000061e+02,-3.043123502733333097e-01,-5.469580697058823660e+00,1.867456563986784612e+00,8.194623229744283890e+03
4.850000000000000533e+00,3.484655534799999828e+02,2.238403199643333730e-01,-5.468384257720588337e+00,1.873133312585297361e+00,8.169788469921138130e+03
4.900000000000000355e+00,3.662427628500000196e+02,2.217592888266667339e-02,-5.469708411397058434e+00,1.877202361699213506e+00,8.152079526435511980e+03
4.950000000000000178e+00,3.499221128099999873e+02,1.276086428100000059e-01,-5.467609852573529494e+00,1.876288611782243487e+00,8.156049577707814933e+03
5.000000000000000000e+00,3.517954549300000053e+02,7.017137423333331958e-02,-5.468237313602941185e+00,1.862692396397749528e+00,8.215582438291547078e+03
5.050000000000000711e+00,3.787175457000000165e+02,1.123722290096666881e-01,-5.471710824999999723e+00,1.850985897391643986e+00,8.267541617334438342e+03
5.100000000000000533e+00,3.501589834700000097e+02,-4.034318095766666334e-01,-5.469822886764705849e+00,1.838334292127684400e+00,8.324439687230535128e+03
5.150000000000000355e+00,3.222563106800000128e+02,-2.444009398203333960e-02,-5.468709264705882589e+00,1.838770718131505610e+00,8.322463909657548356e+03
5.200000000000000178e+00,3.479590065400000185e+02,6.032856054050000222e-02,-5.473350719852940749e+00,1.847188915081185545e+00,8.284535931784737841e+03
5.250000000000000000e+00,3.344322252200000207e+02,2.257440025770000025e-01,-5.472047858088235905e+00,1.858465597820469384e+00,8.234267536472769279e+03
5.300000000000000711e+00,3.510423537600000259e+02,-2.444856084133333329e-01,-5.473573556617647107e+00,1.861280713637991857e+00,8.221813522084832584e+03
5.350000000000000533e+00,3.581290059799999881e+02,-7.053158471666663536e-03,-5.472460795220588814e+00,1.872017711530122863e+00,8.174657133599616827e+03
5.400000000000000355e+00,3.573911791900000026e+02,-1.255785082400000252e-01,-5.469225455147059378e+00,1.885064965373605350e+00,8.118077212660727128e+03
5.450000000000000178e+00,3.487302724099999978e+02,1.218092306026666710e-01,-5.465673076470587866e+00,1.897151813629497363e+00,8.066356540285371011e+03
5.500000000000000000e+00,3.838340814300000261e+02,9.963131328150000299e-02,-5.469587164705882465e+00,1.895858608774094289e+00,8.071858770987086245e+03
5.550000000000000711e+00,3.682838965999999914e+02,3.268668856766666214e-02,-5.468470518750000231e+00,1.884057030490645435e+00,8.122420230453066324e+03
5.600000000000000533e+00,3.739695168000000081e+02,2.182139909066666827e-01,-5.470281366911764920e+00,1.867734361512537911e+00,8.193404402214731817e+03
5.650000000000000355e+00,3.488516307500000266e+02,-1.148943605406666651e-01,-5.468943008823529794e+00,1.848786303767902650e+00,8.277377925505070380e+03
5.700000000000000178e+00,3.570595995499999731e+02,8.178357716600001548e-02,-5.471449262132352942e+00,1.840662246237543931e+00,8.313911458261978623e+03
5.750000000000000000e+00,3.492122848899999781e+02,-4.989533036666666393e-02,-5.471892623897058883e+00,1.833053135993746752e+00,8.348422988561284001e+03
5.800000000000000711e+00,3.478785762800000043e+02,1.109083006733333071e-01,-5.472704162500000358e+00,1.828684409707088676e+00,8.368367367574232048e+03
5.850000000000000533e+00,3.484125802199999953e+02,1.204988828269999979e-01,-5.473205861764705915e+00,1.829599457049528421e+00,8.364182051334246353e+03
5.900000000000000355e+00,3.539479509899999812e+02,-3.163222593519999376e-02,-5.473029281249999656e+00,1.827249018639024447e+00,8.374941118415616074e+03
5.950000000000000178e+00,3.664942941599999813e+02,-1.219072778963333215e-01,-5.471431037867646729e+00,1.825729075351441244e+00,8.381913366219901945e+03
6.000000000000000000e+00,3.781004270299999916e+02,-1.236777565217333369e-01,-5.469389950735294548e+00,1.833657533080197632e+00,8.345671241062245826e+03
6.050000000000000711e+00,3.635020723000000089e+02,3.198315908866666279e-01,-5.466127127205882452e+00,1.843447754790420889e+00,8.301348871980555487e+03
6.100000000000000533e+00,3.788944699099999980e+02,3.163521871603332952e-02,-5.468324637132353061e+00,1.834948044536247380e+00,8.339801764606449069e+03
6.150000000000000355e+00,3.728200180300000284e+02,1.970328450599999892e-01,-5.469059679779411987e+00,1.825311896560858349e+00,8.383829069770335991e+03
6.200000000000000178e+00,3.475588006199999995e+02,6.789882762999993604e-03,-5.468268997058823189e+00,1.809063370042451213e+00,8.459130394876907303e+03
6.250000000000000000e+00,3.464259193999999979e+02,-7.949762019466667662e-02,-5.469564635294117849e+00,1.801323535085713301e+00,8.495477154278325543e+03
6.300000000000000711e+00,3.481504097100000195e+02,-1.098751140900000034e-01,-5.470157951470588920e+00,1.801545781474565011e+00,8.494429115900102261e+03
6.350000000000000533e+00,3.478958187200000225e+02,-1.270355526656666845e-01,-5.469833142647058999e+00,1.809270112703355471e+00,8.458163782365876614e+03
6.400000000000000355e+00,3.447874838600000089e+02,-1.141600735173333020e-01,-5.469058059558824070e+00,1.824188952007515852e+00,8.388990034691043547e+03
6.450000000000000178e+00,3.621202396900000053e+02,1.180367240106666715e-01,-5.471066731617646894e+00,1.843150345348331109e+00,8.302688371790129167e+03
6.500000000000000000e+00,3.595507736499999965e+02,-8.636844956666667183e-02,-5.471391087867647052e+00,1.858012777113362324e+00,8.236274329372314241e+03
6.550000000000000711e+00,3.348686769600000162e+02,4.511691336966666133e-01,-5.469483332352941041e+00,1.877408885035297681e+00,8.151182761392348766e+03
6.600000000000000533e+00,3.260849064799999724e+02,-1.557854665736666810e-01,-5.468775741176470362e+00,1.878875088646975389e+00,8.144821884250268340e+03
6.650000000000000355e+00,3.520700445599999853e+02,1.839775651070000018e-01,-5.471655831985294149e+00,1.879940687988850057e+00,8.140205187087961349e+03
6.700000000000000178e+00,3.447534275300000104e+02,2.009849002699999956e-02,-5.470277312867646735e+00,1.877666278465905503e+00,8.150065384508859097e+03
6.750000000000000000e+00,3.521112186799999790e+02,-1.216020131466666737e-01,-5.470506463602941238e+00,1.875533190752234791e+00,8.159334644270845274e+03
6.800000000000000711e+00,3.524704096400000140e+02,6.807757190733333685e-02,-5.469543491176470873e+00,1.878988942354995029e+00,8.144328364489839259e+03
6.850000000000000533e+00,3.565908023200000230e+02,-2.355693326633333251e-02,-5.468719366911764190e+00,1.879217827947935904e+00,8.143336398896979517e+03
6.900000000000000355e+00,3.487295250700000224e+02,-4.237912984033333913e-02,-5.466408736764705623e+00,1.882682668055859265e+00,8.128349614854214451e+03
6.950000000000000178e+00,3.349847982000000002e+02,-8.326234074866667445e-02,-5.463120789338235639e+00,1.883499034685885754e+00,8.124826537188362636e+03
7.000000000000000000e+00,3.724884911099999840e+02,-1.448575009429999838e-01,-5.466160990073529291e+00,1.878544473776517787e+00,8.146255334067268450e+03
7.050000000000000711e+00,3.841305671800000141e+02,-1.124997934600000110e-01,-5.467036833455882316e+00,1.871285985706904409e+00,8.177853656080039400e+03
7.100000000000000533e+00,3.523658274200000164e+02,-7.303179601333333049e-02,-5.463956514338235593e+00,1.865040353849614085e+00,8.205239585404971876e+03
7.150000000000000355e+00,3.494661665300000095e+02,-3.408244004666666216e-02,-5.466002544485294656e+00,1.860911522491368153e+00,8.223444669361238994e+03
7.200000000000000178e+00,3.475196726300000023e+02,1.980605688299999778e-01,-5.468643339338235876e+00,1.858918188407517658e+00,8.232262740349149681e+03
7.250000000000000000e+00,3.573684418400000027e+02,-2.050877530776666902e-01,-5.471414026470588610e+00,1.854721985271497120e+00,8.250887767173609973e+03
7.300000000000000711e+00,3.503545836499999950e+02,1.010767487866666703e-01,-5.471036822058823468e+00,1.859445094478360927e+00,8.229929985686187138e+03
7.350000000000000533e+00,3.383836761499999852e+02,1.004693725270666693e-01,-5.469506925000000130e+00,1.859664565725600127e+00,8.228958717516679826e+03
7.400000000000000355e+00,3.514123538499999881e+02,3.030301351366666562e-01,-5.471102018382352661e+00,1.859487119260351928e+00,8.229743987617221137e+03
7.450000000000000178e+00,3.608061462900000151e+02,-1.520988507910000231e-01,-5.472702708088235113e+00,1.847154659399006027e+00,8.284689569396206934e+03
7.500000000000000000e+00,3.280160860400000047e+02,2.395863797399999939e-01,-5.469390317279412272e+00,1.838203132088964020e+00,8.325033655227131021e+03
7.550000000000000711e+00,3.278318190599999866e+02,-4.771141122900000031e-01,-5.469654948161765340e+00,1.823158792541199613e+00,8.393730158004726036e+03
7.600000000000000533e+00,3.282357166400000210e+02,-1.142795746056666784e-01,-5.469476925000000378e+00,1.826043102043923172e+00,8.380471919121464452e+03
7.650000000000000355e+00,3.489004322299999785e+02,-1.006021049246666604e-01,-5.470576077205882903e+00,1.835683416690973235e+00,8.336460851931713478e+03
7.700000000000000178e+00,3.548034111599999960e+02,9.469744638333332798e-02,-5.469087683455882143e+00,1.849476133144223322e+00,8.274290576417621196e+03
7.750000000000000000e+00,3.732480608500000017e+02,-3.815071381666666067e-02,-5.469183680882353293e+00,1.863946046025277914e+00,8.210056815977717633e+03
7.800000000000000711e+00,3.780058690899999760e+02,1.710049402940000129e-01,-5.468885706985294526e+00,1.879764078939656580e+00,8.140969981944102983e+03
7.850000000000000533e+00,3.794301265099999796e+02,1.088266861666666724e-01,-5.469883951102940678e+00,1.892350828914945104e+00,8.086821273283238952e+03
7.900000000000000355e+00,3.519366673100000185e+02,2.280598777566666957e-01,-5.468460381249999891e+00,1.898727772465896857e+00,8.059661401544811270e+03
7.950000000000000178e+00,3.371231850300000019e+02,-2.498709262999999903e-01,-5.469108997794116966e+00,1.882819970247790353e+00,8.127756865554473734e+03
8.000000000000000000e+00,3.336076176700000246e+02,2.416296323469999952e-01,-5.470031680514705563e+00,1.866742525687180576e+00,8.197757713882479948e+03
8.050000000000000711e+00,3.373878230000000258e+02,-1.754467564559999693e-01,-5.471105370588235317e+00,1.839111838363418849e+00,8.320920251050316438e+03
8.099999999999999645e+00,3.348194217000000208e+02,-6.195873079733332789e-02,-5.469976093749999713e+00,1.819084778460231089e+00,8.412528718281013425e+03
8.150000000000000355e+00,3.409422435100000257e+02,-8.195053091733332795e-02,-5.470033516911763982e+00,1.811905175816074909e+00,8.445863030824497400e+03
8.200000000000001066e+00,3.337630286400000159e+02,1.753429903200000306e-02,-5.468048349632352867e+00,1.810435688411354160e+00,8.452718336111085591e+03
8.250000000000000000e+00,3.590489706100000262e+02,-1.440570488763333323e-01,-5.470201656985294036e+00,1.811231149916448180e+00,8.449006047897573808e+03
8.300000000000000711e+00,3.644501524899999936e+02,2.867320601366666888e-01,-5.470105079411764493e+00,1.824110539339364845e+00,8.389350650496679009e+03
8.349999999999999645e+00,3.539122817800000007e+02,-2.786076147656666446e-01,-5.468245302205882119e+00,1.828594416527153266e+00,8.368779211766399385e+03
8.400000000000000355e+00,3.458301870000000235e+02,3.599649389166666852e-02,-5.467755728676470639e+00,1.845425443784724173e+00,8.292452556847760206e+03
8.450000000000001066e+00,3.587739237299999786e+02,-3.138453437766666743e-01,-5.470843161397058729e+00,1.853499697329259233e+00,8.256328804280390614e+03
8.500000000000000000e+00,3.375641272699999718e+02,-8.966119490333333830e-02,-5.471127312500000173e+00,1.864503618367088000e+00,8.207601631359042585e+03
8.550000000000000711e+00,3.208519690599999876e+02,-7.200279008366668176e-02,-5.470728511397059179e+00,1.873243450215969830e+00,8.169308125978086537e+03
8.599999999999999645e+00,3.387619920099999717e+02,-1.238362787006666715e-01,-5.473702736029411930e+00,1.881753603155706944e+00,8.132362767432035071e+03
8.650000000000000355e+00,3.356620647600000211e+02,-5.465323550333328617e-03,-5.473012228308824056e+00,1.897056522310705873e+00,8.066761722599932909e+03
8.700000000000001066e+00,3.300820807200000218e+02,3.458211180499999871e-01,-5.471289205147058965e+00,1.909414064690990287e+00,8.014554424192493570e+03
8.750000000000000000e+00,3.573346358800000075e+02,2.590886920500000135e-01,-5.472670651102941264e+00,1.909462434397772412e+00,8.014351402839203729e+03
8.800000000000000711e+00,3.657971504600000117e+02,2.530120254636666899e-01,-5.470607714705882252e+00,1.900011947120276101e+00,8.054214060589703877e+03
8.849999999999999645e+00,3.681388569999999731e+02,-5.196861527163332273e-02,-5.469193690441176869e+00,1.875599624065667159e+00,8.159045642487699297e+03
8.900000000000000355e+00,3.770336148399999843e+02,1.768169929003333418e-01,-5.470001551102940951e+00,1.855013098662726234e+00,8.249592927843212237e+03
8.950000000000001066e+00,3.617426935400000048e+02,-1.860746776866666619e-01,-5.468715177941176009e+00,1.836770030288437994e+00,8.331529090433503370e+03
9.000000000000000000e+00,3.559691006200000061e+02,-1.005675238174666558e-01,-5.469105268382353557e+00,1.830748134642776526e+00,8.358934061003730676e+03
9.050000000000000711e+00,3.658957314400000200e+02,-2.866346868833333228e-01,-5.471726419852941170e+00,1.831097129623160180e+00,8.357340903556507328e+03
9.099999999999999645e+00,3.429991727299999980e+02,1.031774854366666605e-01,-5.470041657720588368e+00,1.836204880829241270e+00,8.334093378988065524e+03
9.150000000000000355e+00,3.537455546400000230e+02,1.131976000894333173e-01,-5.471584238235293718e+00,1.836375379044024037e+00,8.333319600348269887e+03
9.200000000000001066e+00,3.351827856200000042e+02,8.849042223666665763e-02,-5.468856231617646557e+00,1.834107973175473472e+00,8.343621620754202013e+03
9.250000000000000000e+00,3.571352649199999973e+02,-1.271500760333335199e-03,-5.471306491911764880e+00,1.833490794135365087e+00,8.346430202285888299e+03
9.300000000000000711e+00,3.253815682399999787e+02,6.546011686633333715e-02,-5.466992837867646671e+00,1.843736128338713698e+00,8.300050481504264098e+03
9.349999999999999645e+00,3.560707495999999992e+02,-1.595308076333336713e-03,-5.470127206249999929e+00,1.859529777232965086e+00,8.229555195698998432e+03
9.400000000000000355e+00,3.557649463999999853e+02,1.015785673433333286e-01,-5.469785904411764932e+00,1.872790302819755670e+00,8.171284802544909326e+03
9.450000000000001066e+00,3.749564587899999992e+02,2.379075867466666772e-01,-5.472670434926470762e+00,1.879410973723858458e+00,8.142499513804068556e+03
