lag_ps,Li_A2,Zr_A2,Cl_A2,O_A2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,3.286418605224887268e-01,5.099527523395004647e-02,1.354578956483983576e-01,7.840160733929295300e-02
2.000000000000000111e-01,4.677360649807640880e-01,1.019700014811914524e-01,2.417088770827230670e-01,1.142558959829787224e-01
3.000000000000000444e-01,5.447760076385357308e-01,1.351306632039732669e-01,2.919330147888682392e-01,1.299140429726668156e-01
4.000000000000000222e-01,6.072563928020576762e-01,1.635955281556505381e-01,3.295155096070720435e-01,1.483172051215030651e-01
5.000000000000000000e-01,6.546601540660798024e-01,1.765522142486319057e-01,3.497592781357029557e-01,1.621559380253148608e-01
6.000000000000000888e-01,6.927672750848808958e-01,1.817511912859713363e-01,3.613523328433392856e-01,1.698474155692037690e-01
7.000000000000000666e-01,7.208849240202126474e-01,1.837648622092715456e-01,3.676536923199255624e-01,1.702187544362332716e-01
8.000000000000000444e-01,7.452158668383466189e-01,1.840469948937159539e-01,3.715928597289454016e-01,1.701432605959271593e-01
9.000000000000000222e-01,7.674715450298580377e-01,1.817243625475368218e-01,3.732264318806650105e-01,1.705858370884863751e-01
1.000000000000000000e+00,7.852936484918285887e-01,1.778276549626568448e-01,3.712220700278048291e-01,1.675550630972866828e-01
1.100000000000000089e+00,8.001204681792651874e-01,1.723885642886427982e-01,3.667707580473937856e-01,1.638776857513339347e-01
1.200000000000000178e+00,8.134690011276721755e-01,1.671948677534219330e-01,3.614386479768930682e-01,1.612067915767601556e-01
1.300000000000000044e+00,8.270720932133576175e-01,1.636067162607544589e-01,3.578510106695443338e-01,1.604026854498481203e-01
1.400000000000000133e+00,8.406157813217465247e-01,1.621231037589334623e-01,3.564036693488547014e-01,1.601118006774968627e-01
1.500000000000000000e+00,8.561095745780309407e-01,1.619137009445247577e-01,3.565702980460279115e-01,1.601285587523886833e-01
1.600000000000000089e+00,8.705294919497990058e-01,1.626475696479127431e-01,3.575703526501426976e-01,1.615338658238437419e-01
1.700000000000000178e+00,8.836202172351976802e-01,1.642560783440316363e-01,3.602256481625522033e-01,1.622489936433547386e-01
1.800000000000000044e+00,9.004502124377559147e-01,1.657346883424703765e-01,3.639731834396576771e-01,1.630817236492632383e-01
1.900000000000000133e+00,9.168037671106074038e-01,1.681600847236107976e-01,3.697637273138857372e-01,1.641505898844292655e-01
2.000000000000000000e+00,9.320881079986850226e-01,1.702454252093245912e-01,3.743610973508257334e-01,1.646794682068742077e-01
2.100000000000000089e+00,9.469450601178428517e-01,1.721372075100788546e-01,3.775090736183459028e-01,1.655706199417352753e-01
2.200000000000000178e+00,9.625693585238392913e-01,1.741418518790776582e-01,3.805509407517921883e-01,1.671480929356416179e-01
2.300000000000000266e+00,9.741562285516218722e-01,1.757280915770759733e-01,3.828369431734738315e-01,1.683012382149647046e-01
2.400000000000000355e+00,9.854925733848444169e-01,1.769785133171999369e-01,3.865320426379913465e-01,1.698183705046870384e-01
2.500000000000000000e+00,9.993869374890919088e-01,1.780891332629108981e-01,3.894393980937869149e-01,1.703868765580450750e-01
2.600000000000000089e+00,1.010788313946373806e+00,1.788493077264173836e-01,3.912423786467217335e-01,1.700012838823930228e-01
2.700000000000000178e+00,1.021114238379492001e+00,1.791380530353951506e-01,3.933031772715034902e-01,1.696653958194923595e-01
