# msd.out by GPUMDkit
# Element: Li  |  dt: 1000.0000 fs  |  Frames: 1000  |  Atoms: 144
#     Time(ps)    MSD_x(Ang^2)    MSD_y(Ang^2)    MSD_z(Ang^2)
    232.000000       1.306997       1.582202       0.936419
    233.000000       1.312359       1.590335       0.940242
    234.000000       1.316097       1.598089       0.945277
    235.000000       1.321539       1.605668       0.948439
    236.000000       1.326309       1.613468       0.953004
    237.000000       1.330414       1.621658       0.956759
    238.000000       1.335604       1.629408       0.961649
    239.000000       1.340704       1.637554       0.965351
    240.000000       1.345338       1.643859       0.969740
    241.000000       1.349990       1.652599       0.973059
    242.000000       1.353488       1.660260       0.977865
    243.000000       1.356962       1.667377       0.981514
    244.000000       1.361940       1.675621       0.984897
    245.000000       1.366262       1.683123       0.988759
    246.000000       1.370412       1.690399       0.992149
    247.000000       1.373475       1.697495       0.995222
    248.000000       1.377541       1.705661       0.998757
    249.000000       1.382368       1.712378       1.002823
    250.000000       1.387328       1.719604       1.006054
    251.000000       1.391752       1.727391       1.009729
    252.000000       1.396212       1.735093       1.013445
    253.000000       1.400333       1.742355       1.016972
    254.000000       1.404791       1.750103       1.020254
    255.000000       1.409910       1.757321       1.024370
    256.000000       1.413805       1.764748       1.027297
    257.000000       1.417107       1.772615       1.031202
    258.000000       1.422356       1.780511       1.035368
    259.000000       1.425427       1.787258       1.038943
    260.000000       1.430544       1.794562       1.042916
    261.000000       1.435593       1.801910       1.046818
    262.000000       1.440903       1.809677       1.050258
    263.000000       1.445862       1.817679       1.053959
    264.000000       1.449820       1.824491       1.057177
    265.000000       1.455369       1.830820       1.061052
    266.000000       1.459617       1.837760       1.064666
    267.000000       1.465066       1.844649       1.068206
    268.000000       1.469154       1.851454       1.072187
    269.000000       1.473064       1.858716       1.076442
    270.000000       1.477877       1.865487       1.079546
    271.000000       1.482374       1.872557       1.083608
    272.000000       1.487048       1.879847       1.087910
    273.000000       1.492489       1.887337       1.091010
    274.000000       1.495957       1.893392       1.095108
    275.000000       1.499376       1.901654       1.098067
    276.000000       1.504368       1.907190       1.102303
    277.000000       1.508997       1.914610       1.105918
    278.000000       1.513580       1.921458       1.109714
    279.000000       1.518355       1.928807       1.112001
    280.000000       1.522820       1.935826       1.115577
    281.000000       1.526266       1.942387       1.119139
    282.000000       1.531470       1.949566       1.122722
    283.000000       1.535711       1.957270       1.126478
    284.000000       1.539971       1.964075       1.129637
    285.000000       1.544769       1.971496       1.133065
    286.000000       1.549143       1.978711       1.136206
    287.000000       1.553901       1.985856       1.140093
    288.000000       1.558983       1.991790       1.142873
    289.000000       1.562818       1.998864       1.146074
    290.000000       1.566537       2.006256       1.149576
    291.000000       1.570041       2.012066       1.153225
    292.000000       1.574355       2.019790       1.156656
    293.000000       1.578484       2.027264       1.160080
    294.000000       1.583502       2.034100       1.163609
    295.000000       1.588148       2.040727       1.166449
