step,time_ps,atoms,T_K,PE_eV,KE_eV,Etot_eV,P_bar,V_A3,rho_g_cm3,Lx_A,Ly_A,Lz_A,Fmax_component_eV_A
1.000000000000000000e+03,5.000000000000000000e-01,1.920000000000000000e+02,1.511978200000000015e+03,-8.702975400000000263e+02,3.732875800000000055e+01,-8.329687900000000127e+02,2.270063799999999901e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.031592200000000403e+00
1.100000000000000000e+03,5.500000000000000444e-01,1.920000000000000000e+02,1.567265400000000000e+03,-8.680573299999999790e+02,3.869372500000000059e+01,-8.293636099999999942e+02,1.688613999999999942e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,5.816320300000000110e+00
1.200000000000000000e+03,5.999999999999999778e-01,1.920000000000000000e+02,1.580891699999999901e+03,-8.658388999999999669e+02,3.903014199999999789e+01,-8.268087600000000066e+02,2.204131499999999869e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.697052099999999619e+00
1.300000000000000000e+03,6.500000000000000222e-01,1.920000000000000000e+02,1.615890400000000000e+03,-8.651725199999999631e+02,3.989421399999999807e+01,-8.252782999999999447e+02,2.530326199999999881e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.527572700000000339e+00
1.400000000000000000e+03,6.999999999999999556e-01,1.920000000000000000e+02,1.459277199999999993e+03,-8.614071000000000140e+02,3.602763800000000316e+01,-8.253794599999999946e+02,2.404307900000000154e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,6.267778100000000130e+00
1.500000000000000000e+03,7.500000000000000000e-01,1.920000000000000000e+02,1.621177400000000034e+03,-8.664208499999999731e+02,4.002474300000000085e+01,-8.263961000000000467e+02,1.900140799999999945e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,5.328647600000000040e+00
1.600000000000000000e+03,8.000000000000000444e-01,1.920000000000000000e+02,1.545597899999999981e+03,-8.668847700000000032e+02,3.815878299999999967e+01,-8.287259900000000243e+02,1.338034000000000015e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.665288499999999949e+00
1.700000000000000000e+03,8.499999999999999778e-01,1.920000000000000000e+02,1.572884600000000091e+03,-8.699445399999999609e+02,3.883245600000000053e+01,-8.311120799999999917e+02,1.918709700000000157e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.049811899999999909e+00
1.800000000000000000e+03,9.000000000000000222e-01,1.920000000000000000e+02,1.443189000000000078e+03,-8.684845699999999624e+02,3.563044299999999964e+01,-8.328541199999999662e+02,1.570328900000000067e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.365144799999999936e+00
1.900000000000000000e+03,9.499999999999999556e-01,1.920000000000000000e+02,1.467311599999999999e+03,-8.700278399999999692e+02,3.622599699999999956e+01,-8.338018499999999449e+02,2.126543200000000070e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,5.265254699999999843e+00
2.000000000000000000e+03,1.000000000000000000e+00,1.920000000000000000e+02,1.389131000000000085e+03,-8.683727599999999711e+02,3.429582299999999861e+01,-8.340769400000000360e+02,1.383623099999999977e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.086667900000000131e+00
2.100000000000000000e+03,1.050000000000000044e+00,1.920000000000000000e+02,1.453497200000000021e+03,-8.692034899999999880e+02,3.588493900000000281e+01,-8.333185499999999593e+02,2.617921099999999933e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,7.706011000000000166e+00
2.200000000000000000e+03,1.100000000000000089e+00,1.920000000000000000e+02,1.379943500000000085e+03,-8.663358699999999999e+02,3.406899400000000355e+01,-8.322668800000000147e+02,1.685469299999999930e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.004813600000000307e+00
2.300000000000000000e+03,1.149999999999999911e+00,1.920000000000000000e+02,1.566104900000000043e+03,-8.688413199999999961e+02,3.866507399999999706e+01,-8.301762499999999818e+02,2.177447699999999895e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.067473000000000116e+00
2.400000000000000000e+03,1.199999999999999956e+00,1.920000000000000000e+02,1.550345199999999977e+03,-8.666494500000000016e+02,3.827598700000000065e+01,-8.283734600000000228e+02,1.870603199999999924e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.815016700000000149e+00
2.500000000000000000e+03,1.250000000000000000e+00,1.920000000000000000e+02,1.675612699999999904e+03,-8.688067899999999781e+02,4.136867999999999768e+01,-8.274381100000000515e+02,1.906030199999999968e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.777985999999999844e+00
2.600000000000000000e+03,1.300000000000000044e+00,1.920000000000000000e+02,1.563645400000000109e+03,-8.666495700000000397e+02,3.860435400000000072e+01,-8.280452199999999721e+02,2.429611500000000160e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.318677899999999958e+00
2.700000000000000000e+03,1.350000000000000089e+00,1.920000000000000000e+02,1.488804000000000087e+03,-8.665575599999999667e+02,3.675661600000000107e+01,-8.298009399999999687e+02,2.544867399999999907e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.052927900000000250e+00
2.800000000000000000e+03,1.399999999999999911e+00,1.920000000000000000e+02,1.535970000000000027e+03,-8.696618600000000470e+02,3.792108499999999793e+01,-8.317407799999999725e+02,1.888388699999999881e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.812034500000000214e+00
2.900000000000000000e+03,1.449999999999999956e+00,1.920000000000000000e+02,1.419268000000000029e+03,-8.686675400000000309e+02,3.503986499999999893e+01,-8.336276800000000549e+02,2.092563100000000122e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.531332899999999775e+00
3.000000000000000000e+03,1.500000000000000000e+00,1.920000000000000000e+02,1.328163399999999911e+03,-8.677053700000000163e+02,3.279061099999999840e+01,-8.349147600000000011e+02,1.803624599999999919e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.749227600000000216e+00
3.100000000000000000e+03,1.550000000000000044e+00,1.920000000000000000e+02,1.410808299999999917e+03,-8.698133400000000393e+02,3.483100600000000213e+01,-8.349823300000000472e+02,2.436592699999999968e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.634954399999999808e+00
3.200000000000000000e+03,1.600000000000000089e+00,1.920000000000000000e+02,1.519501500000000078e+03,-8.714238199999999779e+02,3.751449900000000071e+01,-8.339093199999999797e+02,2.142787199999999939e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,5.635798199999999980e+00
3.300000000000000000e+03,1.649999999999999911e+00,1.920000000000000000e+02,1.523251600000000053e+03,-8.696414899999999761e+02,3.760708400000000040e+01,-8.320344099999999798e+02,1.900137399999999980e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.027165500000000176e+00
3.400000000000000000e+03,1.699999999999999956e+00,1.920000000000000000e+02,1.451298000000000002e+03,-8.655897300000000314e+02,3.583064399999999949e+01,-8.297590800000000399e+02,1.316413700000000063e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.781675799999999921e+00
3.500000000000000000e+03,1.750000000000000000e+00,1.920000000000000000e+02,1.673780099999999948e+03,-8.694249200000000428e+02,4.132343300000000141e+01,-8.281014900000000125e+02,1.915257700000000114e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.154742800000000180e+00
3.600000000000000000e+03,1.800000000000000044e+00,1.920000000000000000e+02,1.567177500000000009e+03,-8.666794999999999618e+02,3.869155500000000103e+01,-8.279879499999999553e+02,2.474583499999999913e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.396071399999999851e+00
3.700000000000000000e+03,1.850000000000000089e+00,1.920000000000000000e+02,1.592282200000000103e+03,-8.679442500000000109e+02,3.931135900000000305e+01,-8.286328899999999749e+02,2.150344800000000032e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.338970699999999958e+00
3.800000000000000000e+03,1.899999999999999911e+00,1.920000000000000000e+02,1.513785900000000083e+03,-8.675839899999999716e+02,3.737338600000000355e+01,-8.302105999999999995e+02,1.681980500000000029e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.315960300000000416e+00
3.900000000000000000e+03,1.949999999999999956e+00,1.920000000000000000e+02,1.371960600000000113e+03,-8.659980000000000473e+02,3.387190700000000021e+01,-8.321260899999999765e+02,1.963191800000000148e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.726160199999999811e+00
4.000000000000000000e+03,2.000000000000000000e+00,1.920000000000000000e+02,1.549445999999999913e+03,-8.710910599999999704e+02,3.825378899999999760e+01,-8.328372699999999895e+02,1.581117799999999988e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.006676399999999916e+00
4.100000000000000000e+03,2.049999999999999822e+00,1.920000000000000000e+02,1.434337299999999914e+03,-8.686212500000000318e+02,3.541190699999999936e+01,-8.332093499999999722e+02,2.050434200000000055e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.251567900000000400e+00
4.200000000000000000e+03,2.100000000000000089e+00,1.920000000000000000e+02,1.425146099999999933e+03,-8.684464600000000019e+02,3.518498600000000209e+01,-8.332614700000000312e+02,1.866974599999999919e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.274462799999999785e+00
4.300000000000000000e+03,2.149999999999999911e+00,1.920000000000000000e+02,1.459934299999999894e+03,-8.688032500000000482e+02,3.604386099999999971e+01,-8.327593900000000531e+02,1.416379099999999926e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.233830999999999900e+00
4.400000000000000000e+03,2.200000000000000178e+00,1.920000000000000000e+02,1.484625299999999925e+03,-8.684802799999999934e+02,3.665344999999999942e+01,-8.318268299999999726e+02,1.982237500000000000e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,5.116302100000000408e+00
4.500000000000000000e+03,2.250000000000000000e+00,1.920000000000000000e+02,1.455956799999999930e+03,-8.666497200000000021e+02,3.594566199999999867e+01,-8.307040600000000268e+02,1.629868499999999949e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.216576299999999833e+00
4.600000000000000000e+03,2.299999999999999822e+00,1.920000000000000000e+02,1.446082499999999982e+03,-8.649841300000000501e+02,3.570187899999999814e+01,-8.292822499999999764e+02,2.148384200000000055e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,5.443480899999999956e+00
4.700000000000000000e+03,2.350000000000000089e+00,1.920000000000000000e+02,1.607894399999999905e+03,-8.674781600000000026e+02,3.969680199999999815e+01,-8.277813599999999497e+02,2.215267099999999846e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.449773699999999721e+00
4.800000000000000000e+03,2.399999999999999911e+00,1.920000000000000000e+02,1.524901000000000067e+03,-8.646792199999999866e+02,3.764780400000000071e+01,-8.270314100000000508e+02,1.844056299999999828e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.162575799999999937e+00
4.900000000000000000e+03,2.450000000000000178e+00,1.920000000000000000e+02,1.576444199999999910e+03,-8.661571300000000520e+02,3.892033700000000351e+01,-8.272367900000000418e+02,1.787708799999999974e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,5.298984299999999870e+00
5.000000000000000000e+03,2.500000000000000000e+00,1.920000000000000000e+02,1.515229499999999916e+03,-8.671743400000000292e+02,3.740902700000000181e+01,-8.297653099999999995e+02,1.698979200000000128e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.202187200000000011e+00
5.100000000000000000e+03,2.549999999999999822e+00,1.920000000000000000e+02,1.442554599999999937e+03,-8.692341099999999869e+02,3.561478000000000321e+01,-8.336193299999999908e+02,1.818707300000000032e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.793080500000000299e+00
5.200000000000000000e+03,2.600000000000000089e+00,1.920000000000000000e+02,1.355555699999999888e+03,-8.685769500000000107e+02,3.346689200000000142e+01,-8.351100500000000011e+02,1.556311599999999999e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.272516399999999770e+00
5.300000000000000000e+03,2.649999999999999911e+00,1.920000000000000000e+02,1.426610400000000027e+03,-8.702629699999999957e+02,3.522113699999999881e+01,-8.350418300000000045e+02,1.851056899999999951e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.687686999999999937e+00
5.400000000000000000e+03,2.700000000000000178e+00,1.920000000000000000e+02,1.395321500000000015e+03,-8.690239900000000262e+02,3.444865699999999720e+01,-8.345753399999999829e+02,2.216010599999999977e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,5.083752600000000399e+00
5.500000000000000000e+03,2.750000000000000000e+00,1.920000000000000000e+02,1.437951600000000099e+03,-8.688645599999999831e+02,3.550113799999999742e+01,-8.333634200000000192e+02,1.451963999999999942e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,5.675484499999999599e+00
5.600000000000000000e+03,2.799999999999999822e+00,1.920000000000000000e+02,1.606024300000000039e+03,-8.709500900000000456e+02,3.965063200000000165e+01,-8.312994599999999537e+02,3.058908299999999872e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.629814500000000166e+00
5.700000000000000000e+03,2.850000000000000089e+00,1.920000000000000000e+02,1.360065599999999904e+03,-8.638069900000000416e+02,3.357823499999999939e+01,-8.302287599999999657e+02,6.535614300000000185e+03,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.771821599999999997e+00
5.800000000000000000e+03,2.899999999999999911e+00,1.920000000000000000e+02,1.525176799999999957e+03,-8.660620000000000118e+02,3.765461400000000225e+01,-8.284073899999999639e+02,2.662958099999999831e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.888485600000000098e+00
5.900000000000000000e+03,2.950000000000000178e+00,1.920000000000000000e+02,1.643759900000000016e+03,-8.672887600000000248e+02,4.058227399999999818e+01,-8.267064900000000307e+02,1.244399200000000019e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.484199199999999941e+00
6.000000000000000000e+03,3.000000000000000000e+00,1.920000000000000000e+02,1.488170800000000099e+03,-8.629825799999999845e+02,3.674098299999999995e+01,-8.262415999999999485e+02,1.881967099999999846e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.975974299999999850e+00
6.100000000000000000e+03,3.049999999999999822e+00,1.920000000000000000e+02,1.519718800000000101e+03,-8.636203799999999546e+02,3.751986200000000338e+01,-8.261005199999999604e+02,2.539871199999999953e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,5.314802799999999827e+00
6.200000000000000000e+03,3.100000000000000089e+00,1.920000000000000000e+02,1.562783300000000054e+03,-8.656101700000000392e+02,3.858306900000000184e+01,-8.270271000000000186e+02,1.945578299999999945e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.516952500000000370e+00
6.300000000000000000e+03,3.149999999999999911e+00,1.920000000000000000e+02,1.499874700000000075e+03,-8.668362600000000384e+02,3.702993899999999883e+01,-8.298063200000000279e+02,1.468166300000000047e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.224928000000000239e+00
6.400000000000000000e+03,3.200000000000000178e+00,1.920000000000000000e+02,1.441196599999999989e+03,-8.675746699999999691e+02,3.558125299999999669e+01,-8.319934200000000146e+02,1.837706699999999910e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,5.422342200000000112e+00
6.500000000000000000e+03,3.250000000000000000e+00,1.920000000000000000e+02,1.347816900000000032e+03,-8.662038800000000265e+02,3.327583099999999661e+01,-8.329280499999999847e+02,2.326858000000000175e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.129587700000000083e+00
6.600000000000000000e+03,3.299999999999999822e+00,1.920000000000000000e+02,1.448884000000000015e+03,-8.683610899999999901e+02,3.577104599999999834e+01,-8.325900500000000193e+02,1.905950700000000143e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,6.374535299999999793e+00
6.700000000000000000e+03,3.350000000000000089e+00,1.920000000000000000e+02,1.548899400000000014e+03,-8.698616100000000415e+02,3.824029500000000326e+01,-8.316213199999999688e+02,1.600686000000000058e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.891277300000000050e+00
6.800000000000000000e+03,3.399999999999999911e+00,1.920000000000000000e+02,1.323467399999999998e+03,-8.631277499999999918e+02,3.267467299999999852e+01,-8.304530799999999999e+02,1.554268100000000049e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.842521699999999818e+00
6.900000000000000000e+03,3.450000000000000178e+00,1.920000000000000000e+02,1.496189499999999953e+03,-8.647490299999999479e+02,3.693895599999999746e+01,-8.278100799999999708e+02,2.130930900000000111e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,5.062471099999999780e+00
7.000000000000000000e+03,3.500000000000000000e+00,1.920000000000000000e+02,1.591055399999999963e+03,-8.651737299999999777e+02,3.928107099999999718e+01,-8.258926599999999780e+02,2.047248700000000099e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,9.373943499999999318e+00
7.100000000000000000e+03,3.549999999999999822e+00,1.920000000000000000e+02,1.631801600000000008e+03,-8.659493599999999560e+02,4.028703900000000004e+01,-8.256623200000000224e+02,1.531220399999999972e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,6.523242500000000277e+00
7.200000000000000000e+03,3.600000000000000089e+00,1.920000000000000000e+02,1.532651699999999892e+03,-8.643075099999999793e+02,3.783915999999999968e+01,-8.264683499999999867e+02,1.993104899999999907e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,5.436339399999999600e+00
7.300000000000000000e+03,3.649999999999999911e+00,1.920000000000000000e+02,1.561553400000000011e+03,-8.662986799999999903e+02,3.855270500000000311e+01,-8.277459700000000566e+02,1.747899000000000160e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,6.087763599999999720e+00
7.400000000000000000e+03,3.700000000000000178e+00,1.920000000000000000e+02,1.601167300000000068e+03,-8.695615199999999732e+02,3.953071899999999772e+01,-8.300307999999999993e+02,1.624594399999999951e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,5.832491899999999951e+00
7.500000000000000000e+03,3.750000000000000000e+00,1.920000000000000000e+02,1.532811699999999973e+03,-8.697187300000000505e+02,3.784311000000000291e+01,-8.318756200000000263e+02,1.900271099999999933e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,8.954280000000000683e+00
7.600000000000000000e+03,3.799999999999999822e+00,1.920000000000000000e+02,1.459106099999999969e+03,-8.683612299999999777e+02,3.602341499999999996e+01,-8.323378099999999904e+02,1.384856199999999990e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.896174699999999991e+00
7.700000000000000000e+03,3.850000000000000089e+00,1.920000000000000000e+02,1.435079199999999901e+03,-8.676057700000000068e+02,3.543022100000000307e+01,-8.321755500000000438e+02,2.187666400000000067e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,7.501406600000000147e+00
7.800000000000000000e+03,3.899999999999999911e+00,1.920000000000000000e+02,1.526738599999999906e+03,-8.693038800000000492e+02,3.769317300000000159e+01,-8.316107100000000401e+02,1.973668500000000131e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,7.798004999999999853e+00
7.900000000000000000e+03,3.950000000000000178e+00,1.920000000000000000e+02,1.557964799999999968e+03,-8.696137400000000071e+02,3.846410699999999849e+01,-8.311496399999999767e+02,1.770545699999999852e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,7.510056699999999807e+00
8.000000000000000000e+03,4.000000000000000000e+00,1.920000000000000000e+02,1.439440599999999904e+03,-8.665152799999999615e+02,3.553789900000000301e+01,-8.309773800000000392e+02,2.028849799999999959e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.962538100000000174e+00
