stage_time_ps,Li_A2,Zr_A2,O_A2,Cl_A2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000426326e-02,1.687785950399346702e-01,1.755776220067707671e-02,9.209322193022433101e-02,4.555635585012172972e-02
1.000000000000014211e-01,3.218663921569716035e-01,3.687155772985841601e-02,6.612472730351190431e-02,1.213544020585896888e-01
1.499999999999985789e-01,3.821198150765992563e-01,6.300724060065948651e-02,4.924082162074014390e-02,1.815514327056413357e-01
2.000000000000028422e-01,4.434140962311363676e-01,7.849288196190634670e-02,1.009909432820642744e-01,2.221781221673969353e-01
2.500000000000000000e-01,4.637746924567934803e-01,8.689419496677171229e-02,9.474397399637655981e-02,2.361437387439411228e-01
3.000000000000042633e-01,5.099143214502300792e-01,1.073029364651246209e-01,1.159155304874269210e-01,2.495973330002038415e-01
3.500000000000014211e-01,5.462587984269855479e-01,1.161383211469909221e-01,1.092633963410410552e-01,2.642013454437637243e-01
3.999999999999985789e-01,5.858111868166326897e-01,1.328555904271200849e-01,1.301420494137354722e-01,2.703230416182664797e-01
4.500000000000028422e-01,6.478396631885909862e-01,1.559117774137395718e-01,1.959241337401914917e-01,2.840220737800298045e-01
5.000000000000000000e-01,7.189520873625881991e-01,1.816744591150398769e-01,2.163261224799848115e-01,3.055184978697325082e-01
5.500000000000042633e-01,8.053180205789952639e-01,1.912748576218682439e-01,2.884769588779452776e-01,3.455459767852626651e-01
6.000000000000014211e-01,8.421641063136836580e-01,2.054073862359913349e-01,3.208519605828785703e-01,3.644948505246339288e-01
6.499999999999985789e-01,8.855587382300533772e-01,2.230709109192143824e-01,2.860419171431963781e-01,3.801535664044741192e-01
7.000000000000028422e-01,7.495645793442466953e-01,2.409677288588857602e-01,3.454862615221358513e-01,3.900468757314942692e-01
7.500000000000000000e-01,7.106147358995347219e-01,2.344376626551267495e-01,3.779736788919362822e-01,4.159764141313959662e-01
8.000000000000042633e-01,7.098086974451224274e-01,2.157792178513975312e-01,3.225119433748975806e-01,4.367463584376027330e-01
8.500000000000014211e-01,6.371402683190512395e-01,2.232147493532969096e-01,3.067170022995105994e-01,4.341099559540952391e-01
8.999999999999985789e-01,7.063426232115213033e-01,2.332118966621284928e-01,3.028717929256188879e-01,4.367821990524677900e-01
9.500000000000028422e-01,7.725283583980443458e-01,2.255574624510729709e-01,2.472185672505409493e-01,4.574089009450885701e-01
1.000000000000000000e+00,8.950994758925261419e-01,2.106542177264909554e-01,2.542580402967590802e-01,4.721182017788534413e-01
1.050000000000004263e+00,9.793117754912423756e-01,2.080621034660385671e-01,2.507194034631586299e-01,4.972211695339728288e-01
1.100000000000001421e+00,9.265766602428455734e-01,2.295850067354874013e-01,2.275070712947154794e-01,5.108536955939944058e-01
1.149999999999998579e+00,9.384287482146317361e-01,2.688141606440845877e-01,2.525536860971231978e-01,5.124522689954617016e-01
1.200000000000002842e+00,9.121005602776022236e-01,2.700487218167088033e-01,2.716867102858060434e-01,5.146395715991247677e-01
1.250000000000000000e+00,9.828492403935769062e-01,2.645075268612060992e-01,3.423841549652599792e-01,5.206910188192914735e-01
1.300000000000004263e+00,1.060660635841483845e+00,2.634667451536137350e-01,3.550701601893204162e-01,5.236682638470834261e-01
1.350000000000001421e+00,1.052034432127310293e+00,2.867419180603429374e-01,3.970427152438096297e-01,4.967312328193002058e-01
1.399999999999998579e+00,1.087948193078008385e+00,3.093962214051076964e-01,3.707761263325023982e-01,4.822106559050615138e-01
1.450000000000002842e+00,1.094445397720007707e+00,3.168301332895145372e-01,3.870446985485102576e-01,4.802989817615295753e-01
1.500000000000000000e+00,1.052689498366115028e+00,3.002904618761911837e-01,3.237149345031529735e-01,4.761448104601690989e-01
1.550000000000004263e+00,1.104638049997524574e+00,2.735119912531450148e-01,3.231359524608788392e-01,4.814594929153092062e-01
1.600000000000001421e+00,1.080033168761428630e+00,2.547456489188780759e-01,3.417018881342598902e-01,4.851770481968331605e-01
1.649999999999998579e+00,1.073745832074721518e+00,2.521013577020078111e-01,3.196481390517331711e-01,4.774967220392327127e-01
1.700000000000002842e+00,1.076745168345717207e+00,2.653293630744023024e-01,3.207169004632519083e-01,4.759664009398053564e-01
1.750000000000000000e+00,1.057112950058188838e+00,2.612760772921059460e-01,3.111581796829606672e-01,4.896419873245816401e-01
1.800000000000004263e+00,1.010703779733412633e+00,2.357626543729008095e-01,3.288476629461080103e-01,4.960571085920580381e-01
1.850000000000001421e+00,1.063863991161646538e+00,2.162844978715205979e-01,3.716037152531228571e-01,4.758224412124811842e-01
1.899999999999998579e+00,9.793417384410754156e-01,2.265996472818129492e-01,3.028524496913907460e-01,4.502001793090191772e-01
1.950000000000002842e+00,1.034269690807945175e+00,2.253436689465620202e-01,2.882256976893266542e-01,4.341910795620943508e-01
2.000000000000000000e+00,1.041080456948110911e+00,2.194895844854164169e-01,3.479716517847715740e-01,4.267073548930456761e-01
2.050000000000004263e+00,1.039355197964899391e+00,1.937878842533970747e-01,2.917727052692642986e-01,4.234652692134563967e-01
2.100000000000001421e+00,1.130479388790624595e+00,1.708564527628565477e-01,3.318342231817937305e-01,4.118292654308394196e-01
2.149999999999998579e+00,1.174059270986626657e+00,1.659282691907537910e-01,2.564363968585407494e-01,3.952170701060131464e-01
2.200000000000002842e+00,1.021006017765847096e+00,1.692611362711381462e-01,2.610731051368558320e-01,3.732490596021912910e-01
