stage_time_ps,Li_A2,Zr_A2,O_A2,Cl_A2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000278e-02,3.489074913228462638e-01,4.848877415880320507e-02,1.169545182633500574e-01,1.489594835882007418e-01
1.000000000000000056e-01,6.607741537707642054e-01,1.363050351232765744e-01,1.789647896614975087e-01,3.520023639322003017e-01
1.499999999999999944e-01,9.279590911729843627e-01,2.405105241243755410e-01,2.851665166031167042e-01,5.598191811633023152e-01
2.000000000000000111e-01,1.297639784722652179e+00,3.934007237769082121e-01,3.995106578341540704e-01,7.236909292615204548e-01
2.500000000000000000e-01,1.485497993250100457e+00,5.400056297406538031e-01,6.687843233906831664e-01,9.283949397598072473e-01
2.999999999999999889e-01,1.895335648935513762e+00,6.217091697624250735e-01,7.005643298631146765e-01,1.213130989752197575e+00
3.500000000000000333e-01,2.141380300061883624e+00,7.779341769702635689e-01,8.971097508975578450e-01,1.510273635823791816e+00
4.000000000000000222e-01,2.768783396675413844e+00,9.554948420219041560e-01,1.260900399916642156e+00,1.848349100443781756e+00
4.500000000000000111e-01,2.927518879771030758e+00,1.117424740948368411e+00,1.643055505039573205e+00,2.208564257195214875e+00
5.000000000000000000e-01,3.816881008092328553e+00,1.200691744847637965e+00,1.742676899069804497e+00,2.503880335536644797e+00
5.500000000000000444e-01,4.931840990883377351e+00,1.304129381252768338e+00,2.031447930139339331e+00,2.708046966510501807e+00
5.999999999999999778e-01,5.830734110184785379e+00,1.448456609903915115e+00,2.347292712936480008e+00,2.892606892709787214e+00
6.500000000000000222e-01,6.329902632753047875e+00,1.610065644777377569e+00,1.989000402993252647e+00,3.209426698181258253e+00
7.000000000000000666e-01,6.936753565352907991e+00,1.641079216570372923e+00,2.451289035509077507e+00,3.546415630873063662e+00
7.500000000000000000e-01,7.165637721812383454e+00,1.669495057894404111e+00,2.185027678665667050e+00,3.797340711784804590e+00
8.000000000000000444e-01,7.608973943832485709e+00,1.640930988923984257e+00,2.798495424691174183e+00,4.166128261196018201e+00
8.499999999999999778e-01,8.348928380736984067e+00,1.547625743469452253e+00,3.171417331419483787e+00,4.387428455603779476e+00
9.000000000000000222e-01,8.538468109682808560e+00,1.654114296256905980e+00,3.057968345026098600e+00,4.498131878520538862e+00
9.500000000000000666e-01,9.183039991400171687e+00,1.555874740019013602e+00,3.087065645891029941e+00,4.719649066829842532e+00
1.000000000000000000e+00,9.732760906897135911e+00,1.541368713009406477e+00,2.764712684071135129e+00,4.872607017062656531e+00
1.050000000000000044e+00,1.085484345765102354e+01,1.402286793976640356e+00,2.747538629009463218e+00,4.890557904567931935e+00
1.100000000000000089e+00,1.169380550161075050e+01,1.426885950444542139e+00,2.978496771120857201e+00,4.931508128643704580e+00
1.150000000000000133e+00,1.171570072639852000e+01,1.494905681196198266e+00,2.355923462267619950e+00,5.130167525021987807e+00
1.199999999999999956e+00,1.197304736212587706e+01,1.543599207419642738e+00,2.777484764527342165e+00,5.428372271997159437e+00
1.250000000000000000e+00,1.275600601345480278e+01,1.733508018710866461e+00,2.651934266626199133e+00,5.663716066164685259e+00
1.300000000000000044e+00,1.329174797009026499e+01,1.808159760677185091e+00,2.747581870699111750e+00,6.023735500632647621e+00
1.350000000000000089e+00,1.408915476018328583e+01,1.830859431952112759e+00,3.182957587246308062e+00,6.363350690228698703e+00
1.400000000000000133e+00,1.542127396361373393e+01,1.913357043771041655e+00,3.109923880044636046e+00,6.570537325813658569e+00
1.449999999999999956e+00,1.625598742878088387e+01,1.974075080171580510e+00,3.236197420397175506e+00,6.724628108261069492e+00
1.500000000000000000e+00,1.676318561260828588e+01,2.006566113984880495e+00,3.922703058301831192e+00,6.746703427207128456e+00
1.550000000000000044e+00,1.762448913302169018e+01,2.077515241995907314e+00,3.564787275466127614e+00,6.700565214011937165e+00
1.600000000000000089e+00,1.882237532519161505e+01,2.095290335829524953e+00,3.470564583334273312e+00,6.814661315405023956e+00
1.650000000000000133e+00,1.886645212779760428e+01,2.160096083689988955e+00,3.447827793752630043e+00,7.006187462559621437e+00
1.699999999999999956e+00,1.817971115388266057e+01,2.150742355734728051e+00,3.884170860345356413e+00,7.282391852737753801e+00
1.750000000000000000e+00,1.875530506373351614e+01,2.243965959853579051e+00,4.161810582422552862e+00,7.396347415917452039e+00
1.800000000000000044e+00,1.934857758404297812e+01,2.464768000931420122e+00,4.716242359261305417e+00,7.603451754447038802e+00
1.850000000000000089e+00,2.031716375703189925e+01,2.554167388086237001e+00,5.134551446101895955e+00,7.811798591868071462e+00
1.900000000000000133e+00,2.094117881821777516e+01,2.475013922784563114e+00,4.867517771415379890e+00,8.003870758393333062e+00
1.949999999999999956e+00,2.085120692285367383e+01,2.297929383989307350e+00,5.093672130656365482e+00,8.103301535252994015e+00
2.000000000000000000e+00,2.078921829114310427e+01,2.434308748215033180e+00,5.306261489684101385e+00,8.399441421398064378e+00
2.049999999999999822e+00,2.125124095676437008e+01,2.641810998044039405e+00,5.511759090671809247e+00,8.580307834009540002e+00
2.100000000000000089e+00,2.232630623946904080e+01,2.867687884585357949e+00,5.955056562476322313e+00,8.944371119508623735e+00
2.149999999999999911e+00,2.161508241571384659e+01,3.019903685832872497e+00,6.674049443453185404e+00,9.198517290680069181e+00
2.200000000000000178e+00,2.307917351459106570e+01,3.066514705706623989e+00,6.494474626458846878e+00,9.579108748766127945e+00
2.250000000000000000e+00,2.476626846981755392e+01,2.930766571261563147e+00,6.829539965989309458e+00,9.939445928801108110e+00
2.300000000000000266e+00,2.497094581482899400e+01,3.075751885150824094e+00,7.062494376318530165e+00,1.017479211738948308e+01
2.350000000000000089e+00,2.487036091969224927e+01,3.293827756504005944e+00,7.253608601953478008e+00,1.022916388207526062e+01
2.399999999999999911e+00,2.523805331118442297e+01,3.427328698965988352e+00,7.219103918988229118e+00,1.030232182086170312e+01
2.450000000000000178e+00,2.687591163773634406e+01,3.448438979244798475e+00,7.837872699307336433e+00,1.020631510775027628e+01
2.500000000000000000e+00,2.843790256910532221e+01,3.353590226064242952e+00,7.889980008352310392e+00,1.034859002882619450e+01
2.550000000000000266e+00,2.931673803375658238e+01,3.287961452679057928e+00,8.555166391904453604e+00,1.030941906021811683e+01
2.600000000000000089e+00,2.951049252582143723e+01,3.307378257214678374e+00,8.518208516967339605e+00,1.035659303727538472e+01
2.649999999999999911e+00,2.826340587712865471e+01,3.441989442151907053e+00,8.520567192937180678e+00,1.043968108079956281e+01
2.700000000000000178e+00,2.937154109886491682e+01,3.497223493438195163e+00,9.231468675170365401e+00,1.045758310755457998e+01
2.750000000000000000e+00,2.855702515921342055e+01,3.429285027971518129e+00,9.066172544789745658e+00,1.076722349175935634e+01
2.800000000000000266e+00,3.061413136047981709e+01,3.214061401613329760e+00,9.177857165178521015e+00,1.067792837181217003e+01
2.850000000000000089e+00,3.175288898046189345e+01,3.312762084136399832e+00,8.825665335634738540e+00,1.066068530961252314e+01
2.899999999999999911e+00,3.219632858797135810e+01,3.162355333479840880e+00,7.684279805791089935e+00,1.071738498982621834e+01
2.950000000000000178e+00,3.405936943873372513e+01,3.165183319798856143e+00,7.654177537819697896e+00,1.067469077656924092e+01
3.000000000000000000e+00,3.406230924488746581e+01,3.014395971549049591e+00,8.057348793061327896e+00,1.059726703285905636e+01
3.050000000000000266e+00,3.330181344310373248e+01,2.954857057695532863e+00,7.737750088656913938e+00,1.059760282239759022e+01
3.100000000000000089e+00,3.548570927431005373e+01,2.913865266134074705e+00,7.851912086640822963e+00,1.059465819403548537e+01
3.149999999999999911e+00,3.814431653788222576e+01,2.919095442409343821e+00,8.545159229245532728e+00,1.058361687198042489e+01
3.200000000000000178e+00,3.950774754199500194e+01,3.055205986424410103e+00,8.232665533680412651e+00,1.067566966838098530e+01
3.250000000000000000e+00,3.955158736158078625e+01,3.101769697020459571e+00,8.549137004548116536e+00,1.105229580518027710e+01
3.300000000000000266e+00,4.164369127329606357e+01,3.354041151973184753e+00,9.014861708615139690e+00,1.136387513299010799e+01
3.350000000000000089e+00,4.257434542195408511e+01,3.581855059418213472e+00,9.126466225471519422e+00,1.165685287352592603e+01
3.399999999999999911e+00,4.268795112436051653e+01,3.764394080857913938e+00,9.065159444709165015e+00,1.181034530436127561e+01
