stage_time_ps,Li_A2,Zr_A2,O_A2,Cl_A2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000426326e-02,1.225875737813943850e-01,1.202067009378944736e-02,5.459226068221767481e-02,4.601055424999498517e-02
1.000000000000014211e-01,1.917267476259851000e-01,3.370798833273427192e-02,7.932143807970860883e-02,1.288555649731323027e-01
1.499999999999985789e-01,3.048069603370933689e-01,6.158035329082833798e-02,1.108331831247814647e-01,2.082182804993845948e-01
2.000000000000028422e-01,2.672722757106759661e-01,9.053649187412850241e-02,1.331735659801824567e-01,2.510707503950639352e-01
2.500000000000000000e-01,2.877857934435623655e-01,1.072738980992961749e-01,1.474112737347587354e-01,2.816833637454258521e-01
3.000000000000042633e-01,3.519667678865419647e-01,1.280202629202119302e-01,2.019622122444646728e-01,3.213362947611904663e-01
3.500000000000014211e-01,4.188525907550571525e-01,1.651075775083340469e-01,2.445770836987522789e-01,3.730169670185928266e-01
3.999999999999985789e-01,4.888597904817823525e-01,1.986654558814898719e-01,2.223817401128865834e-01,4.271002655458921438e-01
4.500000000000028422e-01,4.663031765088158642e-01,2.339772507417501590e-01,2.586128784379299606e-01,4.748459994221067570e-01
5.000000000000000000e-01,5.433249502261050523e-01,2.562037794828088688e-01,3.040579086929189323e-01,5.323903472926545533e-01
5.500000000000042633e-01,6.267768724901274791e-01,2.817730048195173365e-01,2.432089037958313771e-01,5.754702781957177216e-01
6.000000000000014211e-01,5.882880259340214080e-01,2.921180809640824827e-01,2.555825463755350135e-01,5.918929291655417035e-01
6.499999999999985789e-01,6.540454280901878414e-01,3.181475131235626530e-01,2.654711482322372751e-01,5.797387722170946889e-01
7.000000000000028422e-01,6.408325976508484345e-01,3.177148570863768673e-01,2.716614068204181720e-01,5.874937561873281311e-01
7.500000000000000000e-01,6.806081258419204305e-01,3.253854211823538622e-01,2.946702175834947646e-01,5.858096011785494106e-01
8.000000000000042633e-01,7.405780918079289954e-01,3.459613466433816842e-01,3.307010772917884922e-01,5.701195052678932340e-01
8.500000000000014211e-01,8.287302343835230012e-01,3.599829073163056115e-01,3.459092858470083631e-01,5.737976880742926555e-01
8.999999999999985789e-01,8.597440280429550219e-01,3.976072380408566809e-01,3.688139269809425635e-01,5.827231322994919083e-01
9.500000000000028422e-01,8.127703052176750154e-01,3.710484809500928516e-01,4.284457710297682187e-01,6.095677014395594062e-01
1.000000000000000000e+00,8.284335581014165006e-01,3.426599216629167000e-01,4.335787233430094534e-01,6.164953133053664436e-01
1.050000000000004263e+00,8.442759229233638418e-01,3.229399933177125592e-01,4.221878674014474253e-01,6.173293110270814399e-01
1.100000000000001421e+00,9.738173800268890012e-01,3.324142912449779552e-01,4.831361428435445027e-01,6.120124276749629999e-01
1.149999999999998579e+00,9.269529609150478633e-01,3.591985642169159276e-01,4.633344079373145075e-01,6.113518959908675887e-01
1.200000000000002842e+00,8.846969393528550940e-01,3.533544957315051804e-01,4.920790485941226589e-01,6.171556563360561798e-01
1.250000000000000000e+00,9.468448871099661712e-01,3.452006700101047376e-01,5.308654566163620858e-01,6.205599064600444414e-01
1.300000000000004263e+00,9.912710328934770665e-01,3.051100677818254225e-01,4.168666409920067650e-01,6.386134807858974138e-01
