step,time_ps,atoms,T_K,PE_eV,KE_eV,Etot_eV,P_bar,V_A3,rho_g_cm3,Lx_A,Ly_A,Lz_A,Fmax_component_eV_A
1.000000000000000000e+03,5.000000000000000000e-01,1.920000000000000000e+02,1.451522899999999936e+03,-8.682534799999999677e+02,3.583619499999999647e+01,-8.324172899999999800e+02,2.286082600000000093e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.174672199999999833e+00
1.100000000000000000e+03,5.500000000000000444e-01,1.920000000000000000e+02,1.493513500000000022e+03,-8.654870600000000422e+02,3.687288800000000322e+01,-8.286141800000000330e+02,1.635745800000000054e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.463562500000000099e+00
1.200000000000000000e+03,5.999999999999999778e-01,1.920000000000000000e+02,1.686223999999999933e+03,-8.672730900000000247e+02,4.163065900000000141e+01,-8.256424399999999650e+02,2.520543799999999828e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.408315899999999843e+00
1.300000000000000000e+03,6.500000000000000222e-01,1.920000000000000000e+02,1.705918499999999995e+03,-8.670307800000000498e+02,4.211688900000000046e+01,-8.249138900000000376e+02,1.750536300000000119e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.807747100000000273e+00
1.400000000000000000e+03,6.999999999999999556e-01,1.920000000000000000e+02,1.517337500000000091e+03,-8.640965499999999793e+02,3.746107099999999690e+01,-8.266354800000000296e+02,2.499182099999999991e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.076570400000000038e+00
1.500000000000000000e+03,7.500000000000000000e-01,1.920000000000000000e+02,1.530899400000000014e+03,-8.666223599999999578e+02,3.779589699999999652e+01,-8.288264599999999973e+02,2.560096900000000096e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,5.517937899999999729e+00
1.600000000000000000e+03,8.000000000000000444e-01,1.920000000000000000e+02,1.464452199999999948e+03,-8.671204599999999800e+02,3.615540200000000226e+01,-8.309650599999999940e+02,2.207990599999999904e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,5.393035799999999824e+00
1.700000000000000000e+03,8.499999999999999778e-01,1.920000000000000000e+02,1.513173199999999952e+03,-8.700304800000000114e+02,3.735826000000000136e+01,-8.326722200000000385e+02,2.160253700000000026e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.879283000000000037e+00
1.800000000000000000e+03,9.000000000000000222e-01,1.920000000000000000e+02,1.354998800000000074e+03,-8.678092299999999568e+02,3.345314299999999719e+01,-8.343560899999999947e+02,2.543018799999999828e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.403679799999999922e+00
1.900000000000000000e+03,9.499999999999999556e-01,1.920000000000000000e+02,1.431496000000000095e+03,-8.705059400000000096e+02,3.534175700000000120e+01,-8.351641799999999876e+02,1.871954499999999825e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.364521599999999779e+00
2.000000000000000000e+03,1.000000000000000000e+00,1.920000000000000000e+02,1.391101499999999987e+03,-8.693600099999999884e+02,3.434447000000000116e+01,-8.350155399999999872e+02,1.576504600000000028e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.816725799999999946e+00
2.100000000000000000e+03,1.050000000000000044e+00,1.920000000000000000e+02,1.584408699999999953e+03,-8.727449500000000171e+02,3.911697099999999949e+01,-8.336279799999999796e+02,1.704806399999999849e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.848464800000000352e+00
2.200000000000000000e+03,1.100000000000000089e+00,1.920000000000000000e+02,1.520189900000000080e+03,-8.704120400000000473e+02,3.753149400000000213e+01,-8.328805499999999711e+02,1.721079000000000087e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.514303400000000188e+00
2.300000000000000000e+03,1.149999999999999911e+00,1.920000000000000000e+02,1.552845199999999977e+03,-8.705041899999999941e+02,3.833770899999999671e+01,-8.321664799999999786e+02,2.225171199999999953e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.476944399999999824e+00
2.400000000000000000e+03,1.199999999999999956e+00,1.920000000000000000e+02,1.445312300000000050e+03,-8.673832800000000134e+02,3.568286400000000214e+01,-8.317004200000000083e+02,2.037620300000000134e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.535793599999999870e+00
2.500000000000000000e+03,1.250000000000000000e+00,1.920000000000000000e+02,1.528160499999999956e+03,-8.689167999999999665e+02,3.772827600000000103e+01,-8.311885300000000143e+02,1.793742699999999968e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.414725200000000349e+00
2.600000000000000000e+03,1.300000000000000044e+00,1.920000000000000000e+02,1.476881300000000010e+03,-8.671174200000000383e+02,3.646226099999999803e+01,-8.306551600000000235e+02,1.440523799999999937e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.122058899999999859e+00
2.700000000000000000e+03,1.350000000000000089e+00,1.920000000000000000e+02,1.480506800000000112e+03,-8.663839299999999639e+02,3.655176900000000018e+01,-8.298321600000000444e+02,2.463292199999999866e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.530147900000000227e+00
2.800000000000000000e+03,1.399999999999999911e+00,1.920000000000000000e+02,1.603070699999999988e+03,-8.684367399999999861e+02,3.957771300000000281e+01,-8.288590299999999615e+02,1.733943200000000070e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.299306900000000375e+00
2.900000000000000000e+03,1.449999999999999956e+00,1.920000000000000000e+02,1.517677500000000009e+03,-8.658976900000000114e+02,3.746946599999999705e+01,-8.284282200000000103e+02,2.098032200000000012e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.141336100000000187e+00
3.000000000000000000e+03,1.500000000000000000e+00,1.920000000000000000e+02,1.529999199999999973e+03,-8.662926099999999678e+02,3.777367199999999769e+01,-8.285189400000000433e+02,1.614788099999999940e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.166073299999999868e+00
3.100000000000000000e+03,1.550000000000000044e+00,1.920000000000000000e+02,1.527294900000000098e+03,-8.669389599999999518e+02,3.770690799999999854e+01,-8.292320499999999583e+02,2.448574000000000160e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.428061200000000142e+00
3.200000000000000000e+03,1.600000000000000089e+00,1.920000000000000000e+02,1.449116099999999960e+03,-8.663813400000000229e+02,3.577677599999999813e+01,-8.306045599999999922e+02,1.523167300000000068e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,5.581860800000000289e+00
3.300000000000000000e+03,1.649999999999999911e+00,1.920000000000000000e+02,1.467218800000000101e+03,-8.680584099999999808e+02,3.622370800000000202e+01,-8.318346999999999980e+02,2.797268400000000111e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.641760999999999804e+00
3.400000000000000000e+03,1.699999999999999956e+00,1.920000000000000000e+02,1.459276599999999917e+03,-8.687332599999999729e+02,3.602762299999999840e+01,-8.327056400000000167e+02,1.151109599999999955e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.545311700000000066e+00
3.500000000000000000e+03,1.750000000000000000e+00,1.920000000000000000e+02,1.564802200000000084e+03,-8.718556899999999814e+02,3.863291199999999748e+01,-8.332227799999999434e+02,2.084021900000000096e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.218214599999999592e+00
3.600000000000000000e+03,1.800000000000000044e+00,1.920000000000000000e+02,1.464243400000000065e+03,-8.703286900000000514e+02,3.615024700000000024e+01,-8.341784400000000232e+02,1.409817000000000007e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.217346599999999945e+00
3.700000000000000000e+03,1.850000000000000089e+00,1.920000000000000000e+02,1.401884700000000066e+03,-8.695825399999999945e+02,3.461069299999999771e+01,-8.349718500000000176e+02,2.333777300000000105e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.818598699999999901e+00
3.800000000000000000e+03,1.899999999999999911e+00,1.920000000000000000e+02,1.346342200000000048e+03,-8.683202300000000378e+02,3.323942300000000216e+01,-8.350808100000000422e+02,1.799980400000000009e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.350618299999999827e+00
3.900000000000000000e+03,1.949999999999999956e+00,1.920000000000000000e+02,1.420964500000000044e+03,-8.691496399999999767e+02,3.508174799999999749e+01,-8.340678900000000340e+02,1.761836899999999878e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.645843699999999910e+00
4.000000000000000000e+03,2.000000000000000000e+00,1.920000000000000000e+02,1.521955200000000104e+03,-8.693486100000000079e+02,3.757507700000000028e+01,-8.317735300000000507e+02,1.084720999999999913e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.964052500000000201e+00
4.100000000000000000e+03,2.049999999999999822e+00,1.920000000000000000e+02,1.571883399999999938e+03,-8.683746099999999615e+02,3.880773899999999799e+01,-8.295668699999999944e+02,2.377762600000000020e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.622697200000000173e+00
4.200000000000000000e+03,2.100000000000000089e+00,1.920000000000000000e+02,1.657999199999999973e+03,-8.696423300000000154e+02,4.093382499999999879e+01,-8.287084999999999582e+02,1.420408400000000074e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.075893999999999906e+00
4.300000000000000000e+03,2.149999999999999911e+00,1.920000000000000000e+02,1.495855700000000070e+03,-8.663295000000000528e+02,3.693071400000000182e+01,-8.293987899999999627e+02,1.397652299999999923e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.346952599999999833e+00
4.400000000000000000e+03,2.200000000000000178e+00,1.920000000000000000e+02,1.460669599999999946e+03,-8.669436699999999973e+02,3.606201599999999985e+01,-8.308816500000000360e+02,2.357280700000000070e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.367444100000000162e+00
4.500000000000000000e+03,2.250000000000000000e+00,1.920000000000000000e+02,1.336289600000000064e+03,-8.662496700000000374e+02,3.299123699999999815e+01,-8.332584399999999505e+02,1.852792099999999846e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.917742900000000361e+00
4.600000000000000000e+03,2.299999999999999822e+00,1.920000000000000000e+02,1.423646700000000010e+03,-8.701120499999999538e+02,3.514796900000000335e+01,-8.349640799999999672e+02,2.294132200000000012e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.067220999999999975e+00
4.700000000000000000e+03,2.350000000000000089e+00,1.920000000000000000e+02,1.238327800000000025e+03,-8.665432299999999941e+02,3.057268699999999839e+01,-8.359705400000000282e+02,1.869774599999999919e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,5.453111500000000333e+00
4.800000000000000000e+03,2.399999999999999911e+00,1.920000000000000000e+02,1.422039099999999962e+03,-8.703572500000000218e+02,3.510828000000000060e+01,-8.352489799999999605e+02,1.133498099999999977e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.298436000000000146e+00
4.900000000000000000e+03,2.450000000000000178e+00,1.920000000000000000e+02,1.453570400000000063e+03,-8.683037900000000491e+02,3.588674699999999973e+01,-8.324170500000000175e+02,1.791420200000000114e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,5.509949200000000324e+00
5.000000000000000000e+03,2.500000000000000000e+00,1.920000000000000000e+02,1.644186599999999999e+03,-8.685071000000000367e+02,4.059281099999999753e+01,-8.279142900000000509e+02,1.691747000000000116e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.331317399999999651e+00
5.100000000000000000e+03,2.549999999999999822e+00,1.920000000000000000e+02,1.654356199999999944e+03,-8.680416300000000547e+02,4.084388299999999816e+01,-8.271977500000000418e+02,1.763192699999999968e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.272553799999999846e+00
5.200000000000000000e+03,2.600000000000000089e+00,1.920000000000000000e+02,1.625677300000000059e+03,-8.680094000000000278e+02,4.013584000000000174e+01,-8.278735599999999977e+02,2.106076199999999881e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,5.208410699999999949e+00
5.300000000000000000e+03,2.649999999999999911e+00,1.920000000000000000e+02,1.544741099999999960e+03,-8.673560700000000452e+02,3.813763099999999895e+01,-8.292184399999999869e+02,1.199423199999999997e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,5.511919699999999978e+00
5.400000000000000000e+03,2.700000000000000178e+00,1.920000000000000000e+02,1.575548600000000079e+03,-8.699059799999999996e+02,3.889822600000000108e+01,-8.310077599999999620e+02,2.035466300000000047e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.157519699999999929e+00
5.500000000000000000e+03,2.750000000000000000e+00,1.920000000000000000e+02,1.476830200000000104e+03,-8.697603400000000420e+02,3.646099900000000105e+01,-8.332993400000000292e+02,1.518142699999999968e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.710242699999999783e+00
5.600000000000000000e+03,2.799999999999999822e+00,1.920000000000000000e+02,1.508341200000000072e+03,-8.722140399999999545e+02,3.723896500000000032e+01,-8.349750800000000481e+02,2.484393400000000111e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.901104399999999917e+00
5.700000000000000000e+03,2.850000000000000089e+00,1.920000000000000000e+02,1.396011400000000094e+03,-8.705770999999999731e+02,3.446568800000000010e+01,-8.361114099999999780e+02,1.521836800000000039e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.073949999999999960e+00
5.800000000000000000e+03,2.899999999999999911e+00,1.920000000000000000e+02,1.445730399999999918e+03,-8.720531600000000481e+02,3.569318700000000177e+01,-8.363599699999999757e+02,1.858575899999999820e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.778391099999999891e+00
5.900000000000000000e+03,2.950000000000000178e+00,1.920000000000000000e+02,1.429119699999999966e+03,-8.713424499999999853e+02,3.528308899999999682e+01,-8.360593599999999697e+02,1.035350699999999961e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,2.967765599999999893e+00
6.000000000000000000e+03,3.000000000000000000e+00,1.920000000000000000e+02,1.436617600000000039e+03,-8.698327299999999696e+02,3.546820300000000259e+01,-8.343645299999999452e+02,2.038714099999999962e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.462203300000000095e+00
6.100000000000000000e+03,3.049999999999999822e+00,1.920000000000000000e+02,1.430883900000000040e+03,-8.660841000000000349e+02,3.532664499999999919e+01,-8.307574499999999489e+02,1.707635599999999977e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.380078499999999764e+00
6.200000000000000000e+03,3.100000000000000089e+00,1.920000000000000000e+02,1.605405400000000100e+03,-8.680266599999999926e+02,3.963535300000000206e+01,-8.283913099999999758e+02,2.036984800000000178e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.520593700000000048e+00
6.300000000000000000e+03,3.149999999999999911e+00,1.920000000000000000e+02,1.488243999999999915e+03,-8.646104500000000144e+02,3.674279200000000145e+01,-8.278676600000000008e+02,1.980131999999999971e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.261307399999999745e+00
6.400000000000000000e+03,3.200000000000000178e+00,1.920000000000000000e+02,1.577626700000000028e+03,-8.669728000000000065e+02,3.894953199999999782e+01,-8.280232600000000502e+02,2.074908399999999892e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,6.381451199999999879e+00
6.500000000000000000e+03,3.250000000000000000e+00,1.920000000000000000e+02,1.447174400000000105e+03,-8.648098700000000463e+02,3.572883600000000115e+01,-8.290810400000000300e+02,1.899210699999999997e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.490414000000000350e+00
6.600000000000000000e+03,3.299999999999999822e+00,1.920000000000000000e+02,1.506614100000000008e+03,-8.675166900000000396e+02,3.719632500000000164e+01,-8.303203600000000506e+02,2.293372300000000178e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.566614600000000301e+00
6.700000000000000000e+03,3.350000000000000089e+00,1.920000000000000000e+02,1.478602699999999913e+03,-8.684380499999999756e+02,3.650476100000000201e+01,-8.319332900000000564e+02,2.034393899999999849e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.965256199999999787e+00
6.800000000000000000e+03,3.399999999999999911e+00,1.920000000000000000e+02,1.312252300000000105e+03,-8.655605600000000095e+02,3.239778700000000100e+01,-8.331627700000000232e+02,2.234141900000000169e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.619184499999999804e+00
6.900000000000000000e+03,3.450000000000000178e+00,1.920000000000000000e+02,1.510499099999999999e+03,-8.703978299999999990e+02,3.729223900000000214e+01,-8.331055900000000065e+02,2.335547200000000157e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.552347199999999816e+00
7.000000000000000000e+03,3.500000000000000000e+00,1.920000000000000000e+02,1.440354499999999916e+03,-8.680020500000000538e+02,3.556046299999999860e+01,-8.324415900000000192e+02,2.441922599999999875e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,5.679267699999999586e+00
7.100000000000000000e+03,3.549999999999999822e+00,1.920000000000000000e+02,1.529129500000000007e+03,-8.678113399999999729e+02,3.775220000000000198e+01,-8.300591399999999567e+02,1.918584100000000035e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,5.021149799999999885e+00
7.200000000000000000e+03,3.600000000000000089e+00,1.920000000000000000e+02,1.836776499999999942e+03,-8.722794000000000096e+02,4.534760099999999738e+01,-8.269317999999999529e+02,2.744104899999999907e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.436197100000000226e+00
7.300000000000000000e+03,3.649999999999999911e+00,1.920000000000000000e+02,1.679491400000000112e+03,-8.683895800000000236e+02,4.146444000000000329e+01,-8.269251400000000558e+02,1.888682700000000114e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.249961400000000111e+00
7.400000000000000000e+03,3.700000000000000178e+00,1.920000000000000000e+02,1.565645299999999907e+03,-8.675696000000000367e+02,3.865372700000000350e+01,-8.289158700000000408e+02,2.029655700000000070e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.488891599999999649e+00
7.500000000000000000e+03,3.750000000000000000e+00,1.920000000000000000e+02,1.530672399999999925e+03,-8.693460800000000290e+02,3.779029200000000088e+01,-8.315557900000000018e+02,1.968088899999999921e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.054953099999999644e+00
7.600000000000000000e+03,3.799999999999999822e+00,1.920000000000000000e+02,1.466295200000000023e+03,-8.694884499999999434e+02,3.620090299999999672e+01,-8.332875500000000102e+02,1.117711900000000060e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.365590899999999941e+00
7.700000000000000000e+03,3.850000000000000089e+00,1.920000000000000000e+02,1.488955799999999954e+03,-8.707251499999999851e+02,3.676036599999999765e+01,-8.339647899999999936e+02,2.032093899999999849e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.338772899999999932e+00
7.800000000000000000e+03,3.899999999999999911e+00,1.920000000000000000e+02,1.372863399999999956e+03,-8.681620199999999841e+02,3.389419600000000088e+01,-8.342678200000000288e+02,1.891181699999999910e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.406837799999999916e+00
7.900000000000000000e+03,3.950000000000000178e+00,1.920000000000000000e+02,1.501130799999999908e+03,-8.704690100000000257e+02,3.706094900000000081e+01,-8.334080599999999777e+02,2.047327000000000044e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.103741199999999978e+00
8.000000000000000000e+03,4.000000000000000000e+00,1.920000000000000000e+02,1.479836199999999963e+03,-8.685634700000000521e+02,3.653521500000000088e+01,-8.320282600000000457e+02,2.013510499999999956e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.313405999999999629e+00
