stage_time_ps,Li_A2,Zr_A2,O_A2,Cl_A2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000278e-02,2.402653969415608770e-01,6.194162121348145006e-02,1.276855600605617536e-01,1.457188643929686056e-01
1.000000000000000056e-01,6.797392083200813895e-01,1.551452224849301231e-01,1.739780285999175946e-01,3.331897801929619707e-01
1.499999999999999944e-01,9.219332452521190602e-01,2.557519622118879510e-01,2.455637910327218565e-01,5.598925690351782558e-01
2.000000000000000111e-01,1.162658324075237726e+00,3.245919616354540627e-01,3.199984917705460119e-01,7.830868456779030984e-01
2.500000000000000000e-01,1.679179954637660455e+00,4.018045900177251162e-01,3.860595638470170066e-01,9.995463684409924277e-01
2.999999999999999889e-01,2.229177633002266568e+00,5.829416937746952909e-01,4.954754154444271919e-01,1.277806969809725635e+00
3.500000000000000333e-01,2.780609199081090832e+00,7.730154121238106413e-01,7.382425149654228136e-01,1.635788770363076461e+00
4.000000000000000222e-01,3.573301013836775120e+00,9.448783360041982382e-01,9.761231320712159265e-01,1.910092954613138660e+00
4.500000000000000111e-01,4.820102848915579941e+00,1.154318754644243716e+00,1.116537717523103490e+00,2.226060478757012628e+00
5.000000000000000000e-01,5.670613706127824116e+00,1.421445519604464636e+00,1.371123173893905145e+00,2.545916321159706008e+00
5.500000000000000444e-01,6.190873533347880375e+00,1.544569566468027455e+00,1.193053870346198808e+00,2.958467322627793106e+00
5.999999999999999778e-01,7.072631888451935467e+00,1.820192596072472524e+00,1.455467742687017285e+00,3.378583342174514392e+00
6.500000000000000222e-01,7.943724408557942596e+00,1.982111802968559600e+00,1.845268329667187013e+00,3.827430412989745623e+00
7.000000000000000666e-01,9.097981790905809163e+00,2.261090384244969886e+00,1.817332329247521860e+00,4.260475489548146477e+00
7.500000000000000000e-01,1.022476569986805472e+01,2.501548866893768874e+00,2.389923169990258778e+00,4.649055028693529934e+00
8.000000000000000444e-01,1.090177388004193659e+01,2.753886358162404235e+00,3.032445776489852918e+00,4.969263788811814742e+00
8.499999999999999778e-01,1.117967676083370954e+01,3.172822772100042599e+00,3.581335214110191512e+00,5.144727196706137207e+00
9.000000000000000222e-01,1.108907265039923651e+01,3.297247574897312017e+00,3.742236209333646979e+00,5.577543607126329128e+00
9.500000000000000666e-01,1.117582280262428185e+01,3.202609782420829720e+00,3.967408257572310859e+00,5.995320635544211463e+00
1.000000000000000000e+00,1.163567375249912494e+01,3.180990011994755395e+00,4.010331834875390022e+00,6.420845390481691339e+00
1.050000000000000044e+00,1.276317716762992482e+01,3.249237034395004997e+00,4.376205074933720240e+00,6.914760553020059319e+00
1.100000000000000089e+00,1.311317201131283028e+01,3.540257421819476225e+00,5.218719237148384593e+00,7.341264702853597335e+00
1.150000000000000133e+00,1.379162844654442921e+01,3.630377206584774807e+00,5.550626469679688313e+00,7.682492116750224476e+00
1.199999999999999956e+00,1.379137412535430407e+01,3.615125919168165947e+00,6.017945655194406385e+00,7.910382572188342287e+00
1.250000000000000000e+00,1.442043053740348135e+01,3.489371986849349128e+00,6.253925370621895574e+00,8.141912711593464635e+00
1.300000000000000044e+00,1.579348282231294753e+01,3.482565016287143322e+00,6.199113159532928741e+00,8.286320394933062161e+00
1.350000000000000089e+00,1.634303081270290292e+01,3.502004189532756495e+00,6.214016113422015763e+00,8.493567216823420196e+00
1.400000000000000133e+00,1.723179983808350713e+01,3.633997692043327898e+00,6.679758729973002573e+00,8.493760703210931240e+00
1.449999999999999956e+00,1.907595893488521455e+01,3.454313459042357426e+00,6.116773495233226221e+00,8.816651250205801205e+00
1.500000000000000000e+00,1.993788891310487443e+01,3.379662767865675210e+00,6.172274500314963497e+00,8.800756542161687790e+00
1.550000000000000044e+00,2.079505022824243454e+01,3.416466494863126702e+00,6.605809055896391335e+00,8.822275461847262079e+00
1.600000000000000089e+00,2.200968524092138878e+01,3.441648648867243310e+00,5.976286709903875227e+00,8.958785810375474057e+00
1.650000000000000133e+00,2.251792517380263448e+01,3.447299122557262674e+00,5.768556679464217574e+00,9.057801858082818569e+00
1.699999999999999956e+00,2.225449695434996400e+01,3.449718765250076924e+00,6.122729695816800266e+00,9.088163142004260564e+00
1.750000000000000000e+00,2.185507357196206968e+01,3.386191517692138220e+00,6.648982395454702932e+00,9.441371396593794429e+00
1.800000000000000044e+00,2.185878708385661895e+01,3.466923187618702329e+00,6.351664359130855253e+00,9.474791896619631615e+00
1.850000000000000089e+00,2.424519335517586072e+01,3.606709191846702467e+00,6.412796241034262046e+00,9.916364536291519372e+00
1.900000000000000133e+00,2.460254718081720071e+01,3.708657887869490466e+00,7.111183860739257234e+00,1.013116792229963536e+01
1.949999999999999956e+00,2.488445117703362897e+01,3.826744371515683252e+00,6.726366804101435726e+00,1.042077776079157125e+01
2.000000000000000000e+00,2.709355080137684268e+01,3.928454568948065440e+00,7.011079736365970483e+00,1.059534485271733928e+01
2.049999999999999822e+00,2.721545606567802267e+01,3.981674125876411008e+00,6.923002502261414115e+00,1.097795702700316944e+01
2.100000000000000089e+00,2.686439161616300808e+01,4.007168538585166750e+00,6.783545012931317508e+00,1.097422468018634589e+01
2.149999999999999911e+00,2.783489916711467416e+01,4.227477926579335410e+00,7.112880690869346267e+00,1.084614760896070074e+01
2.200000000000000178e+00,2.852306801077448384e+01,4.319712543301717389e+00,7.275137267661215823e+00,1.087902714536132187e+01
2.250000000000000000e+00,2.910604149828232678e+01,4.231664586385797122e+00,6.835328076767003047e+00,1.113318582964831727e+01
2.300000000000000266e+00,2.819970871682734881e+01,4.322001954066533536e+00,7.384739849594267547e+00,1.143164814130218332e+01
2.350000000000000089e+00,2.701000789910682087e+01,4.219016164997552387e+00,6.679497245167951291e+00,1.184519557191522310e+01
2.399999999999999911e+00,2.661546814746882461e+01,4.462611844227155622e+00,6.277364717650793402e+00,1.228627354428635954e+01
2.450000000000000178e+00,2.611113535936740249e+01,4.767001469737671471e+00,6.701661351889648621e+00,1.274757435204628919e+01
2.500000000000000000e+00,2.612678539037136360e+01,4.929113970040968518e+00,6.491956147512593311e+00,1.296673230319501258e+01
2.550000000000000266e+00,2.723578975757753895e+01,4.950186632837275447e+00,5.778973590275525929e+00,1.337948270836186282e+01
2.600000000000000089e+00,2.957811916542764763e+01,4.937110166231595265e+00,5.964864360685762534e+00,1.378047464494670393e+01
2.649999999999999911e+00,3.009942790142741487e+01,5.079829119867774523e+00,5.627286493703586245e+00,1.375113501962030682e+01
2.700000000000000178e+00,3.113565065136736365e+01,4.932496458977292164e+00,5.454175772236425246e+00,1.381078242476662510e+01
2.750000000000000000e+00,3.201178814382288351e+01,4.727855183078742307e+00,6.340560755314990082e+00,1.398885149666698346e+01
2.800000000000000266e+00,3.297463776870112184e+01,4.690489411684683141e+00,6.008074368745916161e+00,1.437383306153882323e+01
2.850000000000000089e+00,3.307268327437347466e+01,4.601878115937855895e+00,5.666946272570406506e+00,1.466861550551135984e+01
2.899999999999999911e+00,3.406271384985100070e+01,4.530864599749477861e+00,5.437006628153935317e+00,1.482587158294765572e+01
2.950000000000000178e+00,3.419351636644434933e+01,4.525436825954601616e+00,6.227435949549477101e+00,1.472976939374449756e+01
3.000000000000000000e+00,3.418349280497769627e+01,4.457341440547193834e+00,6.010751971535277072e+00,1.482497405047414674e+01
3.050000000000000266e+00,3.491610302340323813e+01,4.452209163116879864e+00,6.084549874093667654e+00,1.509816061499592088e+01
3.100000000000000089e+00,3.558295479931909000e+01,4.749689933048492740e+00,6.217395431480228218e+00,1.546751672655502219e+01
3.149999999999999911e+00,3.502396241704012425e+01,5.017631765712873282e+00,7.079862873818224323e+00,1.573202756954913539e+01
3.200000000000000178e+00,3.568759009538909055e+01,5.134762702293974357e+00,7.783359684225516162e+00,1.616696775228989225e+01
3.250000000000000000e+00,3.735193189830705762e+01,5.141439263587606945e+00,7.682618338838582694e+00,1.659470138368943282e+01
3.300000000000000266e+00,3.836512167585966893e+01,5.278983819004960054e+00,7.848710333083738000e+00,1.668575833030000410e+01
3.350000000000000089e+00,3.852484660020261487e+01,5.512390678780342057e+00,8.324672098621098471e+00,1.704952146867892893e+01
3.399999999999999911e+00,3.917269343674288962e+01,5.931489942064705367e+00,7.886044359397551773e+00,1.706511180852663401e+01
3.450000000000000178e+00,4.001561488142583300e+01,6.230774146992138718e+00,8.452530891476156327e+00,1.738495339598494738e+01
3.500000000000000000e+00,3.908012293055422504e+01,6.548731778398740211e+00,8.706209722052303590e+00,1.764032916019241171e+01
3.550000000000000266e+00,3.915056818874951716e+01,6.552986709926103437e+00,8.186989020895671487e+00,1.799222031117596288e+01
3.600000000000000089e+00,3.927929079452586336e+01,6.463598268678200753e+00,9.260434339097653123e+00,1.779176786998634086e+01
3.649999999999999911e+00,4.047416630446253549e+01,6.582245885459388823e+00,9.442633390783216285e+00,1.774248345472122068e+01
3.700000000000000178e+00,4.128710208428795880e+01,6.776589296938069218e+00,9.150524344415114086e+00,1.770457636472806584e+01
3.750000000000000000e+00,4.176339396216936706e+01,6.800468790845244804e+00,9.228120501755521232e+00,1.782718843263022279e+01
3.800000000000000266e+00,4.318578751879168465e+01,6.946003454303773417e+00,8.310244625101871563e+00,1.760202050904623405e+01
3.850000000000000089e+00,4.471794691640407393e+01,7.101645215334130512e+00,9.118551454251006660e+00,1.770893069105702011e+01
3.899999999999999911e+00,4.472896501540616043e+01,7.250408391840906575e+00,9.570536194808115127e+00,1.779438809811296807e+01
3.950000000000000178e+00,4.504326256442642773e+01,7.306949742079390298e+00,9.216606859052506096e+00,1.793714965608384304e+01
4.000000000000000000e+00,4.501819241292695040e+01,7.398648233431725174e+00,9.716241961021587770e+00,1.797832938262153135e+01
4.049999999999999822e+00,4.594125246111649830e+01,7.352721589219666676e+00,1.017765296278708931e+01,1.814817027267030269e+01
4.099999999999999645e+00,4.658835705725668674e+01,7.595827923079006005e+00,1.001736067337487057e+01,1.839478576801797161e+01
4.150000000000000355e+00,4.805758145875819309e+01,7.673784920313209135e+00,1.004534857566989636e+01,1.861520417511510672e+01
4.200000000000000178e+00,4.961970976322436400e+01,8.002612693706359082e+00,9.946471948001756047e+00,1.902206980437502892e+01
4.250000000000000000e+00,5.141260328839805283e+01,8.347221844802113822e+00,1.029646606896697314e+01,1.951912178586506030e+01
4.299999999999999822e+00,5.008374154614921281e+01,8.711151112508231265e+00,9.965672383177652804e+00,1.986772943803128300e+01
4.350000000000000533e+00,5.187973968124185120e+01,8.905796002672742517e+00,1.062169731701557041e+01,2.010500556379683701e+01
4.400000000000000355e+00,5.412793925662954564e+01,9.355517189028251579e+00,1.054407144830400433e+01,2.012348279580039900e+01
4.450000000000000178e+00,5.458184612881539266e+01,9.709001350597763036e+00,9.623792430549622523e+00,2.035889099394765367e+01
