stage_time_ps,Li_A2,Zr_A2,O_A2,Cl_A2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000426326e-02,1.248366112896100999e-01,1.384436045254397452e-02,3.368119164343744837e-02,4.383889396082593648e-02
1.000000000000014211e-01,2.400929976438098135e-01,3.216885541771979246e-02,7.202416699461765270e-02,1.147668918902085000e-01
1.499999999999985789e-01,3.418926541702197452e-01,6.551268484621133870e-02,9.970887446634131568e-02,1.820317805900905361e-01
2.000000000000028422e-01,3.682646504311337110e-01,1.023855298691984522e-01,1.909849908932352569e-01,2.487373741312902675e-01
2.500000000000000000e-01,4.222468328275091887e-01,1.380108385976072938e-01,2.374413197491331839e-01,3.080800790473037232e-01
3.000000000000042633e-01,5.000392936996400639e-01,1.640993944311195940e-01,2.536674824942020123e-01,3.670708642215897433e-01
3.500000000000014211e-01,5.127277868656030524e-01,2.078809276994041111e-01,2.961931434628265469e-01,3.875043379023344059e-01
3.999999999999985789e-01,5.036743815961002291e-01,2.356071910243581202e-01,2.765178242156114408e-01,3.861385795647471753e-01
4.500000000000028422e-01,5.822762313570745141e-01,2.485616266251915452e-01,3.320861535884259141e-01,3.781303643616855670e-01
5.000000000000000000e-01,6.278044031659255619e-01,2.260241013975654856e-01,2.900652802245013429e-01,3.814547778263975841e-01
5.500000000000042633e-01,5.996319506184214498e-01,1.965991777852706124e-01,2.414793123688114829e-01,3.834952567025510239e-01
6.000000000000014211e-01,6.917509134784290969e-01,1.974808885415608450e-01,2.884749055628100800e-01,3.704183821771644403e-01
6.499999999999985789e-01,6.667994388077341794e-01,2.096723357336570948e-01,2.647716531735107570e-01,3.714016415053064124e-01
7.000000000000028422e-01,6.552512713582702153e-01,2.271135879364694354e-01,2.581857213671306384e-01,3.784573722987159550e-01
7.500000000000000000e-01,7.064585637648255201e-01,2.278872122789800947e-01,2.768029431090243131e-01,3.997660922663867633e-01
8.000000000000042633e-01,7.090130267838921085e-01,2.101555264979083348e-01,2.516015347438147476e-01,4.174639517941673428e-01
8.500000000000014211e-01,6.385277379287258581e-01,2.176445624658705780e-01,2.360051753111996053e-01,4.398802015297568757e-01
8.999999999999985789e-01,6.184810949505514799e-01,2.131488799208517693e-01,2.550502359281419662e-01,4.726850086687250374e-01
