step,time_ps,atoms,T_K,PE_eV,KE_eV,Etot_eV,P_bar,V_A3,rho_g_cm3,Lx_A,Ly_A,Lz_A,Fmax_component_eV_A
2.300000000000000000e+03,1.149999999999999911e+00,1.920000000000000000e+02,1.514202900000000000e+03,-8.714398400000000038e+02,3.738368400000000236e+01,-8.340561500000000024e+02,2.191121399999999994e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.555964700000000089e+00
2.400000000000000000e+03,1.199999999999999956e+00,1.920000000000000000e+02,1.454066100000000006e+03,-8.698519900000000007e+02,3.589898300000000120e+01,-8.339530099999999493e+02,1.924261000000000058e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.917918499999999860e+00
2.500000000000000000e+03,1.250000000000000000e+00,1.920000000000000000e+02,1.480544599999999946e+03,-8.695853499999999485e+02,3.655270399999999853e+01,-8.330326499999999896e+02,2.137821600000000035e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.834415100000000187e+00
2.600000000000000000e+03,1.300000000000000044e+00,1.920000000000000000e+02,1.436932800000000043e+03,-8.670485999999999649e+02,3.547598599999999891e+01,-8.315726100000000542e+02,2.102692799999999988e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.911939299999999786e+00
2.700000000000000000e+03,1.350000000000000089e+00,1.920000000000000000e+02,1.550505699999999933e+03,-8.677260099999999738e+02,3.827995200000000153e+01,-8.294460500000000138e+02,2.129893100000000049e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,5.273890100000000025e+00
2.800000000000000000e+03,1.399999999999999911e+00,1.920000000000000000e+02,1.456538700000000063e+03,-8.638284800000000132e+02,3.596003000000000327e+01,-8.278684500000000526e+02,2.210996199999999953e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.329121499999999845e+00
2.900000000000000000e+03,1.449999999999999956e+00,1.920000000000000000e+02,1.521763799999999947e+03,-8.638193099999999731e+02,3.757035199999999975e+01,-8.262489600000000110e+02,1.569718100000000049e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.225302000000000113e+00
3.000000000000000000e+03,1.500000000000000000e+00,1.920000000000000000e+02,1.621090599999999995e+03,-8.649813400000000456e+02,4.002259999999999707e+01,-8.249587400000000343e+02,2.550079699999999866e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.615845600000000104e+00
3.100000000000000000e+03,1.550000000000000044e+00,1.920000000000000000e+02,1.625623299999999972e+03,-8.657788699999999835e+02,4.013450699999999927e+01,-8.256443699999999808e+02,2.233559700000000157e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.178256700000000379e+00
3.200000000000000000e+03,1.600000000000000089e+00,1.920000000000000000e+02,1.497742700000000013e+03,-8.656742799999999534e+02,3.697730200000000167e+01,-8.286969800000000532e+02,2.453299799999999959e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,5.232342199999999721e+00
3.300000000000000000e+03,1.649999999999999911e+00,1.920000000000000000e+02,1.613007100000000037e+03,-8.709487500000000182e+02,3.982302899999999823e+01,-8.311257200000000012e+02,1.981795000000000073e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.634637999999999813e+00
3.400000000000000000e+03,1.699999999999999956e+00,1.920000000000000000e+02,1.391198900000000094e+03,-8.675541399999999612e+02,3.434687399999999968e+01,-8.332072600000000193e+02,1.757325100000000020e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.418224200000000046e+00
3.500000000000000000e+03,1.750000000000000000e+00,1.920000000000000000e+02,1.336375000000000000e+03,-8.668447800000000143e+02,3.299334600000000250e+01,-8.338514300000000503e+02,1.197095000000000073e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.132981799999999595e+00
3.600000000000000000e+03,1.800000000000000044e+00,1.920000000000000000e+02,1.531696899999999914e+03,-8.709395799999999781e+02,3.781558499999999867e+01,-8.331239900000000489e+02,2.596107900000000154e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.397011599999999909e+00
3.700000000000000000e+03,1.850000000000000089e+00,1.920000000000000000e+02,1.552818800000000010e+03,-8.706403900000000249e+02,3.833705799999999897e+01,-8.323033299999999599e+02,1.874184500000000116e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.842552099999999804e+00
3.800000000000000000e+03,1.899999999999999911e+00,1.920000000000000000e+02,1.602599500000000035e+03,-8.714277100000000473e+02,3.956607900000000200e+01,-8.318616299999999910e+02,2.448175500000000102e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.522986999999999647e+00
3.900000000000000000e+03,1.949999999999999956e+00,1.920000000000000000e+02,1.514980600000000095e+03,-8.695530800000000227e+02,3.740288300000000277e+01,-8.321502000000000407e+02,1.304537700000000041e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.493389200000000194e+00
4.000000000000000000e+03,2.000000000000000000e+00,1.920000000000000000e+02,1.541429699999999912e+03,-8.711595099999999547e+02,3.805587700000000240e+01,-8.331036299999999528e+02,1.772592699999999968e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.752721400000000429e+00
4.100000000000000000e+03,2.049999999999999822e+00,1.920000000000000000e+02,1.329434199999999919e+03,-8.675275500000000193e+02,3.282198499999999797e+01,-8.347055599999999913e+02,1.458858400000000074e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.424211699999999858e+00
4.200000000000000000e+03,2.100000000000000089e+00,1.920000000000000000e+02,1.381132299999999987e+03,-8.691852099999999837e+02,3.409834500000000190e+01,-8.350868600000000015e+02,2.052843999999999869e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,5.087091199999999702e+00
4.300000000000000000e+03,2.149999999999999911e+00,1.920000000000000000e+02,1.481571500000000015e+03,-8.709574199999999564e+02,3.657805599999999657e+01,-8.343793699999999944e+02,2.276970100000000093e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.071389199999999597e+00
4.400000000000000000e+03,2.200000000000000178e+00,1.920000000000000000e+02,1.482965300000000070e+03,-8.694681900000000496e+02,3.661246799999999979e+01,-8.328557200000000194e+02,1.631674599999999919e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.959634100000000156e+00
4.500000000000000000e+03,2.250000000000000000e+00,1.920000000000000000e+02,1.471906199999999899e+03,-8.671319700000000239e+02,3.633943200000000218e+01,-8.307925400000000309e+02,1.737048800000000119e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,5.335781599999999791e+00
4.600000000000000000e+03,2.299999999999999822e+00,1.920000000000000000e+02,1.457515799999999899e+03,-8.645845100000000230e+02,3.598415299999999917e+01,-8.286003600000000233e+02,2.121718100000000049e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,5.654802600000000012e+00
4.700000000000000000e+03,2.350000000000000089e+00,1.920000000000000000e+02,1.660255799999999908e+03,-8.677302300000000059e+02,4.098953600000000108e+01,-8.267406999999999471e+02,2.425431100000000151e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.632450300000000354e+00
4.800000000000000000e+03,2.399999999999999911e+00,1.920000000000000000e+02,1.627330699999999979e+03,-8.672825100000000020e+02,4.017665999999999826e+01,-8.271058500000000322e+02,1.710216300000000047e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,5.076286699999999819e+00
4.900000000000000000e+03,2.450000000000000178e+00,1.920000000000000000e+02,1.638455099999999902e+03,-8.692446499999999787e+02,4.045130499999999785e+01,-8.287933399999999438e+02,1.053138800000000083e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.955413800000000091e+00
5.000000000000000000e+03,2.500000000000000000e+00,1.920000000000000000e+02,1.624946400000000040e+03,-8.704759800000000496e+02,4.011779500000000098e+01,-8.303581799999999475e+02,1.751493600000000151e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.266674199999999750e+00
5.100000000000000000e+03,2.549999999999999822e+00,1.920000000000000000e+02,1.451871599999999944e+03,-8.673398300000000063e+02,3.584480400000000344e+01,-8.314950199999999541e+02,1.813505500000000029e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.373705000000000176e+00
5.200000000000000000e+03,2.600000000000000089e+00,1.920000000000000000e+02,1.437491999999999962e+03,-8.672629200000000083e+02,3.548979099999999676e+01,-8.317731300000000374e+02,1.531863400000000001e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.619911799999999680e+00
5.300000000000000000e+03,2.649999999999999911e+00,1.920000000000000000e+02,1.650549400000000105e+03,-8.726218300000000454e+02,4.074989999999999668e+01,-8.318719300000000203e+02,1.856590499999999884e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.322643699999999978e+00
5.400000000000000000e+03,2.700000000000000178e+00,1.920000000000000000e+02,1.502430399999999963e+03,-8.698931400000000167e+02,3.709303400000000295e+01,-8.328001100000000179e+02,2.021276499999999942e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.469348799999999677e+00
5.500000000000000000e+03,2.750000000000000000e+00,1.920000000000000000e+02,1.408013400000000047e+03,-8.688045200000000250e+02,3.476200299999999999e+01,-8.340425099999999929e+02,2.021463300000000163e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.981154599999999988e+00
5.600000000000000000e+03,2.799999999999999822e+00,1.920000000000000000e+02,1.498520500000000084e+03,-8.720770199999999477e+02,3.699650499999999909e+01,-8.350805199999999786e+02,2.169486200000000099e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.100099199999999833e+00
5.700000000000000000e+03,2.850000000000000089e+00,1.920000000000000000e+02,1.421074299999999994e+03,-8.713580699999999979e+02,3.508445900000000250e+01,-8.362736099999999624e+02,2.080959999999999854e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.316234800000000149e+00
5.800000000000000000e+03,2.899999999999999911e+00,1.920000000000000000e+02,1.362755100000000084e+03,-8.712192900000000009e+02,3.364463500000000096e+01,-8.375746500000000196e+02,1.736303199999999924e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.924066700000000019e+00
5.900000000000000000e+03,2.950000000000000178e+00,1.920000000000000000e+02,1.374867700000000013e+03,-8.721966200000000526e+02,3.394367900000000304e+01,-8.382529399999999669e+02,1.884665899999999965e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.360555800000000204e+00
6.000000000000000000e+03,3.000000000000000000e+00,1.920000000000000000e+02,1.506314399999999978e+03,-8.747916900000000169e+02,3.718892600000000215e+01,-8.376027599999999893e+02,1.876714800000000105e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.442581599999999575e+00
6.100000000000000000e+03,3.049999999999999822e+00,1.920000000000000000e+02,1.460412399999999934e+03,-8.721322000000000116e+02,3.605566499999999763e+01,-8.360765300000000479e+02,1.842785099999999875e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,5.378450299999999906e+00
6.200000000000000000e+03,3.100000000000000089e+00,1.920000000000000000e+02,1.599258100000000013e+03,-8.735826700000000073e+02,3.948358300000000298e+01,-8.340990900000000465e+02,1.974127200000000084e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.868698900000000052e+00
6.300000000000000000e+03,3.149999999999999911e+00,1.920000000000000000e+02,1.469538299999999936e+03,-8.691064199999999573e+02,3.628097199999999845e+01,-8.328254399999999578e+02,1.723515000000000146e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.056975800000000021e+00
6.400000000000000000e+03,3.200000000000000178e+00,1.920000000000000000e+02,1.568631100000000060e+03,-8.702045500000000402e+02,3.872744300000000095e+01,-8.314771100000000388e+02,1.430916500000000087e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.580892899999999823e+00
6.500000000000000000e+03,3.250000000000000000e+00,1.920000000000000000e+02,1.636175600000000031e+03,-8.706327099999999746e+02,4.039502900000000096e+01,-8.302376799999999548e+02,1.678087700000000041e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,2.895904799999999835e+00
6.600000000000000000e+03,3.299999999999999822e+00,1.920000000000000000e+02,1.487124099999999999e+03,-8.663636400000000322e+02,3.671514200000000017e+01,-8.296485000000000127e+02,2.266030900000000111e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.886476499999999668e+00
6.700000000000000000e+03,3.350000000000000089e+00,1.920000000000000000e+02,1.559036800000000085e+03,-8.670316800000000512e+02,3.849057200000000023e+01,-8.285411100000000033e+02,1.498080600000000049e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.936706499999999664e+00
6.800000000000000000e+03,3.399999999999999911e+00,1.920000000000000000e+02,1.608123199999999997e+03,-8.661679599999999937e+02,3.970245100000000349e+01,-8.264655099999999948e+02,2.658306999999999971e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.694373500000000199e+00
6.900000000000000000e+03,3.450000000000000178e+00,1.920000000000000000e+02,1.606007100000000037e+03,-8.647095600000000104e+02,3.965020700000000176e+01,-8.250593599999999697e+02,1.679197300000000178e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,5.507967999999999975e+00
7.000000000000000000e+03,3.500000000000000000e+00,1.920000000000000000e+02,1.522809099999999944e+03,-8.626513499999999794e+02,3.759615699999999805e+01,-8.250552000000000135e+02,2.177120300000000134e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.762809799999999871e+00
7.100000000000000000e+03,3.549999999999999822e+00,1.920000000000000000e+02,1.560975400000000036e+03,-8.649494200000000319e+02,3.853843400000000230e+01,-8.264109799999999950e+02,1.807506999999999971e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.956408800000000170e+00
7.200000000000000000e+03,3.600000000000000089e+00,1.920000000000000000e+02,1.654341300000000047e+03,-8.702456300000000056e+02,4.084351499999999646e+01,-8.294021099999999933e+02,1.959383099999999831e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.543496900000000061e+00
7.300000000000000000e+03,3.649999999999999911e+00,1.920000000000000000e+02,1.511877799999999979e+03,-8.697630900000000338e+02,3.732627999999999702e+01,-8.324368100000000368e+02,2.030343899999999849e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.520420899999999964e+00
7.400000000000000000e+03,3.700000000000000178e+00,1.920000000000000000e+02,1.508261500000000069e+03,-8.709032300000000077e+02,3.723699700000000234e+01,-8.336662400000000162e+02,2.272494599999999991e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.052250700000000094e+00
7.500000000000000000e+03,3.750000000000000000e+00,1.920000000000000000e+02,1.374134299999999939e+03,-8.677597500000000537e+02,3.392557399999999745e+01,-8.338341699999999719e+02,1.770491300000000047e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.140386399999999689e+00
7.600000000000000000e+03,3.799999999999999822e+00,1.920000000000000000e+02,1.475903800000000047e+03,-8.692891799999999876e+02,3.643812700000000149e+01,-8.328510499999999865e+02,1.988739800000000105e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,6.368197900000000189e+00
7.700000000000000000e+03,3.850000000000000089e+00,1.920000000000000000e+02,1.580202399999999898e+03,-8.706035399999999527e+02,3.901312500000000227e+01,-8.315904199999999946e+02,1.789048900000000140e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.088258299999999679e+00
7.800000000000000000e+03,3.899999999999999911e+00,1.920000000000000000e+02,1.533697699999999941e+03,-8.689814599999999700e+02,3.786498399999999975e+01,-8.311164700000000494e+02,2.126307900000000154e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.983336099999999824e+00
7.900000000000000000e+03,3.950000000000000178e+00,1.920000000000000000e+02,1.485173800000000028e+03,-8.677664800000000014e+02,3.666699200000000047e+01,-8.310994899999999461e+02,2.281034200000000055e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,3.459490000000000176e+00
8.000000000000000000e+03,4.000000000000000000e+00,1.920000000000000000e+02,1.497879799999999932e+03,-8.682128400000000283e+02,3.698068599999999861e+01,-8.312321500000000469e+02,1.891354999999999927e+04,5.227176900000000387e+03,2.132909900000000025e+00,2.490935400000000044e+01,2.181529899999999955e+01,9.619301899999999961e+00,4.177550000000000097e+00
