stage_time_ps,Li_A2,Zr_A2,O_A2,Cl_A2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000071054e-02,1.178459426137134392e+00,8.533998871325354507e-02,1.983549015188298126e-01,2.292381892183090464e-01
9.999999999999964473e-02,2.455090318573138752e+00,2.175458780068789399e-01,3.222849343055892990e-01,5.986171451757893447e-01
1.500000000000003553e-01,4.190165314708085731e+00,3.485553026859340431e-01,5.253752206745710973e-01,8.863629495034729411e-01
2.000000000000010658e-01,5.446181391104683023e+00,5.161810740979922985e-01,8.348366793707638900e-01,1.113134541293572477e+00
2.500000000000000000e-01,6.247935656703442753e+00,6.600376169888678701e-01,1.117478925394129741e+00,1.415032879450591086e+00
3.000000000000007105e-01,7.365266715271797437e+00,7.377364605050433788e-01,1.224575810104872930e+00,1.737033543547914505e+00
3.499999999999996447e-01,8.630240472115575656e+00,8.631395283933770424e-01,1.151410417181396584e+00,1.978799920608401042e+00
4.000000000000003553e-01,9.168441451055240776e+00,8.954039828404555257e-01,1.241991263769771203e+00,2.174196046942683314e+00
4.500000000000010658e-01,1.035100122453230753e+01,9.799569787428971113e-01,1.383639366683105054e+00,2.370471418412027020e+00
5.000000000000000000e-01,1.229030808026912602e+01,9.650996802167672861e-01,1.369691908035016725e+00,2.608703419731206452e+00
5.500000000000007105e-01,1.246825265124206084e+01,1.019572445000723304e+00,1.388127850179189160e+00,2.847727028726582787e+00
5.999999999999996447e-01,1.182241180453217133e+01,1.086422632606990790e+00,1.258443241056907080e+00,3.099424590458450979e+00
6.500000000000003553e-01,1.184124108510125417e+01,1.221646315386500259e+00,1.446520049317867596e+00,3.338132276282768096e+00
7.000000000000010658e-01,1.225737661248269816e+01,1.272131426372204333e+00,1.590308747152929802e+00,3.509044382033680964e+00
7.500000000000000000e-01,1.284486807545796339e+01,1.416615635639360660e+00,1.707066409563810394e+00,3.819599105247040605e+00
8.000000000000007105e-01,1.371878927637572154e+01,1.501725686604819643e+00,2.026395110598488092e+00,4.143778519887814760e+00
8.499999999999996447e-01,1.448358503515285456e+01,1.686073302298657817e+00,2.374109553883965607e+00,4.425105165356771231e+00
9.000000000000003553e-01,1.516203366180274870e+01,1.898802036875150590e+00,2.506450185796287311e+00,4.767627528051853858e+00
9.500000000000010658e-01,1.526769191246048507e+01,2.156085060296703215e+00,2.683735870323182393e+00,5.023027778972599222e+00
1.000000000000000000e+00,1.545682224933910653e+01,2.324876889604152286e+00,2.956704588393263222e+00,5.411490023138074257e+00
