stage_time_ps,Li_A2,Zr_A2,O_A2,Cl_A2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000278e-02,4.355662847021659623e-01,4.176720836376301982e-02,9.123302308758594881e-02,1.396262893212472933e-01
1.000000000000000056e-01,7.568356702975143069e-01,1.154969706668232260e-01,2.467454891354667890e-01,3.135399989952988298e-01
1.499999999999999944e-01,8.303989898155913485e-01,2.012067229186198791e-01,3.301994240621247134e-01,5.107119105636828138e-01
2.000000000000000111e-01,9.536278790703806019e-01,3.321887331083380746e-01,3.645388258366814571e-01,7.104900038711684518e-01
2.500000000000000000e-01,1.558374391037848916e+00,4.353890601115886771e-01,5.018016364169627375e-01,9.889656916702290745e-01
2.999999999999999889e-01,2.127259563911541917e+00,6.304325884303755290e-01,6.387403245964277110e-01,1.200796260269463067e+00
3.500000000000000333e-01,2.690243223496988634e+00,7.512841585441155656e-01,8.512295810556369524e-01,1.424786647761351333e+00
4.000000000000000222e-01,3.253068665188111108e+00,8.330886279298787001e-01,1.172700495221999040e+00,1.638370636783762269e+00
4.500000000000000111e-01,4.073975956722229341e+00,9.317227738473592424e-01,1.196358672866329353e+00,1.939067226247296771e+00
5.000000000000000000e-01,4.727746228690998365e+00,1.039848856172774783e+00,1.697669135755892844e+00,2.271304980446549049e+00
5.500000000000000444e-01,5.583335911354543768e+00,1.294069907068052583e+00,1.785290438205022534e+00,2.493617183359919220e+00
5.999999999999999778e-01,6.744900848044252051e+00,1.514878469136069938e+00,1.835508908382940563e+00,2.725636098022204745e+00
6.500000000000000222e-01,7.666696952326085501e+00,1.529637075862832374e+00,2.405376587183519543e+00,3.111014887344164315e+00
7.000000000000000666e-01,8.177988406186820214e+00,1.684574375268082624e+00,2.874336058311474762e+00,3.492391149167736852e+00
7.500000000000000000e-01,9.127542693167347565e+00,1.956509374285860581e+00,3.485542084797911944e+00,3.774781349010440046e+00
8.000000000000000444e-01,9.197609802943073731e+00,2.182011874611212487e+00,3.452216071270121756e+00,3.999122741893830213e+00
8.499999999999999778e-01,9.049380320985909165e+00,2.310372371282561677e+00,3.518359196723480409e+00,4.306179071184875973e+00
9.000000000000000222e-01,9.829232379845951328e+00,2.427377334738698433e+00,3.528981358965721071e+00,4.617121974863119149e+00
9.500000000000000666e-01,1.120160222246313175e+01,2.577476013463718463e+00,3.390259171798348348e+00,4.964853288533140230e+00
1.000000000000000000e+00,1.156781945937637701e+01,2.570341826174967981e+00,3.329753647982622411e+00,5.524974177246221529e+00
1.050000000000000044e+00,1.271136167983092058e+01,2.761626921012699132e+00,3.111468342105672580e+00,5.773311127910429441e+00
1.100000000000000089e+00,1.369954655416557365e+01,2.875559173141561065e+00,3.323386446501272129e+00,6.116565539274675167e+00
1.150000000000000133e+00,1.446522363938374767e+01,3.009497434127646809e+00,3.265974466236165608e+00,6.403863603592843567e+00
1.199999999999999956e+00,1.489182133308152345e+01,3.045282185524194940e+00,3.734187841513406880e+00,6.931099636323460267e+00
1.250000000000000000e+00,1.512198571067035857e+01,3.216565377267630144e+00,3.899463501008317845e+00,7.267858154765836964e+00
1.300000000000000044e+00,1.534643010375256544e+01,3.498426431990582675e+00,4.303092937048427657e+00,7.526609956390768019e+00
1.350000000000000089e+00,1.555207655001078493e+01,3.668764577750385225e+00,4.768648305172001223e+00,7.797871528017050302e+00
1.400000000000000133e+00,1.680284412357878665e+01,3.696573487028282923e+00,4.781650253202145429e+00,8.157592859518752348e+00
1.449999999999999956e+00,1.808187598058623990e+01,3.940771486527236522e+00,4.782770292923147260e+00,8.296012871075683748e+00
1.500000000000000000e+00,1.919194160158255613e+01,4.061142316277364550e+00,5.395426775302483158e+00,8.433531250515878597e+00
1.550000000000000044e+00,2.129792991594780460e+01,4.110671062507054607e+00,5.380372333256601358e+00,8.613042382397857466e+00
