stage_time_ps,Li_A2,Zr_A2,O_A2,Cl_A2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000426326e-02,1.561981190012792509e-01,1.450250697460733068e-02,4.150520817169987137e-02,4.338529307794172785e-02
1.000000000000014211e-01,2.743116479344375747e-01,3.963868068797230665e-02,7.725621190329519383e-02,1.099040965303167000e-01
1.499999999999985789e-01,2.944530900787849514e-01,6.860655988976979702e-02,1.492247502460379849e-01,1.815763371327608622e-01
2.000000000000028422e-01,4.148913916027419657e-01,1.059170547258539430e-01,1.728690766194950490e-01,2.358340015724587624e-01
2.500000000000000000e-01,5.017285630565746501e-01,1.257147133453948851e-01,2.643704376778774345e-01,2.851447055664127483e-01
3.000000000000042633e-01,5.185005030222369360e-01,1.571766784386749993e-01,2.539191464521959318e-01,3.424876375292027486e-01
3.500000000000014211e-01,5.203233863713960794e-01,1.915051496170196155e-01,2.611332036766252362e-01,4.032251554785279968e-01
3.999999999999985789e-01,6.798536566434171258e-01,2.381484657406659766e-01,3.256677873853724425e-01,4.540659164104218770e-01
4.500000000000028422e-01,8.172303321932203879e-01,2.627239392474788326e-01,3.749097603677835622e-01,5.147579718459698306e-01
5.000000000000000000e-01,7.513714164063158840e-01,3.117318738795126776e-01,3.956667173304422302e-01,5.482200322533938852e-01
5.500000000000042633e-01,9.304929423186157900e-01,3.425663732106152826e-01,3.521480671034892818e-01,5.636794848684486547e-01
6.000000000000014211e-01,9.036067307262495296e-01,3.556588997387819528e-01,3.848052069586607171e-01,5.846724254763872031e-01
6.499999999999985789e-01,9.978481174986248980e-01,3.581831604759130872e-01,3.466932938334348901e-01,5.953244369630273924e-01
7.000000000000028422e-01,9.936419505419739062e-01,3.508226241852414606e-01,4.228677737332008912e-01,6.005245471684954595e-01
7.500000000000000000e-01,1.008831358279612900e+00,3.537375495146906634e-01,4.237619420916907131e-01,6.085981157376583184e-01
8.000000000000042633e-01,1.053824059233074983e+00,3.428334607198361694e-01,4.396329970639846763e-01,6.335905221342417182e-01
8.500000000000014211e-01,9.297500915232961294e-01,3.590503933164208017e-01,4.225819942772213733e-01,6.571509522003359249e-01
8.999999999999985789e-01,1.025344530999275694e+00,3.750661355086986615e-01,4.552862014790382550e-01,6.639760391805611395e-01
9.500000000000028422e-01,1.155483449329583800e+00,3.942625253206148428e-01,4.473026340169354298e-01,6.678204472608126885e-01
1.000000000000000000e+00,1.309744791605139014e+00,3.929810839577658199e-01,4.123508944512761509e-01,6.748786933702562996e-01
1.050000000000004263e+00,1.258530324068051431e+00,3.865871458381707204e-01,4.173522244832603700e-01,6.796979291809714940e-01
1.100000000000001421e+00,1.253459667347253337e+00,3.461459894630187217e-01,3.858564252948142315e-01,6.969591268993371447e-01
1.149999999999998579e+00,1.289930499138861819e+00,3.608096276741865616e-01,4.845920274641252745e-01,6.794313808422386414e-01
1.200000000000002842e+00,1.105175502600608484e+00,3.899260734248266580e-01,5.021859259230625483e-01,6.849938216436082250e-01
1.250000000000000000e+00,1.028397493161846254e+00,4.067274460557432358e-01,4.880779699902971225e-01,7.193235016353085598e-01
1.300000000000004263e+00,1.187877704954077407e+00,4.189106116668563362e-01,5.263494195583346968e-01,7.484409574998993619e-01
1.350000000000001421e+00,1.389212961042431083e+00,4.148571400662892650e-01,4.506567610305631244e-01,7.879729445647637442e-01
1.399999999999998579e+00,1.398583911526080970e+00,4.293904188657848287e-01,5.153477767222687245e-01,7.902330666802853676e-01
1.450000000000002842e+00,1.379374801380836679e+00,4.560496599661738037e-01,4.523699799614820383e-01,7.853415216782919650e-01
1.500000000000000000e+00,1.321647118799087250e+00,4.717818821746981861e-01,4.368281947534660148e-01,7.878946793731294029e-01
1.550000000000004263e+00,1.367134247479764309e+00,4.835354530144314045e-01,4.656936390565296069e-01,8.105886873525326441e-01
1.600000000000001421e+00,1.571245038233135549e+00,4.437765554137034774e-01,3.599936125854613089e-01,8.411603148920312467e-01
1.649999999999998579e+00,1.599190970244066090e+00,4.328377564052559578e-01,3.678885473488294200e-01,8.343962477916678777e-01
1.700000000000002842e+00,1.622542672500493000e+00,4.048057092333143814e-01,3.867430208095740674e-01,8.412349345300640380e-01
1.750000000000000000e+00,1.543834181068274525e+00,4.122648886079922637e-01,3.615371940663047456e-01,8.393171611199404802e-01
1.800000000000004263e+00,1.429057250872768803e+00,4.226765365322286416e-01,4.029229488619455180e-01,8.355525964654838544e-01
1.850000000000001421e+00,1.595977117334181683e+00,4.215192155102933103e-01,4.218819203665831741e-01,8.186899822602824450e-01
1.899999999999998579e+00,1.593927336485294388e+00,3.936658532966665902e-01,4.842763009935088792e-01,8.184406131196808598e-01
1.950000000000002842e+00,1.497697642784269645e+00,3.616856431551067619e-01,4.188161841719661438e-01,8.313688701244984491e-01
2.000000000000000000e+00,1.407404961822762868e+00,3.304636183524861104e-01,3.072485207582201228e-01,8.525389241414687014e-01
2.050000000000004263e+00,1.438464315459273779e+00,3.335886827713734903e-01,2.334651168022289225e-01,8.702333602354017650e-01
2.100000000000001421e+00,1.553232705208432485e+00,3.343890037508285840e-01,3.281423900387031023e-01,8.743225949538000474e-01
2.149999999999998579e+00,1.543916176906555915e+00,3.368989896257636452e-01,3.127446061999073490e-01,8.987785332316167164e-01
2.200000000000002842e+00,1.545975439399698503e+00,3.642075905298229888e-01,3.185781582689987124e-01,9.036529330546622107e-01
2.250000000000000000e+00,1.459764770424841540e+00,3.711435766878340980e-01,4.001731287269714721e-01,9.122842711548734274e-01
2.300000000000004263e+00,1.666130051351070174e+00,3.856576742572179750e-01,3.762236581888817599e-01,9.189811173539662592e-01
2.350000000000001421e+00,1.665244517687444636e+00,3.892537798492607948e-01,3.315480257931651686e-01,9.186540938484889507e-01
2.399999999999998579e+00,1.602472258265183580e+00,3.905555988603040540e-01,3.357733972210629747e-01,9.289438718708161735e-01
2.450000000000002842e+00,1.627000047943135241e+00,4.022228818760104629e-01,3.307646182790859868e-01,9.423741383871708788e-01
2.500000000000000000e+00,1.690072639267585553e+00,4.134261786530561422e-01,3.742660213000213454e-01,9.386939837789777252e-01
2.550000000000004263e+00,1.774248427823885477e+00,4.283255762684021750e-01,3.644195026323227560e-01,9.181152722178669290e-01
2.600000000000001421e+00,1.773418495290587593e+00,4.436024626253957659e-01,4.777226937026990417e-01,9.098500981865416115e-01
2.649999999999998579e+00,1.812178183300065859e+00,4.512891978368199219e-01,4.780504320693655385e-01,9.155989613439091679e-01
2.700000000000002842e+00,1.657575759376213709e+00,4.466844105671246568e-01,3.525647039452674547e-01,9.459965573798486682e-01
2.750000000000000000e+00,1.670613286409482035e+00,4.391098170990836991e-01,4.317719541827951812e-01,9.736320225831980313e-01
2.800000000000004263e+00,1.659417227460762589e+00,4.459969247535061077e-01,4.012816551060585102e-01,1.006763829101931407e+00
2.850000000000001421e+00,1.845093354028089161e+00,4.358864947275517543e-01,3.673273933899192101e-01,1.025785610911761792e+00
2.899999999999998579e+00,1.836090460390870760e+00,4.454908145612126447e-01,4.186351386443646905e-01,1.032185350898932263e+00
2.950000000000002842e+00,1.702153587278284697e+00,4.887808173626596031e-01,3.978151246680073361e-01,1.023769688421225288e+00
3.000000000000000000e+00,1.862548963122845791e+00,5.315364311220716065e-01,4.664005540039863895e-01,1.012548510560721482e+00
3.050000000000004263e+00,1.632636616896625537e+00,5.274237157405554655e-01,4.859599600854760393e-01,1.030576731094506204e+00
3.100000000000001421e+00,1.552944046537805711e+00,5.250112994176939774e-01,4.792142331196378446e-01,1.042423355094342252e+00
3.149999999999998579e+00,1.721132741702444680e+00,5.189107211215256976e-01,4.801894169338982166e-01,1.037614890198334416e+00
3.200000000000002842e+00,1.683596238035886650e+00,5.339607901938686618e-01,5.266618039724972888e-01,1.031221615649912771e+00
