stage_time_ps,Li_A2,Zr_A2,O_A2,Cl_A2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000071054e-02,7.550747125385306457e-01,6.134734618433057562e-02,2.937568700492946827e-01,2.189763476158979871e-01
9.999999999999964473e-02,1.572842094719365758e+00,1.714234923691945189e-01,3.368035635045877885e-01,5.782853262119599380e-01
1.500000000000003553e-01,1.834099227216219319e+00,3.217320090204702776e-01,4.398224294174465920e-01,9.548299091844887343e-01
2.000000000000010658e-01,2.448922377857154054e+00,4.683208704540933187e-01,6.656881282912671116e-01,1.256004000131559106e+00
2.500000000000000000e-01,3.144283359864239902e+00,6.717002911320247849e-01,8.967499114299246621e-01,1.520433823148402697e+00
3.000000000000007105e-01,4.021249416022338430e+00,8.500280487974771759e-01,1.160127829661432797e+00,1.852584468632567871e+00
3.499999999999996447e-01,4.938915303718185434e+00,1.122353555693501148e+00,1.131849102557502817e+00,2.228524134080035690e+00
4.000000000000003553e-01,6.039325424486631455e+00,1.263000142540413817e+00,1.693953065867649377e+00,2.555988720344523735e+00
4.500000000000010658e-01,6.519864644669171483e+00,1.399607932818047074e+00,1.712705158060932709e+00,2.919087176236460746e+00
5.000000000000000000e-01,6.937012416366868273e+00,1.504360861238752456e+00,1.766942162797143334e+00,3.305583732409408615e+00
5.500000000000007105e-01,7.782381006569207393e+00,1.586454900631083298e+00,2.150433254370526903e+00,3.604320612669461799e+00
5.999999999999996447e-01,9.620368857551117259e+00,1.807224883873601362e+00,2.161571874506169166e+00,3.809509417816324905e+00
6.500000000000003553e-01,1.060237452788562429e+01,2.016919424576448794e+00,2.795251559578974199e+00,3.984801630839796438e+00
7.000000000000010658e-01,1.188165620687283841e+01,2.258918078513203476e+00,3.254769665312165383e+00,4.172680764520591445e+00
7.500000000000000000e-01,1.206946290785301201e+01,2.496258839418518782e+00,3.689480648959031939e+00,4.398467029578301712e+00
8.000000000000007105e-01,1.244425511379334637e+01,2.812342731327053702e+00,4.257115350706805579e+00,4.525180168786327783e+00
8.499999999999996447e-01,1.322071347947810693e+01,3.075112865175930299e+00,4.867324743816612731e+00,4.783110904589502610e+00
9.000000000000003553e-01,1.436026150258762613e+01,3.152592035038516816e+00,4.785984720299493844e+00,5.151838972219255020e+00
9.500000000000010658e-01,1.506109261415882905e+01,3.336152257243895303e+00,4.544348775888654934e+00,5.474567631980104210e+00
1.000000000000000000e+00,1.621706799072024552e+01,3.582827309293479257e+00,4.578011320480002588e+00,5.701018499440789533e+00
1.050000000000000711e+00,1.605154187190024118e+01,3.607322287166303543e+00,3.874175423749187441e+00,6.082597856993919194e+00
1.099999999999999645e+00,1.634879013724784613e+01,3.593256442359004321e+00,3.909469728553476742e+00,6.557441602152435323e+00
1.150000000000000355e+00,1.714794056067650274e+01,3.588917832383934137e+00,4.347052406704146499e+00,6.904078537322972942e+00
1.200000000000001066e+00,1.770075744597507494e+01,3.864626826989980390e+00,4.004676545981346258e+00,7.084153004662792519e+00
1.250000000000000000e+00,1.964143353429914640e+01,4.266163144015106212e+00,4.627720448956533339e+00,7.443840990368634891e+00
1.300000000000000711e+00,2.063267606508781427e+01,4.520380475459650604e+00,4.453300240618056627e+00,7.847101551626765925e+00
1.349999999999999645e+00,2.234071042242947769e+01,4.979791030091200277e+00,4.769810010904111941e+00,8.164102438538224149e+00
1.400000000000000355e+00,2.436214190609394237e+01,5.143792450446742492e+00,4.911493008376235814e+00,8.842801847288800587e+00
1.450000000000001066e+00,2.342500613923667174e+01,5.485209799895819138e+00,5.751286019065964261e+00,9.375308279332253747e+00
1.500000000000000000e+00,2.331796236620278862e+01,5.902573870886928198e+00,6.134707726876688305e+00,9.820471417484100130e+00
1.550000000000000711e+00,2.451846181007510950e+01,6.278889556738554312e+00,6.503496172734036129e+00,1.024830994860089994e+01
1.599999999999999645e+00,2.747495229473904033e+01,6.364485478616106029e+00,7.109388939143932440e+00,1.057130294579749119e+01
1.650000000000000355e+00,2.888723525346628307e+01,6.443155939758145045e+00,7.473944130415683951e+00,1.075240316946952746e+01
1.700000000000001066e+00,2.937061119008284393e+01,6.398124723745216791e+00,7.844240368985765599e+00,1.091645566958641034e+01
1.750000000000000000e+00,2.961728926492003922e+01,6.575013826921857429e+00,9.002404088834731866e+00,1.094345152868384297e+01
1.800000000000000711e+00,2.912478104218426367e+01,6.718384506614675900e+00,9.011016151382412076e+00,1.113545695021551651e+01
1.849999999999999645e+00,2.726622949953014796e+01,6.786816513991211330e+00,8.021245670691548924e+00,1.134037596115345359e+01
1.900000000000000355e+00,2.947863397781964778e+01,6.543037360666940749e+00,9.297272805459629197e+00,1.164401708542708391e+01
1.950000000000001066e+00,3.021760011576129301e+01,6.474615717172663487e+00,8.917963548126930817e+00,1.199860006287779157e+01
2.000000000000000000e+00,3.049480431703631922e+01,6.481036522067380012e+00,7.789325018170061732e+00,1.218360270170714621e+01
2.050000000000000711e+00,3.061292544574529728e+01,6.589521229045884887e+00,8.973199612126322222e+00,1.243211994670219056e+01
2.099999999999999645e+00,3.128396976133741347e+01,6.589530208355807162e+00,8.247834587266298811e+00,1.255198661062526710e+01
2.150000000000000355e+00,3.402790689827826043e+01,6.582559964132382646e+00,8.272044937712562884e+00,1.255659507651935591e+01
2.200000000000001066e+00,3.519299900814160509e+01,6.353444115181249963e+00,8.112651955937542070e+00,1.271086686971077562e+01
2.250000000000000000e+00,3.560081897804636952e+01,6.251154067937214620e+00,7.641042526252804556e+00,1.279975839170130669e+01
2.300000000000000711e+00,3.632744252266621743e+01,6.152442033521136722e+00,7.890034141952106950e+00,1.284405054320737172e+01
2.349999999999999645e+00,3.643067850384633033e+01,6.208056611166225203e+00,7.946620794569714263e+00,1.283151422827444854e+01
2.400000000000000355e+00,3.586268676133646238e+01,6.323026438889912448e+00,7.835231781236299931e+00,1.294996359906255456e+01
2.450000000000001066e+00,3.728277585649653503e+01,6.492873128462515631e+00,8.381041947843801410e+00,1.303894025800012813e+01
2.500000000000000000e+00,3.966021189737288211e+01,6.488120537845950331e+00,7.333869861342353857e+00,1.333117740829010778e+01
2.550000000000000711e+00,4.080334139075449684e+01,6.357136565265679273e+00,7.930721526188673209e+00,1.384810063272636782e+01
2.599999999999999645e+00,4.067745862566674475e+01,6.420760627052530367e+00,8.161474167940880875e+00,1.404882043006572090e+01
2.650000000000000355e+00,4.163941557946185412e+01,6.542324731828219164e+00,7.345751406378130177e+00,1.430714193312628879e+01
2.700000000000001066e+00,4.258349701929199682e+01,6.445599339464831878e+00,7.376337283824223157e+00,1.480059798645916658e+01
2.750000000000000000e+00,4.293351825756245432e+01,6.363725851565703806e+00,7.641795094141740741e+00,1.505510170687099247e+01
2.800000000000000711e+00,4.503008707176676495e+01,6.261579617076406201e+00,7.424206889765346595e+00,1.476843158635856135e+01
2.849999999999999645e+00,4.776045097813649676e+01,6.307943715527014383e+00,7.453625911061464215e+00,1.448893271972202967e+01
2.900000000000000355e+00,4.888223135654855156e+01,6.369887124517702226e+00,6.889355508902866632e+00,1.440729140940643482e+01
2.950000000000001066e+00,4.944222683956330400e+01,6.210863791657455835e+00,7.189768443384550345e+00,1.463892298399244218e+01
3.000000000000000000e+00,5.205504265093382799e+01,6.139604103702354543e+00,6.404150268046596928e+00,1.490687794587554116e+01
3.050000000000000711e+00,5.364629501590422223e+01,6.198956852552108820e+00,6.998806952055534936e+00,1.526901690749157403e+01
