r_A,P_O,P_N,Li_O,Li_N
3.325000000000000178e+00,6.511635218761067101e-01,8.730805041863262117e-01,9.391532500959748342e-01,1.593548318879774106e+00
3.375000000000000000e+00,8.826060050772406296e-01,8.688583080147874727e-01,1.007479170787232370e+00,1.749664995556424074e+00
3.425000000000000266e+00,8.880962414025290741e-01,9.013819066946237024e-01,9.539898490913519824e-01,1.925832214083659899e+00
3.475000000000000089e+00,1.067807578347387487e+00,1.576763784857448059e+00,9.720727966993067959e-01,1.652345956978795716e+00
3.525000000000000355e+00,1.178974658345442128e+00,1.173433404771706767e+00,9.815538968335515424e-01,1.670615025391594566e+00
3.575000000000000178e+00,1.456274680340594152e+00,1.159192991204594181e+00,9.733891504213671997e-01,1.416611226015138225e+00
3.625000000000000000e+00,1.524007202517853488e+00,1.020568235177779393e+00,9.529260193987635352e-01,1.297961449073508744e+00
3.675000000000000266e+00,1.575782112805800272e+00,9.598097217459141683e-01,1.002196473433848656e+00,1.150840027047703940e+00
3.725000000000000089e+00,1.691137957580377993e+00,9.489342318087907735e-01,9.905799217288405734e-01,8.832707508107899841e-01
3.775000000000000355e+00,1.751260349619369272e+00,8.915750928154045907e-01,9.291047919170375424e-01,7.141552261230600385e-01
3.825000000000000178e+00,1.785963666211601186e+00,1.060527508158536580e+00,9.805774436684095985e-01,9.198296806171433193e-01
3.875000000000000000e+00,1.853182707533414408e+00,1.064152604097100330e+00,1.002904148901029080e+00,8.639709197976772614e-01
3.925000000000000266e+00,1.879726218155098216e+00,1.694505191984815085e+00,1.049531364964981783e+00,1.059787445504522418e+00
3.975000000000000089e+00,1.887780126830795879e+00,1.400216109471140058e+00,1.162975789320606967e+00,1.170531620243931537e+00
4.025000000000000355e+00,1.891520384969669344e+00,1.323450262534531907e+00,1.188909441838286174e+00,1.187475928080960141e+00
4.075000000000000178e+00,1.719362748304904098e+00,1.373036755060275116e+00,1.266618412253159853e+00,1.234892798520048185e+00
4.125000000000000000e+00,1.707462300245763398e+00,9.541098736648990775e-01,1.385122124965852963e+00,1.218774749902580723e+00
4.175000000000000711e+00,1.572618393845504947e+00,1.039954710515338610e+00,1.446567391355451981e+00,1.272220586899869055e+00
4.224999999999999645e+00,1.482887910033885870e+00,9.743628157529948819e-01,1.452910543568516566e+00,1.194161911001499377e+00
4.275000000000000355e+00,1.426145380264165929e+00,9.652389227406960037e-01,1.454877921526444240e+00,1.262507909380261140e+00
4.325000000000000178e+00,1.388109896036774371e+00,1.018272046471470738e+00,1.439525747579573078e+00,1.319267107397334104e+00
4.375000000000000000e+00,1.190449821864997260e+00,9.222919808871481440e-01,1.385328471823045193e+00,1.225556768877464453e+00
4.425000000000000711e+00,1.140616594099201464e+00,1.115600843091888894e+00,1.303619366435018856e+00,1.459349491434581481e+00
4.474999999999999645e+00,1.090253218535454316e+00,1.538369744459488375e+00,1.257415270909350458e+00,1.200466089552692850e+00
