# msd.out by GPUMDkit
# Element: Li  |  dt: 1000.0000 fs  |  Frames: 1000  |  Atoms: 144
#     Time(ps)    MSD_x(Ang^2)    MSD_y(Ang^2)    MSD_z(Ang^2)
      1.000000       0.088711       0.088827       0.105631
      2.000000       0.092365       0.092462       0.116550
      3.000000       0.095671       0.095104       0.126168
      4.000000       0.097852       0.097615       0.133781
      5.000000       0.099875       0.098972       0.140013
      6.000000       0.100846       0.100628       0.146504
      7.000000       0.103316       0.102092       0.152480
      8.000000       0.105000       0.104175       0.157853
      9.000000       0.106228       0.105469       0.163550
     10.000000       0.108257       0.106615       0.168160
     11.000000       0.110513       0.107922       0.173008
     12.000000       0.111800       0.109789       0.177483
     13.000000       0.113419       0.110979       0.181515
     14.000000       0.114362       0.112581       0.185545
     15.000000       0.116574       0.113340       0.189421
     16.000000       0.118071       0.115085       0.193408
     17.000000       0.119556       0.116154       0.197316
     18.000000       0.121729       0.117289       0.199905
     19.000000       0.123290       0.118915       0.203353
     20.000000       0.125050       0.120717       0.205566
     21.000000       0.126702       0.121311       0.207916
     22.000000       0.128011       0.122629       0.210115
     23.000000       0.129711       0.124378       0.212380
     24.000000       0.131263       0.125453       0.215050
     25.000000       0.132299       0.126753       0.218174
     26.000000       0.134561       0.128103       0.220265
     27.000000       0.136002       0.129456       0.221896
     28.000000       0.137262       0.130712       0.224715
     29.000000       0.138260       0.132415       0.227417
     30.000000       0.140201       0.133127       0.229867
     31.000000       0.142143       0.134233       0.232430
     32.000000       0.143306       0.135113       0.234757
     33.000000       0.144706       0.136381       0.236861
     34.000000       0.146973       0.137363       0.239787
     35.000000       0.148590       0.138589       0.241889
     36.000000       0.149636       0.139836       0.243698
     37.000000       0.151781       0.141000       0.246274
     38.000000       0.153463       0.142480       0.248524
     39.000000       0.155226       0.143595       0.249934
     40.000000       0.157150       0.144706       0.251804
     41.000000       0.157918       0.146170       0.253829
     42.000000       0.159379       0.147368       0.255434
     43.000000       0.161317       0.148827       0.256757
     44.000000       0.162990       0.149782       0.258863
     45.000000       0.164204       0.151062       0.261296
     46.000000       0.165786       0.152190       0.263163
     47.000000       0.167373       0.153591       0.264598
     48.000000       0.169348       0.154528       0.267135
     49.000000       0.170463       0.156287       0.268565
     50.000000       0.171746       0.157323       0.270318
     51.000000       0.173830       0.158546       0.271998
     52.000000       0.175391       0.159867       0.273550
     53.000000       0.176771       0.160407       0.275415
     54.000000       0.178658       0.162109       0.276552
     55.000000       0.180022       0.162929       0.278287
