lag_ps,Li_A2,P_A2,O_A2,N_A2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,2.873011043758217364e-01,7.390350170807763464e-02,1.608188826645613745e-01,1.371989464807683023e-01
2.000000000000000111e-01,3.406630203670527601e-01,8.598754011334695802e-02,1.790562035041839417e-01,1.636228402829714712e-01
3.000000000000000444e-01,3.618771812825229972e-01,7.911825028390179204e-02,1.750031258017557823e-01,1.629613171109640379e-01
4.000000000000000222e-01,3.733283165986999164e-01,7.403621795876033640e-02,1.737583421117917803e-01,1.563685632073426868e-01
5.000000000000000000e-01,3.904525541752249529e-01,7.712171392442987439e-02,1.801657103918574421e-01,1.623256533455471884e-01
6.000000000000000888e-01,4.075500464025809677e-01,8.212463425785401783e-02,1.875281051085042061e-01,1.726962451327329895e-01
7.000000000000000666e-01,4.196418117431951478e-01,8.269539216591192954e-02,1.904139306262558062e-01,1.771461452830729033e-01
8.000000000000000444e-01,4.286969810361424549e-01,8.199386422658401508e-02,1.916757649840336308e-01,1.777329506662110592e-01
9.000000000000000222e-01,4.393139200739850647e-01,8.265211775500225233e-02,1.954261020312504094e-01,1.782550095725182748e-01
1.000000000000000000e+00,4.507162323800635861e-01,8.469004940808498583e-02,1.995371662989599282e-01,1.825260730663771647e-01
1.100000000000000089e+00,4.605230281884286070e-01,8.530379674423321790e-02,2.015204571508557863e-01,1.852430555352678754e-01
1.200000000000000178e+00,4.690500314389814407e-01,8.530583473106283232e-02,2.027932648683957728e-01,1.862951175672914184e-01
1.300000000000000044e+00,4.766492650748972437e-01,8.598978625338828119e-02,2.050510299339935449e-01,1.886910240217528900e-01
1.400000000000000133e+00,4.853734404370249611e-01,8.698228734646423765e-02,2.076696123979930586e-01,1.903633896067999376e-01
1.500000000000000000e+00,4.955316378092207152e-01,8.720042700741791053e-02,2.095165196504933935e-01,1.919594178070127832e-01
1.600000000000000089e+00,5.038363950021775839e-01,8.744726688339517218e-02,2.103862427552922187e-01,1.936047833374059113e-01
1.700000000000000178e+00,5.120898855511838432e-01,8.840514379653054144e-02,2.128952382497824869e-01,1.938513449180226389e-01
1.800000000000000044e+00,5.191614982048605720e-01,8.914404876813340761e-02,2.144757580129818542e-01,1.957650955859699393e-01
1.900000000000000133e+00,5.263892352020392851e-01,8.930381529517299188e-02,2.149646133662587444e-01,1.985585330051979069e-01
2.000000000000000000e+00,5.332772226622646272e-01,8.915610270277449234e-02,2.152571996589754122e-01,1.980644420465269839e-01
2.100000000000000089e+00,5.406708750922212259e-01,8.974279163386568448e-02,2.169850255806584083e-01,1.989561028405171239e-01
2.200000000000000178e+00,5.493815300786314415e-01,9.044348436263717483e-02,2.185179717561561707e-01,2.000046101563870415e-01
2.300000000000000266e+00,5.585023215108907424e-01,9.124877882967234732e-02,2.202322249972678558e-01,2.015973002444137185e-01
2.400000000000000355e+00,5.655722016235072980e-01,9.100806037790554193e-02,2.202391159171946944e-01,2.026497548220767275e-01
2.500000000000000000e+00,5.721465499895537210e-01,9.136411728906916607e-02,2.210025564907452111e-01,2.022730827179569368e-01
2.600000000000000089e+00,5.775088934272816221e-01,9.103926199947487419e-02,2.211319632345968844e-01,2.012029924424030836e-01
2.700000000000000178e+00,5.842673585630837607e-01,9.138154769321474302e-02,2.219633970063530359e-01,2.020251723367446350e-01
2.800000000000000266e+00,5.910454228331943893e-01,9.236726722370638964e-02,2.241104470932415993e-01,2.029918404718238922e-01
2.900000000000000355e+00,5.972963747198917206e-01,9.259596933673983066e-02,2.246580600390424010e-01,2.013962854329705288e-01
3.000000000000000000e+00,6.024246827560556516e-01,9.227828646646504818e-02,2.235268033436514368e-01,2.021624940095292089e-01
3.100000000000000089e+00,6.094408775061754824e-01,9.279242976998480774e-02,2.254130265124516808e-01,2.038629382740234641e-01
3.200000000000000178e+00,6.159831491878331455e-01,9.308484016681911610e-02,2.263467462540145747e-01,2.038079645727910449e-01
