lag_ps,Li_A2,P_A2,O_A2,N_A2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,8.848153644567685605e-01,1.694382152240383743e-01,4.048802591840032772e-01,3.695862391434454608e-01
2.000000000000000111e-01,1.416887631666227776e+00,2.669183436114579422e-01,6.456516758646507759e-01,5.808269757912655207e-01
3.000000000000000444e-01,1.865932107344624002e+00,3.106198754519584049e-01,7.851407713521537657e-01,6.791577637184170735e-01
4.000000000000000222e-01,2.290792770624577201e+00,3.381759578579468517e-01,8.927798740319378146e-01,7.599445909569852997e-01
5.000000000000000000e-01,2.711394214972020045e+00,3.659283872712282837e-01,9.941985337613440388e-01,8.270229074726774821e-01
6.000000000000000888e-01,3.127970805235011920e+00,3.915125395900664884e-01,1.091364657852999409e+00,8.934549562841068715e-01
7.000000000000000666e-01,3.540224041770656083e+00,4.149455565879077712e-01,1.182532264031179947e+00,9.548113755907410294e-01
8.000000000000000444e-01,3.944873552166553221e+00,4.364531206534749130e-01,1.266785120271063825e+00,1.012031525943158705e+00
9.000000000000000222e-01,4.352862703780830955e+00,4.581493628077448754e-01,1.346905834199811469e+00,1.060667521756023746e+00
1.000000000000000000e+00,4.754221917933526775e+00,4.800380314712346941e-01,1.426078493540685610e+00,1.111423551452791925e+00
1.100000000000000089e+00,5.153535325778876519e+00,4.997214001672680150e-01,1.501896417207553291e+00,1.157067482939880154e+00
1.200000000000000178e+00,5.551609848086593857e+00,5.179227798811842920e-01,1.572930782318534781e+00,1.201393096008350092e+00
1.300000000000000044e+00,5.947854816199932948e+00,5.348777932680996994e-01,1.642966897874548637e+00,1.242416514169535136e+00
1.400000000000000133e+00,6.346499393179374060e+00,5.509172613418396036e-01,1.709767345754547696e+00,1.278131925075341124e+00
1.500000000000000000e+00,6.743141478685434009e+00,5.655844797281919245e-01,1.773213130856416520e+00,1.319221225578764534e+00
1.600000000000000089e+00,7.134754403952229040e+00,5.803217132313022164e-01,1.837431445800394414e+00,1.352594918083209308e+00
1.700000000000000178e+00,7.528346068489669918e+00,5.925695552663523546e-01,1.897123278448891393e+00,1.381104050955032747e+00
1.800000000000000044e+00,7.921104262008364927e+00,6.047171359548293434e-01,1.954204677512109356e+00,1.410031961991174976e+00
1.900000000000000133e+00,8.310869524147134868e+00,6.177469106104728214e-01,2.011914084898846156e+00,1.438874946945499333e+00
