lag_ps,Li_A2,P_A2,O_A2,N_A2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,6.051724341706181676e-01,1.255875896319624541e-01,2.957246066554465869e-01,2.691064265469418904e-01
2.000000000000000111e-01,8.934969205933408487e-01,1.838152770115378531e-01,4.341923471882770946e-01,3.991632248923844828e-01
3.000000000000000444e-01,1.106341571746685570e+00,2.016615701304004804e-01,5.016988010207348303e-01,4.503182402289240271e-01
4.000000000000000222e-01,1.298587073139949366e+00,2.089583230552293225e-01,5.486014732353478029e-01,4.834053254738638339e-01
5.000000000000000000e-01,1.483547466069559784e+00,2.219508744556563939e-01,5.980280627127405602e-01,5.204836188839431221e-01
6.000000000000000888e-01,1.667395712751444714e+00,2.348494035067438257e-01,6.461079533398962349e-01,5.554335698933933196e-01
7.000000000000000666e-01,1.845819566635372722e+00,2.465166794812181650e-01,6.882279233830767007e-01,5.878115294821385506e-01
8.000000000000000444e-01,2.025399120660922758e+00,2.566524652224343450e-01,7.286251134150265596e-01,6.163137156519541415e-01
9.000000000000000222e-01,2.199873084812552726e+00,2.664828846589055722e-01,7.672199968384114666e-01,6.417431633145774805e-01
1.000000000000000000e+00,2.372031625757352824e+00,2.751493492758947390e-01,8.044106663133385737e-01,6.663501168739465186e-01
1.100000000000000089e+00,2.543621991564690710e+00,2.840164997575285732e-01,8.400518860931338594e-01,6.931813455940564195e-01
1.200000000000000178e+00,2.715814059619896970e+00,2.916745701825789183e-01,8.735504808205324379e-01,7.175381372735641916e-01
1.300000000000000044e+00,2.885673385473019437e+00,2.971389315624663463e-01,9.050029624801341210e-01,7.355491279393695514e-01
1.400000000000000133e+00,3.051319371127618751e+00,3.032748655910894042e-01,9.361299727946833515e-01,7.542941360075878787e-01
1.500000000000000000e+00,3.221124732086611431e+00,3.128656892411646462e-01,9.716858404405451788e-01,7.754599052057388198e-01
1.600000000000000089e+00,3.386441681102800416e+00,3.217747898482393176e-01,1.004968361247047470e+00,8.009981230825655718e-01
1.700000000000000178e+00,3.553552764231704408e+00,3.285055724157687207e-01,1.035582032029084054e+00,8.278966991252263430e-01
1.800000000000000044e+00,3.722573262733053223e+00,3.352520072501042336e-01,1.065549047289507056e+00,8.472469685902237480e-01
1.900000000000000133e+00,3.891361744500502873e+00,3.417047845530206129e-01,1.095144629640038447e+00,8.634617516291613892e-01
