lag_ps,Li_A2,P_A2,O_A2,N_A2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,2.886015353542653594e-01,7.405560532633789772e-02,1.622330140987157387e-01,1.399390853779106658e-01
2.000000000000000111e-01,3.457466304872738316e-01,8.753983777288784629e-02,1.826866384233858387e-01,1.673546569909728221e-01
3.000000000000000444e-01,3.678977381980368389e-01,8.072278285816100740e-02,1.783797802495599438e-01,1.655596651983192447e-01
4.000000000000000222e-01,3.849291387609312665e-01,7.526150713103801904e-02,1.756371696300489671e-01,1.576190489173174281e-01
5.000000000000000000e-01,4.051287222005467425e-01,7.806739119843235375e-02,1.825895573259246896e-01,1.607070866685745003e-01
6.000000000000000888e-01,4.260961413670592002e-01,8.259885184497670063e-02,1.897909794284420304e-01,1.697421234127942380e-01
7.000000000000000666e-01,4.425783266130799976e-01,8.454279673250393590e-02,1.937442580280943349e-01,1.757643532733496050e-01
8.000000000000000444e-01,4.582709510012503706e-01,8.447545256380929735e-02,1.961987780091837830e-01,1.779533865204852017e-01
9.000000000000000222e-01,4.738279822793533547e-01,8.494005487884875860e-02,1.996748521948627786e-01,1.776462570960793408e-01
1.000000000000000000e+00,4.868001528352888796e-01,8.602779463459764298e-02,2.019155819227490822e-01,1.794148213038829487e-01
1.100000000000000089e+00,4.999422780968145741e-01,8.648300138067330223e-02,2.038292945831808589e-01,1.820609332699656135e-01
1.200000000000000178e+00,5.130887381644769762e-01,8.733394668694222096e-02,2.065908206980552331e-01,1.841122268754696034e-01
1.300000000000000044e+00,5.262647704338058174e-01,8.796534471046120462e-02,2.087608111332957539e-01,1.849471588912194320e-01
1.400000000000000133e+00,5.382726611983543741e-01,8.833142292910060867e-02,2.104759831278855964e-01,1.865873488859164653e-01
1.500000000000000000e+00,5.485293904100653206e-01,8.906871678448072260e-02,2.125479437180632647e-01,1.905946894423456994e-01
1.600000000000000089e+00,5.610285997833024396e-01,8.972263141602622449e-02,2.148937491487141471e-01,1.927279935586222737e-01
1.700000000000000178e+00,5.707982588982205563e-01,9.031033694980683535e-02,2.158801606708343757e-01,1.933505019816352810e-01
1.800000000000000044e+00,5.816693177298443151e-01,9.069800674059860790e-02,2.176534846981296178e-01,1.947100882017709644e-01
1.900000000000000133e+00,5.927340181934603880e-01,9.146726329324862681e-02,2.191649204020800490e-01,1.973024488796481790e-01
