lag_ps,Li_A2,P_A2,O_A2,N_A2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,8.345306579576315942e-01,1.649180466936280287e-01,3.912583081798816642e-01,3.666982479480250245e-01
2.000000000000000111e-01,1.311363027156780880e+00,2.506708172859283268e-01,6.025948846213624588e-01,5.670272562918768910e-01
3.000000000000000444e-01,1.706537773961300353e+00,2.902161127351745029e-01,7.285222364586798616e-01,6.711990007021249038e-01
4.000000000000000222e-01,2.085321383752777979e+00,3.143974638577191061e-01,8.249957651197808994e-01,7.495229754601687722e-01
5.000000000000000000e-01,2.454499471063948057e+00,3.380812595225825001e-01,9.176597084785503844e-01,8.211270283303913065e-01
6.000000000000000888e-01,2.823680231703562971e+00,3.606205697559943246e-01,1.001489233266691814e+00,8.827364822872136862e-01
7.000000000000000666e-01,3.186488339253586766e+00,3.817475725280489174e-01,1.081708702584793125e+00,9.483600937705686240e-01
8.000000000000000444e-01,3.549948507356960103e+00,4.020397993908375045e-01,1.156308206951136119e+00,1.012858840118901593e+00
9.000000000000000222e-01,3.909051915548257927e+00,4.199825338770427630e-01,1.229168648902905225e+00,1.071357775344010221e+00
1.000000000000000000e+00,4.266794310621172315e+00,4.358603419065943951e-01,1.297491406961729155e+00,1.121876960792692390e+00
1.100000000000000089e+00,4.621677690958379436e+00,4.511401959292773434e-01,1.362450491102860317e+00,1.168763321408011757e+00
1.200000000000000178e+00,4.971328272765669354e+00,4.666048450206767284e-01,1.423621310716130850e+00,1.212951429440338069e+00
1.300000000000000044e+00,5.326824768974716129e+00,4.810655434787255436e-01,1.485039881954680174e+00,1.255671079034685667e+00
1.400000000000000133e+00,5.676024553659268612e+00,4.946951898379569057e-01,1.543032227115740396e+00,1.300184608953315779e+00
1.500000000000000000e+00,6.023056010577725772e+00,5.086534419276200758e-01,1.600992120829122456e+00,1.342249432430988376e+00
1.600000000000000089e+00,6.372898974025099861e+00,5.217685504130168406e-01,1.658043697512584735e+00,1.386583665794612230e+00
1.700000000000000178e+00,6.728151853232819057e+00,5.346484966841169584e-01,1.714215785873961728e+00,1.418748823855112029e+00
1.800000000000000044e+00,7.079522184947514063e+00,5.467702060620535098e-01,1.766914118867010552e+00,1.453672090310233811e+00
1.900000000000000133e+00,7.430678814178584446e+00,5.577184179014897936e-01,1.816918286403583771e+00,1.489202978287902379e+00
2.000000000000000000e+00,7.780385753477731647e+00,5.681061767616676361e-01,1.865415628923938751e+00,1.522204925851393442e+00
2.100000000000000089e+00,8.125727355853626932e+00,5.796686332590699209e-01,1.913856883557581101e+00,1.548208679126815035e+00
2.200000000000000178e+00,8.474170497318631590e+00,5.907666243580340648e-01,1.961812908467666761e+00,1.584156957873369187e+00
2.300000000000000266e+00,8.817491512315243085e+00,6.004083799197781346e-01,2.007572243557972147e+00,1.619634772482067886e+00
