lag_ps,Zr_A2,O_A2,Cl_A2
2.670000000000000284e+01,2.807350986399975157e-01,2.074797803462243850e-01,7.400947687391211671e-01
2.680000000000000071e+01,2.805879448503398876e-01,2.067047921030300550e-01,7.406091739261526641e-01
2.690000000000000213e+01,2.805997501811379191e-01,2.090522857644078469e-01,7.402898890234879126e-01
2.700000000000000000e+01,2.801510513838168515e-01,2.070639471808037868e-01,7.406675735359509183e-01
2.710000000000000142e+01,2.805258895580660661e-01,2.093048229450362729e-01,7.424917567601496682e-01
2.720000000000000284e+01,2.823325183705386876e-01,2.108963560218169997e-01,7.462330138184062323e-01
2.730000000000000071e+01,2.842893211694234035e-01,2.112017444563382140e-01,7.491076231884373771e-01
2.740000000000000213e+01,2.866920078837732477e-01,2.113097586415297324e-01,7.517084841045307275e-01
2.750000000000000000e+01,2.891954749329540553e-01,2.135362245227302724e-01,7.543386682730989223e-01
2.760000000000000142e+01,2.896440319201250557e-01,2.144686648146666430e-01,7.567248011967625532e-01
2.770000000000000284e+01,2.889834793806467794e-01,2.135119929569750941e-01,7.577626312496118510e-01
2.780000000000000071e+01,2.896984497946463177e-01,2.145899764293505430e-01,7.588217399608372382e-01
2.790000000000000213e+01,2.904163831032268717e-01,2.133779280769761699e-01,7.603632975448952891e-01
2.800000000000000000e+01,2.913283029955615611e-01,2.142104673030160444e-01,7.632150240867868751e-01
2.810000000000000142e+01,2.929066482084082823e-01,2.159092563076913662e-01,7.670498435415534777e-01
2.820000000000000284e+01,2.931985889233245102e-01,2.139306000910248529e-01,7.684832067163930303e-01
2.830000000000000071e+01,2.935376389163862343e-01,2.149651972199338734e-01,7.701914391951428795e-01
2.840000000000000213e+01,2.942075595664466192e-01,2.157182938762883806e-01,7.725754741159962524e-01
2.850000000000000000e+01,2.941954792577415323e-01,2.154374035914974894e-01,7.753880694838217735e-01
2.860000000000000142e+01,2.939125890474733604e-01,2.154656592808684989e-01,7.758749731116735271e-01
2.870000000000000284e+01,2.931647113956599160e-01,2.160641136934058626e-01,7.731999321531317637e-01
