lag_ps,Zr_A2,O_A2,Cl_A2
2.900000000000000000e+01,2.094234109939316357e-01,2.091365684315042717e-01,5.425380314455302555e-01
2.910000000000000142e+01,2.072702456963194662e-01,2.089941975880107994e-01,5.378590746487742491e-01
2.920000000000000284e+01,2.051125578524306270e-01,2.075695458039478192e-01,5.356404602315210095e-01
2.930000000000000071e+01,2.055986177809250581e-01,2.059866884761697159e-01,5.374322348629291257e-01
2.940000000000000213e+01,2.075602795401536860e-01,2.073255201851957885e-01,5.412299678801212321e-01
2.950000000000000000e+01,2.102474474536300264e-01,2.102274807426752212e-01,5.451937017278850606e-01
2.960000000000000142e+01,2.132009682072478762e-01,2.102838824233383974e-01,5.487527465109446334e-01
2.970000000000000284e+01,2.149662002337426603e-01,2.125342796051260530e-01,5.501835663889919070e-01
2.980000000000000071e+01,2.168078062981189102e-01,2.137924430820233868e-01,5.515601566191791205e-01
2.990000000000000213e+01,2.167660969412394945e-01,2.136081574025934793e-01,5.509917720817120168e-01
3.000000000000000000e+01,2.156737370631010842e-01,2.122338085741547753e-01,5.471930812620641182e-01
3.010000000000000142e+01,2.144953733933238904e-01,2.128226352205059846e-01,5.440633487816656233e-01
3.020000000000000284e+01,2.126531423266841414e-01,2.121413600768773666e-01,5.415127453815885561e-01
3.030000000000000071e+01,2.112720351546858999e-01,2.088407201454998141e-01,5.407044634913346082e-01
3.040000000000000213e+01,2.103712187246541687e-01,2.073291113893548643e-01,5.396685320862728563e-01
3.050000000000000000e+01,2.103854040057978603e-01,2.073623044598767728e-01,5.397210414261207623e-01
3.060000000000000142e+01,2.107919948098385954e-01,2.073625963541162187e-01,5.404848027994453297e-01
3.070000000000000284e+01,2.112560787766102066e-01,2.078444367729884723e-01,5.412038356496694513e-01
3.080000000000000071e+01,2.101824434416312282e-01,2.074277637441850619e-01,5.403057493117029431e-01
3.090000000000000213e+01,2.098181963366298475e-01,2.069691814066831337e-01,5.400318726332496988e-01
3.100000000000000000e+01,2.086996193073795414e-01,2.069520154046938232e-01,5.387969751141502561e-01
3.110000000000000142e+01,2.065960266149528823e-01,2.057020011584777541e-01,5.352594835131988527e-01
3.120000000000000284e+01,2.055267310561620375e-01,2.055929341885571193e-01,5.336018756855405165e-01
3.130000000000000071e+01,2.055772133518485312e-01,2.063601328972139992e-01,5.340143914816531945e-01
3.140000000000000213e+01,2.067992227467746191e-01,2.076715715804859641e-01,5.354540873148851965e-01
3.150000000000000000e+01,2.084268702709849430e-01,2.082609298385691421e-01,5.377867672148608502e-01
3.160000000000000142e+01,2.101125596016245600e-01,2.105880622164766347e-01,5.405092234090808079e-01
3.170000000000000284e+01,2.121555784128745514e-01,2.107837994306951124e-01,5.432452180968906363e-01
3.180000000000000071e+01,2.137492716017691252e-01,2.109977154725159176e-01,5.457450352474439992e-01
3.190000000000000213e+01,2.155016427076497654e-01,2.117399767632224539e-01,5.487677587623766007e-01
3.200000000000000000e+01,2.178678070335265671e-01,2.138144431142421920e-01,5.511670455060833085e-01
3.210000000000000142e+01,2.191022142582015886e-01,2.155470479378994164e-01,5.528581303953757908e-01
3.220000000000000284e+01,2.185538509492819526e-01,2.159892446550237821e-01,5.513383759813952345e-01
3.230000000000000426e+01,2.174105509438803152e-01,2.151948515031736897e-01,5.491675497609157519e-01
3.239999999999999858e+01,2.161863769844806493e-01,2.133205673380672296e-01,5.471772671505563679e-01
3.250000000000000000e+01,2.146525425569663914e-01,2.127563281646261961e-01,5.454376863018560728e-01
3.260000000000000142e+01,2.132720802765543100e-01,2.101521297803275734e-01,5.448703293457199948e-01
3.270000000000000284e+01,2.120525639193995282e-01,2.108908929160974166e-01,5.438235179338621883e-01
3.280000000000000426e+01,2.107179457853787241e-01,2.095270938494439850e-01,5.422516180354745030e-01
3.289999999999999858e+01,2.089206530794454619e-01,2.098366478962467307e-01,5.408652404082617826e-01
3.300000000000000000e+01,2.075540956151617766e-01,2.088283704645191863e-01,5.392146979076415381e-01
3.310000000000000142e+01,2.089675032317888925e-01,2.073352720511611458e-01,5.400869645827701682e-01
3.320000000000000284e+01,2.105416366957448271e-01,2.110493801322203544e-01,5.402792022450865206e-01
3.330000000000000426e+01,2.109306938922279329e-01,2.116244247941095336e-01,5.390129360410406134e-01
3.339999999999999858e+01,2.113861259108160695e-01,2.091515261658863090e-01,5.392972227525193452e-01
3.350000000000000000e+01,2.105940120242894564e-01,2.090172548570753130e-01,5.407873938033643801e-01
3.360000000000000142e+01,2.105029669483799160e-01,2.099978290829492833e-01,5.423823498162513301e-01
3.370000000000000284e+01,2.116340857448960056e-01,2.085285344217790438e-01,5.436388931165861971e-01
3.380000000000000426e+01,2.124255329257501435e-01,2.065571085627675163e-01,5.436396920858941328e-01
3.389999999999999858e+01,2.127323743535642075e-01,2.083638897757931208e-01,5.435947132408777138e-01
3.400000000000000000e+01,2.109802777799742179e-01,2.067367661311200755e-01,5.416241229026808046e-01
3.410000000000000142e+01,2.085216201987001861e-01,2.070065275916286862e-01,5.375605890886236971e-01
3.420000000000000284e+01,2.066487385607932714e-01,2.060198152349035638e-01,5.346387614741703320e-01
3.430000000000000426e+01,2.051395657316136545e-01,2.038512648957696571e-01,5.322145743825611452e-01
3.439999999999999858e+01,2.049067705375195170e-01,2.058957990332450638e-01,5.300659974211684444e-01
3.450000000000000000e+01,2.056196287245451448e-01,2.065859582171028497e-01,5.280354239168698616e-01
3.460000000000000142e+01,2.073664625033183329e-01,2.095906011260305901e-01,5.296562674194420506e-01
3.470000000000000284e+01,2.099881079345432278e-01,2.123898588398627774e-01,5.317588393797438862e-01
3.480000000000000426e+01,2.113345938637324062e-01,2.107205771240177050e-01,5.341974531142845706e-01
3.489999999999999858e+01,2.116331457700341978e-01,2.092041731579303565e-01,5.356157919445623250e-01
3.500000000000000000e+01,2.124067302376827782e-01,2.107169444583756324e-01,5.365635709607028403e-01
3.510000000000000142e+01,2.131081910953153413e-01,2.107515064283216888e-01,5.387008945014615247e-01
3.520000000000000284e+01,2.132286042225040867e-01,2.096681349292272845e-01,5.412769622737587660e-01
3.530000000000000426e+01,2.126279010352528920e-01,2.100982575013174980e-01,5.422657745235840432e-01
3.539999999999999858e+01,2.116930347541532420e-01,2.110964622663207002e-01,5.419366935153143716e-01
3.550000000000000000e+01,2.105878138120501897e-01,2.090293837008520006e-01,5.407610370008143486e-01
3.560000000000000142e+01,2.106785680596253429e-01,2.083641694605388173e-01,5.397478354188377514e-01
3.570000000000000284e+01,2.123782647603305318e-01,2.093350748231488367e-01,5.410708640237422706e-01
3.580000000000000426e+01,2.141439669111420419e-01,2.118748732431011417e-01,5.442272730635902001e-01
3.589999999999999858e+01,2.160411650586990528e-01,2.122787625084395224e-01,5.465255825593278161e-01
3.600000000000000000e+01,2.177131411115247328e-01,2.137517331821080502e-01,5.493943000123926446e-01
3.610000000000000142e+01,2.179161447389883211e-01,2.135762221400045457e-01,5.512338415826035787e-01
3.620000000000000284e+01,2.174337214438761268e-01,2.130173140107393670e-01,5.504034712483866221e-01
3.630000000000000426e+01,2.171114411463938298e-01,2.115980675282920220e-01,5.507445556747537774e-01
3.639999999999999858e+01,2.170378766473287646e-01,2.122363100004492353e-01,5.523940810064958962e-01
3.650000000000000000e+01,2.159731181020234370e-01,2.100566156710724497e-01,5.503792445028722335e-01
3.660000000000000142e+01,2.140361141325710648e-01,2.113201405215960338e-01,5.491679350651617053e-01
3.670000000000000284e+01,2.130807120968477852e-01,2.086968288672013117e-01,5.486335256293703999e-01
3.680000000000000426e+01,2.122670968472521180e-01,2.085773040790442623e-01,5.473866231356830925e-01
3.689999999999999858e+01,2.114490016371604053e-01,2.089614237491535520e-01,5.458490730728160489e-01
3.700000000000000000e+01,2.119444539350980872e-01,2.086085847735928422e-01,5.445669149152937427e-01
3.710000000000000142e+01,2.134674655715267655e-01,2.101536727684603090e-01,5.450527420179297478e-01
3.720000000000000284e+01,2.156589456763700896e-01,2.098995467721782027e-01,5.466999987237816105e-01
3.730000000000000426e+01,2.166931584466397220e-01,2.132035079210171657e-01,5.487463225335397210e-01
3.739999999999999858e+01,2.167607190451407984e-01,2.134851780805132604e-01,5.498635034408581035e-01
3.750000000000000000e+01,2.158775440713795735e-01,2.128222348506447759e-01,5.505532124174428166e-01
3.760000000000000142e+01,2.147375786519439278e-01,2.118849278559603588e-01,5.494843988885906860e-01
3.770000000000000284e+01,2.134707627981120293e-01,2.107692403838415385e-01,5.468672560345705369e-01
3.780000000000000426e+01,2.111530576771010470e-01,2.067905702767055542e-01,5.432821855698063418e-01
3.789999999999999858e+01,2.087082269685016367e-01,2.057021298590689662e-01,5.399871143636932880e-01
3.800000000000000000e+01,2.076595950329983842e-01,2.047709984598442001e-01,5.369914069549236446e-01
3.810000000000000142e+01,2.075181735867057120e-01,2.060776621603825631e-01,5.328796503277654084e-01
3.820000000000000284e+01,2.080956714695683107e-01,2.052823248905721321e-01,5.314650994350230695e-01
3.830000000000000426e+01,2.089274214346615033e-01,2.083178303247317231e-01,5.321792251282444486e-01
3.840000000000000568e+01,2.091983753600729912e-01,2.089959291301930477e-01,5.329225048267881570e-01
3.850000000000000000e+01,2.086897111410006278e-01,2.058435879462565676e-01,5.339548760759177393e-01
3.860000000000000142e+01,2.080937733925170285e-01,2.048078939452856739e-01,5.345728708843326960e-01
3.870000000000000284e+01,2.084192121676605447e-01,2.072569580488853591e-01,5.369700964740069526e-01
3.880000000000000426e+01,2.094384580951389740e-01,2.078199646483074037e-01,5.397375311466728887e-01
3.890000000000000568e+01,2.105733595123792656e-01,2.080408912843006164e-01,5.414250456739141404e-01
3.900000000000000000e+01,2.112669386026484186e-01,2.058624391219930350e-01,5.416596006042572187e-01
3.910000000000000142e+01,2.133346939668323283e-01,2.062765477693565552e-01,5.447128887951121490e-01
3.920000000000000284e+01,2.142360783799820978e-01,2.063945299891570828e-01,5.481158870192504029e-01
3.930000000000000426e+01,2.153242018518644330e-01,2.058557101647615351e-01,5.518774243974218230e-01
3.940000000000000568e+01,2.163270985327499785e-01,2.078811056492450016e-01,5.545540544463878341e-01
3.950000000000000000e+01,2.164155332581958469e-01,2.100573820740005426e-01,5.552992126371364412e-01
3.960000000000000142e+01,2.174273721276414884e-01,2.103932664009775244e-01,5.559880484567197856e-01
3.970000000000000284e+01,2.169887553790057211e-01,2.106549236186270047e-01,5.541402082637301163e-01
3.980000000000000426e+01,2.150967323591644609e-01,2.098315054987902883e-01,5.498312797819427944e-01
3.990000000000000568e+01,2.137365470957773572e-01,2.100218102339949655e-01,5.480893888380188317e-01
4.000000000000000000e+01,2.124589185342498909e-01,2.064662054231882482e-01,5.482668050532955029e-01
4.010000000000000142e+01,2.108394602276147112e-01,2.063411996156883366e-01,5.493236788924412695e-01
4.020000000000000284e+01,2.109907744760561588e-01,2.076726767487256098e-01,5.493565283801360444e-01
4.030000000000000426e+01,2.131409348858252506e-01,2.085060602424679554e-01,5.506728197390263757e-01
4.040000000000000568e+01,2.149661085069569932e-01,2.100534894216898041e-01,5.515694299096639552e-01
4.050000000000000000e+01,2.153691393933881704e-01,2.108066266820393941e-01,5.517041086692902052e-01
4.060000000000000142e+01,2.141161927769016093e-01,2.101651073501106526e-01,5.509902872848292388e-01
4.070000000000000284e+01,2.127776714263331925e-01,2.088267099644774416e-01,5.505155421376313196e-01
4.080000000000000426e+01,2.118147978740009263e-01,2.073377034430124999e-01,5.494954200738272343e-01
4.090000000000000568e+01,2.112805353715718759e-01,2.063855781474221440e-01,5.496922436149204172e-01
4.100000000000000000e+01,2.129010918311649014e-01,2.082583003677436762e-01,5.530958103524967751e-01
4.110000000000000142e+01,2.150574203364444270e-01,2.093366196485813568e-01,5.568925290381553372e-01
4.120000000000000284e+01,2.162708775527922289e-01,2.080648626743718532e-01,5.582018101081815953e-01
4.130000000000000426e+01,2.157534002324828226e-01,2.060432319696986758e-01,5.589145730703503068e-01
4.140000000000000568e+01,2.152414899196915532e-01,2.050294372686102540e-01,5.591229939907583768e-01
4.150000000000000000e+01,2.156384536350836600e-01,2.058934627143025886e-01,5.607760793911998887e-01
4.160000000000000142e+01,2.161406040762782477e-01,2.062814057171952209e-01,5.621760193389514493e-01
4.170000000000000284e+01,2.177630461717698085e-01,2.090937256461700700e-01,5.634451824896641314e-01
4.180000000000000426e+01,2.182737819762792797e-01,2.089062794919315513e-01,5.623041521065963444e-01
4.190000000000000568e+01,2.183237503309253813e-01,2.091245650024843861e-01,5.620158839757025682e-01
4.200000000000000000e+01,2.172754526968920241e-01,2.089936011546394412e-01,5.618977720642505114e-01
4.210000000000000142e+01,2.155931380171505762e-01,2.078824772059882919e-01,5.600420793219734739e-01
4.220000000000000284e+01,2.137752535275177779e-01,2.052587796420649036e-01,5.587208695333896191e-01
4.230000000000000426e+01,2.128949458444146514e-01,2.047613648848954637e-01,5.584654491756471106e-01
4.240000000000000568e+01,2.128164941744966621e-01,2.032910159176658793e-01,5.580748445331874530e-01
4.250000000000000000e+01,2.116594188418046973e-01,2.018770824299622180e-01,5.568270551195689810e-01
4.260000000000000142e+01,2.112560681913944749e-01,2.016978402750514154e-01,5.560866114650219183e-01
4.270000000000000284e+01,2.120671255513070508e-01,2.011674660974124840e-01,5.576609652582769083e-01
4.280000000000000426e+01,2.126775287259204950e-01,2.018471571889617067e-01,5.581691680877450823e-01
4.290000000000000568e+01,2.123778640750728086e-01,2.025076352297294213e-01,5.565173922788900773e-01
4.300000000000000000e+01,2.115653590732375633e-01,2.006273799752957276e-01,5.530738879482578474e-01
4.310000000000000142e+01,2.119365044026064182e-01,1.994505621133282058e-01,5.524048092843704127e-01
4.320000000000000284e+01,2.103906911923592582e-01,1.993420603099856636e-01,5.551101860118224929e-01
4.330000000000000426e+01,2.086781527931866609e-01,1.996631832899860848e-01,5.549201560548002732e-01
4.340000000000000568e+01,2.088411352804814269e-01,1.985840452351161078e-01,5.539157881663372418e-01
4.350000000000000000e+01,2.084464321498898098e-01,2.005173087091150774e-01,5.531514974117979211e-01
4.360000000000000142e+01,2.102472704322668473e-01,2.019505288634381168e-01,5.547240507202984006e-01
4.370000000000000284e+01,2.126286689131581531e-01,2.014249576956810006e-01,5.564769511272673608e-01
4.380000000000000426e+01,2.127052198634640512e-01,2.024642334561655155e-01,5.577589235508202403e-01
4.390000000000000568e+01,2.132357261362838319e-01,2.048361836162205518e-01,5.582947795766881605e-01
4.400000000000000000e+01,2.142679851524127987e-01,2.061689796375480443e-01,5.588852336923908481e-01
4.410000000000000142e+01,2.159966122447559422e-01,2.076540424920626793e-01,5.622022207187288290e-01
4.420000000000000284e+01,2.194334266427384050e-01,2.103834090474092089e-01,5.671961244358779686e-01
4.430000000000000426e+01,2.225922334820351622e-01,2.101881883134145146e-01,5.710203798570473444e-01
4.440000000000000568e+01,2.225491165703373242e-01,2.090187226858379876e-01,5.700963686062060498e-01
4.450000000000000000e+01,2.208762878460101275e-01,2.091289413029152888e-01,5.682320861870685524e-01
4.460000000000000142e+01,2.184846811866194838e-01,2.091565660112159053e-01,5.664833106454471023e-01
4.470000000000000284e+01,2.164310275549828355e-01,2.064924682606739670e-01,5.641452949593800392e-01
4.480000000000000426e+01,2.149975144335099508e-01,2.071518488752389919e-01,5.612626566016689633e-01
4.490000000000000568e+01,2.138393086621106221e-01,2.050143645902287870e-01,5.590783014230724657e-01
4.500000000000000000e+01,2.130268428924527724e-01,2.031615857380989487e-01,5.571938579783780598e-01
4.510000000000000142e+01,2.129268915975874032e-01,2.028794381718032613e-01,5.573608829345747528e-01
4.520000000000000284e+01,2.122569398635195947e-01,2.022612002307930534e-01,5.553830662320282663e-01
4.530000000000000426e+01,2.127897598346157881e-01,2.008091189497831497e-01,5.554672173479733299e-01
4.540000000000000568e+01,2.121330166252409777e-01,1.999130629800744685e-01,5.551558018991732402e-01
4.550000000000000000e+01,2.107439830105552192e-01,1.995025428064899908e-01,5.533784196788820164e-01
4.560000000000000142e+01,2.105462849122806124e-01,1.975320579075563188e-01,5.509861568637565155e-01
4.570000000000000284e+01,2.113108347504977225e-01,1.982594653443904287e-01,5.515849224878510704e-01
4.580000000000000426e+01,2.130958349415714159e-01,1.988013649154470042e-01,5.512161365475598540e-01
4.590000000000000568e+01,2.141858269930294045e-01,2.010949852584973108e-01,5.514447320138691211e-01
4.600000000000000000e+01,2.137807360104262699e-01,2.003805266945724306e-01,5.512462647814464489e-01
4.610000000000000142e+01,2.128815304272169417e-01,2.011023110144776749e-01,5.513791725237034980e-01
4.620000000000000284e+01,2.130410901141015778e-01,2.043728656751948036e-01,5.513105075132032074e-01
4.630000000000000426e+01,2.124817727423556624e-01,2.025540197002634324e-01,5.497645159233172096e-01
4.640000000000000568e+01,2.118900483926845768e-01,2.020172089834917639e-01,5.514509938331512151e-01
4.650000000000000000e+01,2.127002852707779168e-01,2.042984670213499609e-01,5.552478569557136590e-01
4.660000000000000142e+01,2.135005253602260678e-01,2.032301254310054095e-01,5.559907153513257150e-01
4.670000000000000284e+01,2.134019085288393902e-01,2.002384590934349617e-01,5.568177663504432218e-01
4.680000000000000426e+01,2.127535108704833311e-01,1.976859452979407294e-01,5.562806277056899784e-01
4.690000000000000568e+01,2.119168725296160516e-01,1.993564326222558025e-01,5.556604191258878167e-01
4.700000000000000000e+01,2.111142211873044128e-01,1.975897909099577909e-01,5.548987853932016989e-01
4.710000000000000142e+01,2.118195080833596977e-01,1.998334944544914449e-01,5.553016821841578743e-01
4.720000000000000284e+01,2.145252423570088718e-01,2.009714124680486713e-01,5.586883811060748828e-01
4.730000000000000426e+01,2.167247103869939517e-01,2.023477515752817035e-01,5.623561432188600717e-01
4.740000000000000568e+01,2.197815820739203452e-01,2.023850420070059108e-01,5.682229710461297323e-01
4.750000000000000000e+01,2.220146614099355598e-01,2.051968292355504375e-01,5.714229566519400949e-01
4.760000000000000142e+01,2.221949233526798739e-01,2.066424119856448971e-01,5.693981511810245477e-01
4.770000000000000284e+01,2.204859117178325223e-01,2.059583855835319666e-01,5.659790558349553358e-01
4.780000000000000426e+01,2.191842692093153300e-01,2.025681793270183995e-01,5.635761291231521364e-01
4.790000000000000568e+01,2.177841893513110805e-01,2.014310004448832125e-01,5.643898633739010684e-01
4.800000000000000000e+01,2.170827257703193680e-01,2.030669585694356571e-01,5.658185457448562383e-01
4.810000000000000142e+01,2.165869140704640705e-01,2.012721775391257129e-01,5.669894387059780660e-01
4.820000000000000284e+01,2.156961548122005023e-01,1.991469375605323389e-01,5.651000326838878651e-01
4.830000000000000426e+01,2.135531422045545691e-01,1.985895666622022326e-01,5.623784924989074785e-01
4.840000000000000568e+01,2.118040418435835626e-01,1.979181900005370920e-01,5.606570865337964227e-01
4.850000000000000000e+01,2.131808294634976453e-01,1.982327076874618177e-01,5.608036864974411673e-01
4.860000000000000142e+01,2.160300988531073385e-01,1.991861783356889404e-01,5.634178624681065450e-01
4.870000000000000284e+01,2.195427834382479571e-01,2.016465504805194653e-01,5.704714077420459661e-01
4.880000000000000426e+01,2.223720699193232342e-01,2.022012589604751664e-01,5.768334392282027379e-01
4.890000000000000568e+01,2.238483493226655907e-01,1.988740891969332514e-01,5.803676553723688958e-01
4.900000000000000000e+01,2.237874481382768899e-01,1.981113039531134934e-01,5.814055832778944888e-01
4.910000000000000142e+01,2.230624366033626405e-01,1.972872600525075459e-01,5.798229711892064486e-01
4.920000000000000284e+01,2.212740939286325925e-01,1.996496811442111385e-01,5.777645642529605219e-01
4.930000000000000426e+01,2.202028574678006334e-01,1.987702094124011165e-01,5.766112604422157784e-01
4.940000000000000568e+01,2.205580316678024122e-01,2.013871612573718550e-01,5.759601825450634260e-01
4.950000000000000000e+01,2.202228208210352256e-01,1.971932314587372670e-01,5.732251716103962114e-01
4.960000000000000142e+01,2.211367710990995716e-01,1.977837298825136647e-01,5.728362936587205745e-01
4.970000000000000284e+01,2.204322763624934900e-01,1.982756421188394125e-01,5.735346792720048548e-01
4.980000000000000426e+01,2.189725881041629518e-01,1.947909599351472787e-01,5.735423493158408048e-01
4.990000000000000568e+01,2.183910736043285505e-01,1.944045633160173259e-01,5.744605270046423406e-01
5.000000000000000000e+01,2.183279273687162014e-01,1.956348821868398591e-01,5.749384438953522025e-01
5.010000000000000142e+01,2.209384015260945633e-01,2.003541776396307594e-01,5.770324589489101985e-01
5.020000000000000284e+01,2.240931889671043675e-01,2.030722086016185368e-01,5.802828835302182853e-01
5.030000000000000426e+01,2.263064362311833499e-01,2.028410517523805134e-01,5.821027661598409120e-01
5.040000000000000568e+01,2.270097902036975757e-01,2.023448515732340081e-01,5.821951956883447687e-01
5.050000000000000000e+01,2.259142389835490650e-01,2.026677953553991662e-01,5.814577432255396694e-01
5.060000000000000142e+01,2.262779037717164432e-01,2.014941389009738681e-01,5.836590483247405814e-01
5.070000000000000284e+01,2.278474426872799941e-01,2.030713679806492589e-01,5.877545045044531014e-01
5.080000000000000426e+01,2.293637191561776201e-01,2.017192396578126878e-01,5.905777586373037735e-01
5.090000000000000568e+01,2.309392361182902864e-01,2.049782452772128394e-01,5.917501706617095403e-01
5.100000000000000000e+01,2.306373716881841562e-01,2.052895774491990399e-01,5.902301889249467193e-01
5.110000000000000142e+01,2.295873058754411000e-01,2.025238914039348415e-01,5.874180408246332252e-01
5.120000000000000284e+01,2.280943909073513132e-01,2.024576889320151007e-01,5.840688124375412738e-01
5.130000000000000426e+01,2.257552145015981615e-01,1.987765142730902046e-01,5.815002382147125282e-01
5.140000000000000568e+01,2.238028873409836916e-01,1.992759850281597411e-01,5.819150913002596459e-01
5.150000000000000000e+01,2.227815034077599288e-01,2.005767468403908405e-01,5.826584061780638590e-01
5.160000000000000142e+01,2.215558393262949122e-01,1.952326760494361713e-01,5.829850407000181090e-01
5.170000000000000284e+01,2.215859247576860980e-01,1.935802171400443916e-01,5.827787386598877184e-01
5.180000000000000426e+01,2.216469216485638660e-01,1.924686143030378549e-01,5.828163987127676915e-01
5.190000000000000568e+01,2.217745954582611978e-01,1.936839210219518381e-01,5.831147719300320276e-01
5.200000000000000000e+01,2.228958946074850456e-01,1.957689134915788498e-01,5.847447753597423414e-01
5.210000000000000142e+01,2.244954582722834824e-01,1.997228647577535265e-01,5.895609805899034717e-01
5.220000000000000284e+01,2.271970046028295720e-01,2.001631511005638742e-01,5.929019331671818716e-01
5.230000000000000426e+01,2.305346628947775312e-01,2.020781128810766047e-01,5.952047387867742678e-01
5.240000000000000568e+01,2.321448214397058007e-01,2.029246041379177412e-01,5.945861502677958210e-01
5.250000000000000000e+01,2.322808617862467395e-01,2.038758789733445820e-01,5.937652734176356306e-01
5.260000000000000142e+01,2.321184503891902673e-01,2.029956195186065071e-01,5.940495780948626958e-01
5.270000000000000284e+01,2.316538311306912123e-01,2.032618902405073646e-01,5.936165746013032374e-01
5.280000000000000426e+01,2.316315524791425218e-01,2.059971790021131177e-01,5.916091150558232536e-01
5.290000000000000568e+01,2.296402075202663984e-01,2.034468132472679325e-01,5.892658538440536109e-01
5.300000000000000000e+01,2.274591358468313895e-01,2.015056793507076505e-01,5.872134098091974508e-01
5.310000000000000142e+01,2.265649125426250909e-01,2.017153283963175336e-01,5.843197918170189853e-01
5.320000000000000284e+01,2.258407758891498029e-01,2.010959597818884892e-01,5.819581493863501542e-01
5.330000000000000426e+01,2.259567629066526750e-01,1.980805486669703908e-01,5.808124458986223537e-01
5.340000000000000568e+01,2.266807282431715920e-01,1.997605349071358283e-01,5.812620548517482000e-01
5.350000000000000000e+01,2.276441266844816402e-01,2.004917612434298502e-01,5.840800948159362571e-01
5.360000000000000142e+01,2.285240744215417397e-01,1.996045818717611386e-01,5.866084323768021580e-01
5.370000000000000284e+01,2.291685540961328205e-01,2.006021821728288801e-01,5.860280961650932152e-01
5.380000000000000426e+01,2.283119782456142499e-01,2.036376670653065324e-01,5.843154905211946915e-01
5.390000000000000568e+01,2.266121398629156181e-01,1.997562023800274200e-01,5.809929542908529587e-01
5.400000000000000000e+01,2.239694148915033212e-01,1.988508096125079228e-01,5.793735593051292376e-01
5.410000000000000142e+01,2.229197979793130224e-01,1.977448353250543245e-01,5.799004989823393075e-01
5.420000000000000284e+01,2.225259980421862849e-01,1.978627813521310896e-01,5.789957054350123311e-01
5.430000000000000426e+01,2.228849220304075229e-01,1.962039695785902094e-01,5.782236886263301123e-01
5.440000000000000568e+01,2.240961578226018658e-01,1.983184975803921890e-01,5.781274437616265027e-01
5.450000000000000000e+01,2.237468548312454286e-01,1.947996248836281197e-01,5.796100390581705453e-01
5.460000000000000142e+01,2.262134736923957778e-01,1.967321529850397654e-01,5.820854476803204447e-01
5.470000000000000284e+01,2.272373712028794568e-01,1.970883174147814720e-01,5.841130405140081416e-01
5.480000000000000426e+01,2.284932019698293904e-01,1.987550397540639169e-01,5.868735381995187073e-01
5.490000000000000568e+01,2.303290817680710423e-01,2.009611217600427713e-01,5.891084499014372922e-01
5.500000000000000000e+01,2.323997109864331390e-01,2.041587397988008368e-01,5.923693039475477207e-01
5.510000000000000142e+01,2.343485240664161251e-01,2.066992932977694541e-01,5.937692448998245220e-01
5.520000000000000284e+01,2.354218474046508858e-01,2.056471422261279547e-01,5.951681173765507316e-01
5.530000000000000426e+01,2.355678325563323183e-01,2.047746229193252998e-01,5.961217992317804359e-01
5.540000000000000568e+01,2.345841086490457195e-01,2.026667784739988321e-01,5.947040848562107351e-01
5.550000000000000000e+01,2.322805851393382193e-01,2.002589248472694539e-01,5.916807375186293738e-01
5.560000000000000142e+01,2.299462443172246573e-01,1.980184999949368418e-01,5.875814499122390400e-01
5.570000000000000284e+01,2.281494939233988661e-01,1.987044363993342166e-01,5.840043502612023429e-01
5.580000000000000426e+01,2.283139017583592223e-01,1.983031485693155793e-01,5.834997125772378723e-01
5.590000000000000568e+01,2.298642012651686828e-01,1.997448194516956432e-01,5.856030581471461938e-01
5.600000000000000000e+01,2.299178422943425892e-01,2.005538368475463795e-01,5.870632654812247830e-01
5.610000000000000142e+01,2.309842345926937657e-01,2.028813268297242622e-01,5.898458651013960274e-01
5.620000000000000284e+01,2.329436369890277025e-01,2.054367387996991201e-01,5.921658087194970888e-01
5.630000000000000426e+01,2.326182094818705082e-01,2.053487032387273370e-01,5.910421334883253497e-01
5.640000000000000568e+01,2.314389463339839581e-01,1.994900141083093825e-01,5.895061103618415288e-01
5.650000000000000000e+01,2.312983975193386721e-01,2.005541081441304108e-01,5.889008548422520750e-01
5.660000000000000142e+01,2.323037855745908875e-01,2.030618191521199878e-01,5.906973075481344315e-01
5.670000000000000284e+01,2.328965254236510518e-01,2.004295797194831086e-01,5.928450057934061546e-01
5.680000000000000426e+01,2.330443677531150171e-01,1.997584975621657377e-01,5.950786167829735795e-01
5.690000000000000568e+01,2.327603760909825181e-01,2.018456430053422457e-01,5.954365711038677178e-01
5.700000000000000000e+01,2.336974549761895725e-01,2.026344429919132439e-01,5.937234559110382559e-01
5.710000000000000142e+01,2.345974364730874784e-01,2.028914752590718074e-01,5.931694619458136586e-01
5.720000000000000284e+01,2.347876415431403851e-01,2.050601394443850312e-01,5.940181808725363277e-01
5.730000000000000426e+01,2.349711636760680178e-01,2.057378944934437348e-01,5.947325823921500998e-01
5.740000000000000568e+01,2.342007332582100865e-01,2.061209293540736120e-01,5.938486207296294062e-01
5.750000000000000000e+01,2.329061214076786346e-01,2.062392586599644251e-01,5.903966155645172798e-01
5.760000000000000142e+01,2.324888675321652998e-01,2.052615679540789051e-01,5.893451155581945766e-01
5.770000000000000284e+01,2.325373352506857894e-01,2.068422142497835237e-01,5.908170694994920868e-01
5.780000000000000426e+01,2.319290290471723581e-01,2.055448843849522200e-01,5.868809338000712250e-01
5.790000000000000568e+01,2.303796804167286827e-01,2.007852185006507306e-01,5.841670409227476268e-01
5.800000000000000000e+01,2.297078473329466630e-01,2.010931857458332916e-01,5.850820194752447412e-01
