time_ps,T_K,PE_eV_atom,P_GPa
9.300000000000000711e+00,3.852610683799999833e+02,-5.461035139705882280e+00,2.596268349413333176e-01
9.349999999999999645e+00,3.982542422999999872e+02,-5.461911254411765171e+00,-5.436585131200000198e-02
9.400000000000000355e+00,4.037226772999999866e+02,-5.461819425735293443e+00,-5.139862472930000620e-02
9.450000000000001066e+00,3.874737907699999937e+02,-5.459170454779411763e+00,-2.108527379659999867e-01
9.500000000000000000e+00,4.090555758599999763e+02,-5.461317713235294136e+00,1.393741343206667156e-02
9.550000000000000711e+00,4.085965107700000090e+02,-5.459357337132352939e+00,1.261405994400000008e-01
9.600000000000001421e+00,4.391771395600000005e+02,-5.461181714705881873e+00,1.467206571903333368e-01
9.650000000000000355e+00,4.185993192700000236e+02,-5.458222340441175824e+00,3.658128420033333050e-01
9.700000000000001066e+00,4.256602440099999853e+02,-5.461684306985294057e+00,-7.767704543666667516e-02
9.750000000000000000e+00,4.018689067099999761e+02,-5.462293690808823321e+00,-1.096681879466666620e-01
9.800000000000000711e+00,3.996305110999999783e+02,-5.463852078308823579e+00,-6.348714728066666424e-02
9.850000000000001421e+00,3.735555077899999787e+02,-5.460517143750000635e+00,7.483793890399999260e-02
9.900000000000000355e+00,3.808839131899999870e+02,-5.460729540073529620e+00,2.204567386566666787e-01
9.950000000000001066e+00,4.038269369199999801e+02,-5.462142066544117824e+00,-2.594328226270000218e-02
1.000000000000000000e+01,4.147943095499999799e+02,-5.461566650367647213e+00,2.981373721733333038e-01
1.005000000000000071e+01,4.068996634700000072e+02,-5.458752625367647049e+00,2.587856388333332688e-02
1.010000000000000142e+01,4.193528316200000177e+02,-5.459240990073530142e+00,6.764862376633333507e-02
1.015000000000000036e+01,3.964539774300000090e+02,-5.457178977205882298e+00,-6.496847687133333604e-02
1.020000000000000107e+01,3.992369805199999746e+02,-5.458546012867647512e+00,-6.634965670299998453e-02
1.025000000000000000e+01,4.174103941299999860e+02,-5.461792318749999708e+00,2.809194020866666586e-01
1.030000000000000071e+01,3.861197856100000081e+02,-5.457991790808823573e+00,-3.741818342000000075e-01
1.035000000000000142e+01,3.975691680699999893e+02,-5.459199043382352734e+00,1.994632103023332992e-01
1.040000000000000036e+01,4.168537150700000211e+02,-5.460069201470588496e+00,-2.161183342056667012e-01
1.045000000000000107e+01,4.269659230500000149e+02,-5.460969576838235362e+00,5.150790446199999817e-01
1.050000000000000000e+01,4.256597419299999956e+02,-5.461781266544117663e+00,1.352316101400000137e-02
1.055000000000000071e+01,3.849723698799999738e+02,-5.459899489338234879e+00,4.630763653633333532e-01
1.060000000000000142e+01,3.907557462699999746e+02,-5.464036728308823143e+00,-2.933107509299999749e-01
