lag_ps,Li_A2,P_A2,O_A2,N_A2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.343011537504957165e+00,2.297806863535418742e-01,5.611919323843405083e-01,5.281925110374422472e-01
2.000000000000000111e-01,2.344412213796792877e+00,4.118859365118745508e-01,1.018806035388052811e+00,9.409547737755254992e-01
3.000000000000000444e-01,3.263004326585010606e+00,5.190569803305793428e-01,1.324402754105462598e+00,1.173383115762220319e+00
4.000000000000000222e-01,4.143046077226881785e+00,5.986312293573466947e-01,1.577210280438789747e+00,1.350227090090741378e+00
5.000000000000000000e-01,5.017766855425348282e+00,6.645930854653278042e-01,1.800390439066520409e+00,1.504909823150400339e+00
6.000000000000000888e-01,5.892676109174841415e+00,7.261232516173765639e-01,2.006119314934971865e+00,1.649514224336347423e+00
7.000000000000000666e-01,6.761090769028063718e+00,7.837325203830564080e-01,2.198940456119844900e+00,1.777395234350231723e+00
8.000000000000000444e-01,7.629878585553128367e+00,8.374275173651287707e-01,2.378732885898582783e+00,1.900699604379401775e+00
9.000000000000000222e-01,8.491207303386277161e+00,8.869215051523974269e-01,2.550444863113404015e+00,2.004672352149315273e+00
1.000000000000000000e+00,9.352891791010334188e+00,9.336511725154849062e-01,2.711479729054190102e+00,2.103666616339203710e+00
1.100000000000000089e+00,1.021319559637544927e+01,9.799063006937982490e-01,2.865817741647947337e+00,2.199600474993272936e+00
1.200000000000000178e+00,1.106646844342906810e+01,1.022361280770261560e+00,3.013534660334659776e+00,2.274563275356717984e+00
1.300000000000000044e+00,1.191916296169598510e+01,1.064713997190035899e+00,3.155499978866442845e+00,2.352385178814832667e+00
1.400000000000000133e+00,1.277636337027485780e+01,1.103081616329389725e+00,3.288293447378144219e+00,2.432332056540670528e+00
1.500000000000000000e+00,1.363603717617420763e+01,1.139968907236321716e+00,3.415231939460297017e+00,2.506325462726799458e+00
1.600000000000000089e+00,1.449302249911115403e+01,1.176504584505303486e+00,3.537603485407521564e+00,2.587219800020597926e+00
1.700000000000000178e+00,1.534970959962794801e+01,1.214519279912462890e+00,3.656575543453299826e+00,2.656545082420883386e+00
1.800000000000000044e+00,1.620138030305830412e+01,1.249079999808060171e+00,3.769620086237783774e+00,2.722233390169308098e+00
1.900000000000000133e+00,1.705816975736578200e+01,1.282911935024914518e+00,3.879616318603569702e+00,2.790799488090456748e+00
2.000000000000000000e+00,1.790993790402728081e+01,1.318105968614067036e+00,3.988693107443315178e+00,2.860354585427794305e+00
2.100000000000000089e+00,1.876479387054158465e+01,1.354059426822250778e+00,4.095437326097253639e+00,2.928422201722571394e+00
2.200000000000000178e+00,1.961730213096846498e+01,1.388357688043322602e+00,4.198688686492635824e+00,2.996837104210388070e+00
2.300000000000000266e+00,2.047402420721542171e+01,1.421746439437479470e+00,4.297712422519288644e+00,3.060691429351985349e+00
2.400000000000000355e+00,2.131773347114330619e+01,1.453279329943075071e+00,4.392816882844175375e+00,3.119112098782952369e+00
2.500000000000000000e+00,2.216438288807918511e+01,1.483370619770847609e+00,4.484750127612278980e+00,3.170862984620501202e+00
2.600000000000000089e+00,2.301137443784479686e+01,1.513871435568811652e+00,4.572757182376871121e+00,3.222952081706789595e+00
2.700000000000000178e+00,2.385438353951659707e+01,1.544298342093624488e+00,4.657864683726334221e+00,3.272397703677071501e+00
2.800000000000000266e+00,2.469986115713164665e+01,1.573164324990074192e+00,4.740775423233911212e+00,3.315748430290848425e+00
2.900000000000000355e+00,2.554271548815281179e+01,1.603523943801807405e+00,4.820648544207595698e+00,3.360148228947889670e+00
3.000000000000000000e+00,2.638450424954749352e+01,1.634117128144392472e+00,4.899262382772342050e+00,3.405501081470645452e+00
3.100000000000000089e+00,2.722177141782367826e+01,1.661681967919896419e+00,4.974132122271508472e+00,3.454138811112488217e+00
3.200000000000000178e+00,2.805905741126492714e+01,1.690165310093256990e+00,5.047235000007868955e+00,3.502977369608512692e+00
3.300000000000000266e+00,2.890349383290384822e+01,1.716607718041880393e+00,5.119763112325520282e+00,3.543812159212203383e+00
3.400000000000000355e+00,2.974360373543320435e+01,1.744714612548587507e+00,5.192799996828935782e+00,3.587128603755779466e+00
3.500000000000000000e+00,3.058810124836387700e+01,1.773237752533077360e+00,5.264818892025687980e+00,3.631554371973825468e+00
3.600000000000000089e+00,3.143736727612211368e+01,1.801007373960575642e+00,5.336028870941571078e+00,3.672706428911430176e+00
3.700000000000000178e+00,3.227288665158648939e+01,1.830299014400809332e+00,5.407121412964373874e+00,3.713542148592124725e+00
3.800000000000000266e+00,3.310603942299002966e+01,1.860297441344627378e+00,5.474271216162229337e+00,3.747154244446884608e+00
3.900000000000000355e+00,3.394602667063169577e+01,1.890620316499795894e+00,5.541909969882595099e+00,3.787432992529191189e+00
4.000000000000000000e+00,3.478401592284398447e+01,1.916879379508808601e+00,5.606523316048122929e+00,3.828029712246795668e+00
4.100000000000000533e+00,3.562376468036454469e+01,1.941337278872256267e+00,5.667528921460577962e+00,3.865066624054767086e+00
4.200000000000000178e+00,3.645216794588341713e+01,1.967822318239184076e+00,5.727016204723050841e+00,3.895962009290709904e+00
4.299999999999999822e+00,3.728556634845061524e+01,1.992784901918784879e+00,5.783318229903922969e+00,3.928080968516086902e+00
4.400000000000000355e+00,3.812280812476699765e+01,2.016684226658923329e+00,5.835566776835193536e+00,3.956341542071432293e+00
4.500000000000000000e+00,3.895458160359877553e+01,2.039959530647452279e+00,5.888741076688341458e+00,3.984860903355165185e+00
4.600000000000000533e+00,3.979646641682500530e+01,2.063564364394345763e+00,5.943084471706451488e+00,4.015248221736992029e+00
4.700000000000000178e+00,4.064173635676848306e+01,2.087675256239600152e+00,5.994575680957821007e+00,4.048845637955680310e+00
4.800000000000000711e+00,4.148268034648649660e+01,2.111160724892768847e+00,6.045866069335868787e+00,4.083816000334732799e+00
4.900000000000000355e+00,4.231884546918089285e+01,2.134919468261582409e+00,6.096787088771187690e+00,4.114652619882495088e+00
5.000000000000000000e+00,4.315398571196813293e+01,2.159488587251629177e+00,6.146286618158529613e+00,4.141891561102878150e+00
5.100000000000000533e+00,4.399343626263981832e+01,2.184287007404096759e+00,6.195036321904686893e+00,4.162660052900817753e+00
5.200000000000000178e+00,4.483234844273481912e+01,2.209112308883417697e+00,6.243884540207137235e+00,4.191350897698053579e+00
5.300000000000000711e+00,4.567011752938320512e+01,2.233223979646707047e+00,6.287670225626940557e+00,4.217976062433566931e+00
5.400000000000000355e+00,4.650882789739466006e+01,2.255273049966428633e+00,6.330080802654065586e+00,4.237177078428752353e+00
5.500000000000000000e+00,4.734139021492318022e+01,2.277963832598617788e+00,6.373801870209381271e+00,4.253750316345133342e+00
5.600000000000000533e+00,4.817100528285789807e+01,2.299039344555633857e+00,6.415650844457666757e+00,4.277214769319985344e+00
5.700000000000000178e+00,4.899320799370867263e+01,2.320799929923495153e+00,6.454349050727676840e+00,4.303677949813897285e+00
5.800000000000000711e+00,4.981448743852583050e+01,2.343857400843498695e+00,6.494007092513314205e+00,4.334653525563304299e+00
5.900000000000000355e+00,5.063149396102420496e+01,2.366736991089628095e+00,6.533159183514851698e+00,4.369071659948715158e+00
6.000000000000000000e+00,5.144680896482580579e+01,2.389200462943863457e+00,6.572616797326776172e+00,4.399619134237528151e+00
6.100000000000000533e+00,5.226666897201110373e+01,2.409398782186064292e+00,6.608759039276823621e+00,4.428506185068062706e+00
6.200000000000000178e+00,5.308313077085538367e+01,2.428854144259839476e+00,6.647745158552683442e+00,4.457049499519126989e+00
6.300000000000000711e+00,5.389406312736149118e+01,2.450549906760449037e+00,6.685782576743536154e+00,4.487831325914038771e+00
6.400000000000000355e+00,5.470557709571708926e+01,2.474833754690247467e+00,6.725156088083550365e+00,4.522538428633203544e+00
6.500000000000000000e+00,5.550829683842296447e+01,2.496874051286012364e+00,6.763660250392176110e+00,4.553217632390846425e+00
6.600000000000000533e+00,5.632044770310375981e+01,2.517776549837742905e+00,6.799578738342844098e+00,4.582119689579819521e+00
6.700000000000000178e+00,5.712026204584198297e+01,2.537988798812699898e+00,6.832378731141306893e+00,4.602518787791220589e+00
6.800000000000000711e+00,5.792091666539647576e+01,2.558548598332011093e+00,6.867833163105580674e+00,4.624050510921239088e+00
6.900000000000000355e+00,5.872019505251135740e+01,2.580741702928460946e+00,6.904663259171343270e+00,4.649661128318353320e+00
7.000000000000000000e+00,5.951493632347333573e+01,2.602874007843930304e+00,6.939290220896208616e+00,4.667603652690268667e+00
7.100000000000000533e+00,6.031296807653711056e+01,2.624321239119812521e+00,6.972116383896652891e+00,4.689493234718183245e+00
7.200000000000000178e+00,6.111774591904040221e+01,2.645567575508181335e+00,7.002968007445480758e+00,4.713222033943861078e+00
7.300000000000000711e+00,6.192066791043666285e+01,2.664527234707966485e+00,7.033709560116208515e+00,4.739830778817965218e+00
7.400000000000000355e+00,6.272922138240057421e+01,2.683971727537482810e+00,7.061447978603421660e+00,4.764279718037628619e+00
7.500000000000000000e+00,6.353444058695200880e+01,2.705193537165085704e+00,7.090994124378424246e+00,4.783766945432845752e+00
7.600000000000000533e+00,6.433897905706687936e+01,2.725869305739666792e+00,7.121630555607374902e+00,4.795764820513260140e+00
7.700000000000000178e+00,6.514879238769530900e+01,2.746075301238107613e+00,7.152493220962415243e+00,4.814381459767569815e+00
7.800000000000000711e+00,6.595425392965069022e+01,2.768970198639630453e+00,7.186195716326611915e+00,4.839942024084783689e+00
7.900000000000000355e+00,6.676488727454984939e+01,2.793061889507905793e+00,7.224374339040363857e+00,4.861498678573674681e+00
8.000000000000000000e+00,6.757373217359644002e+01,2.814573429187823272e+00,7.255038634219576288e+00,4.886903192947762875e+00
8.099999999999999645e+00,6.837686345954828937e+01,2.835100725559135615e+00,7.283409343889182708e+00,4.912580271349001215e+00
8.200000000000001066e+00,6.918581880008254359e+01,2.855049396903755365e+00,7.312107841535941510e+00,4.939160541952936967e+00
8.300000000000000711e+00,6.999718738965857767e+01,2.876214508301937478e+00,7.342485943403556092e+00,4.964148913214230241e+00
8.400000000000000355e+00,7.080891407748724475e+01,2.897461489848996763e+00,7.370959626635165129e+00,4.995265372941621429e+00
8.500000000000000000e+00,7.162084322486565213e+01,2.919023174080242811e+00,7.399727005890151865e+00,5.020941215099170130e+00
8.599999999999999645e+00,7.243282961074959303e+01,2.940254210328981266e+00,7.428509702651370894e+00,5.046179885751109317e+00
8.700000000000001066e+00,7.324134222285778151e+01,2.962438356041172227e+00,7.459639802934876052e+00,5.069304921175345591e+00
8.800000000000000711e+00,7.406117120540481835e+01,2.985508029931229768e+00,7.490778644480434956e+00,5.099502426442644065e+00
8.900000000000000355e+00,7.488124971502207927e+01,3.005938514944223705e+00,7.517904812943998039e+00,5.132074845850577383e+00
9.000000000000000000e+00,7.570148079369607785e+01,3.026086731800361029e+00,7.543836910961557507e+00,5.158622913322869152e+00
9.099999999999999645e+00,7.652497671913479849e+01,3.047405358791682062e+00,7.569163822415258203e+00,5.183917846749288572e+00
9.200000000000001066e+00,7.734933071602402777e+01,3.067215127341779368e+00,7.595235180677511799e+00,5.210088875812301623e+00
9.300000000000000711e+00,7.817938369380593144e+01,3.087216263527196691e+00,7.623343327111729018e+00,5.238465731701901440e+00
9.400000000000000355e+00,7.900651056069170863e+01,3.107787019541154994e+00,7.651185325366996359e+00,5.263218212575718091e+00
9.500000000000000000e+00,7.983367895180069240e+01,3.129083211627907257e+00,7.678295186884417589e+00,5.290271008255658103e+00
9.600000000000001421e+00,8.066131398744617798e+01,3.151053934711213422e+00,7.706280890891159530e+00,5.316709916307527095e+00
9.700000000000001066e+00,8.148832011943530063e+01,3.172480354712579942e+00,7.733311013121428878e+00,5.337899632581945220e+00
9.800000000000000711e+00,8.232143686921095593e+01,3.194047757210215721e+00,7.761459715961712469e+00,5.357926272214998065e+00
9.900000000000000355e+00,8.315111364736839050e+01,3.216084458185076045e+00,7.787947290467949202e+00,5.381717849649361618e+00
1.000000000000000000e+01,8.398004363333002686e+01,3.236662109523936515e+00,7.812859631126724658e+00,5.408007255541443570e+00
1.010000000000000142e+01,8.480674740967423020e+01,3.258610981863949263e+00,7.840481603495430107e+00,5.427075655202646232e+00
1.020000000000000107e+01,8.562991163759414803e+01,3.281823654302146398e+00,7.871384181759813359e+00,5.445751043766080990e+00
1.030000000000000071e+01,8.645241948785724162e+01,3.305064136777733363e+00,7.901040200634028565e+00,5.467987295844213946e+00
1.040000000000000036e+01,8.726951554997266669e+01,3.326662124460413317e+00,7.930993181873378539e+00,5.492127419342168082e+00
1.050000000000000000e+01,8.808088352774890950e+01,3.349773489849961372e+00,7.962341494956929999e+00,5.519879220624165583e+00
1.060000000000000142e+01,8.888967353597530519e+01,3.372984305766681956e+00,7.992037140879745927e+00,5.545851212263377406e+00
1.070000000000000107e+01,8.969312216826749307e+01,3.394927133486310034e+00,8.023348957052592212e+00,5.567981480048612930e+00
1.080000000000000071e+01,9.049896181273027196e+01,3.418445779854538902e+00,8.057272552457019898e+00,5.585679724696261061e+00
1.090000000000000036e+01,9.130235824988157844e+01,3.438563013170218507e+00,8.088962001016739123e+00,5.614543751423117790e+00
1.100000000000000000e+01,9.210744183580887068e+01,3.460016577048009356e+00,8.122141329200918136e+00,5.643314323605681970e+00
1.110000000000000142e+01,9.290107031342409982e+01,3.481794737278407936e+00,8.154763445431072455e+00,5.668762001882880597e+00
1.120000000000000107e+01,9.370339460066497850e+01,3.503194540974111426e+00,8.184532325222518168e+00,5.688159492049271293e+00
1.130000000000000071e+01,9.450355739272059452e+01,3.525232613859504038e+00,8.214090846398745427e+00,5.712496382002496098e+00
1.140000000000000036e+01,9.529403635683230789e+01,3.545741693900415825e+00,8.241119201242097958e+00,5.737518000481347080e+00
1.150000000000000000e+01,9.608823321349606772e+01,3.566168074025190204e+00,8.269956593256923227e+00,5.760806811237583425e+00
1.160000000000000142e+01,9.688165623350056421e+01,3.588026466254553348e+00,8.298264141397797999e+00,5.782775194787579842e+00
1.170000000000000107e+01,9.767399261799981502e+01,3.608987151788579428e+00,8.325818230975734480e+00,5.805756568315127097e+00
1.180000000000000071e+01,9.846470795830730083e+01,3.627389255317976069e+00,8.351281089473319597e+00,5.828157839427174025e+00
1.190000000000000036e+01,9.925548142755529568e+01,3.647401159845429230e+00,8.380530234996028227e+00,5.855871440014745133e+00
1.200000000000000000e+01,1.000436244696127517e+02,3.670932107283706003e+00,8.411342691622401446e+00,5.879136341610732508e+00
1.210000000000000142e+01,1.008326320497107673e+02,3.694954436322834379e+00,8.442496250342863107e+00,5.901757602429295702e+00
