lag_ps,Li_A2,P_A2,O_A2,N_A2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,9.283500160160639281e-01,1.755744773862534247e-01,4.257942173775601247e-01,3.892817938069483286e-01
2.000000000000000111e-01,1.505492061572782925e+00,2.852744010608128100e-01,7.062464493090341300e-01,6.525973520183936394e-01
3.000000000000000444e-01,1.990539101053955706e+00,3.393692337066227527e-01,8.763911654387664951e-01,7.847127608617388006e-01
4.000000000000000222e-01,2.447539628491428143e+00,3.729912751583126518e-01,1.007943894355074033e+00,8.820065686343762090e-01
5.000000000000000000e-01,2.898944994425560751e+00,4.037060799351597229e-01,1.129456041307692615e+00,9.706645422313601168e-01
6.000000000000000888e-01,3.345574784194818019e+00,4.327012905428430090e-01,1.243721551695694094e+00,1.050628108412413386e+00
7.000000000000000666e-01,3.788594119951049777e+00,4.592385385507892215e-01,1.349193025038009308e+00,1.124297704461887593e+00
8.000000000000000444e-01,4.228998133748346433e+00,4.823204441211896287e-01,1.446408798692809805e+00,1.185467403271314613e+00
9.000000000000000222e-01,4.667075784300071639e+00,5.039590406576971438e-01,1.540514178812810497e+00,1.245253213396504632e+00
1.000000000000000000e+00,5.106997461594552590e+00,5.246211183437694547e-01,1.631301390879838831e+00,1.311204684508791463e+00
1.100000000000000089e+00,5.541618222256304627e+00,5.460979513993499124e-01,1.719419762622300230e+00,1.376810296101323994e+00
1.200000000000000178e+00,5.978731401473892149e+00,5.686873738410832546e-01,1.807411886166954584e+00,1.442358983148896767e+00
1.300000000000000044e+00,6.411988532408809505e+00,5.874165858570545851e-01,1.889418732891128050e+00,1.495833476259256445e+00
1.400000000000000133e+00,6.840462093766749518e+00,6.034987448557252998e-01,1.966827034503419558e+00,1.544041255010223601e+00
1.500000000000000000e+00,7.268154754434989151e+00,6.194270250180977655e-01,2.041527332753302559e+00,1.592195357700759262e+00
1.600000000000000089e+00,7.697807012931037640e+00,6.370648067521722524e-01,2.116389575175904536e+00,1.640250580594227570e+00
1.700000000000000178e+00,8.126707005204826473e+00,6.523278261933491695e-01,2.184985616039066159e+00,1.688473102986524976e+00
1.800000000000000044e+00,8.559542488055850384e+00,6.667675792088677555e-01,2.252041483091575813e+00,1.730578136262215683e+00
1.900000000000000133e+00,8.985183685680743437e+00,6.801957341272615309e-01,2.316470430035218353e+00,1.769059542018152298e+00
2.000000000000000000e+00,9.415060696338224844e+00,6.941492064372235538e-01,2.380038097737615210e+00,1.812921236082538634e+00
2.100000000000000089e+00,9.845428006606971039e+00,7.083698919636692848e-01,2.442416063648812585e+00,1.849460273759920836e+00
2.200000000000000178e+00,1.026822542799509108e+01,7.213372658740255794e-01,2.503633380507587436e+00,1.888257367940852527e+00
2.300000000000000266e+00,1.069292741675656622e+01,7.343214733472119837e-01,2.562593238527349548e+00,1.931302103443166773e+00
2.400000000000000355e+00,1.112125802402237618e+01,7.461195874662416294e-01,2.618894996038556133e+00,1.970358368271016847e+00
2.500000000000000000e+00,1.154881432309710121e+01,7.586610730450878970e-01,2.675165746518520571e+00,2.005311674527602062e+00
2.600000000000000089e+00,1.197806106781290225e+01,7.699366991623965983e-01,2.729396014952194083e+00,2.039912877202315844e+00
2.700000000000000178e+00,1.240703445598385990e+01,7.813314007353653334e-01,2.782947124884158185e+00,2.071024466405483988e+00
2.800000000000000266e+00,1.283249813504342463e+01,7.938102987975723668e-01,2.839866386810732113e+00,2.105643605676667640e+00
2.900000000000000355e+00,1.326179470948206962e+01,8.067030309028165869e-01,2.892660911957913417e+00,2.139095748930543994e+00
3.000000000000000000e+00,1.368961662339499341e+01,8.175324166537453197e-01,2.944827105104980802e+00,2.176619554982527571e+00
3.100000000000000089e+00,1.411510030851787612e+01,8.286176415726463906e-01,2.994620565482633001e+00,2.209686598464988272e+00
3.200000000000000178e+00,1.454379451825756497e+01,8.403703584938932991e-01,3.044997216325486367e+00,2.241684591435304519e+00
3.300000000000000266e+00,1.497027728840295957e+01,8.512105135792205068e-01,3.095029938034875805e+00,2.269651922266389565e+00
3.400000000000000355e+00,1.539639703864508391e+01,8.615572243285571918e-01,3.142390988146531505e+00,2.298190506703976954e+00
3.500000000000000000e+00,1.582149931123310616e+01,8.712146088381362841e-01,3.189583542857120868e+00,2.328994743941778189e+00
3.600000000000000089e+00,1.624651419607589986e+01,8.810171341437835757e-01,3.237464648144278367e+00,2.359049752399646760e+00
3.700000000000000178e+00,1.667157801504438197e+01,8.908138884906308119e-01,3.283392943200769576e+00,2.382428803905488390e+00
3.800000000000000266e+00,1.709771633822753500e+01,9.015912431747650224e-01,3.331517599513750039e+00,2.404395908286420802e+00
3.900000000000000355e+00,1.752393620019448406e+01,9.127794964714741610e-01,3.378211017806598715e+00,2.426814597390656747e+00
4.000000000000000000e+00,1.794531133821288904e+01,9.216517678332891705e-01,3.421554271919291512e+00,2.452979619771515907e+00
4.100000000000000533e+00,1.836791598001101988e+01,9.300228597518489515e-01,3.462828621505055438e+00,2.479617156390048649e+00
4.200000000000000178e+00,1.879547585344860394e+01,9.402940343034887904e-01,3.505429898134588385e+00,2.504764618275110877e+00
4.299999999999999822e+00,1.922276741210279738e+01,9.508477001998888456e-01,3.547216338548829118e+00,2.530245855252915010e+00
4.400000000000000355e+00,1.965483729154488302e+01,9.629939887703222734e-01,3.590130407955775649e+00,2.556356922696969569e+00
4.500000000000000000e+00,2.008548556562844922e+01,9.719116874873693357e-01,3.628761695576205426e+00,2.579022431707179486e+00
4.600000000000000533e+00,2.051484378092308702e+01,9.809871380662092966e-01,3.667662131880641052e+00,2.603067475769666128e+00
4.700000000000000178e+00,2.095305379067459128e+01,9.913195848231332041e-01,3.707431974606873126e+00,2.622352078522221852e+00
4.800000000000000711e+00,2.138736148385285318e+01,1.000361168425825342e+00,3.744947182070319958e+00,2.643624440485112803e+00
4.900000000000000355e+00,2.182080757232963109e+01,1.010339218048892374e+00,3.783291626675024055e+00,2.662726917226168943e+00
5.000000000000000000e+00,2.225182616467920127e+01,1.018326008428404039e+00,3.819522335840230376e+00,2.679812818904011351e+00
5.100000000000000533e+00,2.268394629267699614e+01,1.027941458224752136e+00,3.855149453055707109e+00,2.705894594256327945e+00
5.200000000000000178e+00,2.311662612188756327e+01,1.039345120969366043e+00,3.891179436501735811e+00,2.729247867071371569e+00
5.300000000000000711e+00,2.354724614694854523e+01,1.047806799770697017e+00,3.924820024744033908e+00,2.749559837385248784e+00
5.400000000000000355e+00,2.397610669277144169e+01,1.055653902195526239e+00,3.958114126402072941e+00,2.765126986456682090e+00
