time_ps,T_K,PE_eV_atom,P_GPa,rho_g_cm3
5.000000000000000278e-02,2.306604679200000021e+02,-6.276709014032258338e+00,-1.736039307466666903e-01,2.486622175734659823e+00
1.000000000000000056e-01,2.573292233799999735e+02,-6.278569340403226562e+00,-5.919553036233332621e-01,2.507431064417118716e+00
1.500000000000000222e-01,2.383082827300000019e+02,-6.272831163064516602e+00,7.557937141666665193e-01,2.526785517306868734e+00
2.000000000000000111e-01,2.889046640400000001e+02,-6.276531049677419816e+00,5.905753507333332264e-01,2.511382332169944664e+00
2.500000000000000000e-01,2.563301946799999769e+02,-6.271310033387096361e+00,-9.805953153566666636e-01,2.482215448989800066e+00
3.000000000000000444e-01,2.674423427699999820e+02,-6.271825646935484500e+00,5.829131115666667112e-02,2.482718726175169088e+00
3.500000000000000333e-01,2.557080483999999956e+02,-6.269246093387097041e+00,4.709979165933333434e-01,2.500135290608650696e+00
4.000000000000000222e-01,2.540474833000000103e+02,-6.267975591532258584e+00,9.373904663866667875e-01,2.516515098577383647e+00
4.500000000000000111e-01,2.756861482799999976e+02,-6.269148157983870817e+00,-4.247510507223333232e-01,2.517298743681721351e+00
5.000000000000000000e-01,3.300306450400000244e+02,-6.273809691048387371e+00,1.057858476170000062e+00,2.510883708982040829e+00
5.500000000000000444e-01,2.960654959699999722e+02,-6.266500719112903184e+00,-9.489557545633333646e-01,2.490668003535890573e+00
6.000000000000000888e-01,3.191654029800000103e+02,-6.265684951935484470e+00,-1.338606430000000846e-01,2.492085586624802840e+00
6.500000000000000222e-01,3.761538435900000081e+02,-6.271697282983870636e+00,1.689536893066666823e-01,2.503429420347778933e+00
7.000000000000000666e-01,2.944831368200000270e+02,-6.262034114919354799e+00,5.551388690066666465e-01,2.510555640308354874e+00
7.500000000000000000e-01,3.170407322500000191e+02,-6.265432913387096292e+00,-2.802515730166666441e-01,2.498125761712254089e+00
8.000000000000000444e-01,3.302608071399999972e+02,-6.267260074193548469e+00,-6.633388690366666118e-01,2.468654355609265494e+00
8.500000000000000888e-01,2.892908587000000011e+02,-6.261866698548386623e+00,-1.804195014296666955e+00,2.467873115346650881e+00
9.000000000000000222e-01,3.007017835799999830e+02,-6.261709552983870886e+00,2.385335453406666473e-01,2.507757561484274866e+00
9.500000000000000666e-01,3.558909928400000240e+02,-6.263421708145161304e+00,1.040108318876666660e+00,2.544353815586470446e+00
1.000000000000000000e+00,3.516656439500000033e+02,-6.259385316774193520e+00,1.490345434686666692e+00,2.545350409956533611e+00
1.050000000000000044e+00,3.481302418800000282e+02,-6.258733730241935689e+00,3.164409543033333549e-01,2.507169204561790821e+00
1.100000000000000089e+00,3.699628430500000036e+02,-6.261407686370968229e+00,-5.667390684333334372e-01,2.462953442789717950e+00
1.150000000000000133e+00,3.657744350199999985e+02,-6.259847746935483848e+00,-1.964672098083332985e+00,2.436019248090451672e+00
1.200000000000000178e+00,3.700755195400000161e+02,-6.260173125967742003e+00,-6.282730228800000871e-01,2.466032957046644825e+00
1.250000000000000000e+00,4.076412872199999811e+02,-6.262923106290322117e+00,2.176538509999999815e-01,2.515492525028661497e+00
1.300000000000000044e+00,4.010069817500000227e+02,-6.259103370806451849e+00,1.312008603500000314e-01,2.540084679601812390e+00
1.350000000000000089e+00,4.000640834899999732e+02,-6.256951908629031500e+00,1.832275282193333465e+00,2.521088869568671065e+00
1.400000000000000133e+00,4.230409415099999819e+02,-6.255967689758064054e+00,-9.109623683530000404e-01,2.470425786131298818e+00
1.450000000000000178e+00,4.510729105600000253e+02,-6.254150173306451066e+00,-6.431840855133333923e-01,2.429418506119989551e+00
1.500000000000000000e+00,4.082649483499999974e+02,-6.245828891532258176e+00,-1.032868083080000110e+00,2.426397359413159815e+00
1.550000000000000044e+00,4.380968266699999845e+02,-6.248315263306451151e+00,-7.579277502233332520e-01,2.446858456437925433e+00
1.600000000000000089e+00,4.715895922099999780e+02,-6.253344018548387062e+00,-5.877588791200000218e-01,2.467989545454136735e+00
1.650000000000000133e+00,4.088567865499999812e+02,-6.248051582822580663e+00,6.327724565200001372e-01,2.493412524952980380e+00
1.700000000000000178e+00,4.199274412099999836e+02,-6.252386716209677786e+00,6.790012007966664820e-01,2.512530505205075038e+00
1.750000000000000000e+00,3.814751802200000270e+02,-6.250450356612903491e+00,-4.662678501999999447e-01,2.519288929933182875e+00
1.800000000000000044e+00,3.651209353899999996e+02,-6.250582593387096431e+00,1.152140478990000050e+00,2.509279610202169053e+00
1.850000000000000089e+00,4.184383876499999815e+02,-6.257949893629032978e+00,-2.044996482846667130e-01,2.489242979128866828e+00
1.900000000000000133e+00,4.163965964700000200e+02,-6.254724140000000432e+00,5.661570168633333067e-01,2.473619734534650227e+00
1.950000000000000178e+00,4.310130173100000093e+02,-6.248409997177419406e+00,3.251509917843333208e-01,2.460280580856410992e+00
2.000000000000000000e+00,4.582182676400000219e+02,-6.247052243064517008e+00,-7.371864310666665920e-01,2.440596238429229459e+00
2.050000000000000266e+00,4.261119382699999960e+02,-6.240844505161289746e+00,-1.741896986566666694e-01,2.427386164780044098e+00
2.100000000000000089e+00,4.494773155899999892e+02,-6.242522697177419033e+00,3.966494760333332814e-01,2.438871097701573731e+00
2.149999999999999911e+00,4.850701819999999884e+02,-6.246776338709677745e+00,3.572541107000000160e-01,2.454873935305066812e+00
2.200000000000000178e+00,4.674352799299999788e+02,-6.245275817016128883e+00,9.028077524333334714e-02,2.458491374827474374e+00
2.250000000000000000e+00,4.403763434200000120e+02,-6.243048175000000199e+00,6.157504645333333748e-02,2.449721588685921603e+00
2.300000000000000266e+00,4.240107109200000082e+02,-6.242671142822580954e+00,-3.945089791583333283e-01,2.449681712463269267e+00
2.350000000000000089e+00,4.186824186299999724e+02,-6.244416588548387104e+00,4.305749294000000837e-01,2.458330123162746350e+00
2.400000000000000355e+00,4.470123069900000132e+02,-6.249138527016128819e+00,-5.685710616666665024e-02,2.475449842275320833e+00
2.450000000000000178e+00,4.728782331599999793e+02,-6.251947701451613604e+00,1.236381551543333179e+00,2.482049719872485127e+00
2.500000000000000000e+00,4.091205903800000101e+02,-6.241448792983870675e+00,1.054006330990000073e+00,2.471422738713529910e+00
2.550000000000000266e+00,4.838037618299999849e+02,-6.245096528145160697e+00,-9.992120997133332461e-01,2.462305681613032426e+00
2.600000000000000089e+00,4.763781905800000231e+02,-6.238521472096774545e+00,7.311581872000001425e-01,2.462106072094147891e+00
2.650000000000000355e+00,5.155234434699999611e+02,-6.240391870806451635e+00,2.075008044723332945e-01,2.458327782639532888e+00
2.700000000000000178e+00,4.611492798799999946e+02,-6.232143874677420037e+00,1.204523909763333345e+00,2.453302035585883001e+00
2.750000000000000000e+00,5.839494710899999745e+02,-6.246098508225806256e+00,-5.113013289833333586e-01,2.439713222552645888e+00
2.800000000000000266e+00,5.168009849899999608e+02,-6.236457762258064363e+00,-7.552674071066666217e-01,2.435247621039688504e+00
