frame,time_ps,li_index,x_A,y_A,z_A
2,1.9999999999800058,29,2.0467891,19.18892755,23.38745556
2,1.9999999999800058,30,2.99583488,20.7089076,19.05430397
2,1.9999999999800058,31,6.44253689,21.74873012,19.89571034
3,2.9999999999800058,0,5.80081825,24.56193546,9.79626958
3,2.9999999999800058,1,2.33429665,9.30509118,6.81773291
3,2.9999999999800058,2,2.45171589,3.71860674,0.30038970000000004
3,2.9999999999800058,3,2.04157163,5.55713956,3.2509817000000005
3,2.9999999999800058,4,6.80013993,10.29062876,6.346304320000001
3,2.9999999999800058,5,6.57067173,2.71202636,0.2893377100000001
3,2.9999999999800058,6,7.67280184,8.9733982,1.00266837
3,2.9999999999800058,7,7.77177019,16.74400866,7.19748458
3,2.9999999999800058,8,3.76630605,9.81452755,0.7106681100000001
3,2.9999999999800058,9,2.1584553999999994,15.66652342,5.8961207600000005
3,2.9999999999800058,10,7.76216852,21.67691489,26.074983410000005
3,2.9999999999800058,11,3.97823543,20.4118295,3.2608787200000005
3,2.9999999999800058,12,3.60637462,16.2826588,0.14155524000000003
3,2.9999999999800058,13,3.68842114,22.1406626,25.984484810000005
3,2.9999999999800058,14,6.06932636,20.07687004,10.08114731
3,2.9999999999800058,15,7.61580565,15.85882956,0.33656173
3,2.9999999999800058,16,3.64600335,3.4102984199999997,13.68598544
3,2.9999999999800058,17,7.74831928,2.38784595,14.036395460000001
3,2.9999999999800058,18,7.591670430000001,11.93647217,16.502054150000003
3,2.9999999999800058,19,1.90593598,12.63478422,9.92797976
3,2.9999999999800058,20,8.16102145,22.55399799,13.733727110000002
3,2.9999999999800058,21,3.93193335,14.511446599999998,11.86250001
3,2.9999999999800058,22,4.00054882,19.24798624,16.26047207
3,2.9999999999800058,23,6.1724501,17.14477528,13.822932760000002
3,2.9999999999800058,24,7.69370839,3.53969941,20.95622521
3,2.9999999999800058,25,3.56834549,8.95026728,20.29408895
3,2.9999999999800058,26,3.68650656,2.52595659,20.92183936
3,2.9999999999800058,27,8.01938448,9.62995858,20.057106780000005
3,2.9999999999800058,28,7.73940429,13.25994918,23.82664538
3,2.9999999999800058,29,1.94550906,19.42494366,24.064655820000002
3,2.9999999999800058,30,3.77909861,21.11644824,18.84979632
3,2.9999999999800058,31,6.660989730000001,21.22767066,19.99710787
4,3.999999999969994,0,6.0039068,24.77954386,10.75370923
4,3.999999999969994,1,1.97578187,9.64614187,6.905442460000001
4,3.999999999969994,2,2.47033146,3.66102807,-0.04110310999999727
4,3.999999999969994,3,2.65107926,6.0947702,3.38208021
4,3.999999999969994,4,6.20291714,9.77672995,6.96834356
4,3.999999999969994,5,6.725234779999999,2.52087685,0.45756758000000003
4,3.999999999969994,6,7.918123789999999,9.23132163,0.9249958400000001
4,3.999999999969994,7,7.76467124,17.09483476,7.342003470000001
4,3.999999999969994,8,3.65243432,9.39778507,0.8951157200000001
4,3.999999999969994,9,2.26670642,15.60186708,6.18027942
4,3.999999999969994,10,8.306562799999998,21.89378831,26.07646135
4,3.999999999969994,11,3.94837133,20.58889888,3.3028105700000006
4,3.999999999969994,12,3.68427644,16.22419904,0.04071574000000001
4,3.999999999969994,13,3.980621,22.37678585,25.778655190000002
4,3.999999999969994,14,5.53438279,20.19422946,10.599180960000002
4,3.999999999969994,15,7.70327945,15.650493309999998,0.23007096
4,3.999999999969994,16,3.8925122,3.11127473,13.45140366
4,3.999999999969994,17,8.30249602,2.11159985,13.746385890000003
4,3.999999999969994,18,8.08225189,11.68920821,16.63696793
4,3.999999999969994,19,1.8510582,12.39873904,10.14814726
4,3.999999999969994,20,7.71796609,22.69168122,13.964946400000004
4,3.999999999969994,21,3.68986323,14.57387867,11.866556030000002
4,3.999999999969994,22,3.73016852,18.59165445,15.40662024
4,3.999999999969994,23,5.97693609,16.42895836,13.688910140000003
4,3.999999999969994,24,8.13420789,3.3161430099999993,20.95268275
4,3.999999999969994,25,3.66608129,9.35608756,20.356139510000002
4,3.999999999969994,26,4.15967878,2.16599933,20.707568100000003
4,3.999999999969994,27,7.78819749,9.69147062,19.906425850000005
4,3.999999999969994,28,7.61959766,13.01904097,23.542287220000002
4,3.999999999969994,29,2.3129872,19.40434163,23.35237647
4,3.999999999969994,30,3.08963913,20.80323306,18.823766580000004
4,3.999999999969994,31,6.6393243,21.57017455,19.85501953
5,4.999999999959996,0,5.95799786,25.12766317,10.42379224
5,4.999999999959996,1,2.49843662,9.84229485,6.954336470000001
5,4.999999999959996,2,2.51499268,3.16926558,0.35578726000000177
5,4.999999999959996,3,2.36185015,6.07418063,2.8798625700000002
5,4.999999999959996,4,6.33671153,10.39126469,6.715781890000001
5,4.999999999959996,5,6.63004299,2.53766062,0.17759554000000002
5,4.999999999959996,6,6.30141918,8.5514453,-0.4182355599999967
5,4.999999999959996,7,8.18114283,17.29714999,7.471002000000001
5,4.999999999959996,8,3.50302674,9.71392522,0.7683195600000001
5,4.999999999959996,9,2.30851682,15.98446097,5.97471103
5,4.999999999959996,10,8.014033389999998,21.45913484,26.446741590000002
5,4.999999999959996,11,3.87557858,20.48864555,2.8514788700000007
5,4.999999999959996,12,3.44433449,15.969913039999998,0.031168320000000006
5,4.999999999959996,13,4.03730182,22.39686526,26.194512690000003
5,4.999999999959996,14,6.12501356,20.10229545,9.808138580000001
5,4.999999999959996,15,7.64489082,15.298213239999999,0.51477222
5,4.999999999959996,16,3.48269296,2.99771888,13.7376061
5,4.999999999959996,17,6.56074518,2.054776,14.873674860000001
5,4.999999999959996,18,6.8144097,12.65009995,16.53451866
5,4.999999999959996,19,2.06400271,12.80525193,9.992492860000002
5,4.999999999959996,20,8.1958164,22.38076335,13.7747967
5,4.999999999959996,21,3.86675494,14.795025030000001,11.781619360000002
5,4.999999999959996,22,3.61787119,18.47906748,15.791806060000003
5,4.999999999959996,23,6.19915598,16.77318075,13.570449300000002
5,4.999999999959996,24,7.66623315,3.4875442100000003,20.738390360000004
5,4.999999999959996,25,3.20101219,8.61880685,20.447770190000004
5,4.999999999959996,26,3.70239981,2.65892582,20.652986420000005
5,4.999999999959996,27,7.61888889,9.6348974,20.061124770000003
5,4.999999999959996,28,7.44267719,12.60583696,24.037360530000004
5,4.999999999959996,29,1.78707516,18.80643049,23.354528490000003
5,4.999999999959996,30,3.58554785,20.92457492,18.77095692
5,4.999999999959996,31,6.71805243,21.61189379,19.95694214
6,5.99999999995,0,5.7558526,24.40367571,10.19444791
6,5.99999999995,1,2.29570483,10.24731782,6.479123240000001
6,5.99999999995,2,2.18124609,3.06475522,0.3141855800000018
6,5.99999999995,3,2.09028427,5.65630905,3.4186346800000003
6,5.99999999995,4,7.6393443,10.24203012,5.161648760000001
6,5.99999999995,5,6.29944451,2.68486013,0.5721249900000002
6,5.99999999995,6,6.38733196,7.9579977799999995,-0.44166188000000023
6,5.99999999995,7,7.90019538,18.13631873,7.63946089
6,5.99999999995,8,3.6427199,9.74318477,0.5567166400000001
6,5.99999999995,9,2.15019198,16.2824795,6.12765782
6,5.99999999995,10,7.609120749999999,22.08436841,26.134319970000004
6,5.99999999995,11,3.76366275,20.56778618,3.16006673
6,5.99999999995,12,3.51923626,16.55203376,0.10603431000000002
6,5.99999999995,13,3.53954014,22.58040832,25.903365940000004
6,5.99999999995,14,5.32341495,20.11083001,10.235526460000003
6,5.99999999995,15,7.59479225,16.06999509,0.2663172
6,5.99999999995,16,3.67477431,2.94863448,13.45540344
6,5.99999999995,17,6.58526078,2.4998186,14.91380906
6,5.99999999995,18,6.7566757,12.35056787,16.495993270000003
6,5.99999999995,19,2.03651678,12.65928557,9.78392216
6,5.99999999995,20,8.23799727,22.35210363,14.21241544
6,5.99999999995,21,4.07396394,14.89799844,11.8057733
6,5.99999999995,22,3.85198305,18.11354238,15.837058300000002
6,5.99999999995,23,6.47923204,16.76927783,13.913533590000002
6,5.99999999995,24,8.05084216,3.04882219,20.7815739
6,5.99999999995,25,2.42749186,8.5864754,21.67306001
6,5.99999999995,26,3.80217908,2.70116717,20.79372517
6,5.99999999995,27,7.81604168,9.21181721,20.14456113
6,5.99999999995,28,7.8691531,12.90011992,23.370672800000005
6,5.99999999995,29,1.8431905100000001,19.63680102,23.921973520000005
6,5.99999999995,30,3.53804161,20.88520843,18.69415967
6,5.99999999995,31,6.52799082,21.9490178,19.46090663
7,6.999999999940003,0,6.23878669,24.82952393,11.284242280000003
7,6.999999999940003,1,2.40196932,9.74984442,6.675598170000001
7,6.999999999940003,2,2.27913571,3.3138327599999995,0.5022193200000018
7,6.999999999940003,3,2.21854742,5.69814177,3.3335434300000006
7,6.999999999940003,4,7.53141469,10.30638012,5.31614149
7,6.999999999940003,5,6.64285392,2.47467692,0.5720394900000001
7,6.999999999940003,6,6.26999857,8.08943299,-0.20500774999999874
7,6.999999999940003,7,7.57629835,16.90385454,7.37704769
7,6.999999999940003,8,3.73960336,10.14813215,0.6504707000000001
7,6.999999999940003,9,2.0596454,15.72891729,6.145247520000001
7,6.999999999940003,10,7.636186499999999,22.03860863,26.12592921
7,6.999999999940003,11,3.52981324,20.45136562,3.40811709
7,6.999999999940003,12,3.90063627,15.93769889,-0.1961265099999988
7,6.999999999940003,13,3.39419925,22.75728934,25.752364150000002
7,6.999999999940003,14,5.66450045,20.0093804,9.989678110000002
7,6.999999999940003,15,8.06939165,16.29987148,0.13648526000000002
7,6.999999999940003,16,3.7794047,3.20933811,13.58704853
7,6.999999999940003,17,6.78689651,2.23578751,15.046238330000001
7,6.999999999940003,18,7.60654975,11.75588787,16.558347850000004
7,6.999999999940003,19,1.87040865,12.71048061,10.070089770000001
7,6.999999999940003,20,8.24251372,21.99116837,14.09010105
7,6.999999999940003,21,3.89283375,14.550113490000001,11.868586790000002
7,6.999999999940003,22,3.84934829,18.62493672,16.351417
7,6.999999999940003,23,6.21961476,16.50560315,13.501342780000002
7,6.999999999940003,24,8.0652093,3.4902747600000006,20.929795850000005
7,6.999999999940003,25,2.59975111,8.69424968,21.116099110000004
7,6.999999999940003,26,3.52945433,2.77771442,20.585584350000005
7,6.999999999940003,27,7.88452112,9.66245479,19.648565950000002
7,6.999999999940003,28,7.95326725,13.04655329,23.030565130000003
7,6.999999999940003,29,1.80703629,18.9779007,24.061244850000005
7,6.999999999940003,30,3.61719354,21.0634394,18.619618460000005
7,6.999999999940003,31,6.46165001,21.40010349,19.94978933
8,7.999999999940003,0,6.4719818,25.4437647,10.605375250000002
8,7.999999999940003,1,2.16555558,10.43571981,7.010674940000001
8,7.999999999940003,2,2.34896368,3.12899975,0.4252279700000018
8,7.999999999940003,3,2.15902325,5.75126713,3.4350433700000003
8,7.999999999940003,4,7.75242572,9.69421489,5.28950623
8,7.999999999940003,5,6.57991159,2.34005155,0.33866614
8,7.999999999940003,6,6.39988144,8.59557578,-0.35511246
8,7.999999999940003,7,8.0261833,17.93499568,7.783087420000001
8,7.999999999940003,8,3.62286074,9.66867945,0.6379593000000001
8,7.999999999940003,9,2.185832,16.4547598,6.03569392
8,7.999999999940003,10,7.985698139999999,21.88942697,26.23664953
8,7.999999999940003,11,4.15233864,20.43437009,3.3374820200000004
8,7.999999999940003,12,4.06002583,16.6554645,0.48656159999999976
8,7.999999999940003,13,3.69882847,22.54750972,26.034283240000004
8,7.999999999940003,14,5.620565100000001,20.23488725,10.36686642
8,7.999999999940003,15,8.24304369,15.71771194,0.24375526000000003
8,7.999999999940003,16,3.56709955,3.53314535,13.936648230000001
8,7.999999999940003,17,6.66384699,2.09804972,14.597512950000002
8,7.999999999940003,18,7.60964582,11.56433465,16.76827704
8,7.999999999940003,19,1.86429101,12.61024193,9.644460570000001
8,7.999999999940003,20,8.04876147,22.48440676,13.894780770000002
8,7.999999999940003,21,4.00501385,14.49828385,11.573667450000002
8,7.999999999940003,22,4.1074783,18.74288091,16.346997580000004
8,7.999999999940003,23,6.15049388,16.90177985,13.60220804
8,7.999999999940003,24,7.57865,3.17203181,20.588869510000002
8,7.999999999940003,25,2.68145037,8.52545589,20.770696670000003
8,7.999999999940003,26,3.85046481,1.82530863,20.68510755
8,7.999999999940003,27,7.56345209,9.52062059,19.78974991
8,7.999999999940003,28,7.86213177,13.117757620000003,24.00540822
8,7.999999999940003,29,1.92838157,19.02798346,24.25276468
8,7.999999999940003,30,3.72406701,21.45154914,18.557504830000003
8,7.999999999940003,31,6.61068489,21.62143239,20.156905380000005
9,8.999999999930004,0,5.94022067,24.9574572,10.811350460000002
9,8.999999999930004,1,2.07138019,9.97973542,6.91049769
9,8.999999999930004,2,2.17711888,2.92243034,0.1775608800000018
9,8.999999999930004,3,2.2639349099999997,5.57132685,3.5839624800000003
9,8.999999999930004,4,7.67093985,9.92566726,5.336433910000001
9,8.999999999930004,5,6.68000655,2.59913671,0.07975100999999998
9,8.999999999930004,6,6.67826814,8.4896023,-0.5515495999999985
9,8.999999999930004,7,7.9095786,17.77617562,7.289963030000001
9,8.999999999930004,8,3.69246138,10.06182465,0.7284855300000002
9,8.999999999930004,9,2.22489327,16.95505089,5.77866527
9,8.999999999930004,10,8.142668079999998,22.08605475,26.502481220000004
9,8.999999999930004,11,4.00977506,20.58038047,3.3462914200000005
9,8.999999999930004,12,3.87025788,15.919467520000001,0.24447044999999973
9,8.999999999930004,13,3.72838638,23.03276414,25.806988180000005
9,8.999999999930004,14,5.63756781,19.81774485,9.8112646
9,8.999999999930004,15,8.19055451,16.71409534,0.11048038000000002
9,8.999999999930004,16,3.09207457,2.9247797,13.542479520000002
9,8.999999999930004,17,6.25829733,1.9879395499999999,14.70250048
9,8.999999999930004,18,7.10864622,12.40249404,16.80366193
9,8.999999999930004,19,1.79050991,12.61842212,9.41986773
9,8.999999999930004,20,8.23424178,22.98929292,13.66170636
9,8.999999999930004,21,3.6782605,14.61648829,11.99640236
9,8.999999999930004,22,4.22000886,18.64307668,15.693416170000003
9,8.999999999930004,23,6.25497555,16.65029184,13.668457210000001
9,8.999999999930004,24,8.09527844,2.84537927,20.833241560000005
9,8.999999999930004,25,2.39848094,8.357743,21.06399666
9,8.999999999930004,26,3.67832243,2.39192761,20.52508411
9,8.999999999930004,27,8.00299412,9.45515929,19.92743741
9,8.999999999930004,28,7.82417693,13.170357370000001,23.91104293
9,8.999999999930004,29,2.14966844,19.22182588,24.632899820000002
9,8.999999999930004,30,3.74711101,20.60542666,18.901730120000003
9,8.999999999930004,31,6.61603642,21.90965467,19.972071100000004
10,9.999999999919993,0,5.81036972,24.49642198,11.414574130000002
10,9.999999999919993,1,2.19793651,9.83920352,6.933349450000001
10,9.999999999919993,2,2.32858029,3.4302498899999994,-0.0921235299999977
10,9.999999999919993,3,2.16121007,5.97130217,2.8210579800000004
10,9.999999999919993,4,7.57050673,9.982608,5.2152657200000005
10,9.999999999919993,5,6.69376769,2.52164906,-0.15218609000000002
10,9.999999999919993,6,6.34587758,8.91870643,-0.6407968699999962
10,9.999999999919993,7,8.1414347,17.66412924,8.04086808
10,9.999999999919993,8,3.47939946,9.59194031,0.58992563
10,9.999999999919993,9,2.73814301,16.53426331,6.12296363
10,9.999999999919993,10,8.125041,22.11928445,26.19817995
10,9.999999999919993,11,4.09362347,20.79303839,3.4246589800000002
10,9.999999999919993,12,3.75162799,17.06013204,0.5261791999999997
10,9.999999999919993,13,4.10537024,22.35467668,26.121776940000004
10,9.999999999919993,14,5.63036227,19.90003101,10.18419056
10,9.999999999919993,15,7.87062615,15.361866150000003,0.6099174100000001
10,9.999999999919993,16,3.2644470400000003,2.67228185,12.973020930000002
10,9.999999999919993,17,6.46576823,1.6748301899999998,14.81177147
10,9.999999999919993,18,6.94361767,12.17196028,16.90510701
10,9.999999999919993,19,1.98839733,12.65857175,9.659739080000001
10,9.999999999919993,20,8.33660264,22.44297793,14.161032490000002
10,9.999999999919993,21,4.01659833,14.68358711,11.484683180000001
10,9.999999999919993,22,3.89213361,18.9748088,16.331101550000003
10,9.999999999919993,23,6.11658619,16.56516229,13.56051747
10,9.999999999919993,24,7.7963161,3.5411036399999998,20.52098155
10,9.999999999919993,25,3.9965206,8.87727233,19.94722312
10,9.999999999919993,26,3.686466,2.45039794,20.194428080000005
10,9.999999999919993,27,7.89688633,9.68256722,20.054954820000003
10,9.999999999919993,28,7.7334445,13.14368696,24.241793630000004
10,9.999999999919993,29,2.11449882,19.4878103,24.341760440000005
10,9.999999999919993,30,3.35772539,21.37699665,19.353659090000004
10,9.999999999919993,31,6.50644178,21.89993006,20.393008730000002
11,10.999999999909996,0,6.39848693,24.96402989,10.69633242
11,10.999999999909996,1,2.52102383,9.35768936,6.81505137
11,10.999999999909996,2,2.02312231,3.21174947,0.22985327000000197
11,10.999999999909996,3,2.11050473,5.7964743,3.4035467900000005
11,10.999999999909996,4,8.00704399,9.78962845,5.607999500000001
11,10.999999999909996,5,6.40310024,2.45881648,-0.04324962999999865
11,10.999999999909996,6,6.2951646,8.41214034,-0.5362483399999985
11,10.999999999909996,7,7.92259459,17.75994616,7.461923050000001
11,10.999999999909996,8,4.06510757,9.97301612,0.5477053700000001
11,10.999999999909996,9,2.3174997,16.18718573,5.94929475
11,10.999999999909996,10,7.921044199999999,22.70485788,26.73054106
11,10.999999999909996,11,3.95584754,20.75739919,3.02450967
11,10.999999999909996,12,3.85803586,16.53023794,0.02249934999999974
11,10.999999999909996,13,4.0537351,22.30652906,26.265129490000003
11,10.999999999909996,14,5.62289073,19.71452071,10.487421610000002
11,10.999999999909996,15,8.22664266,15.80902422,0.11572100000000003
11,10.999999999909996,16,3.39510325,2.83300447,13.046834440000001
11,10.999999999909996,17,6.38095741,1.8740020799999997,14.598176670000003
11,10.999999999909996,18,6.40150659,12.7691889,16.843774
11,10.999999999909996,19,1.99369364,12.41924714,9.82943847
11,10.999999999909996,20,8.03049104,22.32848174,13.708490600000001
11,10.999999999909996,21,3.95910398,15.047756849999999,12.45452604
11,10.999999999909996,22,3.93728596,18.771034,15.984625510000003
11,10.999999999909996,23,6.2233244,16.65470848,13.668327320000001
11,10.999999999909996,24,7.63769998,3.48720855,20.311086550000002
11,10.999999999909996,25,3.60067017,8.85036196,19.882133310000004
11,10.999999999909996,26,3.35303161,2.45883946,20.222420270000004
11,10.999999999909996,27,7.87087958,9.27078927,19.779452610000003
11,10.999999999909996,28,8.29163902,13.24638323,24.040028290000002
11,10.999999999909996,29,2.04640685,19.52323449,24.651232620000002
11,10.999999999909996,30,3.71301857,21.3883454,19.33474812
11,10.999999999909996,31,6.7504587,21.71256841,20.11575277
12,11.999999999909996,0,5.77260834,24.43900209,10.204912500000002
12,11.999999999909996,1,2.40885848,9.71253461,6.43599862
12,11.999999999909996,2,2.33321248,2.80136961,0.377485820000002
12,11.999999999909996,3,2.24353664,5.43053825,3.1422701100000006
12,11.999999999909996,4,7.61935313,10.07245355,5.650263350000001
12,11.999999999909996,5,6.77450642,2.29122739,0.008683419999999007
12,11.999999999909996,6,6.5051638,9.30944708,-0.9639142599999969
12,11.999999999909996,7,7.80777894,17.24117788,7.662630600000001
12,11.999999999909996,8,3.96461055,9.87197141,0.5365372500000001
12,11.999999999909996,9,1.96269532,15.98221568,6.16232462
12,11.999999999909996,10,8.187799449999998,22.50462518,26.36076878
12,11.999999999909996,11,3.98207838,20.42280622,3.3607103200000004
12,11.999999999909996,12,3.45459038,16.39094957,0.3098243899999998
12,11.999999999909996,13,4.12214525,22.97040458,26.321470480000002
12,11.999999999909996,14,5.9147443,20.03977341,10.273107030000002
12,11.999999999909996,15,8.05579782,16.30278548,0.5635656100000002
12,11.999999999909996,16,3.1677679400000005,2.67285515,13.650233060000001
12,11.999999999909996,17,6.29403994,2.00189453,14.45480621
12,11.999999999909996,18,6.63972513,12.31606231,16.532026570000003
12,11.999999999909996,19,1.89792135,12.54539716,9.69391328
12,11.999999999909996,20,7.81612488,22.55605881,13.91393609
12,11.999999999909996,21,3.97023367,15.01245894,12.116620820000001
12,11.999999999909996,22,3.71660247,19.06592562,15.78539481
12,11.999999999909996,23,6.17563116,16.67695794,13.84420573
12,11.999999999909996,24,7.77678947,3.34415797,20.700776640000004
12,11.999999999909996,25,3.7232014,9.44379037,19.632366300000005
12,11.999999999909996,26,3.77650296,2.49848584,20.722489310000004
12,11.999999999909996,27,7.64578109,9.52722724,19.657370010000005
12,11.999999999909996,28,7.82704493,13.0783814,23.468576620000004
12,11.999999999909996,29,2.00921966,19.42816631,24.809479190000005
12,11.999999999909996,30,3.73977982,21.48162887,18.61091207
12,11.999999999909996,31,6.67421692,21.99345088,19.75438943
13,12.9999999999,0,6.20664369,24.67755417,10.183830270000001
13,12.9999999999,1,2.40720419,9.71074172,6.662665400000001
13,12.9999999999,2,2.60718374,3.4049740399999995,0.37639224000000193
13,12.9999999999,3,2.71371556,6.25431805,3.3750359600000004
13,12.9999999999,4,7.54228843,10.10932125,5.572513280000001
13,12.9999999999,5,6.41857268,2.99233601,0.517014749999999
13,12.9999999999,6,6.36329359,8.61983925,-0.46208783000000087
13,12.9999999999,7,8.00279678,17.41585225,7.55030413
13,12.9999999999,8,3.53312008,9.68825686,0.7501185200000001
13,12.9999999999,9,1.75727971,15.235155779999998,6.360154700000001
13,12.9999999999,10,7.547122739999999,21.80480825,26.117389490000004
13,12.9999999999,11,3.69047694,20.26474858,2.9741274600000005
13,12.9999999999,12,3.69464994,16.57583672,0.2696272299999997
13,12.9999999999,13,3.53308876,22.65717523,26.145530110000003
13,12.9999999999,14,5.62129755,19.84619032,9.664156690000002
13,12.9999999999,15,7.79227025,16.01447675,0.41796519000000004
13,12.9999999999,16,3.4912057999999995,2.77641164,13.640833030000001
13,12.9999999999,17,7.05040361,1.73916355,14.76733537
13,12.9999999999,18,8.15462325,12.14624357,16.46929608
13,12.9999999999,19,1.7763606,12.43157853,9.84458772
13,12.9999999999,20,7.94957776,22.18929818,13.685776850000002
13,12.9999999999,21,3.92591979,14.50038708,12.142987510000001
13,12.9999999999,22,3.82410865,18.77528874,15.350689080000002
13,12.9999999999,23,6.32658376,16.89273012,13.54297395
13,12.9999999999,24,8.13242603,3.14523336,20.873280490000003
13,12.9999999999,25,3.37877428,8.568081,20.272990450000005
