lag_ps,Li_MSD_A2,Li_COM_removed_window_MSD_A2,single_origin_system_COM_removed_A2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,9.118034306209357176e-01,8.912886289701398290e-01,8.143851152638538204e-01
2.000000000000000111e-01,1.604644034016945664e+00,1.566631817228123280e+00,1.658682728702189468e+00
2.999999999999999889e-01,2.138664035002621588e+00,2.084515761556075653e+00,1.964757588558505574e+00
4.000000000000000222e-01,2.647483321885094387e+00,2.578131398032632582e+00,2.668987852315168663e+00
5.000000000000000000e-01,3.142873945799830704e+00,3.059618946387212102e+00,3.395434722342117961e+00
5.999999999999999778e-01,3.622137193638319541e+00,3.525132070165578835e+00,3.975370410755251438e+00
7.000000000000000666e-01,4.098148956374077834e+00,3.987727098454830976e+00,4.451048442063189725e+00
8.000000000000000444e-01,4.568362010737992307e+00,4.444818021044353529e+00,5.150519088142813118e+00
9.000000000000000222e-01,5.027133073627294557e+00,4.890497080501910787e+00,5.329012460068504708e+00
1.000000000000000000e+00,5.480577104472282635e+00,5.330730970524736989e+00,6.676795264447189737e+00
1.100000000000000089e+00,5.926868702474554773e+00,5.764006637116493970e+00,7.379257366866958989e+00
1.199999999999999956e+00,6.365076633694360275e+00,6.189853496988402703e+00,8.123702527920702465e+00
1.300000000000000044e+00,6.793175122972970215e+00,6.605712489414500510e+00,8.843325541392212941e+00
1.400000000000000133e+00,7.216909596300058460e+00,7.016132985550813217e+00,9.049398438947656942e+00
1.500000000000000000e+00,7.637249015465940261e+00,7.423884514571597926e+00,9.571222233675674929e+00
1.600000000000000089e+00,8.049398464599061498e+00,7.824228270875402735e+00,1.021751145689535534e+01
1.699999999999999956e+00,8.466504368684454107e+00,8.229211745739069883e+00,1.056034810776641564e+01
1.800000000000000044e+00,8.882514818450628624e+00,8.633719107742699350e+00,9.621607397703620279e+00
1.900000000000000133e+00,9.297865002476354945e+00,9.037119609643033513e+00,9.480825710040383214e+00
2.000000000000000000e+00,9.711634765185102935e+00,9.438928851268242326e+00,1.077830885576956099e+01
2.100000000000000089e+00,1.011759752803896539e+01,9.833165360786676246e+00,1.105508981989775208e+01
2.200000000000000178e+00,1.051988641402274638e+01,1.022412144899608144e+01,1.183991712727084966e+01
2.300000000000000266e+00,1.091988446750769270e+01,1.061302694254424495e+01,1.234994656738594188e+01
2.399999999999999911e+00,1.131348879591546108e+01,1.099554369195473491e+01,1.201106858444334513e+01
2.500000000000000000e+00,1.170640268492468827e+01,1.137822498679970806e+01,1.205626170981812351e+01
2.600000000000000089e+00,1.209418875410101890e+01,1.175494201397899374e+01,1.260969712620943106e+01
2.700000000000000178e+00,1.248090172832160505e+01,1.213025161665284024e+01,1.235280955673374237e+01
