lag_ps,Li_MSD_A2,Li_COM_removed_window_MSD_A2,single_origin_system_COM_removed_A2
2.750000000000000000e+01,1.236170304419913464e+02,1.203123737711255643e+02,1.488007228409191782e+02
2.760000000000000142e+01,1.239884234357373742e+02,1.206774268001042429e+02,1.489396876847866622e+02
2.769999999999999929e+01,1.243568437066677888e+02,1.210394458799055855e+02,1.487460042888626504e+02
2.780000000000000071e+01,1.247349410416962030e+02,1.214090552133954191e+02,1.490998689563740527e+02
2.790000000000000213e+01,1.251173630066806908e+02,1.217835990818907987e+02,1.488751573375671455e+02
2.800000000000000000e+01,1.255009883795622017e+02,1.221592682914779004e+02,1.481122623386381463e+02
2.810000000000000142e+01,1.258835442753358080e+02,1.225342488311781892e+02,1.492970032434957943e+02
2.819999999999999929e+01,1.262648394234402502e+02,1.229077161438833343e+02,1.474642165228093234e+02
2.830000000000000071e+01,1.266439971677547760e+02,1.232789938369653981e+02,1.455139771175709598e+02
2.840000000000000213e+01,1.270175073341576137e+02,1.236456613019770003e+02,1.477131762409199496e+02
2.850000000000000000e+01,1.273948330446466315e+02,1.240164791407059113e+02,1.499481035758779797e+02
2.860000000000000142e+01,1.277769259822180601e+02,1.243909946835891986e+02,1.505282803473050421e+02
