lag_ps,Li_MSD_A2,Li_COM_removed_window_MSD_A2,single_origin_system_COM_removed_A2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,7.837503275173671735e-01,7.654922030372988129e-01,9.245248272791822819e-01
2.000000000000000111e-01,1.342122192876981535e+00,1.309112225999671475e+00,1.131832962758226868e+00
2.999999999999999889e-01,1.745867381551139186e+00,1.700385128917054622e+00,1.649685472421464683e+00
4.000000000000000222e-01,2.127792473188758304e+00,2.071204652135456570e+00,2.066325322295400557e+00
5.000000000000000000e-01,2.492079559578245451e+00,2.425765426126588409e+00,2.741627624625904591e+00
5.999999999999999778e-01,2.828358517729500754e+00,2.752926724849895646e+00,3.151824780559177697e+00
7.000000000000000666e-01,3.159289998855784543e+00,3.075078030479430069e+00,3.294840899161440628e+00
8.000000000000000444e-01,3.478296472847677290e+00,3.385988367604747751e+00,3.438634907454477307e+00
9.000000000000000222e-01,3.790001309173298250e+00,3.689899251875607522e+00,3.908441433356383499e+00
1.000000000000000000e+00,4.093466489403999375e+00,3.985768744591390522e+00,4.225386962490832232e+00
1.100000000000000089e+00,4.393977561923286146e+00,4.279390227857581941e+00,4.433584524049089204e+00
1.199999999999999956e+00,4.690402808756969577e+00,4.568919183414219098e+00,4.073809286939710894e+00
1.300000000000000044e+00,4.983946085412366500e+00,4.856144528831460860e+00,4.252733821406835091e+00
1.400000000000000133e+00,5.263707146355035782e+00,5.129570015156996732e+00,4.806031634151320731e+00
1.500000000000000000e+00,5.543449450006225909e+00,5.402776635076151912e+00,4.657652039039429148e+00
1.600000000000000089e+00,5.818230111100993973e+00,5.671280333591689704e+00,4.804012301639128957e+00
1.699999999999999956e+00,6.086411243275864358e+00,5.932743910403321941e+00,5.136731059136465660e+00
1.800000000000000044e+00,6.358511995127646088e+00,6.198054743685985635e+00,5.981768385510284780e+00
1.900000000000000133e+00,6.626102671469954686e+00,6.458856836794837797e+00,6.110551725211120555e+00
2.000000000000000000e+00,6.887416462351663604e+00,6.713750453584856004e+00,6.767260308213387532e+00
2.100000000000000089e+00,7.144582011912308239e+00,6.964489500878128680e+00,7.364800160670879059e+00
2.200000000000000178e+00,7.403975211380996235e+00,7.217393819703233682e+00,6.322769158999767214e+00
2.300000000000000266e+00,7.659444275757630649e+00,7.466936711030144558e+00,6.626520814960331407e+00
