lag_ps,Li_A2,P_A2,O_A2,N_A2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,3.102888954283193890e-01,7.652738225115937598e-02,1.744630019447906133e-01,1.619037834609926563e-01
2.000000000000000111e-01,3.852298578591328293e-01,9.363984258131180516e-02,2.121896394601507918e-01,2.010848495024885607e-01
3.000000000000000444e-01,4.164657572815014808e-01,9.005538731335541169e-02,2.171116441827843357e-01,2.097195892713989152e-01
4.000000000000000222e-01,4.411991568569825772e-01,8.832351282027059436e-02,2.212826093474902778e-01,2.141318782306905200e-01
5.000000000000000000e-01,4.660964573274555822e-01,9.160948486588062212e-02,2.313026112843413751e-01,2.233615694303408561e-01
6.000000000000000888e-01,4.895869854435002111e-01,9.480559668153029640e-02,2.407474861690312717e-01,2.308672294950931680e-01
7.000000000000000666e-01,5.085127551963178894e-01,9.639308116289256601e-02,2.476958899073828380e-01,2.394680364274719697e-01
8.000000000000000444e-01,5.259481163865874498e-01,9.805517571427682655e-02,2.542069000912210996e-01,2.452585728313272095e-01
9.000000000000000222e-01,5.429548811866784508e-01,9.976408146944677757e-02,2.601464695611106492e-01,2.524037881220119184e-01
1.000000000000000000e+00,5.592551358342578993e-01,1.016257868656081781e-01,2.663221405303587419e-01,2.574169245729198141e-01
1.100000000000000089e+00,5.745248431700771263e-01,1.025717859572884971e-01,2.711022385824995995e-01,2.624901874790787071e-01
1.200000000000000178e+00,5.886825711340276657e-01,1.033679492441669928e-01,2.749086184072656036e-01,2.659934352639846122e-01
1.300000000000000044e+00,6.029735456655989090e-01,1.051223003671631767e-01,2.803552273142149165e-01,2.714168915930393888e-01
1.400000000000000133e+00,6.168917956031058081e-01,1.063924386544846945e-01,2.849739460725760898e-01,2.764516039950331017e-01
1.500000000000000000e+00,6.305692576484691614e-01,1.074487450498401303e-01,2.888424002504756949e-01,2.777044688392079075e-01
1.600000000000000089e+00,6.432417785673517630e-01,1.083019938767743884e-01,2.928667581603650594e-01,2.826757180279285131e-01
1.700000000000000178e+00,6.540428262354547329e-01,1.089296846375584632e-01,2.956833008260249529e-01,2.853034617708729570e-01
1.800000000000000044e+00,6.658386057549470216e-01,1.099220884194231918e-01,2.997789070950833690e-01,2.903027077114864740e-01
1.900000000000000133e+00,6.763618277685599089e-01,1.108868609218775086e-01,3.032482848073203008e-01,2.937244181191899228e-01
2.000000000000000000e+00,6.894469113931895876e-01,1.117008673106862082e-01,3.063821734500436489e-01,2.977998374142088456e-01
2.100000000000000089e+00,7.018124875896334380e-01,1.123243137180305606e-01,3.097393589307651518e-01,3.013758471269925021e-01
2.200000000000000178e+00,7.148500917415094857e-01,1.130019702017859284e-01,3.131090402758817670e-01,3.054463223595929589e-01
2.300000000000000266e+00,7.264717020394827474e-01,1.143261550758133543e-01,3.171853375315045742e-01,3.086693674886797911e-01
2.400000000000000355e+00,7.387638494288597535e-01,1.147885021323986482e-01,3.197870090327998294e-01,3.096064267615034060e-01
