r_A,Li_S_g_r,P_S_g_r
2.675000000000000266e+00,2.265417504575526042e+00,0.000000000000000000e+00
2.725000000000000089e+00,1.893614366359825940e+00,0.000000000000000000e+00
2.775000000000000355e+00,1.486697271907327922e+00,0.000000000000000000e+00
2.825000000000000178e+00,1.103626091657379238e+00,0.000000000000000000e+00
2.875000000000000000e+00,8.837295139268201982e-01,0.000000000000000000e+00
2.925000000000000266e+00,7.601885693372378849e-01,0.000000000000000000e+00
2.975000000000000089e+00,6.761267153463632607e-01,0.000000000000000000e+00
3.025000000000000355e+00,5.434320853534797546e-01,0.000000000000000000e+00
3.075000000000000178e+00,5.452164057004146303e-01,0.000000000000000000e+00
3.125000000000000000e+00,4.545487150009990818e-01,0.000000000000000000e+00
3.175000000000000266e+00,3.929663234553603668e-01,0.000000000000000000e+00
3.225000000000000089e+00,4.024860077309492246e-01,4.051872561049825287e-03
3.275000000000000355e+00,3.706449192228734035e-01,1.571639233453880555e-02
3.325000000000000178e+00,3.735584005862183088e-01,2.668274289901559349e-02
3.375000000000000000e+00,3.588724763437602938e-01,7.029460876836542138e-02
3.425000000000000266e+00,3.879884574072575143e-01,1.401069429526207721e-01
3.475000000000000089e+00,3.780671213442924894e-01,2.791880280696313887e-01
3.525000000000000355e+00,4.002030534012853691e-01,3.968115021012744714e-01
3.575000000000000178e+00,4.297543148567711246e-01,4.682233711738735815e-01
3.625000000000000000e+00,4.650171924660440048e-01,6.510240694524618288e-01
3.675000000000000266e+00,4.659714280380769513e-01,9.080202157974133215e-01
3.725000000000000089e+00,5.163138336351372759e-01,8.291392740140730577e-01
3.775000000000000355e+00,5.342711033950949817e-01,1.120786429077902380e+00
3.825000000000000178e+00,5.808834077167712717e-01,1.016785997970348188e+00
3.875000000000000000e+00,6.436379737482665897e-01,1.055266910447739459e+00
3.925000000000000266e+00,6.145784974455557048e-01,1.006668636765420732e+00
3.975000000000000089e+00,6.765615686870618539e-01,9.574990926096790256e-01
4.025000000000000355e+00,7.032118166649411473e-01,9.026430347080193206e-01
4.075000000000000178e+00,7.224367927105690423e-01,8.958554607499916722e-01
4.125000000000000000e+00,7.842834347542245732e-01,9.287566990510554010e-01
4.175000000000000711e+00,8.486192534061505199e-01,9.018090641609518565e-01
4.224999999999999645e+00,8.310135075361042567e-01,9.632202019168486506e-01
4.275000000000000355e+00,9.100749772529592718e-01,9.523504196084597861e-01
4.325000000000000178e+00,9.514855876429388903e-01,9.890343480076959626e-01
4.375000000000000000e+00,9.731624482577622137e-01,1.032609023151335625e+00
4.425000000000000711e+00,9.907524790539691262e-01,1.002948563155285244e+00
4.474999999999999645e+00,1.036078252516908105e+00,1.178477633194586982e+00
4.525000000000000355e+00,1.075053482937923910e+00,1.101123701413764033e+00
4.575000000000000178e+00,1.087254352614145159e+00,1.161751410108077254e+00
4.625000000000000000e+00,1.115096985932675810e+00,1.089485217704540210e+00
4.675000000000000711e+00,1.120295720189992794e+00,1.203209172803021421e+00
4.724999999999999645e+00,1.155227871967869913e+00,1.251496861298525110e+00
4.775000000000000355e+00,1.185378395525316098e+00,1.236514781610867697e+00
4.825000000000001066e+00,1.209210348935861434e+00,1.292479325060186923e+00
4.875000000000000000e+00,1.206994665184298654e+00,1.496626098063978727e+00
4.925000000000000711e+00,1.125855673533237233e+00,1.527202371968697348e+00
4.974999999999999645e+00,1.183933033818046043e+00,1.534118403839970224e+00
