r_A,Li_S_g_r,P_S_g_r
2.675000000000000266e+00,2.348998999874162941e+00,0.000000000000000000e+00
2.725000000000000089e+00,2.032485490901836833e+00,6.190311139802548435e-03
2.775000000000000355e+00,1.739042235088763988e+00,0.000000000000000000e+00
2.825000000000000178e+00,1.484115407195062186e+00,1.151965387214796098e-02
2.875000000000000000e+00,1.319865784438866374e+00,0.000000000000000000e+00
2.925000000000000266e+00,1.198119738228504261e+00,5.372734252145758803e-03
2.975000000000000089e+00,1.030075894524509206e+00,0.000000000000000000e+00
3.025000000000000355e+00,9.510954660453233567e-01,5.023391546014032046e-03
3.075000000000000178e+00,9.479653829666153664e-01,4.861360938290334652e-03
3.125000000000000000e+00,7.782314712041110694e-01,4.707045188734541863e-03
3.175000000000000266e+00,7.463138111457161550e-01,1.367988655867911560e-02
3.225000000000000089e+00,6.644232571540220622e-01,4.419666899028973708e-03
3.275000000000000355e+00,5.914332246302251850e-01,4.285748004566851399e-02
3.325000000000000178e+00,6.486206799139044854e-01,7.899867255361656126e-02
3.375000000000000000e+00,6.174383621857756355e-01,1.251018903775100999e-01
3.425000000000000266e+00,6.060738374887186808e-01,1.449874912957926087e-01
3.475000000000000089e+00,5.481545931693057039e-01,2.093646015577208530e-01
3.525000000000000355e+00,5.302483827088606549e-01,3.477442881951130493e-01
3.575000000000000178e+00,5.622767065227878280e-01,3.812451869386920822e-01
3.625000000000000000e+00,6.180012928402447425e-01,4.337669451633415774e-01
3.675000000000000266e+00,6.081067509058714071e-01,4.356585678131615902e-01
3.725000000000000089e+00,5.598675619353733479e-01,5.333649554532253756e-01
3.775000000000000355e+00,6.268515657258391105e-01,5.741659281262403436e-01
3.825000000000000178e+00,6.241854168290190685e-01,6.346583265073584279e-01
3.875000000000000000e+00,6.530808598838111489e-01,6.214472557331890412e-01
3.925000000000000266e+00,6.146667219536326998e-01,6.683754646486103068e-01
3.975000000000000089e+00,6.953053717346410201e-01,7.709452866513804015e-01
4.025000000000000355e+00,7.311029913434046179e-01,7.660975717828688580e-01
4.075000000000000178e+00,7.686360468732111872e-01,9.218096168383411726e-01
4.125000000000000000e+00,7.411106141740578801e-01,9.347178827614485153e-01
4.175000000000000711e+00,7.164334909710786681e-01,1.012676541838873900e+00
4.224999999999999645e+00,7.467877384046655020e-01,9.682489297936356376e-01
4.275000000000000355e+00,8.526684332742965333e-01,9.884917235303791738e-01
4.325000000000000178e+00,8.412591564735085736e-01,1.005087619272633681e+00
4.375000000000000000e+00,8.837809841340595884e-01,1.032678867330558914e+00
4.425000000000000711e+00,8.873977124842792330e-01,1.042340170219629547e+00
4.474999999999999645e+00,9.373071122620235673e-01,1.078859614930165467e+00
4.525000000000000355e+00,9.795677573822217932e-01,1.144949326810389190e+00
4.575000000000000178e+00,1.019767150476092787e+00,1.163984041103365286e+00
4.625000000000000000e+00,1.042249536206649285e+00,1.214166985477849403e+00
4.675000000000000711e+00,1.074058202772053328e+00,1.266154774286115003e+00
4.724999999999999645e+00,1.076841257229151250e+00,1.237440909358928476e+00
4.775000000000000355e+00,1.097417511196603801e+00,1.381012238523588564e+00
4.825000000000001066e+00,1.069525798177069387e+00,1.364385833612963062e+00
4.875000000000000000e+00,1.158594469564204532e+00,1.280449981388152469e+00
4.925000000000000711e+00,1.192675261690564703e+00,1.343654810177876469e+00
4.974999999999999645e+00,1.131677774845681661e+00,1.511792738606758446e+00
