lag_ps,Li_A2,P_A2,S_A2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,5.751896025786215061e-01,1.250301068375480329e-01,2.188841880123304773e-01
2.000000000000000111e-01,8.173166775199263157e-01,2.117292612726209555e-01,3.693738281393740830e-01
3.000000000000000444e-01,9.871097068750942505e-01,2.462704290192761769e-01,4.127166346169666711e-01
4.000000000000000222e-01,1.095470539626543172e+00,2.619086158091474270e-01,4.360092243450528482e-01
5.000000000000000000e-01,1.192448741264997336e+00,2.674490003829391727e-01,4.509437653922340750e-01
6.000000000000000888e-01,1.276354715216157176e+00,2.643866961511964209e-01,4.534791516906490627e-01
7.000000000000000666e-01,1.357685851518579234e+00,2.671969265305443875e-01,4.613808133264440392e-01
8.000000000000000444e-01,1.432856420437494727e+00,2.685775424710011849e-01,4.685782456832823795e-01
9.000000000000000222e-01,1.504942522582654485e+00,2.677797379098567632e-01,4.729486681795749270e-01
1.000000000000000000e+00,1.573743636091808895e+00,2.663447292335989758e-01,4.764515996819183030e-01
1.100000000000000089e+00,1.639838719265605649e+00,2.650454859031626254e-01,4.790354123936725328e-01
1.200000000000000178e+00,1.707122121502834711e+00,2.656182995122773893e-01,4.835064221509146054e-01
1.300000000000000044e+00,1.772790390626958423e+00,2.677547161477826787e-01,4.891170418844706380e-01
1.400000000000000133e+00,1.838063686776113759e+00,2.713651403656525685e-01,4.959274691363860788e-01
1.500000000000000000e+00,1.904934410877457296e+00,2.758847458086744475e-01,5.035444246087553699e-01
1.600000000000000089e+00,1.972450856202967007e+00,2.804632816012482821e-01,5.117159788788888664e-01
1.700000000000000178e+00,2.036250684459016025e+00,2.848458748186408207e-01,5.193644162569815981e-01
1.800000000000000044e+00,2.097582253047828971e+00,2.884285748084994272e-01,5.260490870022481724e-01
1.900000000000000133e+00,2.157850412953840280e+00,2.909009006378784901e-01,5.320186479218150799e-01
2.000000000000000000e+00,2.218105331934377755e+00,2.932048902984200067e-01,5.377765070745269549e-01
2.100000000000000089e+00,2.278918688971649509e+00,2.940799255851279659e-01,5.420391391423013960e-01
2.200000000000000178e+00,2.335670602700248288e+00,2.944150918161862474e-01,5.448522847952093073e-01
2.300000000000000266e+00,2.392397136502502519e+00,2.945364676641927248e-01,5.466027725515137936e-01
2.400000000000000355e+00,2.451321072735875628e+00,2.958070818198673124e-01,5.505672626537918557e-01
2.500000000000000000e+00,2.509259120819444799e+00,2.978458100968800482e-01,5.555547282539874399e-01
2.600000000000000089e+00,2.568317434769762375e+00,3.001906322956802153e-01,5.602184540193623219e-01
2.700000000000000178e+00,2.625713316839932698e+00,3.023597715328640301e-01,5.651898454072354916e-01
2.800000000000000266e+00,2.683965409672911306e+00,3.043068290768072837e-01,5.701908651882645618e-01
2.900000000000000355e+00,2.741232369857247164e+00,3.063153847784710893e-01,5.748062326653111676e-01
3.000000000000000000e+00,2.796646814077777154e+00,3.082157409405533732e-01,5.783362201970626559e-01
3.100000000000000089e+00,2.851259317999377263e+00,3.087016905538677580e-01,5.810019038284498505e-01
3.200000000000000178e+00,2.909103319597552861e+00,3.100854603500894924e-01,5.842348588249952623e-01
3.300000000000000266e+00,2.964010780604548145e+00,3.111978567869665424e-01,5.875874136387818636e-01
3.400000000000000355e+00,3.018756490145114935e+00,3.125046242564656351e-01,5.912922248682598303e-01
3.500000000000000000e+00,3.074050909341795368e+00,3.136202190228076225e-01,5.946734614066203628e-01
3.600000000000000089e+00,3.128422364188929716e+00,3.144093429905229775e-01,5.975935035066592960e-01
3.700000000000000178e+00,3.183798143386287638e+00,3.154928115894553020e-01,6.006018278477605055e-01
3.800000000000000266e+00,3.239340011998309787e+00,3.164347767146293289e-01,6.035760820697975149e-01
3.900000000000000355e+00,3.296346566765897990e+00,3.182129173792069832e-01,6.070069164803254536e-01
4.000000000000000000e+00,3.353194374878598616e+00,3.199158614837434578e-01,6.109061281372465402e-01
4.100000000000000533e+00,3.407298786687105618e+00,3.211533822320265519e-01,6.136468276286329848e-01
4.200000000000000178e+00,3.461195237471612174e+00,3.220714155558127012e-01,6.162144990966952340e-01
4.299999999999999822e+00,3.516435579631745245e+00,3.225436058146721185e-01,6.187729739289530295e-01
4.400000000000000355e+00,3.570612311118422699e+00,3.238482305863433774e-01,6.211256247319544288e-01
4.500000000000000000e+00,3.624575550035205929e+00,3.245783091249288543e-01,6.232994262409167208e-01
4.600000000000000533e+00,3.678005197160688411e+00,3.251142384741876334e-01,6.260741924401256320e-01
4.700000000000000178e+00,3.729260392339047492e+00,3.262956149096049030e-01,6.293597583327290579e-01
4.800000000000000711e+00,3.782539740831971642e+00,3.273071425665611267e-01,6.325870961261016445e-01
4.900000000000000355e+00,3.836041457856361969e+00,3.287561279171652973e-01,6.357156240697111604e-01
5.000000000000000000e+00,3.889263474013005872e+00,3.302270013825040484e-01,6.392968789198469892e-01
