lag_ps,Li_A2,P_A2,S_A2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.916828319675614734e-01,5.034275687128160481e-02,8.496357626072653657e-02
2.000000000000000111e-01,2.440530595075662001e-01,7.669767121101750407e-02,1.263845919204331647e-01
3.000000000000000444e-01,2.663503467638740352e-01,8.184373765553748514e-02,1.264730947951504536e-01
4.000000000000000222e-01,2.751874948190404790e-01,8.153985725045252708e-02,1.283826697760195867e-01
5.000000000000000000e-01,2.810022834239240264e-01,7.975038779990865911e-02,1.256378375683737947e-01
6.000000000000000888e-01,2.845512378959451083e-01,7.693536017282502637e-02,1.230491465805461926e-01
7.000000000000000666e-01,2.904506484364963725e-01,7.705164466281309854e-02,1.230176961334114860e-01
8.000000000000000444e-01,2.946438302266697340e-01,7.606484866483469165e-02,1.230612622881075008e-01
9.000000000000000222e-01,2.968483858360286831e-01,7.470604579387410404e-02,1.220243142315192847e-01
1.000000000000000000e+00,2.998532866577595657e-01,7.329507343119497087e-02,1.208421897452804650e-01
1.100000000000000089e+00,3.028064416090927580e-01,7.290541042804532523e-02,1.202319239194485495e-01
1.200000000000000178e+00,3.070151371722335543e-01,7.431771087766768369e-02,1.218253366116813508e-01
1.300000000000000044e+00,3.118266267649751344e-01,7.601996315185156894e-02,1.241787056923780858e-01
1.400000000000000133e+00,3.167843695007437343e-01,7.764445896462347785e-02,1.258981326517771004e-01
1.500000000000000000e+00,3.208220610151042984e-01,7.873989103724883531e-02,1.271479078567366305e-01
1.600000000000000089e+00,3.244200467432974411e-01,7.966482421243806233e-02,1.285332115725195679e-01
1.700000000000000178e+00,3.270572586653723302e-01,7.986910209677709760e-02,1.290037390506950377e-01
1.800000000000000044e+00,3.295206671667486042e-01,7.940761565219719986e-02,1.285915895139695675e-01
1.900000000000000133e+00,3.310402287758326678e-01,7.823799392032612654e-02,1.276671861219908777e-01
2.000000000000000000e+00,3.320235393658014789e-01,7.724661350745244681e-02,1.267886757353409721e-01
2.100000000000000089e+00,3.333325747584844900e-01,7.689246123566650937e-02,1.264994857905567538e-01
2.200000000000000178e+00,3.353076743554981309e-01,7.719633281162237293e-02,1.268669544145798744e-01
2.300000000000000266e+00,3.377912844987445706e-01,7.786753334344236055e-02,1.276800508004146961e-01
2.400000000000000355e+00,3.408021774698397621e-01,7.889724039445462911e-02,1.290122672258558201e-01
2.500000000000000000e+00,3.433122136540842084e-01,7.933202368222158629e-02,1.298457800634792991e-01
2.600000000000000089e+00,3.444562153356477419e-01,7.960112594392670937e-02,1.299132586622670227e-01
2.700000000000000178e+00,3.463596945183243792e-01,7.992711303950657264e-02,1.302638759882905339e-01
2.800000000000000266e+00,3.485236986746856336e-01,8.020650064085908804e-02,1.308061771276499696e-01
2.900000000000000355e+00,3.499474053651715488e-01,8.034081911419385658e-02,1.312038271506990594e-01
3.000000000000000000e+00,3.511399756246801895e-01,8.033216658757263984e-02,1.310783069071635165e-01
3.100000000000000089e+00,3.513731913398547846e-01,7.970432411981127896e-02,1.306354501967693094e-01
3.200000000000000178e+00,3.524872889726050063e-01,7.946711516670063036e-02,1.302749590409344183e-01
3.300000000000000266e+00,3.543854128116769586e-01,7.987486733863531640e-02,1.308694179565550453e-01
3.400000000000000355e+00,3.560330184282466393e-01,8.016593677497438342e-02,1.312962764432338003e-01
3.500000000000000000e+00,3.581277022540985677e-01,8.060620933775208830e-02,1.317992500950401213e-01
3.600000000000000089e+00,3.595507105600843079e-01,8.116609932311374953e-02,1.323526141381217436e-01
3.700000000000000178e+00,3.603547666223334001e-01,8.115973550916316670e-02,1.324495821320567646e-01
3.800000000000000266e+00,3.616339712901999182e-01,8.089629850755343521e-02,1.323065383513833126e-01
3.900000000000000355e+00,3.626363884436085705e-01,8.090913310324167329e-02,1.322470724086684257e-01
4.000000000000000000e+00,3.636827443797613912e-01,8.111933302761557829e-02,1.325136435001851576e-01
4.100000000000000533e+00,3.650086406564606589e-01,8.124017381161804940e-02,1.326778456718350485e-01
4.200000000000000178e+00,3.660431043996626443e-01,8.120886269556261416e-02,1.326573230805334069e-01
4.299999999999999822e+00,3.671425403264325649e-01,8.136692898664256435e-02,1.330687659942171031e-01
4.400000000000000355e+00,3.688648979017732366e-01,8.179584251877042300e-02,1.336056915572456094e-01
4.500000000000000000e+00,3.696773281657493304e-01,8.181857172571570247e-02,1.335033787313609499e-01
4.600000000000000533e+00,3.708657144344470469e-01,8.177317013848946214e-02,1.336894721860598934e-01
4.700000000000000178e+00,3.721972798640002522e-01,8.185538214658887035e-02,1.338578038870402998e-01
4.800000000000000711e+00,3.729433465642043588e-01,8.195053212774332241e-02,1.338989931671699107e-01
4.900000000000000355e+00,3.736149560952613524e-01,8.145158647780340044e-02,1.333975782101484153e-01
5.000000000000000000e+00,3.740630964329451080e-01,8.111445057884171528e-02,1.327647464990990567e-01
5.100000000000000533e+00,3.749459886083656435e-01,8.135972957432244246e-02,1.332583212656765492e-01
5.200000000000000178e+00,3.762020978184352771e-01,8.164223161306655152e-02,1.337891011140942277e-01
5.300000000000000711e+00,3.775341840356789547e-01,8.176383315747773328e-02,1.341006558656150649e-01
5.400000000000000355e+00,3.794866781708476910e-01,8.231664579921479930e-02,1.346436845305503671e-01
5.500000000000000000e+00,3.804010640776248064e-01,8.250273384820022704e-02,1.349697008514524066e-01
5.600000000000000533e+00,3.809989380920122959e-01,8.267879380914322507e-02,1.352200196978057267e-01
5.700000000000000178e+00,3.814030954790090244e-01,8.288218125020101190e-02,1.354030161472883076e-01
5.800000000000000711e+00,3.821265587653420726e-01,8.312042368151112415e-02,1.357725327528090109e-01
5.900000000000000355e+00,3.836365850342717265e-01,8.328899316477596237e-02,1.359579416387298179e-01
6.000000000000000000e+00,3.842565469524704125e-01,8.322200432748085019e-02,1.357519957638371744e-01
6.100000000000000533e+00,3.854151754850871914e-01,8.297085207087924463e-02,1.356775078751788488e-01
6.200000000000000178e+00,3.855059329946124991e-01,8.283093125449178529e-02,1.355341189826495818e-01
6.300000000000000711e+00,3.858989250257208181e-01,8.269724188715454893e-02,1.353676968072982378e-01
6.400000000000000355e+00,3.875418447574829894e-01,8.286681990010962007e-02,1.356140766095822181e-01
6.500000000000000000e+00,3.886345781834899538e-01,8.313518286690084469e-02,1.358428172769494402e-01
6.600000000000000533e+00,3.886726393370411037e-01,8.307931496069161093e-02,1.357318157239334189e-01
6.700000000000000178e+00,3.889924698898860611e-01,8.320222131552812428e-02,1.359100003308702787e-01
6.800000000000000711e+00,3.895570067907206391e-01,8.339889232580542655e-02,1.358637955450683332e-01
6.900000000000000355e+00,3.895157703914191027e-01,8.307307805535557588e-02,1.357200978480287146e-01
7.000000000000000000e+00,3.896693046561043872e-01,8.262527079101231187e-02,1.354312958261493227e-01
7.100000000000000533e+00,3.896543450620605364e-01,8.223811742346062714e-02,1.348087120100990577e-01
7.200000000000000178e+00,3.895867976264107968e-01,8.204183473208370714e-02,1.344318907226291493e-01
7.300000000000000711e+00,3.897448561847242088e-01,8.203631548749684699e-02,1.344448500079783171e-01
7.400000000000000355e+00,3.899014286587482170e-01,8.260907022171369574e-02,1.350362121812022920e-01
7.500000000000000000e+00,3.908783302014492422e-01,8.315431945636449218e-02,1.357898229989593364e-01
7.600000000000000533e+00,3.921848030181305234e-01,8.336020214790468286e-02,1.360553010635544013e-01
7.700000000000000178e+00,3.937611970005743256e-01,8.396612887897449140e-02,1.367990368334603135e-01
7.800000000000000711e+00,3.944431052827961914e-01,8.404312888425259642e-02,1.370040194397733335e-01
7.900000000000000355e+00,3.941320183840579250e-01,8.370732963629057277e-02,1.366789082369746500e-01
8.000000000000000000e+00,3.940066804074742746e-01,8.343632473769534152e-02,1.363434235450649845e-01
8.099999999999999645e+00,3.941086985495632078e-01,8.329250410657490500e-02,1.364703686841174934e-01
8.200000000000001066e+00,3.938425397538687367e-01,8.319527731501820400e-02,1.362258643588960538e-01
